claim_id,policy_region,claim_date,claim_type,amount
2547,S,2024-01-06,health,616
2548,S,2024-01-27,travel,479
2549,S,2024-04-12,travel,571
2550,E,2024-02-24,travel,691
2551,N,2024-03-30,health,840
2552,S,2024-01-07,auto,514
2553,S,2024-11-15,auto,690
2554,N,2024-01-21,travel,481
2555,E,2024-04-19,home,564
2556,N,2024-05-09,health,840
2557,N,2024-05-01,auto,807
2558,E,2024-08-16,travel,903
2559,E,2024-08-10,auto,589
2560,E,2024-07-31,health,397
2562,W,2024-09-12,auto,652
2563,N,2024-10-12,auto,578
2564,N,2024-01-10,travel,762
2565,S,2024-06-25,auto,670
2566,N,2024-04-21,auto,609
2567,E,2024-02-24,auto,798
2568,W,2024-02-23,health,659
2569,S,2024-01-27,home,542
2570,W,2024-01-23,home,724
2571,E,2024-11-20,home,685
2572,N,2024-04-05,health,681
2573,S,2024-06-20,auto,764
2574,E,2024-04-03,health,709
2575,S,2024-10-08,health,521
2576,S,2024-04-13,health,591
2577,N,2024-02-26,health,436
2578,W,2024-06-30,travel,949
2580,E,2024-03-28,travel,887
2581,E,2024-01-14,travel,726
2582,E,2024-04-26,health,797
2583,E,2024-09-09,health,746
2584,E,2024-08-25,auto,420
2585,E,2024-02-26,home,687
2586,E,2024-07-19,travel,652
2587,S,2024-04-05,home,$826
2588,N,2024-10-26,auto,910
2589,E,2024-05-28,health,665
2590,W,2024-06-02,auto,708
2591,E,2024-07-13,health,431
2592,S,2024-05-11,auto,519
2593,E,2024-07-10,travel,576
2594,E,2024-05-15,home,674
2595,W,2024-06-25,home,476
2596,E,2024-01-30,health,590
2597,N,2024-02-06,home,939
2598,S,2024-03-23,home,$597
2599,S,2024-10-02,auto,491
2601,W,2024-07-30,auto,871
2602,S,2024-01-16,auto,720
2603,W,2024-09-29,home,639
2604,N,2024-05-14,health,753
2605,S,2024-10-06,travel,782
2606,S,2024-06-12,auto,562
2607,N,2024-08-10,home,817
2608,E,2024-06-22,home,698
2609,N,2024-08-23,home,559
2610,W,2024-11-06,home,702
2611,N,2024-10-05,travel,398
2612,S,2024-05-10,health,677
2613,E,2024-10-25,health,583
2614,N,2024-06-29,travel,602
2615,N,2024-06-15,auto,809
2616,N,2024-07-20,auto,785
2617,W,2024-07-16,auto,767
2618,W,2024-10-26,health,718
2619,N,2024-01-11,health,760
2620,S,2024-05-29,home,442
2621,S,2024-02-08,travel,464
2622,W,2024-06-13,auto,713
2623,S,2024-03-03,health,589
2624,S,2024-02-02,home,526
2625,W,2024-02-25,health,USD 504
2626,N,2024-08-13,auto,511
2627,S,2024-02-11,travel,655
2628,W,2024-07-20,health,760
2629,W,2024-10-07,health,759
2630,W,2024-08-28,health,498
2631,S,2024-05-09,home,533
2632,W,2024-11-07,travel,502
2633,E,2024-08-02,travel,$537
2634,W,2024-09-13,health,816
2635,N,2024-10-30,auto,784
2636,S,2024-11-05,auto,612
2637,S,2024-04-21,home,694
2638,W,2024-04-26,health,491
2639,N,2024-03-06,auto,USD 717
2640,S,2024-11-22,health,579
2641,W,2024-02-03,travel,646
2642,W,2024-03-29,home,956
2643,N,2024-02-22,travel,838
2645,W,2024-05-08,travel,588
2646,E,2024-10-24,home,664
2647,N,2024-01-14,health,755
2648,N,2024-07-06,health,1006
2649,N,2024-04-13,auto,980
2650,E,2024-03-14,travel,621
2651,E,2024-05-09,health,772
2652,N,2024-03-10,travel,769
2653,E,2024-06-26,health,487
2654,E,2024-11-15,health,1198
2655,S,2024-02-12,travel,431
2656,N,2024-01-27,health,561
2657,N,2024-08-30,travel,761
2658,N,2024-05-01,auto,529
2659,N,2024-02-28,home,833
2660,N,2024-10-31,health,949
2661,N,2024-07-15,travel,578
2662,S,2024-03-01,home,576
2663,N,2024-06-11,health,515
2664,W,2024-11-26,travel,656
2666,E,2024-08-15,health,807
2667,W,2024-01-10,auto,614
2668,E,2024-02-01,home,USD 641
2669,E,2024-02-14,auto,519
2670,S,2024-08-07,travel,908
2671,N,2024-04-21,home,619
2672,S,2024-04-11,home,777
2673,S,2024-05-05,home,531
2674,S,2024-06-28,health,529
2675,S,2024-06-03,auto,459
2676,E,2024-06-03,travel,536
2677,E,2024-01-05,travel,958
2678,W,2024-09-27,travel,568
2679,N,2024-06-06,auto,651
2680,N,2024-08-06,auto,583
2681,E,2024-10-28,auto,890
2682,W,2024-11-07,home,950
2683,W,2024-06-30,home,699
2684,S,2024-01-18,auto,588
2685,N,2024-04-20,auto,678
2686,S,2024-05-10,travel,789
2687,E,2024-06-18,auto,729
2688,W,2024-11-07,home,470
2689,N,2024-02-28,home,654
2690,S,2024-09-20,travel,746
2691,E,2024-02-03,travel,691
2692,S,2024-04-22,travel,640
2693,S,2024-09-20,travel,879
2694,E,2024-11-25,travel,760
2695,N,2024-11-07,health,569
2696,W,2024-10-06,home,572
2697,W,2024-09-17,travel,578
2698,S,2024-02-04,travel,544
2699,S,2024-05-01,travel,484
2700,W,2024-03-10,health,811
2701,S,2024-10-31,home,669
2702,W,2024-01-08,health,544
2703,W,2024-04-13,travel,771
2704,N,2024-04-01,health,706
2705,W,2024-07-01,home,USD 487
2706,S,2024-05-07,auto,924
2707,W,2024-01-19,auto,500
2708,E,2024-10-11,health,"$1,003"
2709,N,2024-08-05,auto,501
2710,E,2024-11-22,health,576
2711,N,2024-08-31,auto,483
2712,N,2024-05-06,home,580
2713,S,2024-09-19,health,988
2714,E,2024-10-22,health,805
2715,N,2024-02-06,travel,729
2716,E,2024-08-28,travel,545
2717,W,2024-08-21,auto,842
2718,S,2024-06-11,health,405
2719,S,2024-03-26,health,783
2720,S,2024-06-12,home,651
2722,E,2024-06-08,travel,1020
2723,S,2024-04-02,travel,711
2724,S,2024-11-14,home,1083
2725,N,2024-02-22,health,719
2726,E,2024-10-17,home,563
2727,N,2024-03-20,health,1068
2728,N,2024-05-17,auto,689
2729,W,2024-04-22,home,856
2730,S,2024-09-05,home,844
2731,S,2024-04-28,travel,729
2732,W,2024-03-03,auto,553
2733,E,2024-03-08,health,674
2734,E,2024-06-10,auto,859
2735,E,2024-08-27,auto,812
2736,N,2024-10-18,travel,615
2737,W,2024-09-09,home,776
2738,E,2024-04-18,auto,1007
2739,N,2024-10-06,health,851
2740,N,2024-10-10,auto,944
2741,W,2024-11-13,home,USD 675
2742,S,2024-05-07,health,707
2743,S,2024-05-12,travel,709
2744,W,2024-06-24,health,601
2745,N,2024-07-07,travel,643
2746,E,2024-05-20,home,758
2747,S,2024-09-14,home,779
2748,E,2024-11-22,travel,982
2749,N,2024-08-17,auto,909
2750,S,2024-05-01,auto,USD 874
2751,N,2024-04-27,health,931
2752,E,2024-05-07,travel,457
2753,E,2024-05-02,travel,783
2754,E,2024-10-02,home,562
2755,N,2024-09-29,travel,997
2756,W,2024-06-06,auto,605
2757,N,2024-01-19,home,697
2758,N,2024-07-26,travel,653
2759,N,2024-03-18,auto,632
2760,E,2024-08-17,auto,678
2761,S,2024-10-25,travel,939
2762,E,2024-04-27,health,928
2763,N,2024-02-04,auto,801
2764,W,2024-11-04,auto,703
2765,W,2024-08-02,travel,623
2766,E,2024-02-13,travel,714
2767,S,2024-06-08,home,732
2768,W,2024-03-24,home,466
2769,N,2024-08-27,auto,$719
2770,S,2024-03-22,health,738
2771,E,2024-08-08,travel,737
2772,N,2024-09-11,auto,627
2774,N,2024-03-18,travel,603
2775,E,2024-01-21,travel,554
2776,S,2024-10-21,auto,735
2777,E,2024-08-30,travel,837
2778,W,2024-01-18,travel,634
2779,W,2024-04-24,home,906
2780,S,2024-06-12,home,888
2781,N,2024-06-24,travel,973
2782,N,2024-10-06,home,468
2783,W,2024-04-02,home,620
2784,W,2024-11-15,home,902
2785,E,2024-01-09,auto,USD 596
2786,E,2024-01-20,health,502
2787,N,2024-05-28,auto,756
2788,W,2024-06-08,health,695
2789,W,2024-04-02,home,524
2790,E,2024-07-01,health,459
2791,E,2024-02-14,auto,568
2792,W,2024-05-03,travel,746
2793,E,2024-04-09,travel,1066
2794,N,2024-07-28,home,$621
2795,N,2024-07-08,auto,594
2796,E,2024-05-21,health,545
2797,N,2024-01-17,home,648
2798,S,2024-01-23,health,846
2799,N,2024-11-11,home,USD 775
2800,W,2024-10-21,health,$578
2801,S,2024-05-26,travel,730
2802,E,2024-01-24,auto,704
2803,E,2024-05-18,health,667
2804,W,2024-05-27,travel,754
2805,E,2024-04-25,home,761
2806,S,2024-04-13,travel,USD 632
2807,S,2024-01-22,auto,879
2808,E,2024-03-22,health,406
2809,S,2024-07-13,health,715
2810,W,2024-01-01,home,735
2811,W,2024-06-01,home,857
2812,W,2024-09-04,travel,544
2813,W,2024-03-06,travel,674
2814,S,2024-09-26,auto,1071
2815,N,2024-06-22,home,659
2816,W,2024-03-24,auto,738
2817,S,2024-01-03,travel,708
2818,W,2024-08-20,home,932
2819,S,2024-10-26,travel,943
2820,W,2024-03-20,home,812
2821,E,2024-10-05,auto,695
2822,N,2024-08-24,health,557
2823,E,2024-02-13,home,624
2824,W,2024-04-11,travel,802
2825,S,2024-06-01,health,573
2826,E,2024-11-08,health,"$1,044"
2827,S,2024-05-20,auto,683
2828,W,2024-02-19,travel,741
2829,N,2024-03-21,home,538
2830,W,2024-02-02,auto,729
2831,N,2024-09-27,travel,571
2832,S,2024-08-18,health,$867
2833,W,2024-10-12,health,594
2834,E,2024-08-22,auto,782
2835,E,2024-05-30,health,592
2836,S,2024-08-13,travel,991
2837,N,2024-07-21,home,603
2838,E,2024-04-24,home,709
2839,S,2024-03-17,auto,717
2840,E,2024-10-10,travel,618
2841,E,2024-08-18,auto,983
2842,E,2024-07-07,home,860
2844,N,2024-01-31,health,585
2845,S,2024-01-25,home,628
2846,S,2024-07-17,home,863
2847,E,2024-01-09,travel,518
2848,S,2024-04-04,home,956
2849,W,2024-04-17,health,USD 811
2850,E,2024-03-23,travel,559
2851,E,2024-04-08,auto,519
2852,N,2024-10-15,auto,681
2853,E,2024-10-22,travel,520
2854,S,2024-06-05,home,499
2855,N,2024-10-22,auto,701
2856,W,2024-10-17,health,905
2857,N,2024-03-14,auto,738
2858,W,2024-08-18,auto,793
2859,E,2024-03-31,travel,1059
2860,S,2024-08-08,auto,$513
2861,S,2024-02-06,travel,589
2862,S,2024-09-19,health,834
2863,N,2024-02-17,health,620
2864,W,2024-02-27,travel,$751
2865,S,2024-11-06,health,478
2867,W,2024-01-29,travel,610
2868,N,2024-01-18,home,898
2869,N,2024-01-30,travel,589
2870,S,2024-05-25,health,704
2871,S,2024-09-12,auto,625
2872,W,2024-10-06,health,USD 637
2873,E,2024-02-18,travel,515
2874,E,2024-05-16,auto,$819
2875,N,2024-08-02,auto,745
2876,W,2024-04-24,home,687
2877,S,2024-10-10,travel,616
2878,N,2024-04-10,health,802
2879,N,2024-03-20,home,738
2880,N,2024-06-13,home,690
2881,N,2024-04-20,home,518
2882,E,2024-04-15,home,700
2883,E,2024-05-19,home,381
2884,E,2024-07-31,travel,583
2885,S,2024-03-15,travel,631
2886,N,2024-05-23,auto,768
2887,E,2024-10-11,health,541
2888,W,2024-04-20,travel,707
2889,S,2024-05-05,health,USD 978
2890,E,2024-03-11,auto,682
2891,S,2024-04-25,travel,902
2892,S,2024-08-26,home,642
2893,W,2024-03-10,travel,778
2894,S,2024-11-13,home,709
2895,N,2024-02-16,home,748
2896,W,2024-10-10,auto,USD 495
2897,N,2024-11-26,home,581
2898,E,2024-01-11,travel,658
2899,S,2024-02-07,home,599
2900,E,2024-09-25,auto,738
2901,S,2024-08-13,health,458
2902,N,2024-05-09,auto,830
2903,N,2024-01-28,auto,432
2904,E,2024-07-09,health,511
2905,N,2024-01-17,home,871
2906,E,2024-01-31,health,629
2907,N,2024-07-29,travel,753
2908,S,2024-03-17,travel,679
2909,N,2024-07-22,auto,858
2911,S,2024-03-09,home,612
2912,S,2024-04-17,auto,865
2913,E,2024-05-06,health,664
2914,S,2024-06-30,travel,877
2915,N,2024-11-15,home,633
2916,E,2024-05-21,auto,610
2917,N,2024-08-28,travel,922
2918,N,2024-04-29,home,576
2919,N,2024-01-09,home,$422
2921,S,2024-01-02,health,647
2922,E,2024-02-08,health,$608
2923,S,2024-05-20,auto,859
2924,S,2024-08-30,health,$600
2925,S,2024-04-02,health,740
2926,W,2024-03-29,auto,872
2927,W,2024-06-04,auto,USD 479
2928,W,2024-07-12,health,612
2930,N,2024-09-06,auto,496
2931,S,2024-05-09,health,562
2932,E,2024-11-14,health,780
2933,N,2024-10-21,auto,570
2934,S,2024-04-03,health,USD 965
2936,N,2024-03-17,home,910
2937,E,2024-03-30,home,642
2938,S,2024-04-21,health,617
2939,W,2024-07-15,health,619
2940,E,2024-08-17,health,831
2941,W,2024-01-06,travel,407
2942,S,2024-06-25,travel,662
2943,N,2024-02-26,health,936
2944,E,2024-09-16,auto,1102
2945,S,2024-08-08,travel,727
2946,E,2024-06-02,health,559
2947,E,2024-02-21,home,571
2948,N,2024-08-24,home,692
2949,S,2024-03-26,health,837
2950,E,2024-04-09,auto,508
2951,W,2024-04-24,health,697
2953,N,2024-04-05,auto,485
2954,S,2024-11-25,auto,$964
2955,E,2024-08-22,home,633
2956,W,2024-03-22,auto,919
2957,S,2024-11-03,health,513
2958,S,2024-02-20,home,523
2959,S,2024-05-18,travel,635
2960,W,2024-11-18,health,481
2961,N,2024-11-16,auto,539
2962,S,2024-10-06,health,535
2963,N,2024-09-30,health,738
2964,W,2024-10-17,auto,USD 526
2965,N,2024-07-22,auto,$594
2966,S,2024-04-07,travel,633
2967,E,2024-04-20,health,$573
2969,W,2024-06-23,travel,USD 590
2971,E,2024-07-01,auto,636
2972,W,2024-04-05,auto,708
2973,W,2024-02-13,auto,471
2974,N,2024-09-30,home,560
2976,S,2024-09-11,auto,555
2977,N,2024-07-14,auto,739
2978,W,2024-01-13,home,975
2979,W,2024-07-14,health,724
2980,N,2024-07-28,travel,470
2981,W,2024-07-10,auto,584
2982,S,2024-07-01,home,683
2983,S,2024-05-18,health,USD 575
2984,N,2024-03-28,travel,744
2985,N,2024-08-08,health,746
2986,W,2024-09-19,health,USD 782
2987,N,2024-05-09,travel,658
2988,W,2024-03-15,health,841
2989,W,2024-07-08,travel,827
2990,E,2024-09-21,travel,996
2991,E,2024-11-16,travel,652
2992,N,2024-07-03,travel,618
2993,N,2024-02-29,health,441
2994,W,2024-05-21,health,631
2995,W,2024-08-26,auto,984
2996,S,2024-03-30,auto,542
2997,S,2024-01-24,health,$877
2998,E,2024-11-12,auto,724
2999,W,2024-09-02,health,641
3000,E,2024-05-14,home,556
3001,E,2024-04-23,auto,742
3002,N,2024-08-11,health,889
3003,N,2024-07-30,auto,670
3004,N,2024-01-03,auto,526
3005,S,2024-07-21,health,595
3006,W,2024-04-02,health,725
3007,E,2024-01-25,travel,759
3008,N,2024-07-13,auto,640
3009,N,2024-07-24,travel,484
3010,W,2024-01-02,travel,591
3011,N,2024-01-10,travel,470
3012,W,2024-07-25,health,763
3013,N,2024-05-18,travel,635
3014,N,2024-07-01,auto,510
3015,S,2024-04-21,auto,523
3016,S,2024-08-27,health,597
3017,N,2024-07-29,health,700
3018,E,2024-11-12,travel,504
3019,N,2024-10-16,health,488
3020,W,2024-11-12,auto,$846
3021,N,2024-04-28,home,557
3022,N,2024-11-06,home,517
3023,W,2024-08-10,travel,672
3024,N,2024-05-06,health,541
3025,E,2024-09-13,travel,874
3026,N,2024-09-20,travel,510
3027,N,2024-04-08,travel,534
3028,E,2024-01-06,health,841
3030,S,2024-06-22,health,637
3031,N,2024-05-08,health,657
3032,N,2024-09-09,auto,586
3033,E,2024-05-17,auto,904
3034,N,2024-05-25,home,954
3035,W,2024-05-14,health,737
3036,S,2024-10-08,auto,896
3037,N,2024-10-02,auto,$609
3038,S,2024-04-22,health,558
3039,N,2024-05-17,travel,518
3040,N,2024-01-15,home,1086
3041,N,2024-07-03,health,824
3042,N,2024-04-29,auto,424
3043,E,2024-06-13,health,783
3044,S,2024-01-05,home,695
3045,S,2024-02-19,home,$598
3046,E,2024-04-16,auto,547
3048,W,2024-01-01,auto,519
3049,S,2024-07-08,travel,736
3050,W,2024-08-07,health,794
3051,W,2024-11-09,travel,901
3052,N,2024-02-27,home,$458
3053,E,2024-10-08,health,426
3054,E,2024-08-19,health,691
3055,E,2024-07-30,health,637
3056,S,2024-04-27,auto,834
3057,E,2024-05-09,auto,440
3058,E,2024-09-30,auto,605
3059,N,2024-06-22,home,354
3060,E,2024-10-28,home,656
3061,E,2024-04-27,health,533
3062,E,2024-01-28,health,720
3063,S,2024-08-08,health,622
3064,N,2024-02-02,auto,803
3065,S,2024-01-08,travel,806
3066,S,2024-04-15,home,493
3067,E,2024-11-02,home,800
3068,W,2024-05-15,health,589
3069,N,2024-02-26,home,628
3070,E,2024-11-07,home,755
3071,W,2024-07-23,home,919
3072,E,2024-05-09,health,687
3073,W,2024-03-06,health,502
3074,S,2024-06-05,travel,476
3075,N,2024-03-15,health,630
3076,W,2024-05-20,travel,872
3077,E,2024-08-18,health,$778
3078,N,2024-04-21,auto,794
3079,W,2024-07-26,home,924
3080,S,2024-06-03,travel,594
3081,N,2024-04-20,travel,646
3082,E,2024-06-26,health,659
3083,W,2024-09-14,health,679
3084,N,2024-01-19,home,$384
3085,N,2024-10-09,travel,USD 632
3087,W,2024-08-23,travel,699
3088,E,2024-04-12,health,999
3089,S,2024-01-25,home,520
3090,N,2024-09-24,health,460
3091,E,2024-06-28,home,612
3092,N,2024-10-31,home,USD 875
3093,W,2024-10-25,health,413
3094,E,2024-09-12,health,733
3095,N,2024-05-30,travel,443
3096,N,2024-02-22,travel,382
3097,E,2024-04-14,auto,873
3098,S,2024-10-06,health,937
3099,S,2024-07-27,health,755
3100,N,2024-02-07,home,532
3101,E,2024-04-26,auto,719
3102,S,2024-05-13,auto,765
3103,W,2024-05-02,auto,772
3104,W,2024-08-13,home,486
3105,W,2024-09-04,home,583
3106,W,2024-02-22,home,545
3107,N,2024-05-27,home,$503
3108,W,2024-05-21,home,"$1,035"
3109,E,2024-01-29,health,608
3110,S,2024-01-11,auto,464
3111,E,2024-06-19,home,584
3112,S,2024-01-07,auto,814
3113,W,2024-05-05,auto,775
3114,E,2024-06-17,auto,667
3115,S,2024-08-08,home,USD 931
3116,E,2024-01-13,home,742
3117,E,2024-11-08,auto,538
3118,S,2024-04-07,health,745
3119,E,2024-07-15,auto,768
3120,S,2024-06-20,auto,857
3121,W,2024-06-18,travel,772
3122,W,2024-05-30,health,663
3123,E,2024-05-02,health,845
3124,S,2024-03-11,travel,751
3125,N,2024-08-27,health,743
3126,N,2024-04-16,auto,555
3127,N,2024-01-31,auto,373
3128,S,2024-09-22,auto,802
3129,N,2024-04-16,auto,646
3130,W,2024-08-12,auto,456
3131,E,2024-07-10,health,948
3132,E,2024-09-19,auto,893
3133,S,2024-08-23,travel,861
3135,W,2024-05-11,auto,767
3136,E,2024-10-14,health,708
3137,N,2024-04-01,travel,529
3138,W,2024-08-24,health,521
3139,N,2024-10-12,home,633
3141,N,2024-05-15,health,636
3142,W,2024-10-30,auto,532
3143,W,2024-04-15,health,696
3145,W,2024-06-06,health,$520
3146,W,2024-09-16,health,749
3148,N,2024-07-10,travel,716
3149,W,2024-04-10,home,646
3151,N,2024-10-31,travel,854
3152,N,2024-08-30,auto,$488
3153,S,2024-04-09,home,595
3155,S,2024-05-05,auto,752
3156,E,2024-06-26,auto,484
3157,W,2024-05-27,auto,USD 710
3158,E,2024-07-20,health,489
3159,W,2024-05-27,home,821
3160,S,2024-03-12,auto,579
3161,W,2024-04-09,travel,927
3162,W,2024-09-07,auto,915
3163,N,2024-03-13,travel,536
3164,N,2024-01-26,travel,1115
3165,E,2024-01-03,auto,809
3166,N,2024-09-12,travel,628
3167,E,2024-05-05,auto,799
3168,N,2024-06-17,auto,672
3169,W,2024-04-02,travel,463
3170,N,2024-04-18,travel,431
3171,S,2024-03-01,auto,687
3172,E,2024-11-17,home,974
3173,E,2024-05-17,travel,410
3174,W,2024-02-28,home,580
3175,W,2024-06-02,health,681
3176,W,2024-01-02,auto,514
3177,N,2024-04-05,home,640
3178,E,2024-02-18,travel,654
3179,W,2024-07-29,health,505
3180,W,2024-03-18,auto,590
3181,E,2024-04-26,health,653
3182,S,2024-02-20,travel,636
3184,W,2024-04-27,auto,578
3185,N,2024-07-28,travel,577
3186,S,2024-02-28,travel,878
3187,S,2024-03-04,auto,$747
3188,E,2024-02-16,auto,1012
3189,N,2024-09-01,travel,941
3190,W,2024-04-03,travel,618
3191,E,2024-04-06,travel,914
3192,W,2024-05-28,travel,433
3193,W,2024-10-10,travel,$590
3194,N,2024-07-23,health,634
3196,N,2024-03-10,home,814
3197,W,2024-09-06,health,526
3198,S,2024-05-13,auto,880
3199,E,2024-09-09,home,723
3200,N,2024-05-24,home,USD 718
3201,N,2024-09-11,auto,1192
3202,N,2024-11-05,health,744
3203,S,2024-04-15,home,1003
3204,N,2024-03-11,auto,563
3205,E,2024-09-29,auto,540
3206,W,2024-07-15,auto,615
3207,N,2024-10-05,auto,418
3208,E,2024-08-23,health,536
3209,W,2024-05-17,travel,752
3210,N,2024-10-02,home,863
3211,N,2024-05-02,health,681
3212,E,2024-02-26,home,613
3214,S,2024-03-03,health,520
3215,S,2024-06-20,home,753
3216,E,2024-10-30,auto,600
3217,W,2024-02-04,auto,USD 857
3218,S,2024-03-30,home,604
3219,E,2024-06-07,travel,776
3220,N,2024-04-26,auto,863
3221,N,2024-01-29,home,890
3222,E,2024-09-12,home,593
3223,W,2024-01-10,auto,741
3224,E,2024-11-11,travel,679
3225,E,2024-05-06,travel,924
3226,N,2024-05-31,health,770
3227,W,2024-06-19,auto,704
3228,N,2024-04-02,health,868
3229,W,2024-05-06,travel,393
3230,E,2024-02-27,auto,676
3231,S,2024-10-12,auto,514
3232,W,2024-06-21,auto,473
3233,N,2024-11-19,health,849
3234,W,2024-04-08,travel,639
3235,E,2024-11-07,home,1090
3236,E,2024-03-02,health,740
3237,W,2024-03-23,health,668
3238,S,2024-06-08,health,551
3239,W,2024-07-24,auto,515
3240,S,2024-02-04,health,877
3241,N,2024-05-26,home,502
3242,N,2024-08-07,travel,725
3243,N,2024-09-26,travel,714
3244,E,2024-06-21,travel,$911
3246,N,2024-10-07,auto,677
3247,E,2024-07-14,health,520
3248,E,2024-08-18,health,766
3249,N,2024-04-28,travel,940
3250,S,2024-01-17,auto,552
3251,E,2024-06-24,auto,693
3253,W,2024-09-03,auto,780
3254,S,2024-04-10,home,575
3255,W,2024-08-31,home,639
3256,N,2024-05-23,health,745
3257,N,2024-05-09,home,761
3258,E,2024-08-05,auto,602
3259,W,2024-09-29,auto,610
3260,E,2024-07-15,auto,792
3261,N,2024-05-19,home,1164
3262,S,2024-02-28,home,591
3263,W,2024-11-01,health,USD 481
3264,S,2024-08-23,home,858
3265,S,2024-02-26,home,$740
3266,W,2024-06-10,home,$689
3267,E,2024-01-05,travel,937
3268,N,2024-04-25,auto,624
3269,E,2024-09-06,auto,528
3270,N,2024-07-28,health,975
3272,N,2024-06-26,travel,501
3273,W,2024-07-07,home,378
3274,E,2024-08-21,auto,893
3275,S,2024-05-08,auto,864
3276,N,2024-01-15,auto,441
3277,W,2024-03-13,travel,704
3278,E,2024-06-27,health,1091
3279,N,2024-06-16,auto,839
3280,E,2024-01-21,health,"$1,010"
3281,E,2024-01-01,health,711
3282,E,2024-03-01,health,655
3283,S,2024-07-01,travel,819
3284,N,2024-11-13,travel,361
3285,S,2024-02-08,travel,553
3286,N,2024-02-22,health,USD 608
3287,N,2024-11-06,home,693
3288,W,2024-02-10,health,523
3289,W,2024-04-29,auto,668
3290,E,2024-09-10,health,677
3291,E,2024-08-21,auto,773
3292,N,2024-10-26,travel,529
3293,S,2024-10-10,auto,589
3294,E,2024-09-14,home,493
3295,E,2024-09-11,health,574
3296,S,2024-02-24,travel,457
3297,E,2024-06-05,auto,926
3299,W,2024-02-13,home,771
3300,E,2024-02-24,health,744
3301,W,2024-03-19,health,858
3302,E,2024-09-15,auto,425
3303,S,2024-03-29,home,611
3304,S,2024-04-07,health,823
3305,N,2024-09-04,travel,813
3306,E,2024-01-09,travel,624
3307,E,2024-04-13,health,897
3308,E,2024-11-06,home,831
3309,N,2024-09-11,auto,548
3311,W,2024-02-23,auto,559
3312,E,2024-09-03,home,549
3313,S,2024-10-03,travel,720
3314,S,2024-05-19,travel,520
3315,S,2024-09-08,health,USD 534
3316,W,2024-06-18,auto,574
3317,W,2024-04-24,health,670
3318,N,2024-11-21,health,650
3319,W,2024-01-15,travel,539
3320,N,2024-09-26,auto,530
3321,S,2024-11-25,health,776
3322,N,2024-10-04,travel,$789
3323,W,2024-03-15,auto,766
3324,E,2024-08-18,home,688
3325,N,2024-06-05,auto,554
3326,W,2024-07-10,health,581
3327,N,2024-03-31,home,912
3328,S,2024-09-28,health,926
3329,E,2024-07-06,home,765
3330,E,2024-10-26,travel,1006
3331,E,2024-04-07,health,$737
3332,E,2024-08-31,auto,622
3333,W,2024-11-23,travel,671
3334,N,2024-10-11,travel,1050
3335,W,2024-03-26,home,424
3336,N,2024-02-12,auto,770
3337,E,2024-02-18,auto,684
3338,N,2024-03-23,travel,757
3339,N,2024-11-17,auto,585
3340,E,2024-07-16,home,994
3341,N,2024-02-10,health,503
3342,W,2024-01-11,travel,754
3343,N,2024-10-17,health,623
3344,S,2024-08-19,health,620
3345,N,2024-06-20,health,767
3346,W,2024-05-11,home,712
3347,E,2024-07-31,health,776
3348,E,2024-10-08,health,627
3349,W,2024-11-23,travel,767
3350,N,2024-11-13,health,488
3351,N,2024-09-06,home,589
3352,E,2024-02-20,travel,671
3353,W,2024-11-22,home,771
3354,W,2024-11-21,health,523
3355,N,2024-02-18,auto,582
3356,W,2024-08-24,home,881
3357,N,2024-08-11,health,432
3358,E,2024-10-10,travel,485
3359,S,2024-07-01,auto,748
3360,E,2024-02-07,health,564
3361,W,2024-09-23,home,632
3362,N,2024-10-08,travel,637
3363,S,2024-03-07,home,691
3364,E,2024-09-14,travel,873
3365,W,2024-08-22,travel,636
3367,E,2024-08-31,auto,709
3368,E,2024-06-28,auto,618
3369,N,2024-09-12,auto,1025
3370,E,2024-11-06,home,878
3371,W,2024-08-19,home,416
3372,W,2024-03-27,auto,567
3373,N,2024-02-07,health,765
3374,S,2024-01-24,travel,578
3375,S,2024-07-26,health,691
3376,W,2024-09-16,auto,$563
3377,S,2024-11-10,auto,928
3378,N,2024-02-06,auto,794
3379,E,2024-08-21,travel,718
3380,N,2024-01-30,travel,587
3381,E,2024-02-19,travel,728
3382,N,2024-05-17,home,697
3383,S,2024-03-09,home,431
3384,E,2024-05-09,auto,525
3385,E,2024-08-11,auto,776
3386,E,2024-06-01,home,1033
3387,E,2024-04-04,home,822
3388,E,2024-09-17,auto,514
3389,S,2024-03-28,travel,399
3390,S,2024-09-20,health,592
3391,W,2024-05-04,health,1060
3392,W,2024-11-13,travel,1040
3393,N,2024-09-18,home,726
3394,S,2024-02-22,auto,811
3395,W,2024-02-15,health,697
3396,N,2024-11-02,home,504
3397,N,2024-05-30,auto,990
3398,S,2024-05-01,travel,720
3399,W,2024-03-23,travel,718
3400,S,2024-03-13,home,778
3401,S,2024-09-25,travel,446
3402,N,2024-07-24,travel,898
3403,E,2024-06-21,travel,$721
3404,N,2024-09-13,health,$764
3405,N,2024-11-25,health,740
3406,E,2024-07-09,travel,631
3407,S,2024-07-05,health,$625
3408,N,2024-08-05,travel,714
3409,W,2024-09-08,home,665
3410,N,2024-07-24,health,535
3411,E,2024-05-25,health,946
3412,E,2024-10-24,travel,1012
3413,N,2024-09-06,auto,606
3414,S,2024-11-16,home,494
3416,N,2024-08-01,health,523
3417,S,2024-05-23,travel,918
3418,N,2024-02-21,travel,738
