account_id,event_date,event_type
1502,2024-11-19,cancel
1503,2024-03-25,start
1503,2024-11-18,cancel
1504,2024-11-13,start
1505,2024-11-07,start
1506,2024-09-10,start
1507,2024-07-25,start
1508,2024-06-17,start
1508,2024-08-20,pause
1508,2024-10-23,resume
1508,2024-12-01,pause
1509,2024-11-05,start
1510,2024-03-09,start
1510,2024-04-21,cancel
1511,2024-06-29,start
1511,2024-08-07,pause
1511,2024-10-05,resume
1512,2024-04-30,start
1512,2024-06-07,pause
1512,2024-08-11,resume
1512,2024-09-16,pause
1512,2024-10-19,resume
1513,2024-02-01,start
1513,2024-02-23,cancel
1514,2024-06-27,start
1515,2024-11-10,start
1516,2024-07-02,start
1517,2024-10-27,start
1518,2024-08-22,start
1518,2024-11-05,cancel
1519,2024-02-08,start
1519,2024-07-03,cancel
1520,2024-02-28,start
1521,2024-06-04,start
1521,2024-07-12,pause
1521,2024-09-23,resume
1522,2024-02-14,start
1523,2024-04-04,start
1523,2024-05-14,pause
1523,2024-07-27,resume
1523,2024-09-02,pause
1523,2024-10-06,resume
1523,2024-11-26,cancel
1524,2024-05-21,start
1524,2024-07-24,pause
1524,2024-09-06,resume
1525,2024-09-16,start
1526,2024-07-03,start
1527,2024-02-19,start
1527,2024-10-06,cancel
1528,2024-06-07,start
1528,2024-08-28,pause
1528,2024-10-17,resume
1529,2024-04-09,start
1529,2024-08-04,cancel
1530,2024-04-23,start
1530,2024-06-22,pause
1530,2024-08-17,resume
1530,2024-11-05,cancel
1531,2024-02-02,start
1531,2024-09-17,cancel
1532,2024-08-13,start
1533,2024-03-04,start
1534,2024-06-13,start
1534,2024-10-18,pause
1535,2024-08-07,start
1536,2024-08-27,start
1537,2024-10-23,start
1538,2024-05-30,start
1538,2024-10-06,pause
1538,2024-11-10,resume
1539,2024-08-27,start
1540,2024-11-10,start
1541,2024-08-30,start
1541,2024-10-19,cancel
1542,2024-01-05,start
1542,2024-04-15,cancel
1543,2024-04-20,start
1543,2024-09-13,pause
1543,2024-11-25,resume
1544,2024-02-14,start
1545,2024-10-02,start
1546,2024-05-28,start
1546,2024-09-15,pause
1546,2024-10-22,resume
1547,2024-08-24,start
1548,2024-02-07,start
1548,2024-09-21,cancel
1549,2024-08-21,start
1549,2024-12-21,cancel
1550,2024-08-11,start
1550,2024-09-27,cancel
1551,2024-11-06,start
1552,2024-11-21,start
1553,2024-11-24,start
1554,2024-02-23,start
1554,2024-07-16,cancel
1555,2024-01-20,start
1556,2024-08-13,start
1557,2024-05-05,start
1557,2024-06-11,pause
1557,2024-07-27,resume
1557,2024-08-31,pause
1557,2024-10-26,resume
1557,2024-12-09,pause
1558,2024-01-13,start
1558,2024-03-21,cancel
1559,2024-03-09,start
1560,2024-03-07,start
1560,2024-07-08,cancel
1561,2024-06-19,start
1561,2024-09-14,pause
1561,2024-10-26,resume
1561,2024-12-01,pause
1562,2024-05-18,start
1562,2024-10-04,pause
1562,2024-12-04,resume
1563,2024-01-16,start
1564,2024-01-26,start
1565,2024-06-20,start
1565,2024-10-15,pause
1566,2024-09-23,start
1567,2024-10-30,start
1568,2024-11-13,start
1569,2024-04-30,start
1569,2024-06-05,pause
1569,2024-08-13,resume
1570,2024-05-31,start
1570,2024-07-17,pause
1570,2024-09-03,resume
1571,2024-06-01,start
1572,2024-07-23,start
1573,2024-09-03,start
1574,2024-03-10,start
1575,2024-11-18,start
1576,2024-04-04,start
1576,2024-06-20,pause
1576,2024-08-01,resume
1577,2024-10-04,start
1578,2024-07-02,start
1579,2024-04-27,start
1580,2024-03-08,start
1581,2024-05-11,start
1581,2024-06-21,pause
1581,2024-08-13,resume
1582,2024-03-07,start
1583,2024-03-21,start
1583,2024-07-21,cancel
1584,2024-02-20,start
1585,2024-10-27,start
1586,2024-09-13,start
1587,2024-08-27,start
1588,2024-11-04,start
1589,2024-01-06,start
1590,2024-03-22,start
1590,2024-09-30,cancel
1591,2024-04-15,start
1591,2024-07-21,pause
1591,2024-09-06,resume
1591,2024-12-03,pause
1592,2024-07-10,start
1593,2024-02-01,start
1594,2024-05-03,start
1594,2024-09-09,pause
1594,2024-11-28,resume
1595,2024-07-05,start
1595,2024-12-10,cancel
1596,2024-07-09,start
1596,2024-10-03,cancel
1597,2024-04-13,start
1597,2024-07-14,cancel
1598,2024-07-15,start
1599,2024-01-24,start
1600,2024-11-21,start
1601,2024-06-06,start
1602,2024-08-20,start
1603,2024-05-06,start
1603,2024-11-17,pause
1604,2024-06-24,start
1604,2024-08-11,pause
1604,2024-10-03,resume
1605,2024-10-14,start
1606,2024-07-08,start
1607,2024-04-28,start
1607,2024-06-26,pause
1607,2024-09-09,resume
1607,2024-11-28,pause
1608,2024-01-31,start
1608,2024-06-01,cancel
1609,2024-07-01,start
1609,2024-12-16,cancel
1610,2024-05-03,start
1610,2024-06-04,pause
1610,2024-07-29,resume
1610,2024-09-13,pause
1610,2024-10-29,resume
1611,2024-08-29,start
1612,2024-11-08,start
1613,2024-08-26,start
1614,2024-08-15,start
1615,2024-01-03,start
1616,2024-06-19,start
1616,2024-08-10,pause
1616,2024-09-20,resume
1617,2024-07-20,start
1618,2024-06-19,start
1618,2024-09-01,pause
1618,2024-10-09,resume
1619,2024-08-08,start
1619,2024-11-11,cancel
1620,2024-03-10,start
1621,2024-01-18,start
1622,2024-10-22,start
1623,2024-06-24,start
1623,2024-08-12,pause
1623,2024-09-12,resume
1624,2024-01-22,start
1625,2024-01-21,start
1626,2024-06-23,start
1626,2024-11-14,pause
1627,2024-06-10,start
1627,2024-08-03,pause
1627,2024-10-17,resume
1628,2024-05-25,start
1628,2024-11-08,pause
1629,2024-04-16,start
1629,2024-06-20,pause
1629,2024-09-17,resume
1630,2024-08-04,start
1631,2024-04-27,start
1631,2024-06-20,pause
1631,2024-08-09,resume
1631,2024-12-04,pause
1632,2024-05-28,start
1632,2024-08-15,cancel
1633,2024-02-04,start
1634,2024-05-01,start
1634,2024-07-19,pause
1634,2024-10-15,resume
1634,2024-12-22,pause
1635,2024-01-07,start
1636,2024-10-30,start
1637,2024-01-23,start
1637,2024-07-26,cancel
1638,2024-06-29,start
1638,2024-08-14,pause
1638,2024-10-22,resume
1638,2024-12-07,pause
1639,2024-02-02,start
1640,2024-01-15,start
1640,2024-04-02,cancel
1641,2024-01-10,start
1642,2024-06-02,start
1642,2024-07-02,pause
1642,2024-08-09,resume
1643,2024-05-11,start
1643,2024-08-05,pause
1643,2024-10-26,resume
1644,2024-07-16,start
1644,2024-10-08,cancel
1645,2024-09-08,start
1646,2024-04-15,start
1646,2024-11-03,pause
1646,2024-12-07,resume
1647,2024-06-25,start
1647,2024-08-07,pause
1647,2024-11-03,resume
1648,2024-02-16,start
1648,2024-05-05,cancel
1649,2024-02-23,start
1650,2024-02-23,start
1650,2024-09-18,cancel
1651,2024-01-03,start
1652,2024-01-23,start
1652,2024-06-10,cancel
1653,2024-09-25,start
1654,2024-05-05,start
1654,2024-06-07,pause
1654,2024-08-23,resume
1654,2024-12-25,pause
1655,2024-03-19,start
1656,2024-02-27,start
1657,2024-04-05,start
1657,2024-07-29,pause
1657,2024-08-30,resume
1658,2024-05-15,start
1658,2024-10-16,pause
1658,2024-12-03,resume
1659,2024-10-14,start
1660,2024-02-02,start
1661,2024-01-10,start
1661,2024-05-29,cancel
1662,2024-01-23,start
1663,2024-11-25,start
1664,2024-09-09,start
1665,2024-09-22,start
1666,2024-01-10,start
1667,2024-03-07,start
1668,2024-11-06,start
1669,2024-08-20,start
1670,2024-04-03,start
1670,2024-05-09,pause
1670,2024-06-23,resume
1670,2024-11-10,pause
1671,2024-09-20,start
1672,2024-09-13,start
1673,2024-06-30,start
1674,2024-02-05,start
1675,2024-02-19,start
1676,2024-11-01,start
1677,2024-02-13,start
1678,2024-09-28,start
1679,2024-02-27,start
1680,2024-11-10,start
1681,2024-09-27,start
1682,2024-03-18,start
1683,2024-10-14,start
1684,2024-03-10,start
1685,2024-04-19,start
1685,2024-06-29,pause
1685,2024-08-12,resume
1686,2024-09-08,start
1686,2024-10-31,cancel
1687,2024-09-24,start
1688,2024-04-21,start
1688,2024-10-09,pause
1688,2024-11-09,resume
1689,2024-08-19,start
1690,2024-08-26,start
1690,2024-12-11,cancel
1691,2024-08-10,start
1692,2024-06-18,start
1692,2024-09-29,pause
1692,2024-12-24,resume
1693,2024-05-31,start
1693,2024-07-30,pause
1693,2024-08-31,resume
1694,2024-05-20,start
1694,2024-08-29,pause
1694,2024-10-10,resume
1695,2024-02-19,start
1696,2024-11-15,start
1697,2024-10-12,start
1698,2024-06-03,start
1698,2024-07-23,pause
1698,2024-09-21,resume
1698,2024-11-10,pause
1698,2024-12-25,resume
1699,2024-01-05,start
1700,2024-09-23,start
1701,2024-06-14,start
1701,2024-10-19,pause
1702,2024-10-11,start
1703,2024-08-22,start
1704,2024-07-29,start
1705,2024-01-03,start
1706,2024-06-16,start
1706,2024-07-13,pause
1706,2024-09-16,resume
1706,2024-10-28,pause
1706,2024-12-19,resume
1707,2024-09-27,start
1708,2024-11-15,start
1709,2024-02-28,start
1709,2024-03-20,cancel
1710,2024-01-28,start
1711,2024-10-04,start
1712,2024-07-02,start
1712,2024-08-04,cancel
1713,2024-08-13,start
1713,2024-11-28,cancel
1714,2024-06-14,start
1715,2024-05-04,start
1716,2024-09-11,start
1717,2024-09-03,start
1718,2024-10-07,start
1719,2024-08-24,start
1720,2024-05-24,start
1720,2024-08-08,pause
1720,2024-09-28,resume
1721,2024-06-23,start
1722,2024-11-14,start
1723,2024-03-22,start
1724,2024-07-02,start
1724,2024-12-10,cancel
1725,2024-11-17,start
1726,2024-06-24,start
1726,2024-09-10,pause
1726,2024-11-12,resume
1727,2024-10-29,start
1728,2024-08-18,start
1729,2024-09-20,start
1729,2024-10-29,cancel
1730,2024-09-22,start
1731,2024-07-08,start
1732,2024-05-16,start
1732,2024-07-07,pause
1732,2024-09-07,resume
1732,2024-10-31,pause
1732,2024-12-03,resume
1733,2024-04-16,start
1733,2024-05-11,pause
1733,2024-07-25,resume
1733,2024-11-13,pause
1733,2024-12-18,resume
1734,2024-01-15,start
1735,2024-07-21,start
1736,2024-05-10,start
1736,2024-07-10,pause
1736,2024-08-27,resume
1737,2024-04-24,start
1737,2024-07-09,pause
1737,2024-09-23,resume
1737,2024-11-22,pause
1738,2024-01-20,start
1738,2024-03-13,cancel
1739,2024-10-06,start
1740,2024-10-24,start
1740,2024-12-06,cancel
1741,2024-08-09,start
1742,2024-06-29,start
1742,2024-08-25,cancel
1743,2024-04-22,start
1743,2024-06-11,pause
1743,2024-07-16,resume
1743,2024-12-11,cancel
1744,2024-02-22,start
1744,2024-06-25,cancel
1745,2024-11-14,start
1746,2024-07-11,start
1747,2024-08-28,start
1748,2024-02-16,start
1749,2024-01-15,start
1749,2024-02-29,cancel
1750,2024-07-31,start
1750,2024-11-22,cancel
1751,2024-11-06,start
1752,2024-05-04,start
1752,2024-06-04,pause
1752,2024-08-21,resume
1752,2024-09-15,cancel
1753,2024-08-02,start
1754,2024-02-17,start
1754,2024-09-19,cancel
1755,2024-05-11,start
1756,2024-01-27,start
1757,2024-09-14,start
1758,2024-01-02,start
1759,2024-04-13,start
1759,2024-07-06,pause
1759,2024-09-05,resume
1759,2024-11-29,pause
1760,2024-01-07,start
1760,2024-03-16,cancel
1761,2024-06-08,start
1761,2024-09-20,pause
1761,2024-12-10,resume
1762,2024-07-22,start
1762,2024-09-30,cancel
1763,2024-02-11,start
1764,2024-05-26,start
1764,2024-09-23,pause
1764,2024-10-31,resume
1764,2024-11-24,pause
1765,2024-06-01,start
1765,2024-10-19,pause
1765,2024-11-28,resume
1766,2024-06-10,start
1766,2024-08-17,cancel
1767,2024-08-31,start
1767,2024-10-30,cancel
1768,2024-03-05,start
1769,2024-04-20,start
1769,2024-07-14,pause
1769,2024-09-14,resume
1769,2024-11-19,cancel
1770,2024-05-27,start
1770,2024-07-06,pause
1770,2024-08-17,resume
1771,2024-11-17,start
1772,2024-03-07,start
1772,2024-11-18,cancel
1773,2024-06-05,start
1773,2024-11-05,pause
1773,2024-12-10,resume
1774,2024-03-09,start
1774,2024-09-19,cancel
1775,2024-02-03,start
1776,2024-09-15,start
1776,2024-11-27,cancel
1777,2024-03-09,start
1778,2024-10-05,start
1778,2024-12-02,cancel
1779,2024-02-26,start
1780,2024-07-05,start
1781,2024-05-23,start
1781,2024-07-20,cancel
1782,2024-06-24,start
1782,2024-12-12,cancel
1783,2024-04-18,start
1783,2024-05-10,pause
1783,2024-06-25,resume
1783,2024-08-20,pause
1783,2024-11-03,resume
1784,2024-05-14,start
1784,2024-08-25,cancel
1785,2024-06-20,start
1785,2024-07-16,pause
1785,2024-09-11,resume
1786,2024-07-04,start
1786,2024-11-22,cancel
1787,2024-10-07,start
1788,2024-10-19,start
1789,2024-01-09,start
1790,2024-11-07,start
1791,2024-08-01,start
1792,2024-01-03,start
1792,2024-11-16,cancel
1793,2024-06-29,start
1794,2024-11-03,start
1795,2024-07-30,start
1796,2024-03-11,start
1797,2024-07-31,start
1798,2024-06-09,start
1798,2024-07-23,pause
1798,2024-10-21,resume
1799,2024-06-06,start
1799,2024-07-27,pause
1799,2024-09-04,resume
1799,2024-10-27,pause
1799,2024-12-24,resume
1800,2024-04-01,start
1800,2024-06-09,pause
1800,2024-07-18,resume
1800,2024-10-17,pause
1800,2024-12-22,resume
1801,2024-07-30,start
1801,2024-09-20,cancel
1802,2024-05-28,start
1802,2024-09-24,pause
1802,2024-11-24,resume
1803,2024-09-18,start
1804,2024-04-25,start
1804,2024-06-09,pause
1804,2024-07-09,resume
1805,2024-03-07,start
1806,2024-06-17,start
1806,2024-09-15,pause
1806,2024-10-29,resume
1806,2024-12-11,pause
1807,2024-09-03,start
1808,2024-01-13,start
1808,2024-09-22,cancel
1809,2024-08-29,start
1810,2024-07-22,start
1811,2024-04-22,start
1811,2024-05-16,pause
1811,2024-07-14,resume
1812,2024-06-22,start
1812,2024-09-19,pause
1812,2024-11-28,resume
1813,2024-06-03,start
1813,2024-12-09,cancel
1814,2024-05-05,start
1814,2024-09-18,pause
1814,2024-10-28,resume
1814,2024-11-25,pause
1815,2024-09-13,start
1816,2024-02-03,start
1817,2024-03-19,start
1817,2024-12-13,cancel
1818,2024-11-11,start
1818,2024-12-06,cancel
1819,2024-08-09,start
1820,2024-01-01,start
1820,2024-07-16,cancel
1821,2024-05-02,start
1821,2024-10-05,pause
1821,2024-12-23,resume
1822,2024-10-18,start
1822,2024-11-30,cancel
1823,2024-05-02,start
1823,2024-08-24,pause
1823,2024-11-15,resume
1824,2024-10-23,start
1825,2024-07-24,start
1826,2024-11-19,start
1827,2024-08-10,start
1828,2024-04-16,start
1828,2024-06-05,cancel
1829,2024-03-28,start
1830,2024-01-27,start
1831,2024-04-11,start
1831,2024-09-19,pause
1831,2024-11-07,resume
1832,2024-07-30,start
1833,2024-06-28,start
1833,2024-08-18,pause
1833,2024-09-26,resume
1833,2024-11-04,pause
1833,2024-12-07,resume
1834,2024-06-23,start
1834,2024-11-22,pause
1834,2024-12-25,resume
1835,2024-07-24,start
1836,2024-08-19,start
1837,2024-04-12,start
1837,2024-10-28,pause
1838,2024-02-27,start
1838,2024-04-14,cancel
1839,2024-09-06,start
1840,2024-10-03,start
1841,2024-02-10,start
1841,2024-12-08,cancel
1842,2024-08-19,start
1843,2024-06-20,start
1843,2024-11-23,cancel
1844,2024-01-29,start
1845,2024-07-05,start
1846,2024-07-21,start
1847,2024-04-26,start
1847,2024-08-29,pause
1847,2024-11-11,resume
1848,2024-08-23,start
1849,2024-07-07,start
1850,2024-05-30,start
1850,2024-09-04,pause
1850,2024-10-14,resume
1851,2024-11-02,start
1852,2024-07-20,start
1853,2024-07-02,start
1853,2024-09-24,cancel
1854,2024-11-13,start
1855,2024-01-04,start
1855,2024-10-25,cancel
1856,2024-11-13,start
1857,2024-06-16,start
1857,2024-09-02,pause
1857,2024-11-29,resume
1858,2024-08-09,start
1859,2024-09-04,start
1860,2024-05-20,start
1860,2024-12-09,pause
1861,2024-09-23,start
1861,2024-12-03,cancel
1862,2024-07-20,start
1863,2024-10-19,start
1864,2024-01-19,start
1865,2024-05-03,start
1865,2024-10-22,pause
1866,2024-07-18,start
1867,2024-11-11,start
1868,2024-11-20,start
1869,2024-02-15,start
1870,2024-10-19,start
1870,2024-11-08,cancel
1871,2024-10-26,start
1872,2024-08-09,start
1873,2024-06-08,start
1873,2024-12-21,pause
1874,2024-02-15,start
1875,2024-10-27,start
1876,2024-05-29,start
1877,2024-09-03,start
1877,2024-11-11,cancel
1878,2024-03-05,start
1878,2024-10-20,cancel
1879,2024-11-15,start
1880,2024-01-08,start
1881,2024-04-30,start
1881,2024-06-24,pause
1881,2024-09-06,resume
1881,2024-12-04,pause
1882,2024-01-06,start
1883,2024-07-23,start
1884,2024-04-05,start
1884,2024-05-16,pause
1884,2024-06-25,resume
1885,2024-03-02,start
1885,2024-08-18,cancel
1886,2024-01-19,start
1887,2024-07-04,start
1887,2024-11-24,cancel
1888,2024-11-08,start
1889,2024-02-17,start
1889,2024-05-15,cancel
1890,2024-08-06,start
1891,2024-01-20,start
1892,2024-10-26,start
1893,2024-11-26,start
1894,2024-04-28,start
1894,2024-09-29,cancel
1895,2024-01-24,start
1895,2024-02-27,cancel
1896,2024-09-02,start
1897,2024-05-01,start
1897,2024-05-29,pause
1897,2024-07-28,resume
1897,2024-09-04,pause
1897,2024-12-01,resume
1898,2024-09-15,start
1899,2024-05-06,start
1899,2024-07-21,pause
1899,2024-09-06,resume
1900,2024-01-07,start
1900,2024-05-02,cancel
1901,2024-09-17,start
1902,2024-03-13,start
1903,2024-10-21,start
1904,2024-11-01,start
1905,2024-05-06,start
1905,2024-11-27,pause
1906,2024-02-18,start
1907,2024-05-29,start
1907,2024-09-12,cancel
1908,2024-04-23,start
1908,2024-06-19,pause
1908,2024-09-02,resume
1908,2024-10-27,pause
1909,2024-07-10,start
1910,2024-04-26,start
1910,2024-06-29,pause
1910,2024-09-02,resume
1911,2024-10-19,start
1912,2024-10-26,start
1913,2024-06-23,start
1914,2024-08-22,start
1915,2024-04-27,start
1915,2024-05-27,pause
1915,2024-07-08,resume
1915,2024-10-31,pause
1916,2024-08-15,start
1917,2024-11-18,start
1918,2024-08-20,start
1919,2024-09-15,start
1920,2024-10-23,start
1921,2024-08-01,start
1922,2024-06-20,start
1922,2024-09-02,pause
1922,2024-10-10,resume
1922,2024-12-01,pause
1923,2024-08-03,start
1924,2024-05-04,start
1924,2024-10-02,pause
1925,2024-08-30,start
1925,2024-12-24,cancel
1926,2024-01-11,start
1927,2024-07-30,start
1928,2024-11-04,start
1929,2024-05-31,start
1929,2024-11-01,pause
1930,2024-08-09,start
1930,2024-11-07,cancel
1931,2024-09-02,start
1932,2024-02-05,start
1932,2024-03-31,cancel
1933,2024-05-13,start
1933,2024-06-10,pause
1933,2024-08-31,resume
1934,2024-06-11,start
1934,2024-07-24,pause
1934,2024-09-26,resume
1935,2024-06-21,start
1935,2024-08-05,cancel
1936,2024-11-01,start
1937,2024-07-07,start
1937,2024-09-15,cancel
1938,2024-09-25,start
1938,2024-12-03,cancel
1939,2024-07-09,start
1940,2024-11-15,start
1941,2024-08-24,start
1942,2024-10-21,start
1943,2024-06-01,start
1943,2024-11-25,pause
1944,2024-03-02,start
1945,2024-07-30,start
1946,2024-06-01,start
1946,2024-12-12,pause
1947,2024-08-27,start
1948,2024-10-12,start
1949,2024-04-15,start
1949,2024-09-19,pause
1949,2024-11-30,resume
1949,2024-12-23,pause
1950,2024-08-08,start
1950,2024-10-01,cancel
1951,2024-10-29,start
1952,2024-03-08,start
1952,2024-09-06,cancel
1953,2024-08-08,start
1954,2024-07-27,start
1955,2024-05-10,start
1955,2024-10-14,pause
1955,2024-11-18,resume
1956,2024-10-19,start
1957,2024-04-29,start
1957,2024-11-05,cancel
1958,2024-09-06,start
1959,2024-08-14,start
1959,2024-11-07,cancel
1960,2024-11-06,start
1961,2024-04-15,start
1961,2024-10-14,pause
1961,2024-11-18,resume
1962,2024-01-15,start
1962,2024-04-13,cancel
1963,2024-11-22,start
1964,2024-05-28,start
1964,2024-09-22,pause
1964,2024-11-06,resume
1965,2024-03-24,start
1965,2024-05-03,cancel
1966,2024-02-16,start
1966,2024-04-16,cancel
1967,2024-07-23,start
1968,2024-01-10,start
1968,2024-05-12,cancel
1969,2024-11-26,start
1970,2024-05-29,start
1970,2024-11-19,pause
1971,2024-07-28,start
1971,2024-10-08,cancel
1972,2024-06-28,start
1972,2024-11-11,pause
1972,2024-12-23,resume
1973,2024-04-16,start
1973,2024-05-19,pause
1973,2024-08-02,resume
1973,2024-12-19,pause
1974,2024-01-28,start
1975,2024-04-23,start
1975,2024-12-10,pause
1976,2024-04-16,start
1976,2024-11-29,pause
1977,2024-01-29,start
1977,2024-07-25,cancel
1978,2024-06-30,start
1978,2024-11-11,cancel
1979,2024-03-23,start
1980,2024-09-19,start
1981,2024-09-13,start
1982,2024-11-18,start
1983,2024-10-03,start
1984,2024-03-03,start
1984,2024-08-03,cancel
1985,2024-02-10,start
1985,2024-06-21,cancel
1986,2024-10-04,start
1987,2024-06-20,start
1987,2024-08-05,pause
1987,2024-09-05,resume
1988,2024-02-02,start
1988,2024-10-26,cancel
1989,2024-02-06,start
1989,2024-08-26,cancel
1990,2024-07-15,start
1991,2024-06-22,start
1991,2024-12-25,pause
1992,2024-01-03,start
1992,2024-04-29,cancel
1993,2024-04-23,start
1993,2024-07-04,pause
1993,2024-09-24,resume
1993,2024-11-07,pause
1994,2024-04-22,start
1995,2024-05-08,start
1995,2024-06-10,pause
1995,2024-07-28,resume
1995,2024-12-16,pause
1996,2024-04-25,start
1996,2024-07-09,pause
1996,2024-08-20,resume
1997,2024-03-11,start
1998,2024-09-19,start
1999,2024-10-09,start
2000,2024-09-25,start
2000,2024-11-08,cancel
2001,2024-11-08,start
2002,2024-09-29,start
2003,2024-08-22,start
2004,2024-02-23,start
2005,2024-09-11,start
2006,2024-08-15,start
2006,2024-12-15,cancel
2007,2024-08-08,start
2008,2024-07-04,start
2009,2024-09-22,start
2010,2024-08-09,start
2011,2024-05-10,start
2011,2024-08-03,pause
2011,2024-10-01,resume
2012,2024-08-31,start
2013,2024-01-31,start
2013,2024-04-25,cancel
2014,2024-03-23,start
2015,2024-08-10,start
2015,2024-11-27,cancel
2016,2024-09-11,start
2017,2024-05-10,start
2017,2024-10-12,pause
2017,2024-11-14,resume
2018,2024-08-25,start
2019,2024-01-25,start
2019,2024-06-16,cancel
2020,2024-03-18,start
2020,2024-10-01,cancel
2021,2024-08-10,start
2022,2024-09-20,start
2023,2024-02-23,start
2024,2024-11-22,start
2025,2024-02-27,start
2026,2024-07-01,start
2027,2024-02-25,start
2027,2024-11-10,cancel
2028,2024-11-09,start
2029,2024-08-11,start
2030,2024-03-15,start
2030,2024-10-09,cancel
2031,2024-02-03,start
2032,2024-08-22,start
2033,2024-04-25,start
2033,2024-07-14,pause
2033,2024-09-30,resume
2033,2024-12-12,pause
2034,2024-01-19,start
2035,2024-05-01,start
2036,2024-02-29,start
2037,2024-05-10,start
2037,2024-07-29,pause
2037,2024-10-26,resume
2037,2024-12-10,pause
2038,2024-05-21,start
2038,2024-10-02,pause
2038,2024-12-01,resume
2039,2024-07-09,start
2040,2024-03-08,start
2040,2024-12-19,cancel
2041,2024-09-08,start
2042,2024-11-20,start
2043,2024-06-19,start
2043,2024-07-23,pause
2043,2024-09-27,resume
2044,2024-04-06,start
2044,2024-06-02,pause
2044,2024-08-20,resume
2044,2024-12-06,pause
2045,2024-02-28,start
2046,2024-07-23,start
2047,2024-02-24,start
2048,2024-01-03,start
2049,2024-04-05,start
2049,2024-07-23,pause
2049,2024-10-04,resume
2050,2024-09-15,start
2051,2024-05-08,start
2051,2024-08-29,pause
2051,2024-10-25,resume
2052,2024-11-02,start
2053,2024-06-13,start
2053,2024-09-26,pause
2053,2024-12-24,resume
2054,2024-04-21,start
2054,2024-07-27,pause
2054,2024-09-12,resume
2054,2024-12-10,pause
2055,2024-05-29,start
2055,2024-08-22,cancel
2056,2024-08-19,start
2057,2024-02-04,start
2058,2024-04-11,start
2059,2024-08-06,start
2060,2024-07-03,start
2060,2024-10-09,cancel
2061,2024-11-05,start
2062,2024-08-01,start
2063,2024-05-20,start
2063,2024-07-05,pause
2063,2024-08-23,resume
2063,2024-10-10,pause
2063,2024-11-29,resume
2064,2024-04-06,start
2064,2024-06-06,pause
2064,2024-07-21,resume
2064,2024-09-05,pause
2064,2024-11-15,resume
2065,2024-02-29,start
2066,2024-05-26,start
2066,2024-08-11,pause
2066,2024-10-31,resume
2067,2024-01-16,start
2067,2024-03-31,cancel
2068,2024-03-05,start
2068,2024-05-03,cancel
2069,2024-01-24,start
2069,2024-05-19,cancel
2070,2024-07-16,start
2071,2024-06-26,start
2071,2024-11-05,pause
2071,2024-12-23,resume
2072,2024-06-28,start
2072,2024-11-19,pause
2073,2024-11-09,start
2074,2024-05-14,start
2074,2024-06-16,cancel
2075,2024-05-09,start
2075,2024-06-28,pause
2075,2024-08-26,resume
2075,2024-12-13,cancel
2076,2024-07-20,start
2077,2024-10-19,start
2078,2024-09-13,start
2078,2024-11-03,cancel
2079,2024-08-09,start
2080,2024-04-13,start
2080,2024-05-04,pause
2080,2024-07-12,resume
2080,2024-10-08,pause
2080,2024-11-20,resume
2081,2024-03-15,start
2082,2024-07-15,start
2083,2024-07-01,start
2084,2024-11-22,start
2085,2024-04-03,start
2085,2024-07-19,pause
2085,2024-09-09,resume
2085,2024-12-09,pause
2086,2024-03-22,start
2086,2024-11-03,cancel
2087,2024-04-03,start
2087,2024-04-30,cancel
2088,2024-01-30,start
2089,2024-09-22,start
2090,2024-03-23,start
2090,2024-08-02,cancel
2091,2024-10-05,start
2091,2024-12-15,cancel
2092,2024-08-21,start
2093,2024-09-17,start
2094,2024-06-26,start
2095,2024-10-05,start
2096,2024-07-20,start
2096,2024-12-05,cancel
2097,2024-02-04,start
2098,2024-10-25,start
2099,2024-10-13,start
2100,2024-02-29,start
2100,2024-12-11,cancel
2101,2024-08-10,start
2102,2024-11-19,start
2103,2024-01-05,start
2103,2024-11-12,cancel
2104,2024-05-03,start
2104,2024-08-13,pause
2104,2024-10-05,resume
2104,2024-11-21,pause
2105,2024-07-02,start
2106,2024-07-19,start
2106,2024-11-07,cancel
2107,2024-09-06,start
2108,2024-01-09,start
2109,2024-11-19,start
2110,2024-03-23,start
2111,2024-11-14,start
2112,2024-03-21,start
2112,2024-11-09,cancel
2113,2024-09-11,start
2114,2024-08-10,start
2114,2024-10-11,cancel
2115,2024-03-09,start
2116,2024-04-14,start
2116,2024-06-06,pause
2116,2024-08-17,resume
2117,2024-07-02,start
2118,2024-05-13,start
2118,2024-10-12,pause
2118,2024-12-22,resume
2119,2024-08-06,start
2119,2024-11-01,cancel
2120,2024-04-23,start
2120,2024-12-13,pause
2121,2024-11-20,start
2122,2024-10-05,start
2122,2024-12-21,cancel
2123,2024-04-22,start
2123,2024-08-03,cancel
2124,2024-03-18,start
2125,2024-01-11,start
2126,2024-07-30,start
2127,2024-09-30,start
2128,2024-07-10,start
2129,2024-03-25,start
2130,2024-10-09,start
2131,2024-07-13,start
2132,2024-05-05,start
2132,2024-09-11,pause
2132,2024-11-06,resume
2133,2024-04-18,start
2134,2024-02-13,start
2135,2024-09-29,start
2136,2024-03-09,start
2136,2024-05-27,cancel
2137,2024-01-17,start
2138,2024-01-04,start
2139,2024-06-07,start
2139,2024-07-03,pause
2139,2024-09-24,resume
2139,2024-10-23,pause
2140,2024-01-01,start
2141,2024-11-06,start
2142,2024-02-12,start
2143,2024-09-19,start
2144,2024-10-17,start
2145,2024-08-03,start
