account_id,signup_date,plan,seats
2124,2024-03-18,enterprise,38
2125,2024-01-11,team,3
2126,2024-07-30,business,15
2127,2024-09-30,business,2
2128,2024-07-10,enterprise,16
2129,2024-03-25,enterprise,29
2130,2024-10-09,team,38
2131,2024-07-13,enterprise,15
2132,2024-05-05,team,19
2133,2024-04-18,team,22
2134,2024-02-13,enterprise,22
2135,2024-09-29,business,14
2136,2024-03-09,team,9
2137,2024-01-17,enterprise,23
2138,2024-01-04,business,32
2139,2024-06-07,enterprise,27
2140,2024-01-01,team,18
2141,2024-11-06,business,13
2142,2024-02-12,enterprise,38
2143,2024-09-19,enterprise,27
2144,2024-10-17,business,14
2145,2024-08-03,team,27
2146,2024-01-22,business,37
2147,2024-06-12,team,24
2148,2024-01-17,enterprise,26
2149,2024-06-08,business,7
2150,2024-04-21,enterprise,32
2151,2024-10-22,team,28
2152,2024-08-02,business,3
2153,2024-02-15,team,2
2154,2024-11-21,team,37
2155,2024-11-02,business,15
2156,2024-07-18,team,20
2157,2024-04-05,team,2
2158,2024-05-23,business,9
2159,2024-05-04,team,3
2160,2024-06-18,business,33
2161,2024-09-26,team,27
2162,2024-05-20,team,32
2163,2024-11-16,team,26
2164,2024-10-15,business,37
2165,2024-09-25,enterprise,30
2166,2024-11-01,team,37
2167,2024-01-27,enterprise,10
2168,2024-08-27,team,29
2169,2024-03-19,enterprise,19
2170,2024-10-03,team,27
2171,2024-04-14,team,38
2172,2024-03-05,team,34
2173,2024-08-25,team,19
2174,2024-11-13,team,24
2175,2024-03-07,team,23
2176,2024-04-26,team,35
2177,2024-01-19,enterprise,23
2178,2024-05-26,team,9
2179,2024-01-16,business,7
2180,2024-04-11,team,27
2181,2024-01-11,team,17
2182,2024-05-12,business,26
2183,2024-06-10,team,29
2184,2024-07-16,business,26
2185,2024-06-24,team,22
2186,2024-08-07,team,8
2187,2024-09-19,team,28
2188,2024-05-27,enterprise,9
2189,2024-07-21,enterprise,12
2190,2024-10-06,business,28
2191,2024-07-28,enterprise,39
2192,2024-09-02,business,39
2193,2024-05-27,team,35
2194,2024-10-07,business,3
2195,2024-11-05,enterprise,6
2196,2024-02-02,enterprise,22
2197,2024-10-17,team,30
2198,2024-10-17,team,7
2199,2024-09-12,team,20
2200,2024-05-13,enterprise,40
2201,2024-02-16,team,35
2202,2024-02-02,business,2
2203,2024-04-07,business,40
2204,2024-03-14,enterprise,30
2205,2024-10-20,team,5
2206,2024-11-14,team,34
2207,2024-07-25,business,12
2208,2024-03-11,team,25
2209,2024-01-13,enterprise,25
2210,2024-02-01,business,22
2211,2024-07-09,team,34
2212,2024-02-27,team,17
2213,2024-04-03,team,7
2214,2024-01-06,team,9
2215,2024-11-25,enterprise,12
2216,2024-09-28,team,10
2217,2024-06-26,enterprise,28
2218,2024-03-04,team,34
2219,2024-02-29,business,32
2220,2024-07-17,team,13
2221,2024-04-03,business,11
2222,2024-05-26,business,35
2223,2024-10-21,team,38
2224,2024-10-20,enterprise,16
2225,2024-07-25,business,22
2226,2024-10-07,enterprise,33
2227,2024-03-08,enterprise,40
2228,2024-05-09,team,20
2229,2024-10-17,enterprise,2
2230,2024-03-02,team,5
2231,2024-09-22,team,21
2232,2024-08-19,business,34
2233,2024-08-16,team,21
2234,2024-08-29,business,6
2235,2024-01-19,enterprise,31
2236,2024-02-16,team,20
2237,2024-04-29,business,36
2238,2024-02-11,business,38
2239,2024-03-03,team,26
2240,2024-07-08,enterprise,9
2241,2024-06-16,business,11
2242,2024-06-20,team,8
2243,2024-10-27,business,24
2244,2024-01-17,team,3
2245,2024-01-14,team,22
2246,2024-09-23,team,40
2247,2024-07-03,team,30
2248,2024-04-22,business,37
2249,2024-11-04,team,18
2250,2024-04-24,enterprise,35
2251,2024-01-26,enterprise,27
2252,2024-08-09,business,9
2253,2024-07-21,team,15
2254,2024-09-15,team,23
2255,2024-06-24,team,8
2256,2024-02-23,team,33
2257,2024-10-02,team,26
2258,2024-05-10,team,12
2259,2024-01-03,enterprise,28
2260,2024-10-25,enterprise,11
2261,2024-04-24,team,29
2262,2024-07-09,business,28
2263,2024-10-04,business,23
2264,2024-08-07,team,29
2265,2024-05-20,enterprise,3
2266,2024-08-01,business,27
2267,2024-08-17,enterprise,37
2268,2024-11-17,team,36
2269,2024-03-23,team,4
2270,2024-07-24,team,15
2271,2024-06-10,team,2
2272,2024-05-27,team,29
2273,2024-09-18,team,34
2274,2024-11-05,team,12
2275,2024-11-13,team,24
2276,2024-03-22,enterprise,31
2277,2024-01-30,enterprise,26
2278,2024-02-23,business,11
2279,2024-05-02,business,25
2280,2024-06-14,enterprise,36
2281,2024-07-16,enterprise,33
2282,2024-03-01,team,40
2283,2024-10-03,enterprise,20
2284,2024-03-29,team,40
2285,2024-11-11,business,5
2286,2024-08-26,enterprise,21
2287,2024-11-01,team,23
2288,2024-02-07,team,37
2289,2024-03-06,team,28
2290,2024-08-10,team,32
2291,2024-08-27,team,37
2292,2024-10-31,team,37
2293,2024-03-09,enterprise,2
2294,2024-01-30,enterprise,9
2295,2024-09-03,team,28
2296,2024-01-09,business,30
2297,2024-11-23,business,14
2298,2024-02-16,team,36
2299,2024-07-24,team,26
2300,2024-04-17,business,4
2301,2024-05-19,team,24
2302,2024-08-16,business,33
2303,2024-05-11,business,34
2304,2024-09-20,team,23
2305,2024-04-13,team,19
2306,2024-10-17,team,13
2307,2024-02-23,team,10
2308,2024-06-07,enterprise,38
2309,2024-11-10,team,22
2310,2024-03-27,enterprise,22
2311,2024-03-08,team,40
2312,2024-02-03,business,23
2313,2024-04-27,team,37
2314,2024-06-02,team,10
2315,2024-10-07,team,24
2316,2024-09-08,enterprise,22
2317,2024-06-14,business,28
2318,2024-05-10,team,34
2319,2024-10-01,enterprise,27
2320,2024-11-05,enterprise,26
2321,2024-03-28,team,24
2322,2024-01-28,team,38
2323,2024-06-04,business,32
2324,2024-05-08,business,27
2325,2024-03-07,enterprise,28
2326,2024-07-18,team,8
2327,2024-02-14,business,16
2328,2024-05-12,team,26
2329,2024-05-22,enterprise,30
2330,2024-04-01,business,5
2331,2024-09-27,business,4
2332,2024-06-30,team,30
2333,2024-02-07,team,11
2334,2024-05-04,enterprise,27
2335,2024-06-21,team,29
2336,2024-02-15,team,2
2337,2024-08-19,team,19
2338,2024-04-13,team,40
2339,2024-07-08,team,40
2340,2024-07-08,business,34
2341,2024-04-11,business,19
2342,2024-04-20,team,3
2343,2024-02-12,team,31
2344,2024-07-30,enterprise,28
2345,2024-05-26,enterprise,17
2346,2024-08-16,team,24
2347,2024-04-26,team,12
2348,2024-04-06,enterprise,34
2349,2024-09-20,business,12
2350,2024-08-23,team,12
2351,2024-09-28,business,31
2352,2024-10-25,team,26
2353,2024-11-23,enterprise,35
2354,2024-03-25,team,39
2355,2024-01-14,enterprise,37
2356,2024-05-23,team,3
2357,2024-08-24,team,16
2358,2024-02-12,business,35
2359,2024-09-26,business,6
2360,2024-01-29,business,3
2361,2024-03-29,team,19
2362,2024-03-29,team,4
2363,2024-08-24,team,20
2364,2024-01-27,team,3
2365,2024-02-17,team,19
2366,2024-08-05,business,25
2367,2024-08-14,team,22
2368,2024-11-13,enterprise,28
2369,2024-02-17,team,24
2370,2024-02-28,business,12
2371,2024-01-05,team,17
2372,2024-03-03,enterprise,19
2373,2024-01-15,team,28
2374,2024-03-08,team,27
2375,2024-11-14,enterprise,31
2376,2024-07-22,team,14
2377,2024-11-17,business,22
2378,2024-05-07,enterprise,11
2379,2024-03-25,enterprise,30
2380,2024-09-26,team,37
2381,2024-04-13,business,30
2382,2024-04-17,team,14
2383,2024-01-16,team,28
2384,2024-06-06,enterprise,34
2385,2024-01-03,enterprise,30
2386,2024-07-24,enterprise,17
2387,2024-11-20,business,17
2388,2024-11-24,business,34
2389,2024-06-22,team,16
2390,2024-08-20,team,4
2391,2024-02-02,team,17
2392,2024-08-21,team,29
2393,2024-04-09,enterprise,31
2394,2024-01-30,business,39
2395,2024-11-02,business,38
2396,2024-05-21,team,24
2397,2024-10-17,team,40
2398,2024-04-21,team,7
2399,2024-07-21,enterprise,17
2400,2024-07-16,team,5
2401,2024-09-12,enterprise,35
2402,2024-06-12,business,23
2403,2024-02-23,business,16
2404,2024-11-18,business,36
2405,2024-10-25,business,4
2406,2024-08-10,business,27
2407,2024-05-17,team,19
2408,2024-03-21,enterprise,22
2409,2024-06-24,team,29
2410,2024-01-09,business,35
2411,2024-03-05,team,23
2412,2024-01-09,team,15
2413,2024-03-12,team,22
2414,2024-05-28,business,35
2415,2024-10-20,team,32
2416,2024-03-21,team,12
2417,2024-02-20,business,31
2418,2024-05-24,business,6
2419,2024-11-16,business,6
2420,2024-09-03,team,29
2421,2024-09-29,enterprise,14
2422,2024-02-11,business,4
2423,2024-11-16,enterprise,38
2424,2024-07-01,team,28
2425,2024-02-09,business,15
2426,2024-10-16,team,35
2427,2024-05-02,enterprise,2
2428,2024-04-17,business,13
2429,2024-10-28,business,25
2430,2024-10-10,team,19
2431,2024-05-26,team,12
2432,2024-09-22,team,38
2433,2024-06-30,business,26
2434,2024-11-14,business,10
2435,2024-10-11,team,27
2436,2024-08-13,business,21
2437,2024-10-31,enterprise,10
2438,2024-08-28,team,37
2439,2024-03-01,team,27
2440,2024-10-07,team,10
2441,2024-08-28,team,11
2442,2024-02-02,business,37
2443,2024-09-19,enterprise,31
2444,2024-08-23,enterprise,16
2445,2024-04-19,business,34
2446,2024-01-31,team,30
2447,2024-02-05,business,5
2448,2024-08-09,team,21
2449,2024-07-08,enterprise,14
2450,2024-05-04,team,36
2451,2024-10-19,business,9
2452,2024-05-21,enterprise,5
2453,2024-04-07,team,23
2454,2024-03-09,team,38
2455,2024-08-02,team,16
2456,2024-03-25,team,19
2457,2024-02-10,enterprise,13
2458,2024-02-10,enterprise,33
2459,2024-04-23,enterprise,15
2460,2024-11-24,team,9
2461,2024-03-31,business,5
2462,2024-02-16,enterprise,32
2463,2024-10-11,enterprise,38
2464,2024-06-21,enterprise,3
2465,2024-07-03,team,30
2466,2024-03-28,team,6
2467,2024-05-19,team,5
2468,2024-06-22,team,14
2469,2024-11-24,team,21
2470,2024-02-04,team,15
2471,2024-04-17,team,19
2472,2024-02-10,team,23
2473,2024-10-09,enterprise,9
2474,2024-08-23,team,25
2475,2024-09-17,team,21
2476,2024-07-28,enterprise,33
2477,2024-05-27,business,28
2478,2024-09-05,business,19
2479,2024-09-01,enterprise,29
2480,2024-02-06,enterprise,14
2481,2024-02-01,enterprise,33
2482,2024-08-30,team,26
2483,2024-11-14,enterprise,39
2484,2024-03-11,business,6
2485,2024-01-06,team,32
2486,2024-04-24,enterprise,7
2487,2024-10-08,enterprise,4
2488,2024-04-30,business,3
2489,2024-06-08,enterprise,26
2490,2024-01-23,team,40
2491,2024-10-14,business,30
2492,2024-05-09,team,12
2493,2024-04-25,team,26
2494,2024-04-21,enterprise,6
2495,2024-03-20,business,5
2496,2024-04-18,team,22
2497,2024-11-26,enterprise,24
2498,2024-01-04,team,16
2499,2024-05-26,team,18
2500,2024-03-11,team,16
2501,2024-02-04,business,11
2502,2024-02-15,enterprise,18
2503,2024-03-03,team,31
2504,2024-05-03,enterprise,9
2505,2024-02-12,business,27
2506,2024-11-19,team,29
2507,2024-08-19,team,40
2508,2024-05-10,team,26
2509,2024-06-22,team,11
2510,2024-11-13,team,36
2511,2024-10-09,enterprise,40
2512,2024-02-22,business,30
2513,2024-03-12,team,19
2514,2024-10-22,team,7
2515,2024-07-18,enterprise,25
2516,2024-01-29,team,19
2517,2024-05-26,business,13
2518,2024-01-26,team,7
2519,2024-07-12,enterprise,23
2520,2024-07-04,team,13
2521,2024-11-16,business,8
2522,2024-05-20,team,19
2523,2024-11-12,business,3
2524,2024-01-05,team,32
2525,2024-02-09,team,24
2526,2024-11-13,business,22
2527,2024-03-30,business,32
2528,2024-01-02,enterprise,32
2529,2024-09-23,team,16
2530,2024-02-14,team,14
2531,2024-11-01,team,35
2532,2024-06-23,team,33
2533,2024-06-21,team,20
2534,2024-06-30,business,4
2535,2024-03-21,team,37
2536,2024-11-13,business,25
2537,2024-09-16,enterprise,38
2538,2024-10-18,team,39
2539,2024-08-23,team,8
2540,2024-01-07,team,13
2541,2024-09-28,business,26
2542,2024-08-16,business,3
2543,2024-11-07,team,23
2544,2024-10-07,enterprise,15
2545,2024-02-14,enterprise,10
2546,2024-09-27,team,30
2547,2024-01-16,team,13
2548,2024-11-14,team,5
2549,2024-03-26,business,8
2550,2024-01-22,enterprise,26
2551,2024-10-01,team,16
2552,2024-11-24,enterprise,24
2553,2024-08-21,enterprise,11
2554,2024-04-24,team,39
2555,2024-06-19,team,33
2556,2024-09-03,business,26
2557,2024-07-01,team,9
2558,2024-08-26,enterprise,7
2559,2024-11-23,team,29
2560,2024-02-20,team,36
2561,2024-03-12,business,15
2562,2024-01-13,enterprise,13
2563,2024-03-03,business,35
2564,2024-06-09,team,28
2565,2024-01-12,enterprise,24
2566,2024-06-21,enterprise,6
2567,2024-08-23,team,7
2568,2024-08-16,team,29
2569,2024-10-04,enterprise,37
2570,2024-05-14,enterprise,12
2571,2024-11-23,team,28
2572,2024-10-05,team,6
2573,2024-04-05,business,26
2574,2024-08-19,team,39
2575,2024-03-13,business,10
2576,2024-05-31,enterprise,3
2577,2024-04-30,business,20
2578,2024-04-30,team,26
2579,2024-03-19,team,21
2580,2024-09-11,business,8
2581,2024-10-20,business,9
2582,2024-05-07,team,26
2583,2024-06-30,team,30
2584,2024-05-13,team,18
2585,2024-04-03,enterprise,26
2586,2024-07-08,team,20
2587,2024-08-16,enterprise,4
2588,2024-01-28,team,2
2589,2024-05-22,team,29
2590,2024-02-18,team,7
2591,2024-04-17,enterprise,5
2592,2024-02-27,team,26
2593,2024-03-02,team,15
2594,2024-03-11,enterprise,10
2595,2024-04-27,business,15
2596,2024-04-30,business,15
2597,2024-01-18,team,22
2598,2024-04-01,team,12
2599,2024-11-06,team,34
2600,2024-02-22,team,39
2601,2024-08-31,business,17
2602,2024-11-16,team,21
2603,2024-08-08,team,35
2604,2024-05-18,team,17
2605,2024-04-13,business,13
2606,2024-07-29,team,11
2607,2024-09-06,enterprise,30
2608,2024-04-16,business,24
2609,2024-10-02,team,8
2610,2024-01-27,team,25
2611,2024-01-19,enterprise,3
2612,2024-01-16,business,18
2613,2024-03-20,enterprise,25
2614,2024-04-25,business,8
2615,2024-01-12,team,19
2616,2024-09-14,enterprise,12
2617,2024-10-28,business,18
2618,2024-04-13,team,8
2619,2024-03-04,team,25
2620,2024-07-16,business,12
2621,2024-07-22,business,16
2622,2024-09-17,team,19
2623,2024-03-24,business,13
2624,2024-02-19,enterprise,13
2625,2024-06-20,business,8
2626,2024-08-09,team,40
2627,2024-10-10,team,33
2628,2024-09-21,enterprise,9
2629,2024-08-14,team,28
2630,2024-10-30,enterprise,9
2631,2024-05-22,team,13
2632,2024-03-22,enterprise,34
2633,2024-11-07,business,28
2634,2024-02-28,team,27
2635,2024-06-15,business,37
2636,2024-03-09,team,40
2637,2024-01-11,enterprise,6
2638,2024-03-16,team,19
2639,2024-05-11,enterprise,21
2640,2024-05-01,business,33
2641,2024-08-14,business,5
2642,2024-05-25,team,11
2643,2024-02-05,enterprise,39
2644,2024-06-12,enterprise,11
2645,2024-07-01,enterprise,29
2646,2024-07-31,business,20
2647,2024-09-19,team,34
2648,2024-03-05,team,30
2649,2024-03-17,business,3
2650,2024-06-01,business,36
2651,2024-07-08,team,23
2652,2024-02-24,team,32
2653,2024-06-20,team,29
2654,2024-03-14,enterprise,15
2655,2024-10-13,enterprise,35
2656,2024-07-26,enterprise,5
2657,2024-10-04,enterprise,9
2658,2024-08-28,team,25
2659,2024-08-20,enterprise,35
2660,2024-06-12,team,19
2661,2024-08-02,team,31
2662,2024-02-15,team,36
2663,2024-02-26,team,36
2664,2024-08-13,business,18
2665,2024-07-17,team,8
2666,2024-03-25,business,28
2667,2024-06-27,team,18
2668,2024-11-12,business,25
2669,2024-08-24,team,16
2670,2024-10-12,enterprise,37
2671,2024-09-09,team,11
2672,2024-04-22,enterprise,32
2673,2024-10-03,team,39
2674,2024-06-03,team,29
2675,2024-11-05,team,27
2676,2024-10-30,enterprise,27
2677,2024-09-25,business,10
2678,2024-08-21,enterprise,35
2679,2024-11-09,business,18
2680,2024-09-17,team,11
2681,2024-08-13,enterprise,3
2682,2024-06-20,enterprise,28
2683,2024-08-03,team,26
2684,2024-04-01,team,36
2685,2024-05-10,enterprise,27
2686,2024-03-10,team,9
2687,2024-08-08,team,19
2688,2024-04-01,business,28
2689,2024-09-26,team,24
2690,2024-04-20,team,30
2691,2024-09-11,business,25
2692,2024-11-02,team,32
2693,2024-11-04,enterprise,22
2694,2024-11-01,team,24
2695,2024-09-07,business,29
2696,2024-05-31,team,15
2697,2024-03-28,enterprise,39
2698,2024-02-06,business,14
2699,2024-07-27,business,3
2700,2024-09-01,team,19
2701,2024-09-09,business,27
2702,2024-08-16,team,12
2703,2024-09-14,business,40
2704,2024-06-20,enterprise,33
2705,2024-05-22,enterprise,31
2706,2024-05-14,team,4
2707,2024-06-10,enterprise,16
2708,2024-05-22,enterprise,34
2709,2024-07-16,team,38
2710,2024-07-23,team,26
2711,2024-01-07,team,9
2712,2024-06-20,enterprise,2
2713,2024-07-08,team,5
2714,2024-11-02,enterprise,14
2715,2024-09-08,business,20
2716,2024-08-25,team,6
2717,2024-03-10,team,13
2718,2024-03-09,business,13
2719,2024-01-21,enterprise,20
2720,2024-10-14,team,32
2721,2024-02-26,business,21
2722,2024-11-08,team,15
2723,2024-02-27,team,33
2724,2024-11-05,team,2
2725,2024-02-13,enterprise,25
2726,2024-01-16,business,8
2727,2024-04-27,team,18
2728,2024-04-13,enterprise,25
2729,2024-11-03,enterprise,9
2730,2024-04-30,business,11
2731,2024-03-04,team,32
2732,2024-05-22,team,33
2733,2024-11-26,enterprise,31
2734,2024-08-21,team,34
2735,2024-01-20,business,7
2736,2024-08-16,team,15
2737,2024-06-01,team,12
2738,2024-04-27,team,34
2739,2024-07-19,team,26
2740,2024-06-01,business,35
2741,2024-07-03,team,26
2742,2024-11-07,team,18
2743,2024-09-04,enterprise,30
2744,2024-02-28,team,30
2745,2024-05-15,business,37
2746,2024-05-15,enterprise,40
2747,2024-03-15,team,10
2748,2024-01-31,enterprise,9
2749,2024-01-09,enterprise,10
2750,2024-10-29,business,5
2751,2024-09-09,team,29
2752,2024-06-27,team,36
2753,2024-06-29,enterprise,27
2754,2024-04-01,team,22
2755,2024-05-12,team,31
2756,2024-10-28,enterprise,27
2757,2024-08-26,enterprise,3
2758,2024-08-25,enterprise,38
2759,2024-03-17,team,15
2760,2024-01-06,team,25
2761,2024-11-12,business,20
2762,2024-04-29,team,16
2763,2024-10-23,team,31
2764,2024-09-25,team,8
2765,2024-03-10,business,20
2766,2024-05-12,team,39
2767,2024-08-06,team,27
2768,2024-10-01,team,4
2769,2024-07-03,team,25
2770,2024-07-06,team,33
2771,2024-07-16,enterprise,37
2772,2024-03-27,business,33
2773,2024-06-26,enterprise,14
2774,2024-03-27,team,17
2775,2024-05-03,team,32
2776,2024-02-18,team,25
2777,2024-02-20,team,17
2778,2024-10-03,team,21
2779,2024-06-10,business,25
2780,2024-03-23,enterprise,21
2781,2024-10-08,team,13
2782,2024-05-12,enterprise,20
2783,2024-07-08,enterprise,37
2784,2024-02-20,team,13
2785,2024-04-01,team,13
2786,2024-03-27,business,37
2787,2024-07-07,business,27
2788,2024-07-07,team,25
2789,2024-04-10,enterprise,4
2790,2024-06-09,team,24
2791,2024-11-09,enterprise,28
2792,2024-01-06,business,39
2793,2024-06-08,enterprise,20
2794,2024-04-08,team,13
2795,2024-08-04,team,36
2796,2024-04-23,team,39
2797,2024-01-01,enterprise,37
2798,2024-02-24,enterprise,10
2799,2024-04-14,business,15
2800,2024-11-03,team,32
2801,2024-01-22,enterprise,4
2802,2024-03-11,business,4
2803,2024-05-28,enterprise,30
2804,2024-09-22,team,29
2805,2024-06-15,team,18
2806,2024-02-14,business,29
2807,2024-04-09,business,22
2808,2024-09-23,enterprise,16
2809,2024-05-23,team,16
2810,2024-08-20,enterprise,40
2811,2024-03-05,team,24
2812,2024-06-15,team,36
2813,2024-07-08,team,13
2814,2024-06-01,team,8
2815,2024-08-26,business,4
2816,2024-02-11,team,31
2817,2024-04-26,team,5
2818,2024-04-12,team,10
2819,2024-07-17,team,35
2820,2024-07-18,enterprise,30
2821,2024-01-21,business,7
2822,2024-01-17,enterprise,17
2823,2024-07-11,enterprise,17
2824,2024-08-16,team,30
2825,2024-04-02,business,25
2826,2024-03-18,team,39
2827,2024-09-19,business,13
2828,2024-09-11,enterprise,18
2829,2024-03-23,business,15
2830,2024-06-11,team,11
2831,2024-06-16,team,28
2832,2024-03-20,team,27
2833,2024-08-25,team,2
2834,2024-05-03,team,25
2835,2024-06-07,team,33
2836,2024-06-11,business,32
2837,2024-03-13,team,22
2838,2024-05-03,enterprise,14
2839,2024-04-17,business,40
2840,2024-07-01,team,36
2841,2024-08-02,business,2
2842,2024-11-14,business,26
2843,2024-06-08,business,2
2844,2024-11-24,business,36
2845,2024-03-31,team,30
2846,2024-07-08,business,5
2847,2024-03-22,team,17
2848,2024-03-05,business,27
2849,2024-07-18,team,22
2850,2024-09-23,team,7
2851,2024-05-11,enterprise,34
2852,2024-01-07,team,24
2853,2024-04-26,enterprise,17
2854,2024-09-25,business,31
2855,2024-02-10,team,5
2856,2024-06-23,team,34
2857,2024-10-07,enterprise,3
2858,2024-11-20,enterprise,36
2859,2024-11-04,enterprise,12
2860,2024-05-08,business,3
2861,2024-02-29,enterprise,13
2862,2024-08-06,business,9
2863,2024-06-28,team,30
2864,2024-08-02,team,35
2865,2024-04-12,team,39
2866,2024-07-29,team,38
2867,2024-01-16,team,37
2868,2024-05-30,team,22
2869,2024-01-27,enterprise,4
2870,2024-07-04,team,10
2871,2024-05-20,business,18
2872,2024-04-21,enterprise,23
2873,2024-06-18,team,22
2874,2024-08-11,enterprise,27
2875,2024-03-08,business,10
2876,2024-07-03,business,7
2877,2024-05-11,team,33
2878,2024-11-06,enterprise,9
2879,2024-08-25,business,8
2880,2024-05-29,team,13
2881,2024-05-26,team,32
2882,2024-03-15,enterprise,21
2883,2024-03-04,enterprise,26
2884,2024-07-09,team,34
2885,2024-01-18,enterprise,22
2886,2024-05-14,business,30
2887,2024-09-13,enterprise,28
2888,2024-03-18,team,7
2889,2024-09-16,team,3
2890,2024-01-28,enterprise,27
2891,2024-03-14,business,33
2892,2024-05-26,team,5
2893,2024-08-04,business,7
2894,2024-06-25,team,19
2895,2024-09-04,enterprise,26
2896,2024-10-27,team,16
2897,2024-06-16,enterprise,19
2898,2024-02-07,enterprise,12
2899,2024-09-30,team,3
2900,2024-04-22,team,22
2901,2024-02-11,enterprise,7
2902,2024-02-24,business,36
2903,2024-08-13,business,37
2904,2024-03-23,enterprise,13
2905,2024-01-21,enterprise,3
2906,2024-01-11,enterprise,28
2907,2024-05-27,team,16
2908,2024-05-22,enterprise,28
2909,2024-11-06,team,26
2910,2024-05-31,team,39
2911,2024-05-08,team,8
2912,2024-07-12,enterprise,19
2913,2024-11-07,business,33
2914,2024-03-20,business,17
2915,2024-11-08,team,36
2916,2024-11-06,enterprise,31
2917,2024-08-25,enterprise,26
2918,2024-09-02,business,10
2919,2024-07-18,team,13
2920,2024-05-01,team,6
2921,2024-05-20,enterprise,36
2922,2024-07-20,enterprise,34
2923,2024-03-28,business,33
2924,2024-10-05,team,7
2925,2024-04-07,team,35
2926,2024-04-01,enterprise,12
2927,2024-09-14,business,18
2928,2024-05-30,enterprise,31
2929,2024-10-31,enterprise,21
2930,2024-11-06,team,28
2931,2024-10-28,enterprise,37
2932,2024-04-04,team,10
2933,2024-11-18,business,21
2934,2024-11-17,business,9
2935,2024-10-14,enterprise,18
2936,2024-03-17,enterprise,40
2937,2024-03-04,enterprise,29
2938,2024-08-10,team,25
2939,2024-02-25,business,3
2940,2024-09-12,team,38
2941,2024-11-17,team,12
2942,2024-09-22,business,18
2943,2024-01-01,team,14
2944,2024-08-21,team,13
2945,2024-11-25,team,6
2946,2024-02-07,business,4
2947,2024-06-21,team,19
2948,2024-11-23,enterprise,28
2949,2024-11-05,team,25
2950,2024-03-09,team,24
2951,2024-06-03,team,26
2952,2024-01-23,team,6
2953,2024-01-26,team,13
2954,2024-04-02,business,18
2955,2024-03-02,enterprise,34
2956,2024-05-12,team,25
2957,2024-03-24,enterprise,24
2958,2024-05-09,team,38
2959,2024-09-03,enterprise,3
2960,2024-06-28,team,9
2961,2024-07-19,team,31
2962,2024-07-27,team,9
2963,2024-03-23,team,39
2964,2024-06-16,team,40
2965,2024-03-23,team,5
2966,2024-07-27,team,28
2967,2024-09-23,team,6
2968,2024-11-23,business,33
2969,2024-07-29,team,9
2970,2024-02-14,business,10
2971,2024-04-06,team,34
2972,2024-06-27,team,11
2973,2024-04-16,enterprise,11
2974,2024-09-28,business,3
2975,2024-07-26,team,2
2976,2024-09-26,team,25
2977,2024-08-11,team,26
2978,2024-08-26,team,32
2979,2024-01-17,team,22
2980,2024-01-29,business,40
2981,2024-11-17,business,27
2982,2024-09-17,business,17
2983,2024-07-13,team,28
2984,2024-11-18,team,36
2985,2024-04-09,enterprise,14
2986,2024-11-13,enterprise,9
2987,2024-01-20,business,32
2988,2024-04-17,enterprise,7
2989,2024-02-12,enterprise,23
2990,2024-03-02,business,29
2991,2024-06-21,team,17
2992,2024-07-24,team,21
2993,2024-02-09,business,25
2994,2024-01-08,business,21
2995,2024-07-05,team,11
2996,2024-02-12,team,26
2997,2024-02-20,team,24
2998,2024-08-20,team,24
2999,2024-07-09,enterprise,38
3000,2024-11-21,business,25
3001,2024-09-09,team,32
3002,2024-03-23,enterprise,12
3003,2024-06-20,business,34
3004,2024-05-01,business,8
3005,2024-01-11,business,37
3006,2024-09-20,team,29
3007,2024-08-07,team,8
3008,2024-09-02,team,13
3009,2024-08-04,enterprise,9
3010,2024-09-15,team,13
3011,2024-02-14,enterprise,21
3012,2024-07-10,team,18
3013,2024-11-06,team,38
3014,2024-04-12,business,9
3015,2024-05-23,team,26
3016,2024-03-27,enterprise,8
3017,2024-04-23,business,24
3018,2024-10-26,team,21
3019,2024-10-26,team,14
3020,2024-08-06,team,14
3021,2024-02-05,enterprise,16
3022,2024-05-12,enterprise,36
3023,2024-10-28,business,32
3024,2024-05-13,team,19
3025,2024-10-20,enterprise,10
3026,2024-11-04,business,8
3027,2024-08-11,team,34
3028,2024-08-17,enterprise,28
3029,2024-09-29,enterprise,26
3030,2024-07-31,team,16
3031,2024-08-20,enterprise,13
3032,2024-03-21,business,3
3033,2024-10-24,business,29
3034,2024-04-03,enterprise,13
3035,2024-10-30,business,13
3036,2024-05-14,enterprise,10
3037,2024-06-12,business,40
3038,2024-06-13,business,4
3039,2024-03-31,enterprise,5
3040,2024-01-15,enterprise,12
3041,2024-08-25,team,2
3042,2024-08-30,team,4
3043,2024-09-06,team,21
3044,2024-11-14,business,16
3045,2024-08-27,team,3
3046,2024-01-03,team,4
3047,2024-01-13,business,18
3048,2024-03-07,team,23
3049,2024-02-17,team,8
3050,2024-06-17,enterprise,11
3051,2024-04-26,team,35
3052,2024-07-28,enterprise,14
3053,2024-04-05,enterprise,34
3054,2024-08-24,enterprise,23
3055,2024-06-01,enterprise,27
3056,2024-07-20,team,14
3057,2024-06-05,team,16
3058,2024-03-30,enterprise,10
3059,2024-08-26,enterprise,19
3060,2024-08-17,team,27
3061,2024-03-14,team,9
3062,2024-01-02,team,9
3063,2024-09-29,team,16
3064,2024-10-08,team,25
3065,2024-01-25,enterprise,10
3066,2024-09-27,team,21
3067,2024-08-28,team,13
3068,2024-10-01,team,34
