ticket_id,date,location,covers,food,drink,tip,payment
1119,2024-03-03,Airport,4,96,40,16.89,card
1120,2024-03-03,Airport,3,39,21,11.21,card
1121,2024-03-03,Airport,1,27,14,5.11,cash
1122,2024-03-03,Airport,5,100,20,-17.87,card
1123,2024-03-03,Airport,2,28,8,3.16,cash
1124,2024-03-03,Mall,6,138,78,22.67,cash
1125,2024-03-03,Mall,4,84,16,8.39,cash
1126,2024-03-03,Mall,5,110,15,18.68,card
1127,2024-03-04,Downtown,2,40,26,3.56,cash
1128,2024-03-04,Downtown,4,52,32,14.92,card
1129,2024-03-04,Downtown,2,54,26,9.31,cash
1130,2024-03-04,Downtown,4,88,28,21.81,card
1131,2024-03-04,Downtown,1,22,7,5.16,card
1132,2024-03-04,Downtown,5,130,20,21.18,card
1133,2024-03-04,Riverside,3,45,27,5.41,cash
1134,2024-03-04,Riverside,4,80,24,41.32,card
1135,2024-03-04,Riverside,3,66,9,24.02,card
1136,2024-03-04,Riverside,4,80,44,17.72,card
1137,2024-03-04,Airport,4,116,56,21.59,card
1138,2024-03-04,Airport,6,108,36,20.19,card
1139,2024-03-04,Airport,3,87,42,17.61,card
1140,2024-03-04,Airport,2,44,24,7.42,card
1141,2024-03-04,Airport,6,126,36,20.75,card
1142,2024-03-04,Airport,6,162,24,23.69,card
1143,2024-03-04,Mall,5,65,70,26.49,card
1144,2024-03-04,Mall,6,84,42,13.5,card
1145,2024-03-04,Mall,2,48,14,7.34,card
1146,2024-03-04,Mall,4,72,32,11.7,cash
1147,2024-03-04,Mall,3,51,12,6.12,cash
1148,2024-03-04,Mall,4,104,44,17.78,card
1149,2024-03-05,Downtown,6,168,84,23.9,cash
1150,2024-03-05,Downtown,1,20,10,5.21,card
1151,2024-03-05,Downtown,5,115,55,19.42,card
1152,2024-03-05,Downtown,4,96,20,23.14,card
1153,2024-03-05,Downtown,4,96,44,19.69,card
1154,2024-03-05,Riverside,6,150,72,87.66,card
1155,2024-03-05,Riverside,1,13,5,1.69,cash
1156,2024-03-05,Riverside,5,70,45,12.7,card
1157,2024-03-05,Riverside,2,38,14,6.77,card
1158,2024-03-05,Airport,5,150,50,25.38,card
1159,2024-03-05,Airport,3,78,24,12.93,card
1160,2024-03-05,Airport,1,18,8,3.93,card
1161,2024-03-05,Airport,3,45,15,4.72,cash
1162,2024-03-05,Airport,3,69,24,15.87,card
1163,2024-03-05,Mall,3,75,12,8.94,card
1164,2024-03-05,Mall,1,19,3,4.26,card
1165,2024-03-05,Mall,4,84,56,23.85,card
1166,2024-03-06,Downtown,3,81,33,12.3,card
1167,2024-03-06,Downtown,1,29,12,4.96,card
1168,2024-03-06,Downtown,5,120,35,23.1,card
1169,2024-03-06,Downtown,4,80,20,18.06,card
1170,2024-03-06,Downtown,5,125,40,19.48,cash
1171,2024-03-06,Downtown,6,174,18,14.87,cash
1172,2024-03-06,Riverside,3,84,12,6.23,cash
1173,2024-03-06,Riverside,2,32,28,19.71,card
1174,2024-03-06,Riverside,1,18,7,3.19,card
1175,2024-03-06,Riverside,6,126,54,19.38,cash
1176,2024-03-06,Riverside,6,102,48,61.71,card
1177,2024-03-06,Airport,4,56,28,14.51,card
1178,2024-03-06,Airport,6,168,48,18.37,cash
1179,2024-03-06,Airport,1,18,14,4.48,card
1180,2024-03-06,Airport,2,26,24,6.96,card
1181,2024-03-06,Airport,4,80,48,18.88,card
1182,2024-03-06,Airport,4,52,56,17.94,card
1183,2024-03-06,Mall,2,26,24,7.67,card
1184,2024-03-06,Mall,6,132,60,24.46,cash
1185,2024-03-06,Mall,2,60,26,10.09,cash
1186,2024-03-07,Downtown,1,30,4,3.18,cash
1187,2024-03-07,Downtown,3,90,30,23.45,card
1188,2024-03-07,Downtown,1,12,7,2.41,cash
1189,2024-03-07,Downtown,6,114,60,13.03,cash
1190,2024-03-07,Riverside,5,80,20,37.9,card
1191,2024-03-07,Riverside,6,156,24,35.59,card
1192,2024-03-07,Riverside,1,15,10,3.65,card
1193,2024-03-07,Riverside,5,65,50,8.95,cash
1194,2024-03-07,Riverside,3,90,21,15.76,card
1195,2024-03-07,Riverside,1,29,9,5.38,card
1196,2024-03-07,Airport,1,13,12,1.58,cash
1197,2024-03-07,Airport,4,108,36,7.98,cash
1198,2024-03-07,Airport,6,102,78,20.26,card
1199,2024-03-07,Airport,2,52,16,11.06,card
1200,2024-03-07,Airport,3,42,9,8.96,card
1201,2024-03-07,Airport,1,24,12,6.09,card
1202,2024-03-07,Mall,5,60,40,15.85,card
1203,2024-03-07,Mall,5,150,15,24.88,card
1204,2024-03-07,Mall,2,58,14,4.23,cash
1205,2024-03-07,Mall,2,26,26,6.56,cash
1206,2024-03-08,Downtown,6,162,42,29.85,card
1207,2024-03-08,Downtown,4,116,28,20.42,card
1208,2024-03-08,Downtown,4,56,52,6.36,cash
1209,2024-03-08,Riverside,6,102,36,14.04,cash
1210,2024-03-08,Riverside,5,85,70,26.36,card
1211,2024-03-08,Riverside,4,68,52,10.53,cash
1212,2024-03-08,Riverside,4,84,28,43.82,card
1213,2024-03-08,Riverside,1,12,13,1.96,cash
1214,2024-03-08,Riverside,3,81,39,21.66,card
1215,2024-03-08,Airport,2,26,16,6.25,card
1216,2024-03-08,Airport,4,56,52,11.65,card
1217,2024-03-08,Airport,3,75,39,15.42,card
1218,2024-03-08,Airport,3,48,36,10.91,cash
1219,2024-03-08,Airport,6,120,84,18.69,cash
1220,2024-03-08,Airport,4,72,44,22.74,card
1221,2024-03-08,Mall,2,34,8,4.87,card
1222,2024-03-08,Mall,2,24,16,6,card
1223,2024-03-08,Mall,2,56,26,14.39,card
1224,2024-03-08,Mall,5,125,45,28.87,card
1225,2024-03-08,Mall,2,60,22,10.85,card
1226,2024-03-08,Mall,3,48,18,9.54,card
1227,2024-03-09,Downtown,3,51,33,9.46,card
1228,2024-03-09,Downtown,3,36,12,5.1,cash
1229,2024-03-09,Downtown,5,105,60,19.48,card
1230,2024-03-09,Downtown,5,90,65,12.63,cash
1231,2024-03-09,Riverside,6,96,24,17.36,card
1232,2024-03-09,Riverside,5,75,40,12.71,card
1233,2024-03-09,Riverside,6,108,36,23.36,card
1234,2024-03-09,Riverside,1,26,7,3.33,card
1235,2024-03-09,Airport,4,52,44,16.12,card
1236,2024-03-09,,3,72,24,8.73,cash
1237,2024-03-09,Airport,4,84,12,13.68,card
1238,2024-03-09,Airport,5,100,20,6.84,cash
1239,2024-03-09,Airport,6,180,30,35.49,card
1240,2024-03-09,Mall,3,72,21,13.29,card
1241,2024-03-09,Mall,6,162,84,30.19,card
1242,2024-03-09,Mall,4,76,12,10.93,cash
1243,2024-03-09,Mall,5,110,15,16.64,card
1244,2024-03-10,Downtown,4,84,16,6.53,cash
1245,2024-03-10,Downtown,5,95,65,8.15,cash
1246,2024-03-10,Downtown,1,14,14,3.45,card
1247,2024-03-10,Downtown,2,48,28,10.41,card
1248,2024-03-10,Riverside,3,45,12,5.85,cash
1249,2024-03-10,Riverside,3,54,24,9.6,cash
1250,2024-03-10,Riverside,6,120,48,28.78,card
1251,2024-03-10,Airport,4,112,44,18.5,card
1252,2024-03-10,Airport,4,96,32,15,cash
1253,2024-03-10,Airport,3,66,42,20.15,card
1254,2024-03-10,Airport,6,72,54,16.74,card
1255,2024-03-10,Mall,3,39,18,7.18,cash
1256,2024-03-10,Mall,3,51,36,10.71,card
1257,2024-03-10,Mall,1,23,6,3.51,cash
1258,2024-03-10,Mall,6,90,24,13.43,card
1259,2024-03-11,Downtown,2,38,18,5.25,cash
1260,2024-03-11,Downtown,6,174,18,36.82,card
1261,2024-03-11,Downtown,3,66,39,20.65,card
1262,2024-03-11,Downtown,1,18,11,4.58,card
1263,2024-03-11,Downtown,4,120,40,9.86,cash
1264,2024-03-11,Downtown,4,48,36,4.8,cash
1265,2024-03-11,Riverside,6,84,78,17.15,card
1266,2024-03-11,Riverside,6,156,48,77.09,card
1267,2024-03-11,Riverside,2,58,28,15.39,card
1268,2024-03-11,Riverside,3,78,9,9.51,cash
1269,2024-03-11,Riverside,1,17,5,4.14,card
1270,2024-03-11,Riverside,4,104,20,10.78,cash
1271,2024-03-11,Airport,6,168,30,33.03,card
1272,2024-03-11,Airport,2,54,6,7.21,cash
1273,2024-03-11,Airport,4,84,52,22.44,card
1274,2024-03-11,Airport,3,54,18,7.76,cash
1275,2024-03-11,Airport,2,58,10,9.52,card
1276,2024-03-11,Mall,5,145,50,21.2,card
1277,2024-03-11,Mall,4,72,56,23.42,card
1278,2024-03-11,Mall,5,135,60,21.41,card
1279,2024-03-11,Mall,2,52,16,6.8,cash
1280,2024-03-12,Downtown,6,132,42,28.55,card
1281,2024-03-12,Downtown,4,68,24,16.77,card
1282,2024-03-12,Downtown,5,115,15,13.67,card
1283,2024-03-12,Downtown,6,156,84,34.88,card
1284,2024-03-12,Downtown,4,116,16,20.97,card
1285,2024-03-12,Riverside,4,100,16,39.99,card
1286,2024-03-12,Riverside,5,75,30,44.97,card
1287,2024-03-12,Riverside,4,76,32,31.27,card
1288,2024-03-12,Riverside,1,23,7,2.16,cash
1289,2024-03-12,Riverside,6,132,36,28.06,card
1290,2024-03-12,Riverside,1,12,4,0.88,cash
1291,2024-03-12,Airport,6,72,78,28.08,card
1292,2024-03-12,,1,18,14,3.07,cash
1293,2024-03-12,Airport,3,78,21,13.1,card
1294,2024-03-12,Airport,5,105,55,20.31,cash
1295,2024-03-12,Airport,6,108,66,20.5,cash
1296,2024-03-12,Mall,1,20,3,3.77,card
1297,2024-03-12,,4,120,44,16.09,cash
1298,2024-03-12,Mall,6,102,54,29.34,card
1299,2024-03-12,Mall,2,54,20,3.79,cash
1300,2024-03-12,Mall,5,80,65,21.72,card
1301,2024-03-13,Downtown,6,114,24,16.22,cash
1302,2024-03-13,Downtown,2,44,10,9.57,card
1303,2024-03-13,Downtown,3,81,24,10.78,card
1304,2024-03-13,Downtown,6,180,42,36.48,card
1305,2024-03-13,Riverside,5,135,60,20.78,card
1306,2024-03-13,Riverside,5,60,40,12.56,card
1307,2024-03-13,Riverside,4,80,36,33.5,card
1308,2024-03-13,Riverside,1,23,8,2.81,cash
1309,2024-03-13,Riverside,1,30,11,13.92,card
1310,2024-03-13,Riverside,5,125,25,15.03,cash
1311,2024-03-13,Airport,6,120,48,12.82,cash
1312,2024-03-13,Airport,2,48,12,4.15,cash
1313,2024-03-13,Airport,3,81,39,12.01,card
1314,2024-03-13,Airport,5,65,65,13.01,card
1315,2024-03-13,Mall,4,92,32,9.58,cash
1316,2024-03-13,Mall,3,36,12,7.36,card
1317,2024-03-13,Mall,6,156,54,35.06,card
1318,2024-03-13,Mall,3,78,24,16.25,card
1319,2024-03-13,Mall,1,16,11,2.3,cash
1320,2024-03-14,Downtown,2,58,6,7,card
1321,2024-03-14,Downtown,4,60,40,15.85,card
1322,2024-03-14,Downtown,6,72,66,10.73,cash
1323,2024-03-14,Riverside,5,110,25,55.82,card
1324,2024-03-14,Riverside,2,60,16,3.95,cash
1325,2024-03-14,Riverside,2,58,18,14.3,card
1326,2024-03-14,Airport,6,138,60,34.81,card
1327,2024-03-14,Airport,5,105,35,25.45,card
1328,2024-03-14,Airport,3,81,39,15.42,cash
1329,2024-03-14,Airport,4,92,44,14.65,cash
1330,2024-03-14,Mall,4,48,32,13.64,card
1331,2024-03-14,Mall,4,52,20,10.35,card
1332,2024-03-14,Mall,6,96,18,6.52,cash
1333,2024-03-15,Downtown,4,60,52,8.1,cash
1334,2024-03-15,Downtown,5,70,55,15.45,cash
1335,2024-03-15,Downtown,2,38,22,10.66,card
1336,2024-03-15,Downtown,5,65,35,12.81,card
1337,2024-03-15,Downtown,5,145,70,33.63,card
1338,2024-03-15,Riverside,6,174,72,27.06,card
1339,2024-03-15,Riverside,6,132,36,14.22,cash
1340,2024-03-15,Riverside,3,36,39,5.62,cash
1341,2024-03-15,Riverside,2,60,8,23.43,card
1342,2024-03-15,Airport,5,115,15,14.23,card
1343,2024-03-15,Airport,1,26,4,5.91,card
1344,2024-03-15,Airport,6,126,54,19.9,cash
1345,2024-03-15,Airport,2,36,26,10.86,card
1346,2024-03-15,Mall,6,102,54,10.2,cash
1347,2024-03-15,Mall,3,69,42,17.54,card
1348,2024-03-15,Mall,3,60,24,10.18,card
1349,2024-03-15,Mall,3,69,39,13.76,cash
1350,2024-03-15,Mall,3,48,21,13.79,card
1351,2024-03-16,Downtown,1,18,6,4.66,card
1352,2024-03-16,Downtown,2,36,22,10.24,card
1353,2024-03-16,Downtown,6,90,60,19.91,card
1354,2024-03-16,Downtown,3,72,12,10.81,card
1355,2024-03-16,Riverside,1,27,6,5.26,card
1356,2024-03-16,Riverside,6,84,42,16.47,card
1357,2024-03-16,,5,85,15,29.43,card
1358,2024-03-16,Riverside,1,20,8,3.47,cash
1359,2024-03-16,Riverside,5,100,55,12.65,cash
1360,2024-03-16,Riverside,6,78,30,37.23,card
1361,2024-03-16,Airport,4,76,40,7.9,cash
1362,2024-03-16,Airport,4,104,12,7.92,cash
1363,2024-03-16,Airport,2,56,24,5.62,cash
1364,2024-03-16,Mall,4,100,44,15.7,cash
1365,2024-03-16,Mall,4,112,20,14.79,card
1366,2024-03-16,Mall,5,105,15,23.72,card
1367,2024-03-16,Mall,6,180,78,33.54,card
1368,2024-03-16,Mall,3,90,39,15.99,cash
1369,2024-03-17,Downtown,4,72,24,16.13,card
1370,2024-03-17,Downtown,2,34,20,7.97,card
1371,2024-03-17,Downtown,3,69,42,21.78,card
1372,2024-03-17,Downtown,1,16,14,3.08,card
1373,2024-03-17,Riverside,6,138,36,14.74,cash
1374,2024-03-17,Riverside,2,52,16,20.27,card
1375,2024-03-17,Riverside,2,44,6,5.13,cash
1376,2024-03-17,Riverside,6,180,48,82.98,card
1377,2024-03-17,Riverside,3,42,21,18.73,card
1378,2024-03-17,Airport,6,120,42,22.81,card
1379,2024-03-17,Airport,1,23,3,4.75,card
1380,2024-03-17,Airport,4,76,48,12.06,cash
1381,2024-03-17,Airport,3,54,27,8.44,card
1382,2024-03-17,Airport,5,110,50,24.12,card
1383,2024-03-17,Airport,4,88,52,25.9,card
1384,2024-03-17,Mall,6,144,48,36.53,card
1385,2024-03-17,Mall,2,36,18,2.77,cash
1386,2024-03-17,Mall,4,104,24,18.63,card
1387,2024-03-17,Mall,2,26,28,4.3,cash
1388,2024-03-17,Mall,5,75,25,16.67,card
1389,2024-03-18,Downtown,5,75,20,16.8,card
1390,2024-03-18,Downtown,3,75,21,13.14,card
1391,2024-03-18,Downtown,1,17,9,3.06,cash
1392,2024-03-18,Riverside,4,52,24,4.46,cash
1393,2024-03-18,,4,88,48,52.99,card
1394,2024-03-18,Riverside,2,48,12,-6.9,card
1395,2024-03-18,Riverside,6,162,48,70.64,card
1396,2024-03-18,Riverside,4,84,16,9.67,cash
1397,2024-03-18,Airport,6,138,54,36.25,card
1398,2024-03-18,Airport,2,36,20,5.86,cash
1399,2024-03-18,Airport,3,63,36,18.35,card
1400,2024-03-18,Airport,1,26,8,3.79,card
1401,2024-03-18,Airport,3,51,21,-9.97,cash
1402,2024-03-18,Mall,3,84,33,15.49,card
1403,2024-03-18,Mall,2,26,8,4.07,cash
1404,2024-03-18,Mall,6,126,30,19.18,card
1405,2024-03-19,Downtown,2,40,16,7.25,card
1406,2024-03-19,Downtown,4,104,24,9.8,cash
1407,2024-03-19,Downtown,2,54,6,3.57,cash
1408,2024-03-19,Riverside,4,60,20,10.89,card
1409,2024-03-19,Riverside,5,60,20,9.11,card
1410,2024-03-19,Riverside,1,22,3,1.71,cash
1411,2024-03-19,Airport,1,17,4,3.95,card
1412,2024-03-19,Airport,5,140,20,22.13,card
1413,2024-03-19,Airport,1,30,11,2.67,cash
1414,2024-03-19,Mall,5,65,30,9.03,cash
1415,2024-03-19,Mall,5,95,50,27.57,card
1416,2024-03-19,Mall,1,20,6,2.76,card
1417,2024-03-20,Downtown,4,116,44,18.72,card
1418,2024-03-20,Downtown,2,48,12,10.51,card
1419,2024-03-20,Downtown,1,20,11,4.34,card
1420,2024-03-20,Downtown,4,92,40,15.82,card
1421,2024-03-20,Downtown,5,125,65,28.67,card
1422,2024-03-20,Downtown,5,85,60,26.86,card
1423,2024-03-20,Riverside,4,48,40,8.89,card
1424,2024-03-20,Riverside,1,19,8,4.57,card
1425,2024-03-20,Riverside,5,90,20,9.05,cash
1426,2024-03-20,Riverside,2,58,8,4.55,cash
1427,2024-03-20,Airport,2,30,12,5.78,card
1428,2024-03-20,Airport,3,75,33,18.94,card
1429,2024-03-20,Airport,5,135,50,34.42,card
1430,2024-03-20,Airport,2,24,16,6.09,card
1431,2024-03-20,Airport,6,90,54,23.65,card
1432,2024-03-20,Mall,1,15,8,2.78,card
1433,2024-03-20,Mall,6,126,78,28.22,card
1434,2024-03-20,Mall,2,58,26,5.45,cash
1435,2024-03-20,Mall,3,48,18,8.29,card
1436,2024-03-20,Mall,2,44,20,7.79,cash
1437,2024-03-21,Downtown,5,100,50,29.95,card
1438,2024-03-21,Downtown,4,92,48,17.42,cash
1439,2024-03-21,Downtown,5,145,15,9.92,cash
1440,2024-03-21,Downtown,3,57,30,5.83,cash
1441,2024-03-21,Downtown,6,84,78,23.02,card
1442,2024-03-21,Riverside,4,68,56,7.77,cash
1443,2024-03-21,Riverside,4,116,36,47.39,card
1444,2024-03-21,Riverside,4,112,44,58.5,card
1445,2024-03-21,Riverside,5,85,15,10.98,cash
1446,2024-03-21,Riverside,3,78,18,17.43,card
1447,2024-03-21,Riverside,4,116,32,15.76,cash
1448,2024-03-21,Airport,3,48,33,13.68,card
1449,2024-03-21,Airport,5,125,40,28.58,card
1450,2024-03-21,Airport,1,24,10,5.54,card
1451,2024-03-21,Airport,2,36,22,6.62,card
1452,2024-03-21,Airport,6,114,78,22.57,card
1453,2024-03-21,Airport,4,120,32,16.1,card
1454,2024-03-21,Mall,5,80,55,24.19,card
1455,2024-03-21,,1,13,6,-19.62,card
1456,2024-03-21,Mall,6,90,24,17.34,card
1457,2024-03-21,Mall,2,56,12,7.84,cash
1458,2024-03-21,Mall,4,116,16,19.47,card
1459,2024-03-21,Mall,1,12,5,2.04,card
1460,2024-03-22,Downtown,3,54,24,10.99,card
1461,2024-03-22,Downtown,2,32,22,10.08,card
1462,2024-03-22,Downtown,2,52,8,6.83,card
1463,2024-03-22,Downtown,5,115,65,16.56,cash
1464,2024-03-22,Riverside,3,63,30,11.2,card
1465,2024-03-22,Riverside,1,28,4,3.87,card
1466,2024-03-22,Riverside,6,114,48,32.24,card
1467,2024-03-22,Riverside,5,150,55,13.96,cash
1468,2024-03-22,Riverside,4,112,24,25.61,card
1469,2024-03-22,Riverside,2,44,28,23.98,card
1470,2024-03-22,Airport,4,52,56,20.78,card
1471,2024-03-22,Airport,2,60,14,10.1,card
1472,2024-03-22,Airport,4,96,52,27.62,card
1473,2024-03-22,Airport,4,68,16,10.1,cash
1474,2024-03-22,,2,56,16,7.04,cash
1475,2024-03-22,Mall,4,96,12,14.74,card
1476,2024-03-22,Mall,1,30,10,5.94,card
1477,2024-03-22,Mall,4,84,12,5.57,cash
1478,2024-03-22,Mall,5,65,25,12.86,card
1479,2024-03-23,Downtown,3,66,21,11.07,cash
1480,2024-03-23,Downtown,4,72,12,14.17,card
1481,2024-03-23,Downtown,1,24,13,6.38,card
1482,2024-03-23,Downtown,4,88,28,19.87,card
1483,2024-03-23,Downtown,3,72,33,7.15,cash
1484,2024-03-23,Downtown,4,112,48,24.36,card
1485,2024-03-23,Riverside,6,90,48,20.24,card
1486,2024-03-23,Riverside,2,28,22,5.34,card
1487,2024-03-23,Riverside,4,92,12,31.48,card
1488,2024-03-23,Riverside,3,36,18,5.63,card
1489,2024-03-23,Airport,5,100,35,19.72,card
1490,2024-03-23,Airport,6,96,24,20.34,card
1491,2024-03-23,Airport,4,80,28,11.39,cash
1492,2024-03-23,Mall,3,84,42,20.44,card
1493,2024-03-23,Mall,4,60,24,10.19,card
1494,2024-03-23,Mall,2,52,28,8.97,cash
1495,2024-03-24,Downtown,2,42,12,5.52,card
1496,2024-03-24,Downtown,3,57,42,11.44,card
1497,2024-03-24,Downtown,1,27,8,4.27,card
1498,2024-03-24,Riverside,6,132,48,19.11,card
1499,2024-03-24,Riverside,4,112,16,14.12,cash
1500,2024-03-24,Riverside,1,14,10,4.69,card
1501,2024-03-24,Riverside,1,13,8,2.5,card
1502,2024-03-24,Airport,2,36,14,7.19,card
1503,2024-03-24,Airport,5,105,45,15.82,card
1504,2024-03-24,Airport,1,20,7,2.83,card
1505,2024-03-24,Airport,5,100,50,10.91,cash
1506,2024-03-24,Airport,3,66,33,13.13,card
1507,2024-03-24,Airport,3,36,24,11.39,card
1508,2024-03-24,Mall,2,60,22,8.71,card
1509,2024-03-24,Mall,6,144,60,29.98,card
1510,2024-03-24,Mall,3,90,39,22.7,card
1511,2024-03-24,Mall,3,78,15,18.37,card
1512,2024-03-25,Downtown,5,125,65,30.08,card
1513,2024-03-25,Downtown,6,108,42,28.38,card
1514,2024-03-25,Downtown,6,156,60,39.19,card
1515,2024-03-25,Riverside,1,13,14,4.92,card
1516,2024-03-25,Riverside,5,140,45,29.31,card
1517,2024-03-25,Riverside,6,84,48,55.35,card
1518,2024-03-25,Riverside,5,65,45,10.82,cash
1519,2024-03-25,Riverside,5,90,40,11.64,cash
1520,2024-03-25,Airport,6,78,24,12.58,cash
1521,2024-03-25,Airport,6,84,78,19.33,card
1522,2024-03-25,Airport,2,24,8,2.58,cash
1523,2024-03-25,Airport,4,120,12,15.44,cash
1524,2024-03-25,Airport,4,68,16,15.69,card
1525,2024-03-25,Mall,4,68,44,14.01,cash
1526,2024-03-25,Mall,6,90,60,23.81,card
1527,2024-03-25,Mall,4,96,28,12.84,cash
1528,2024-03-25,Mall,1,15,13,4.45,card
1529,2024-03-25,Mall,3,36,9,3.44,cash
1530,2024-03-26,Downtown,6,126,66,26.24,card
1531,2024-03-26,Downtown,6,126,30,28.31,card
1532,2024-03-26,Downtown,6,132,72,16.83,cash
1533,2024-03-26,Downtown,6,174,24,-7.04,card
1534,2024-03-26,Riverside,6,90,78,31.77,card
1535,2024-03-26,Riverside,5,75,25,18.12,card
1536,2024-03-26,Riverside,4,68,56,11.62,cash
1537,2024-03-26,Airport,1,26,12,7.24,card
1538,2024-03-26,Airport,5,125,70,37.41,card
1539,2024-03-26,Airport,5,150,40,30.7,card
1540,2024-03-26,Airport,2,28,22,5.67,card
1541,2024-03-26,Airport,1,22,4,3.94,card
1542,2024-03-26,Airport,4,72,44,18.34,card
1543,2024-03-26,Mall,4,60,56,22.31,card
1544,2024-03-26,Mall,6,126,30,29.33,card
1545,2024-03-26,Mall,2,30,20,4.24,cash
1546,2024-03-27,Downtown,4,76,28,12.64,card
1547,2024-03-27,Downtown,1,24,6,3.55,cash
1548,2024-03-27,Downtown,5,105,35,20.97,card
1549,2024-03-27,Downtown,2,44,8,3.15,cash
1550,2024-03-27,Riverside,5,80,30,6.04,cash
1551,2024-03-27,Riverside,2,28,16,13.33,card
1552,2024-03-27,Riverside,2,30,16,4.11,cash
1553,2024-03-27,Airport,4,84,32,20.92,card
1554,2024-03-27,Airport,3,54,21,14.63,card
1555,2024-03-27,Airport,5,150,40,14.22,cash
1556,2024-03-27,Mall,3,72,24,15.94,card
1557,2024-03-27,Mall,6,96,84,35.36,card
1558,2024-03-27,Mall,1,26,6,3.42,card
1559,2024-03-27,Mall,6,150,42,21.25,card
1560,2024-03-27,Mall,5,130,45,32.56,card
1561,2024-03-28,Downtown,4,52,12,10.24,card
1562,2024-03-28,Downtown,4,104,36,24.26,card
1563,2024-03-28,Downtown,1,13,6,3.3,card
1564,2024-03-28,Downtown,1,15,5,3.41,card
1565,2024-03-28,Riverside,4,96,20,10.23,cash
1566,2024-03-28,Riverside,4,100,44,10.33,cash
1567,2024-03-28,Riverside,2,26,10,6.88,card
1568,2024-03-28,Airport,6,108,60,16.89,card
1569,2024-03-28,Airport,3,78,21,9.03,cash
1570,2024-03-28,Airport,6,144,30,34.65,card
1571,2024-03-28,Airport,2,32,22,6.74,card
1572,2024-03-28,Airport,6,78,30,14.22,card
1573,2024-03-28,Airport,3,39,9,6.52,card
1574,2024-03-28,Mall,5,75,50,23.91,card
1575,2024-03-28,Mall,6,108,54,15.37,cash
1576,2024-03-28,Mall,4,84,48,18.31,card
1577,2024-03-28,Mall,4,76,40,7.89,cash
1578,2024-03-28,Mall,5,105,30,20.32,card
1579,2024-03-29,Downtown,3,48,9,5.88,cash
1580,2024-03-29,Downtown,5,65,50,18.12,card
1581,2024-03-29,Downtown,3,57,21,-18.42,cash
1582,2024-03-29,Riverside,6,168,42,21.7,cash
1583,2024-03-29,Riverside,5,90,40,13.91,card
1584,2024-03-29,Riverside,5,60,25,16.78,card
1585,2024-03-29,Riverside,5,150,20,33.12,card
1586,2024-03-29,Riverside,3,87,15,30.07,card
1587,2024-03-29,Riverside,2,48,20,7.19,cash
1588,2024-03-29,Airport,1,19,12,5.03,card
1589,2024-03-29,Airport,6,174,24,16.32,cash
1590,2024-03-29,Airport,6,114,42,27.71,card
1591,2024-03-29,Airport,1,15,13,2.06,cash
1592,2024-03-29,Airport,5,145,55,34.89,card
1593,2024-03-29,Mall,3,48,15,8.68,card
1594,2024-03-29,Mall,6,72,24,5.58,cash
1595,2024-03-29,Mall,2,60,18,9.87,card
1596,2024-03-29,Mall,2,42,20,5.83,cash
1597,2024-03-29,Mall,4,72,24,10.59,card
1598,2024-03-30,Downtown,3,78,39,9.06,cash
1599,2024-03-30,Downtown,6,144,24,17.12,cash
1600,2024-03-30,Downtown,3,57,39,8.39,cash
1601,2024-03-30,Riverside,2,28,12,5.11,cash
1602,2024-03-30,Riverside,4,48,52,17.72,card
1603,2024-03-30,Riverside,5,75,30,15.35,card
1604,2024-03-30,Riverside,5,140,55,18.34,cash
1605,2024-03-30,Airport,4,48,12,11.28,card
1606,2024-03-30,Airport,2,24,20,4.68,card
1607,2024-03-30,Airport,1,20,9,2.43,cash
1608,2024-03-30,Airport,6,126,42,21.71,cash
1609,2024-03-30,Mall,1,24,5,2.8,cash
1610,2024-03-30,Mall,4,56,36,16.86,card
1611,2024-03-30,Mall,1,14,5,1.91,card
1612,2024-03-30,Mall,5,65,65,25.29,card
1613,2024-03-30,Mall,3,75,24,17.79,card
1614,2024-03-31,Downtown,4,100,32,15.7,card
1615,2024-03-31,Downtown,3,81,18,7.27,cash
1616,2024-03-31,Downtown,3,45,30,8.46,card
1617,2024-03-31,Downtown,6,138,54,36.61,card
1618,2024-03-31,Riverside,3,60,39,39.8,card
1619,2024-03-31,Riverside,6,102,66,9.07,cash
1620,2024-03-31,,6,108,54,22.93,card
1621,2024-03-31,Riverside,3,57,15,27.95,card
1622,2024-03-31,Riverside,5,120,45,17.4,card
1623,2024-03-31,Airport,5,80,45,8.21,cash
1624,2024-03-31,Airport,5,70,20,14.9,card
1625,2024-03-31,Airport,6,156,30,20.19,cash
1626,2024-03-31,Airport,2,60,12,7.2,cash
1627,2024-03-31,Airport,3,36,36,13.3,card
1628,2024-03-31,Airport,3,48,33,13.98,card
1629,2024-03-31,Mall,6,162,60,13.21,cash
1630,2024-03-31,Mall,4,112,32,25.25,card
1631,2024-03-31,Mall,6,90,36,12.96,card
1632,2024-03-31,Mall,3,81,36,22.45,card
1633,2024-03-31,Mall,3,81,21,10.61,cash
1634,2024-04-01,Downtown,3,66,33,15.72,card
1635,2024-04-01,Downtown,3,39,9,3.55,cash
1636,2024-04-01,Downtown,1,19,12,4.28,card
1637,2024-04-01,Riverside,6,78,18,8.01,cash
1638,2024-04-01,Riverside,3,42,30,9.64,card
1639,2024-04-01,Riverside,4,68,20,14.13,card
1640,2024-04-01,,5,90,45,17.98,card
