trip_id,driver_id,start_ts,end_ts,distance_km,fare,rating
3150,125,2024-04-12T07:29,2024-04-12T08:17,17.1,28.01,4.6
3151,59,2024-04-14T07:48,2024-04-14T08:03,10.1,15.36,3.6
3152,58,2024-01-29T20:57,2024-01-29T21:02,2.6,5.61,4.3
3153,110,2024-02-19T12:52,2024-02-19T13:11,11.9,17.94,3.7
3154,112,2024-03-19T15:49,2024-03-19T16:27,20,29.7,3.4
3155,305,2024-01-08T16:42,2024-01-08T17:33,31.3,44.08,5.0
3156,19,2024-03-13T17:40,2024-03-13T18:17,17.3,26.58,3.8
3157,384,2024-03-05T14:44,2024-03-05T15:06,8.4,14.54,3.1
3158,295,2024-01-29T10:32,2024-01-29T11:27,23.3,35.88,3.7
3159,241,2024-04-21T14:41,2024-04-21T15:04,10.2,16.67,3.1
3160,328,2024-01-28T08:15,2024-01-28T08:49,11,19.2,3.0
3161,109,2024-02-16T16:39,2024-02-16T17:10,19,27.55,4.5
3162,199,2024-04-24T14:45,2024-04-24T15:30,25.4,36.69,3.2
3163,194,2024-01-22T07:00,2024-01-22T07:38,22.4,32.34,4.4
3164,81,2024-04-13T15:53,2024-04-13T15:58,2,4.95,3.3
3165,264,2024-04-11T19:04,2024-04-11T19:58,33.2,46.62,3.1
3166,396,2024-04-16T15:42,2024-04-16T16:20,25.6,35.86,3.2
3167,217,2024-03-27T17:13,2024-03-27T17:18,3.4,6.49,3.8
3168,399,2024-01-26T18:26,2024-01-26T19:18,34,47.2,3.1
3169,347,2024-01-17T16:18,2024-01-17T16:44,16.2,23.72,4.5
3170,157,2024-04-07T10:41,2024-04-07T11:18,14.2,23.17,4.1
3171,127,2024-04-12T17:38,2024-04-12T18:09,11.8,19.63,4.8
3172,190,2024-03-08T19:57,2024-03-08T20:41,23.9,34.89,4.0
3173,23,2024-03-14T15:02,2024-03-14T15:37,13.5,22.1,3.0
3174,341,2024-04-15T12:27,2024-04-15T12:52,9.1,15.76,3.5
3175,169,2024-04-25T10:59,2024-04-25T11:49,34.3,47.23,4.9
3176,351,2024-01-11T14:46,2024-01-11T15:19,13.3,21.58,3.6
3177,203,2024-03-22T20:44,2024-03-22T21:17,12.6,20.81,4.7
3178,300,2024-01-15T13:48,2024-01-15T14:27,25.5,35.9,3.4
3179,308,2024-02-13T13:11,2024-02-13T13:59,22.3,33.73,3.1
3180,386,2024-01-11T11:07,2024-01-11T11:20,6.9,11.54,4.6
3181,347,2024-01-21T08:09,2024-01-21T08:54,20.9,31.74,4.9
3182,13,2024-04-15T11:40,2024-04-15T12:35,35.2,48.97,3.8
3183,143,2024-03-14T20:07,2024-03-14T20:37,19.2,27.62,4.6
3184,253,2024-04-25T13:58,2024-04-25T14:08,6.6,10.76,3.3
3185,391,2024-04-29T09:51,2024-04-29T10:09,5.7,10.97,4.3
3186,250,2024-04-11T07:13,2024-04-11T07:56,28.2,39.47,3.0
3187,248,2024-04-26T09:16,2024-04-26T09:35,13.1,19.26,3.6
3188,238,2024-04-30T17:20,2024-04-30T17:44,16.7,23.97,3.1
3189,98,2024-01-06T05:34,2024-01-06T05:39,2.7,5.72,4.1
3190,345,2024-01-15T15:22,2024-01-15T16:03,16.2,25.97,4.5
3191,133,2024-02-07T08:41,2024-02-07T08:47,3.3,6.53,3.1
3192,43,2024-01-08T05:55,2024-01-08T06:42,28.2,40.07,4.7
3193,239,2024-03-02T12:41,2024-03-02T13:26,18.4,28.99,3.4
3194,16,2024-04-23T16:51,2024-04-23T17:24,18.7,27.52,4.1
3195,39,2024-02-06T17:12,2024-02-06T17:45,11.1,19.16,3.2
3196,318,2024-04-27T16:13,2024-04-27T16:59,18.1,28.81,3.5
3197,390,2024-02-18T11:02,2024-02-18T11:29,14.4,21.89,4.9
3198,390,2024-02-04T19:52,2024-02-04T20:47,30.5,43.8,4.7
3199,151,2024-04-10T08:54,2024-04-10T09:13,5.7,11.12,3.8
3200,197,2024-03-31T06:49,2024-03-31T06:55,3.1,6.31,4.1
3201,163,2024-02-29T18:48,2024-02-29T18:55,4.9,8.44,4.1
3202,266,2024-02-06T14:21,2024-02-06T14:27,3.2,6.42,4.3
3203,33,2024-04-14T05:26,2024-04-14T05:58,19.3,28.03,4.1
3204,77,2024-03-27T21:39,2024-03-27T22:21,27.8,38.88,5.0
3205,258,2024-02-28T19:29,2024-02-28T20:24,33.7,47.32,4.4
3206,398,2024-02-29T18:53,2024-02-29T19:32,13.4,22.59,4.3
3207,302,2024-02-29T15:54,2024-02-29T16:33,20.2,30.07,3.4
3208,9,2024-02-12T12:19,2024-02-12T12:43,13.5,20.45,3.7
3209,206,2024-01-11T15:57,2024-01-11T16:32,11,19.35,4.0
3210,295,2024-04-22T18:35,2024-04-22T19:07,17.8,26.38,3.5
3211,169,2024-02-14T07:08,2024-02-14T07:59,33.6,46.61,3.6
3212,386,2024-04-20T12:47,2024-04-20T13:16,17.8,25.93,4.7
3213,11,2024-02-20T08:14,2024-02-20T08:47,0,8.54,3.2
3214,216,2024-01-22T11:56,2024-01-22T12:08,6.6,11.06,4.3
3215,38,2024-04-19T09:44,2024-04-19T10:22,14.4,23.54,4.5
3216,237,2024-03-16T13:48,2024-03-16T14:17,18.7,26.92,4.9
3217,336,2024-04-24T20:07,2024-04-24T20:42,22.2,31.67,3.3
3218,273,2024-04-12T20:54,2024-04-12T21:18,11.6,18.36,4.6
3219,78,2024-03-25T18:46,2024-03-25T19:01,6.6,11.51,3.3
3220,22,2024-01-10T12:09,2024-01-10T12:33,14.3,21.33,4.5
3221,86,2024-02-14T17:20,2024-02-14T17:43,7.7,13.92,4.1
3222,290,2024-02-27T15:52,2024-02-27T16:41,33.9,46.64,4.1
3223,342,2024-04-25T08:54,2024-04-25T09:38,21.6,32.36,4.7
3224,242,2024-04-29T10:13,2024-04-29T10:23,3,6.8,4.6
3225,151,2024-03-12T14:44,2024-03-12T15:23,26.5,37,5.0
3226,397,2024-03-24T10:24,2024-03-24T10:47,12.6,19.31,4.6
3227,208,2024-03-07T06:29,2024-03-07T06:45,7.2,12.32,3.4
3228,222,2024-01-03T17:04,2024-01-03T17:29,14.7,21.92,3.1
3229,279,2024-04-16T14:19,2024-04-16T14:30,4.1,8.16,4.1
3230,67,2024-02-28T05:12,2024-02-28T05:17,1.9,4.84,3.9
3231,274,2024-01-04T18:15,2024-01-04T19:02,18.6,29.51,4.8
3232,78,2024-04-12T19:47,2024-04-12T19:52,1.5,4.4,3.9
3233,216,2024-04-21T08:17,2024-04-21T09:07,17.7,28.97,4.1
3234,46,2024-04-27T15:07,2024-04-27T15:36,10.2,17.57,3.3
3235,295,2024-02-27T18:57,2024-02-27T19:36,17,26.55,3.8
3236,213,2024-03-17T13:15,2024-03-17T13:52,23.9,33.84,4.8
3237,304,2024-02-02T15:15,2024-02-02T16:10,28.9,42.04,4.7
3238,10,2024-01-22T09:41,2024-01-22T10:18,0,17.23,3.2
3239,146,2024-01-18T09:51,2024-01-18T10:28,16.1,25.26,4.3
3240,120,2024-03-23T05:12,2024-03-23T05:52,12.3,21.53,3.8
3241,399,2024-02-27T06:09,2024-02-27T06:49,25.8,36.38,4.8
3242,298,2024-03-22T09:09,2024-03-22T09:33,9.7,16.27,3.3
3243,30,2024-02-27T10:01,2024-02-27T10:24,11.4,17.99,4.8
3244,203,2024-03-07T11:01,2024-03-07T11:37,23.9,33.69,3.6
3245,154,2024-04-12T13:01,2024-04-12T13:15,5,9.6,4.4
3246,117,2024-01-02T15:57,2024-01-02T16:23,17.4,25.04,4.7
3247,166,2024-02-20T07:24,2024-02-20T07:48,13.5,20.45,4.6
3248,5,2024-02-17T14:46,2024-02-17T15:02,10.4,15.84,4.6
3249,167,2024-01-01T08:49,2024-01-01T09:42,33.3,46.58,4.4
3250,234,2024-03-25T15:13,2024-03-25T15:29,6.5,11.55,3.2
3251,341,2024-04-28T18:56,2024-04-28T19:15,6.4,11.89,3.8
3252,220,2024-01-11T09:10,2024-01-11T10:05,31.2,44.57,4.2
3253,299,2024-01-22T07:58,2024-01-22T08:25,10.2,17.27,4.7
3254,304,2024-02-27T07:04,2024-02-27T07:14,3.7,7.57,4.9
3255,229,2024-04-26T12:21,2024-04-26T13:11,24,35.9,4.7
3256,186,2024-01-31T05:55,2024-01-31T06:24,19.9,28.24,3.8
3257,79,2024-03-23T20:27,2024-03-23T20:52,14.4,21.59,3.8
3258,332,2024-01-13T09:03,2024-01-13T09:31,13.6,21.16,4.9
3259,26,2024-03-26T06:47,2024-03-26T07:24,19.4,28.89,4.3
3260,76,2024-01-07T06:16,2024-01-07T06:26,6.8,10.98,4.6
3261,202,2024-04-17T15:08,2024-04-17T15:33,9.5,16.2,4.5
3262,13,2024-01-17T15:12,2024-01-17T15:55,29.1,40.46,4.7
3263,151,2024-03-01T07:44,2024-03-01T08:03,5.9,11.34,4.7
3264,182,2024-04-18T11:38,2024-04-18T12:04,17,24.6,3.1
3265,171,2024-02-06T19:14,2024-02-06T19:20,4,7.3,4.2
3266,66,2024-02-21T14:28,2024-02-21T14:49,12.8,19.23,4.6
3267,24,2024-02-15T07:32,2024-02-15T07:58,11.4,18.44,3.9
3268,125,2024-04-12T11:06,2024-04-12T11:41,10.5,18.8,4.0
3269,179,2024-03-31T15:07,2024-03-31T15:38,17.4,25.79,4.2
3270,292,2024-01-23T14:01,2024-01-23T14:34,16.7,25.32,4.0
3271,54,2024-01-02T07:52,2024-01-02T07:58,2,5.1,3.8
3272,126,2024-01-21T09:24,2024-01-21T09:52,19.4,27.54,4.7
3273,222,2024-02-22T13:29,2024-02-22T14:14,15.1,25.36,3.1
3274,270,2024-02-21T13:30,2024-02-21T14:15,25.3,36.58,4.0
3275,67,2024-02-14T18:16,2024-02-14T18:35,12.4,18.49,4.5
3276,111,2024-01-10T05:54,2024-01-10T06:46,17,28.5,3.1
3277,30,2024-04-01T18:59,2024-04-01T19:36,16.5,25.7,4.5
3278,269,2024-03-23T13:46,2024-03-23T14:00,8.5,13.45,3.0
3279,149,2024-01-28T14:01,2024-01-28T14:45,28.2,39.62,5.0
3280,238,2024-04-27T07:58,2024-04-27T08:30,19.3,28.03,3.4
3281,225,2024-04-28T05:18,2024-04-28T05:40,10.7,17.07,3.2
3282,387,2024-01-07T09:57,2024-01-07T10:14,6.6,11.81,4.7
3283,317,2024-02-27T20:11,2024-02-27T21:04,30.6,43.61,3.0
3284,49,2024-04-06T12:07,2024-04-06T12:44,25.4,35.49,4.1
3285,305,2024-03-24T16:26,2024-03-24T16:58,20,28.8,3.8
3286,317,2024-03-13T18:52,2024-03-13T19:11,8.6,14.31,4.6
3287,215,2024-02-01T21:29,2024-02-01T22:23,18.1,30.01,3.3
3288,250,2024-04-16T19:22,2024-04-16T19:55,21.6,30.71,3.7
3289,254,2024-01-10T10:20,2024-01-10T10:45,16.1,23.46,4.8
3290,137,2024-04-23T07:30,2024-04-23T08:02,15.5,23.85,3.5
3291,38,2024-04-16T15:06,2024-04-16T15:47,13.7,23.22,3.9
3292,308,2024-04-24T18:31,2024-04-24T18:51,8.2,14.02,4.6
3293,174,2024-01-05T12:19,2024-01-05T12:35,9.9,15.29,3.8
3294,126,2024-02-05T05:56,2024-02-05T06:17,13.9,20.44,3.0
3295,272,2024-03-10T06:01,2024-03-10T06:23,11.7,18.17,4.0
3296,283,2024-03-08T20:19,2024-03-08T20:46,12.6,19.91,4.2
3297,345,2024-01-08T10:54,2024-01-08T11:07,5.1,9.56,3.4
3298,1,2024-04-02T21:12,2024-04-02T21:57,19.8,30.53,4.4
3299,19,2024-02-19T19:36,2024-02-19T20:22,24.1,35.41,3.4
3300,313,2024-02-01T12:38,2024-02-01T13:10,14.1,22.31,3.5
3301,387,2024-02-28T12:41,2024-02-28T12:50,3.3,6.98,4.9
3302,374,2024-04-10T15:47,2024-04-10T15:55,5.1,8.81,3.3
3303,352,2024-02-09T10:57,2024-02-09T11:51,31,44.2,3.6
3304,90,2024-03-04T06:34,2024-03-04T07:26,34.7,47.97,4.8
3305,164,2024-01-30T18:36,2024-01-30T19:00,10.5,17.15,3.4
3306,313,2024-01-04T13:36,2024-01-04T13:47,4.8,8.93,3.6
3307,274,2024-02-27T07:29,2024-02-27T08:15,22.5,33.65,4.3
3308,137,2024-01-30T13:34,2024-01-30T14:01,10.4,17.49,3.7
3309,96,2024-02-29T08:16,2024-02-29T08:31,8.8,13.93,3.2
3310,373,2024-02-28T10:28,2024-02-28T11:18,18.4,29.74,3.5
3311,47,2024-03-06T15:23,2024-03-06T15:47,8.6,15.06,3.4
3312,34,2024-01-15T08:25,2024-01-15T09:07,18.6,28.76,4.5
3313,261,2024-03-01T20:06,2024-03-01T20:45,15.7,25.12,4.1
3314,74,2024-03-20T10:56,2024-03-20T11:21,8.6,15.21,4.0
3315,272,2024-03-28T07:16,2024-03-28T08:01,24.3,35.48,4.5
3316,340,2024-02-11T17:15,2024-02-11T18:09,18,29.9,3.8
3317,60,2024-03-12T21:06,2024-03-12T21:12,3.1,6.31,3.0
3318,154,2024-04-01T07:11,2024-04-01T08:02,31.3,44.08,4.9
3319,143,2024-04-15T10:33,2024-04-15T10:42,3.6,7.31,4.5
3320,299,2024-01-09T10:09,2024-01-09T10:17,3.9,7.49,3.5
3321,132,2024-01-23T18:41,2024-01-23T19:20,15.5,24.9,4.9
3322,232,2024-04-20T07:42,2024-04-20T08:07,15.1,22.36,3.7
3323,15,2024-01-12T17:25,2024-01-12T17:33,4.6,8.26,4.7
3324,69,2024-04-19T07:27,2024-04-19T08:05,25.4,35.64,4.0
3325,187,2024-03-11T10:52,2024-03-11T11:21,14.7,22.52,4.9
3326,204,2024-02-26T12:37,2024-02-26T12:58,14.7,21.32,4.2
3327,306,2024-01-07T16:56,2024-01-07T17:15,6.8,12.33,3.0
3328,278,2024-02-19T16:10,2024-02-19T16:31,11.9,18.24,3.1
3329,370,2024-01-16T08:24,2024-01-16T09:14,15.7,26.77,3.3
3330,163,2024-02-06T19:34,2024-02-06T19:45,6,10.25,3.3
3331,322,2024-03-23T15:30,2024-03-23T15:39,5.4,9.29,3.1
3332,102,2024-04-03T13:09,2024-04-03T13:50,17.4,27.29,4.1
3333,149,2024-01-13T12:03,2024-01-13T12:22,13,19.15,4.0
3334,35,2024-01-27T09:29,2024-01-27T09:45,11.1,16.61,4.1
3335,206,2024-03-12T12:42,2024-03-12T13:21,22.2,32.27,4.9
3336,275,2024-02-26T08:48,2024-02-26T08:57,5.7,9.62,4.9
3337,322,2024-01-09T11:44,2024-01-09T12:09,14.5,21.7,4.0
3338,156,2024-02-23T12:47,2024-02-23T13:20,10.9,18.94,3.1
3339,10,2024-04-24T15:30,2024-04-24T15:48,12.5,18.45,4.1
3340,386,2024-01-17T10:08,2024-01-17T11:01,23.6,35.91,3.8
3341,329,2024-01-20T15:12,2024-01-20T15:39,14,21.45,4.8
3342,31,2024-01-05T17:49,2024-01-05T18:05,10.8,16.28,4.5
3343,380,2024-01-21T09:07,2024-01-21T09:30,12.3,18.98,3.5
3344,234,2024-03-06T14:20,2024-03-06T14:57,25.2,35.27,3.3
3345,359,2024-04-19T14:48,2024-04-19T15:21,17.6,26.31,4.9
3346,302,2024-04-17T18:51,2024-04-17T19:00,5.3,9.18,4.3
3347,355,2024-01-25T14:09,2024-01-25T14:49,17.8,27.58,3.9
3348,130,2024-01-08T14:59,2024-01-08T15:07,5.4,9.14,3.7
3349,254,2024-04-20T17:11,2024-04-20T17:55,25.5,36.65,3.3
3350,96,2024-03-22T10:59,2024-03-22T11:04,2,4.95,4.0
3351,289,2024-04-02T19:48,2024-04-02T20:10,9.3,15.53,5.0
3352,322,2024-03-27T13:31,2024-03-27T14:23,28.9,41.59,4.8
3353,325,2024-04-01T18:54,2024-04-01T19:07,4.1,8.46,4.5
3354,63,2024-01-01T11:45,2024-01-01T12:20,13.1,21.66,4.1
3355,100,2024-04-16T08:23,2024-04-16T08:44,10,16.15,4.5
3356,100,2024-03-31T06:02,2024-03-31T06:49,22.5,33.8,3.6
3357,335,2024-04-07T17:35,2024-04-07T18:28,22.5,34.7,4.8
3358,302,2024-02-27T19:00,2024-02-27T19:44,16,26.2,4.3
3359,336,2024-04-28T06:54,2024-04-28T07:12,11.8,17.68,3.5
3360,221,2024-02-11T15:19,2024-02-11T15:39,6.6,12.26,4.3
3361,204,2024-01-05T07:36,2024-01-05T07:50,9.5,14.55,4.7
3362,299,2024-03-04T09:55,2024-03-04T10:48,23.7,36.02,3.7
3363,280,2024-03-21T12:11,2024-03-21T12:27,10.8,16.28,3.2
3364,149,2024-01-16T15:18,2024-01-16T16:06,28.1,40.11,3.8
3365,130,2024-01-26T10:04,2024-01-26T10:14,5.9,9.99,4.1
3366,79,2024-01-07T16:18,2024-01-07T16:55,11.3,19.98,4.6
3367,299,2024-03-29T17:29,2024-03-29T17:46,10.6,16.21,3.6
3368,130,2024-02-25T15:02,2024-02-25T15:31,12.8,20.43,4.4
3369,149,2024-02-03T20:38,2024-02-03T21:03,17.4,24.89,4.2
3370,196,2024-04-22T08:48,2024-04-22T09:11,14.5,21.4,3.8
3371,3,2024-03-04T06:27,2024-03-04T07:11,0,9.49,4.1
3372,331,2024-03-04T05:54,2024-03-04T06:47,32.2,45.37,3.3
3373,78,2024-02-14T12:46,2024-02-14T13:06,8.8,14.68,3.5
3374,63,2024-04-04T16:57,2024-04-04T17:17,10.8,16.88,4.2
3375,243,2024-04-11T11:18,2024-04-11T12:12,24.4,36.94,3.9
3376,165,2024-03-26T11:28,2024-03-26T12:16,27.2,39.12,4.7
3377,240,2024-03-15T14:44,2024-03-15T15:16,21.2,30.12,3.9
3378,335,2024-02-08T12:19,2024-02-08T13:03,17.6,27.96,4.5
3379,148,2024-01-20T06:25,2024-01-20T06:33,5.5,9.25,4.4
3380,32,2024-03-11T19:39,2024-03-11T20:00,13.2,19.67,4.6
3381,49,2024-04-19T11:49,2024-04-19T12:14,16.3,23.68,3.3
3382,224,2024-04-16T10:27,2024-04-16T10:40,6.1,10.66,3.6
3383,73,2024-04-21T20:40,2024-04-21T21:34,25.1,37.71,4.9
3384,170,2024-01-31T13:51,2024-01-31T14:18,15.8,23.43,4.1
3385,116,2024-03-08T06:46,2024-03-08T07:08,13.3,19.93,5.0
3386,341,2024-01-08T06:44,2024-01-08T06:55,7.6,12.01,4.1
3387,197,2024-02-24T16:56,2024-02-24T17:01,3.5,6.6,3.9
3388,313,2024-02-22T11:48,2024-02-22T12:35,19.2,30.17,4.7
3389,143,2024-04-06T21:24,2024-04-06T22:10,15.2,25.62,4.9
3390,143,2024-03-09T17:26,2024-03-09T18:20,24,36.5,4.9
3391,137,2024-03-23T05:56,2024-03-23T06:20,9.7,16.27,5.0
3392,250,2024-04-07T09:46,2024-04-07T10:02,5.4,10.34,4.7
3393,227,2024-04-15T06:22,2024-04-15T07:13,30.5,43.2,4.9
3394,113,2024-04-30T11:48,2024-04-30T12:27,18.4,28.09,3.4
3395,156,2024-02-22T06:45,2024-02-22T07:11,15.6,23.06,3.1
3396,218,2024-03-21T10:56,2024-03-21T11:34,15.6,24.86,4.8
3397,172,2024-04-28T10:52,2024-04-28T11:25,16.1,24.66,4.8
3398,159,2024-04-17T11:57,2024-04-17T12:42,27.7,39.22,4.6
3399,1,2024-03-02T16:39,2024-03-02T16:47,4.3,7.93,4.6
3400,374,2024-04-30T11:32,2024-04-30T12:18,21.1,32.11,3.2
3401,14,2024-02-13T20:24,2024-02-13T20:38,6.7,11.47,4.2
3402,53,2024-02-09T06:59,2024-02-09T07:39,25.9,36.49,3.8
3403,235,2024-01-15T15:56,2024-01-15T16:16,11.9,18.09,3.7
3404,175,2024-03-15T19:48,2024-03-15T20:19,10.3,17.98,4.6
3405,81,2024-03-13T07:09,2024-03-13T07:43,12.9,21.29,3.2
3406,270,2024-01-02T08:11,2024-01-02T08:44,15.1,23.56,4.7
3407,385,2024-02-22T07:06,2024-02-22T07:39,10.4,18.39,4.4
3408,206,2024-03-05T11:21,2024-03-05T11:52,16.5,24.8,3.7
3409,118,2024-02-08T10:09,2024-02-08T10:48,25.9,36.34,4.9
3410,208,2024-04-17T15:00,2024-04-17T15:51,29.2,41.77,4.8
3411,15,2024-02-09T12:18,2024-02-09T12:26,5.3,9.03,4.7
3412,378,2024-04-25T11:18,2024-04-25T11:42,10.5,17.15,4.2
3413,379,2024-04-22T21:04,2024-04-22T21:36,11.1,19.01,4.2
3414,22,2024-01-15T06:53,2024-01-15T07:04,3.9,7.94,4.8
3415,281,2024-03-13T10:33,2024-03-13T11:04,16.1,24.36,3.6
3416,68,2024-04-27T20:26,2024-04-27T21:04,23.6,33.66,3.5
3417,244,2024-01-02T15:32,2024-01-02T16:20,19.1,30.21,3.7
3418,279,2024-04-20T15:13,2024-04-20T15:41,12.9,20.39,3.3
3419,186,2024-01-18T12:00,2024-01-18T12:31,20.9,29.64,3.6
3420,340,2024-03-23T16:46,2024-03-23T17:00,9.3,14.33,3.5
3421,148,2024-04-10T19:31,2024-04-10T20:18,27.4,39.19,3.1
3422,336,2024-04-21T19:00,2024-04-21T19:47,27.8,39.63,3.9
3423,170,2024-03-04T14:22,2024-03-04T15:03,18.9,28.94,4.7
3424,283,2024-02-05T20:41,2024-02-05T21:22,28.3,39.28,4.8
3425,229,2024-02-20T14:11,2024-02-20T15:06,32,45.45,4.5
3426,46,2024-03-18T20:57,2024-03-18T21:07,6.1,10.21,4.5
3427,23,2024-01-11T14:32,2024-01-11T15:21,18.6,29.81,3.2
3428,286,2024-02-13T06:49,2024-02-13T07:10,12.7,19.12,3.4
3429,100,2024-02-03T12:48,2024-02-03T12:53,3.3,6.38,4.2
3430,391,2024-04-20T20:20,2024-04-20T21:15,29.2,42.37,4.0
3431,320,2024-03-22T08:53,2024-03-22T09:48,33.8,47.43,3.5
3432,224,2024-01-08T12:54,2024-01-08T13:13,13.2,19.37,3.4
3433,149,2024-03-10T09:15,2024-03-10T09:59,27.6,38.96,3.9
3434,234,2024-02-25T16:08,2024-02-25T16:28,13.8,20.18,4.0
3435,180,2024-04-17T15:24,2024-04-17T16:04,27.2,37.92,4.2
3436,179,2024-02-29T12:06,2024-02-29T12:35,9,16.25,4.2
3437,365,2024-04-22T15:22,2024-04-22T15:41,7.9,13.54,4.7
3438,400,2024-03-05T06:54,2024-03-05T07:05,4.3,8.38,4.1
3439,160,2024-04-15T17:31,2024-04-15T17:56,15,22.25,3.2
3440,85,2024-01-14T15:38,2024-01-14T16:04,8.6,15.36,4.5
3441,284,2024-04-05T19:57,2024-04-05T20:47,22,33.7,3.1
3442,284,2024-03-09T21:03,2024-03-09T21:20,5.5,10.6,3.2
3443,261,2024-03-30T13:27,2024-03-30T14:09,17.1,27.11,4.2
3444,293,2024-01-21T05:30,2024-01-21T06:16,22.1,33.21,4.8
3445,68,2024-02-06T19:43,2024-02-06T20:02,7.7,13.32,4.6
3446,178,2024-04-20T10:26,2024-04-20T10:41,9.6,14.81,3.5
3447,264,2024-02-26T20:34,2024-02-26T21:28,19.5,31.55,4.7
3448,263,2024-01-31T14:12,2024-01-31T14:52,17.5,27.25,3.3
3449,299,2024-04-10T05:31,2024-04-10T06:17,17.8,28.48,4.6
3450,130,2024-03-22T07:48,2024-03-22T07:57,4.1,7.86,4.3
3451,396,2024-02-24T18:13,2024-02-24T18:42,8.8,16.03,3.8
3452,186,2024-04-10T17:51,2024-04-10T18:02,6.9,11.24,4.5
3453,106,2024-04-24T20:22,2024-04-24T21:03,25.5,36.2,3.5
3454,122,2024-03-04T14:05,2024-03-04T14:44,21.4,31.39,3.5
3455,315,2024-03-05T12:40,2024-03-05T13:03,12.2,18.87,3.3
3456,324,2024-04-22T09:38,2024-04-22T10:06,10,17.2,3.3
3457,16,2024-01-12T05:56,2024-01-12T06:22,12.3,19.43,4.4
3458,374,2024-03-24T16:08,2024-03-24T16:24,5.2,10.12,4.1
3459,21,2024-03-20T07:03,2024-03-20T07:55,31,43.9,3.1
3460,80,2024-04-14T20:06,2024-04-14T20:15,4.2,7.97,3.9
3461,323,2024-03-22T21:11,2024-03-22T21:19,3.8,7.38,4.5
3462,181,2024-04-17T17:58,2024-04-17T18:46,17.8,28.78,4.1
3463,290,2024-01-06T10:00,2024-01-06T10:32,13.5,21.65,4.8
3464,387,2024-04-23T17:37,2024-04-23T18:30,26.6,39.21,4.7
3465,192,2024-04-09T15:49,2024-04-09T16:32,13.9,23.74,4.5
3466,61,2024-02-19T18:50,2024-02-19T19:14,10.8,17.48,3.1
3467,244,2024-04-27T15:57,2024-04-27T16:12,8.5,13.6,3.7
3468,231,2024-02-14T05:43,2024-02-14T06:06,10.5,17,4.7
3469,281,2024-03-23T09:19,2024-03-23T09:38,7.4,12.99,4.9
3470,39,2024-01-29T21:31,2024-01-29T22:23,17.1,28.61,4.2
3471,28,2024-01-09T07:36,2024-01-09T08:05,11.2,18.67,4.0
3472,92,2024-01-11T17:26,2024-01-11T18:01,19.3,28.48,4.8
3473,90,2024-02-01T08:18,2024-02-01T08:53,12.2,20.67,3.2
3474,52,2024-01-24T20:52,2024-01-24T21:39,18.8,29.73,3.1
3475,229,2024-01-27T13:22,2024-01-27T13:42,10.7,16.77,3.6
3476,310,2024-04-06T06:15,2024-04-06T07:04,21,32.45,4.8
3477,39,2024-04-09T12:29,2024-04-09T12:58,16.1,24.06,4.6
3478,81,2024-01-28T05:46,2024-01-28T06:05,7.2,12.77,4.4
3479,8,2024-04-28T20:03,2024-04-28T20:53,0,23.96,4.8
3480,304,2024-01-12T09:37,2024-01-12T10:20,24,34.85,4.7
3481,101,2024-02-01T14:14,2024-02-01T14:32,5.4,10.64,4.3
3482,78,2024-03-07T15:52,2024-03-07T16:32,26.6,37.26,4.2
3483,61,2024-04-04T18:27,2024-04-04T18:38,7.4,11.79,4.3
3484,49,2024-04-23T14:01,2024-04-23T14:18,7.2,12.47,4.4
3485,31,2024-03-12T14:26,2024-03-12T15:05,26.2,36.67,4.3
3486,256,2024-03-15T08:32,2024-03-15T09:10,16,25.3,4.2
3487,6,2024-04-10T18:23,2024-04-10T18:53,0,5.02,4.3
3488,88,2024-03-09T09:18,2024-03-09T09:48,20.3,28.83,3.5
3489,59,2024-01-28T10:31,2024-01-28T10:56,12.7,19.72,4.0
3490,24,2024-01-05T15:04,2024-01-05T15:51,31.5,43.7,3.8
3491,41,2024-03-03T14:28,2024-03-03T14:44,7.7,12.87,3.9
3492,246,2024-01-28T18:17,2024-01-28T19:10,36.8,50.43,3.1
3493,76,2024-03-05T06:31,2024-03-05T07:26,21.6,34.01,3.3
3494,3,2024-04-01T07:17,2024-04-01T07:40,7,13.15,4.5
3495,311,2024-01-02T10:04,2024-01-02T10:24,7.6,13.36,4.4
3496,352,2024-03-20T14:14,2024-03-20T14:40,17.1,24.71,3.9
3497,301,2024-03-04T14:58,2024-03-04T15:35,21.7,31.42,4.7
3498,343,2024-03-10T12:49,2024-03-10T13:14,15.7,23.02,4.3
3499,318,2024-01-11T07:59,2024-01-11T08:27,9.5,16.65,4.6
3500,112,2024-01-04T10:40,2024-01-04T11:24,23.6,34.56,4.9
3501,73,2024-03-08T10:23,2024-03-08T10:28,3,6.05,3.2
3502,78,2024-01-17T15:50,2024-01-17T16:41,27.4,39.79,3.7
3503,52,2024-01-29T16:30,2024-01-29T16:39,4.5,8.3,4.6
3504,99,2024-02-25T09:06,2024-02-25T09:29,8,14.25,4.7
3505,193,2024-02-04T17:55,2024-02-04T18:46,26.1,38.36,4.7
3506,93,2024-03-15T20:27,2024-03-15T21:17,21.9,33.59,4.8
3507,49,2024-01-18T10:17,2024-01-18T10:50,17.3,25.98,3.8
3508,297,2024-03-01T05:23,2024-03-01T05:38,8.9,14.04,4.0
3509,165,2024-03-29T18:56,2024-03-29T19:39,17.6,27.81,3.3
