session_id,date,device,step,ts_offset_s
3599,2024-01-15,android,cart,87
3600,2024-04-17,android,view,0
3600,2024-04-17,android,cart,43
3600,2024-04-17,android,checkout,120
3601,2024-01-23,ios,view,0
3602,2024-04-09,android,view,0
3603,2024-04-21,web,view,0
3604,2024-07-31,web,view,0
3604,2024-07-31,web,cart,48
3605,2024-07-09,android,view,0
3605,2024-07-09,android,cart,72
3606,2024-04-21,web,view,0
3606,2024-04-21,web,cart,30
3607,2024-07-09,android,view,0
3608,2024-07-07,web,view,0
3609,2024-08-03,android,view,0
3609,2024-08-03,android,cart,18
3609,2024-08-03,android,checkout,22
3610,2024-07-10,ios,view,0
3610,2024-07-10,ios,cart,52
3611,2024-02-10,android,view,0
3612,2024-07-21,web,view,0
3613,2024-07-04,ios,view,0
3613,2024-07-04,ios,cart,70
3613,2024-07-04,ios,checkout,58
3614,2024-03-13,android,view,0
3614,2024-03-13,android,cart,73
3615,2024-01-04,ios,view,0
3615,2024-01-04,ios,cart,25
3616,2024-08-18,android,view,0
3616,2024-08-18,android,cart,55
3617,2024-06-22,ios,view,0
3617,2024-06-22,ios,cart,21
3617,2024-06-22,ios,checkout,158
3618,2024-06-06,android,view,0
3619,2024-05-02,android,view,0
3620,2024-01-25,android,view,0
3620,2024-01-25,android,cart,56
3621,2024-08-18,web,view,0
3621,2024-08-18,web,cart,56
3622,2024-03-04,android,view,0
3623,2024-02-19,ios,view,0
3624,2024-03-15,web,view,0
3624,2024-03-15,web,cart,43
3624,2024-03-15,web,checkout,138
3625,2024-01-21,web,view,0
3625,2024-01-21,web,cart,57
3626,2024-02-05,android,view,0
3627,2024-02-12,ios,view,0
3627,2024-02-12,ios,cart,75
3628,2024-03-15,ios,view,0
3629,2024-08-03,android,view,0
3630,2024-07-13,web,view,0
3631,2024-07-10,web,view,0
3631,2024-07-10,web,cart,19
3632,2024-06-30,android,view,0
3632,2024-06-30,android,cart,18
3633,2024-01-06,ios,view,0
3633,2024-01-06,ios,cart,48
3634,2024-05-17,web,view,0
3635,2024-06-28,ios,view,0
3635,2024-06-28,ios,cart,79
3636,2024-07-22,android,view,0
3636,2024-07-22,android,cart,15
3636,2024-07-22,android,checkout,64
3636,2024-07-22,android,payment,249
3637,2024-02-28,android,view,0
3637,2024-02-28,android,cart,81
3638,2024-07-10,android,view,0
3638,2024-07-10,android,cart,82
3639,2024-04-21,web,view,0
3639,2024-04-21,web,cart,31
3640,2024-02-27,ios,view,0
3640,2024-02-27,ios,cart,89
3640,2024-02-27,ios,checkout,120
3641,2024-08-18,android,view,0
3642,2024-01-11,android,view,0
3643,2024-05-12,ios,view,0
3643,2024-05-12,ios,cart,34
3643,2024-05-12,ios,checkout,126
3644,2024-01-08,ios,view,0
3645,2024-05-08,ios,view,0
3645,2024-05-08,ios,cart,29
3646,2024-07-14,ios,view,0
3647,2024-06-22,web,view,0
3648,2024-08-10,web,view,0
3648,2024-08-10,web,cart,86
3649,2024-04-09,web,view,0
3650,2024-05-20,ios,view,0
3651,2024-08-20,web,view,0
3652,2024-04-04,web,view,0
3653,2024-05-22,ios,view,0
3654,2024-02-03,ios,view,0
3655,2024-03-28,ios,view,0
3655,2024-03-28,ios,cart,27
3656,2024-07-11,ios,view,0
3657,2024-04-17,android,view,0
3657,2024-04-17,android,cart,17
3657,2024-04-17,android,checkout,94
3658,2024-07-23,ios,view,0
3658,2024-07-23,ios,cart,49
3658,2024-07-23,ios,checkout,138
3658,2024-07-23,ios,payment,108
3659,2024-07-23,ios,view,0
3659,2024-07-23,ios,cart,23
3660,2024-07-23,ios,view,0
3661,2024-07-05,ios,view,0
3662,2024-06-10,web,view,0
3663,2024-05-13,web,view,0
3664,2024-01-25,android,view,0
3664,2024-01-25,android,cart,75
3665,2024-07-02,ios,view,0
3666,2024-01-29,android,view,0
3666,2024-01-29,android,cart,42
3667,2024-08-28,web,view,0
3667,2024-08-28,web,cart,23
3667,2024-08-28,web,checkout,64
3668,2024-07-19,android,view,0
3668,2024-07-19,android,cart,18
3669,2024-07-31,ios,view,0
3670,2024-06-07,ios,view,0
3671,2024-04-11,web,view,0
3671,2024-04-11,web,cart,66
3672,2024-01-01,web,view,0
3673,2024-04-30,android,view,0
3674,2024-03-28,android,view,0
3675,2024-04-18,web,view,0
3675,2024-04-18,web,cart,41
3676,2024-07-31,web,view,0
3677,2024-08-17,ios,view,0
3677,2024-08-17,ios,cart,47
3677,2024-08-17,ios,checkout,80
3678,2024-05-31,ios,view,0
3679,2024-04-14,web,view,0
3679,2024-04-14,web,cart,18
3680,2024-04-02,android,view,0
3681,2024-04-20,ios,view,0
3681,2024-04-20,ios,cart,72
3682,2024-02-22,android,view,0
3683,2024-08-27,ios,view,0
3683,2024-08-27,ios,cart,40
3684,2024-05-04,web,view,0
3684,2024-05-04,web,cart,40
3685,2024-03-08,web,view,0
3686,2024-08-28,ios,view,0
3687,2024-01-31,ios,view,0
3688,2024-08-23,web,view,0
3689,2024-08-15,ios,view,0
3689,2024-08-15,ios,cart,54
3689,2024-08-15,ios,checkout,96
3690,2024-06-03,ios,view,0
3691,2024-03-18,web,view,0
3691,2024-03-18,web,cart,66
3692,2024-04-27,android,view,0
3693,2024-02-09,web,view,0
3694,2024-07-11,ios,view,0
3694,2024-07-11,ios,cart,43
3695,2024-01-30,android,view,0
3695,2024-01-30,android,cart,86
3696,2024-08-23,web,view,0
3696,2024-08-23,web,cart,32
3697,2024-02-02,android,view,0
3697,2024-02-02,android,cart,56
3698,2024-07-17,web,view,0
3699,2024-03-06,web,view,0
3699,2024-03-06,web,cart,19
3700,2024-01-01,android,view,0
3701,2024-02-18,ios,view,0
3701,2024-02-18,ios,cart,59
3702,2024-07-24,ios,view,0
3703,2024-01-02,ios,view,0
3703,2024-01-02,ios,cart,55
3704,2024-06-19,ios,view,0
3705,2024-04-12,android,view,0
3706,2024-07-08,ios,view,0
3706,2024-07-08,ios,cart,86
3706,2024-07-08,ios,checkout,130
3707,2024-01-05,ios,view,0
3708,2024-08-03,android,view,0
3709,2024-06-20,ios,view,0
3710,2024-03-31,android,view,0
3710,2024-03-31,android,cart,43
3711,2024-08-25,android,view,0
3711,2024-08-25,android,cart,46
3712,2024-01-09,web,view,0
3712,2024-01-09,web,cart,62
3713,2024-05-11,android,view,0
3713,2024-05-11,android,cart,19
3714,2024-01-14,android,view,0
3714,2024-01-14,android,cart,20
3714,2024-01-14,android,checkout,30
3715,2024-06-17,android,view,0
3715,2024-06-17,android,cart,31
3716,2024-03-19,web,view,0
3717,2024-03-15,web,view,0
3718,2024-02-24,android,view,0
3719,2024-03-16,web,view,0
3720,2024-03-04,ios,view,0
3721,2024-03-22,web,view,0
3722,2024-06-19,android,view,0
3722,2024-06-19,android,cart,25
3723,2024-03-29,web,view,0
3723,2024-03-29,web,cart,60
3724,2024-01-03,web,view,0
3724,2024-01-03,web,cart,52
3725,2024-06-03,android,view,0
3726,2024-02-13,android,view,0
3727,2024-04-24,web,view,0
3728,2024-03-28,android,view,0
3729,2024-05-14,web,view,0
3730,2024-06-20,ios,view,0
3731,2024-04-15,web,view,0
3732,2024-05-21,ios,view,0
3733,2024-02-25,android,view,0
3733,2024-02-25,android,cart,56
3733,2024-02-25,android,checkout,152
3734,2024-01-07,ios,view,0
3735,2024-08-14,android,view,0
3735,2024-08-14,android,cart,17
3736,2024-07-18,android,view,0
3737,2024-07-22,ios,view,0
3738,2024-04-17,android,view,0
3739,2024-05-11,web,view,0
3739,2024-05-11,web,cart,90
3739,2024-05-11,web,checkout,160
3740,2024-06-11,ios,view,0
3741,2024-06-11,web,view,0
3742,2024-03-25,web,view,0
3743,2024-04-28,ios,view,0
3743,2024-04-28,ios,cart,53
3744,2024-04-13,web,view,0
3745,2024-06-18,android,view,0
3745,2024-06-18,android,cart,71
3746,2024-01-19,web,view,0
3746,2024-01-19,web,cart,34
3747,2024-03-25,web,view,0
3748,2024-01-06,android,view,0
3749,2024-08-23,web,view,0
3750,2024-08-26,web,view,0
3751,2024-02-26,web,view,0
3752,2024-06-14,web,view,0
3753,2024-06-03,android,view,0
3753,2024-06-03,android,cart,16
3754,2024-02-22,web,view,0
3755,2024-01-05,android,view,0
3755,2024-01-05,android,cart,73
3756,2024-04-13,ios,view,0
3756,2024-04-13,ios,cart,55
3757,2024-03-31,web,view,0
3757,2024-03-31,web,cart,67
3758,2024-05-14,ios,view,0
3759,2024-02-02,ios,view,0
3759,2024-02-02,ios,cart,22
3760,2024-08-01,ios,view,0
3760,2024-08-01,ios,cart,71
3760,2024-08-01,ios,checkout,166
3761,2024-04-15,ios,view,0
3761,2024-04-15,ios,cart,31
3762,2024-03-19,web,view,0
3763,2024-07-04,ios,view,0
3764,2024-04-06,web,view,0
3764,2024-04-06,web,cart,72
3764,2024-04-06,web,checkout,122
3765,2024-07-13,android,view,0
3765,2024-07-13,android,cart,39
3766,2024-05-19,android,view,0
3767,2024-03-09,android,view,0
3768,2024-04-24,ios,view,0
3769,2024-07-19,android,view,0
3770,2024-03-20,ios,view,0
3771,2024-04-14,ios,view,0
3771,2024-04-14,ios,cart,27
3771,2024-04-14,ios,checkout,162
3772,2024-06-11,android,view,0
3773,2024-03-12,android,view,0
3773,2024-03-12,android,cart,70
3774,2024-07-04,android,view,0
3774,2024-07-04,android,cart,45
3775,2024-02-11,web,view,0
3776,2024-04-09,ios,view,0
3776,2024-04-09,ios,cart,11
3777,2024-02-18,ios,view,0
3777,2024-02-18,ios,cart,19
3777,2024-02-18,ios,checkout,96
3778,2024-04-17,ios,view,0
3778,2024-04-17,ios,cart,13
3779,2024-02-25,ios,view,0
3780,2024-07-06,web,view,0
3781,2024-04-25,ios,view,0
3782,2024-08-26,ios,view,0
3782,2024-08-26,ios,cart,11
3783,2024-07-04,web,view,0
3784,2024-08-01,web,view,0
3785,2024-07-06,ios,view,0
3785,2024-07-06,ios,cart,81
3786,2024-07-14,ios,view,0
3786,2024-07-14,ios,cart,23
3787,2024-03-17,ios,view,0
3787,2024-03-17,ios,cart,56
3788,2024-01-06,ios,view,0
3788,2024-01-06,ios,cart,44
3789,2024-04-22,ios,view,0
3789,2024-04-22,ios,cart,56
3790,2024-08-28,android,view,0
3791,2024-06-22,android,view,0
3792,2024-03-15,android,view,0
3793,2024-03-09,ios,view,0
3793,2024-03-09,ios,cart,67
3793,2024-03-09,ios,checkout,56
3794,2024-06-24,web,view,0
3794,2024-06-24,web,cart,36
3794,2024-06-24,web,checkout,60
3794,2024-06-24,web,payment,264
3795,2024-03-27,web,view,0
3795,2024-03-27,web,cart,34
3795,2024-03-27,web,checkout,86
3796,2024-01-11,web,view,0
3797,2024-04-30,ios,view,0
3797,2024-04-30,ios,cart,22
3797,2024-04-30,ios,checkout,128
3798,2024-01-14,web,view,0
3799,2024-03-04,web,view,0
3799,2024-03-04,web,cart,51
3800,2024-07-31,ios,view,0
3801,2024-05-02,ios,view,0
3801,2024-05-02,ios,cart,59
3802,2024-06-20,ios,view,0
3803,2024-06-30,android,view,0
3804,2024-04-21,ios,view,0
3805,2024-01-18,android,view,0
3806,2024-06-14,ios,view,0
3807,2024-03-16,ios,view,0
3807,2024-03-16,ios,cart,15
3808,2024-03-12,android,view,0
3808,2024-03-12,android,cart,47
3809,2024-03-24,android,view,0
3809,2024-03-24,android,cart,74
3810,2024-04-26,android,view,0
3810,2024-04-26,android,cart,86
3811,2024-04-27,ios,view,0
3812,2024-04-27,ios,view,0
3813,2024-01-18,ios,view,0
3814,2024-05-18,android,view,0
3814,2024-05-18,android,cart,31
3814,2024-05-18,android,checkout,76
3815,2024-04-01,ios,view,0
3815,2024-04-01,ios,cart,22
3815,2024-04-01,ios,checkout,88
3816,2024-05-14,web,view,0
3816,2024-05-14,web,cart,47
3817,2024-08-05,ios,view,0
3817,2024-08-05,ios,cart,19
3817,2024-08-05,ios,checkout,148
3818,2024-02-18,ios,view,0
3818,2024-02-18,ios,cart,60
3818,2024-02-18,ios,checkout,130
3819,2024-02-17,web,view,0
3819,2024-02-17,web,cart,62
3820,2024-06-11,android,view,0
3821,2024-03-15,web,view,0
3821,2024-03-15,web,cart,21
3822,2024-01-03,web,view,0
3823,2024-06-28,android,view,0
3823,2024-06-28,android,cart,80
3823,2024-06-28,android,checkout,36
3824,2024-05-10,web,view,0
3825,2024-04-25,ios,view,0
3825,2024-04-25,ios,cart,35
3825,2024-04-25,ios,checkout,180
3826,2024-01-30,android,view,0
3826,2024-01-30,android,cart,71
3827,2024-03-19,ios,view,0
3828,2024-03-30,ios,view,0
3828,2024-03-30,ios,cart,60
3828,2024-03-30,ios,checkout,52
3829,2024-02-24,web,view,0
3829,2024-02-24,web,cart,76
3830,2024-02-02,ios,view,0
3830,2024-02-02,ios,cart,86
3831,2024-01-03,ios,view,0
3831,2024-01-03,ios,cart,61
3831,2024-01-03,ios,checkout,170
3831,2024-01-03,ios,payment,162
3832,2024-05-21,web,view,0
3833,2024-04-03,ios,view,0
3834,2024-05-08,ios,view,0
3835,2024-03-15,web,view,0
3835,2024-03-15,web,cart,70
3835,2024-03-15,web,checkout,128
3836,2024-08-09,ios,view,0
3837,2024-03-12,ios,view,0
3838,2024-01-26,android,view,0
3839,2024-05-15,android,view,0
3840,2024-04-29,ios,view,0
3841,2024-04-28,android,view,0
3842,2024-07-12,ios,view,0
3842,2024-07-12,ios,cart,32
3843,2024-02-19,web,view,0
3843,2024-02-19,web,cart,30
3844,2024-08-26,android,view,0
3844,2024-08-26,android,cart,68
3845,2024-05-12,web,view,0
3846,2024-06-21,ios,view,0
3847,2024-03-19,ios,view,0
3848,2024-01-18,ios,view,0
3849,2024-08-12,ios,view,0
3849,2024-08-12,ios,cart,42
3850,2024-02-11,web,view,0
3851,2024-04-26,ios,view,0
3852,2024-04-06,ios,view,0
3853,2024-04-01,ios,view,0
3853,2024-04-01,ios,cart,80
3853,2024-04-01,ios,checkout,114
3854,2024-01-03,web,view,0
3854,2024-01-03,web,cart,77
3855,2024-04-03,android,view,0
3855,2024-04-03,android,cart,89
3856,2024-03-13,ios,view,0
3857,2024-01-08,android,view,0
3857,2024-01-08,android,cart,32
3858,2024-03-07,web,view,0
3859,2024-06-11,ios,view,0
3860,2024-02-11,android,view,0
3860,2024-02-11,android,cart,15
3861,2024-08-03,ios,view,0
3861,2024-08-03,ios,cart,64
3862,2024-02-04,android,view,0
3863,2024-06-29,ios,view,0
3864,2024-06-25,web,view,0
3865,2024-07-31,ios,view,0
3865,2024-07-31,ios,cart,11
3866,2024-04-27,ios,view,0
3866,2024-04-27,ios,cart,26
3867,2024-07-18,web,view,0
3867,2024-07-18,web,cart,83
3868,2024-01-06,android,view,0
3869,2024-06-04,ios,view,0
3870,2024-08-27,android,view,0
3870,2024-08-27,android,cart,82
3871,2024-02-15,ios,view,0
3872,2024-02-10,android,view,0
3873,2024-04-11,ios,view,0
3873,2024-04-11,ios,cart,60
3874,2024-07-23,ios,view,0
3874,2024-07-23,ios,cart,70
3875,2024-03-21,android,view,0
3875,2024-03-21,android,cart,60
3875,2024-03-21,android,checkout,38
3876,2024-04-21,web,view,0
3877,2024-03-30,ios,view,0
3877,2024-03-30,ios,cart,48
3877,2024-03-30,ios,checkout,66
3878,2024-03-20,android,view,0
3879,2024-02-28,ios,view,0
3879,2024-02-28,ios,cart,12
3880,2024-06-19,android,view,0
3881,2024-05-26,ios,view,0
3882,2024-06-22,ios,view,0
3883,2024-06-16,android,view,0
3883,2024-06-16,android,cart,63
3883,2024-06-16,android,checkout,52
3884,2024-02-08,web,view,0
3884,2024-02-08,web,cart,79
3885,2024-01-08,web,view,0
3885,2024-01-08,web,cart,74
3886,2024-06-25,android,view,0
3886,2024-06-25,android,cart,66
3887,2024-08-20,ios,view,0
3888,2024-08-07,android,view,0
3889,2024-02-01,android,view,0
3889,2024-02-01,android,cart,40
3890,2024-01-11,android,view,0
3890,2024-01-11,android,cart,37
3891,2024-04-11,ios,view,0
3892,2024-07-10,ios,view,0
3893,2024-07-11,ios,view,0
3894,2024-03-18,android,view,0
3895,2024-02-13,android,view,0
3896,2024-02-03,web,view,0
3897,2024-08-01,web,view,0
3897,2024-08-01,web,cart,30
3898,2024-02-15,web,view,0
3898,2024-02-15,web,cart,82
3899,2024-02-28,web,view,0
3899,2024-02-28,web,cart,44
3900,2024-06-18,web,view,0
3901,2024-01-24,android,view,0
3901,2024-01-24,android,cart,73
3902,2024-07-29,ios,view,0
3903,2024-06-07,android,view,0
3903,2024-06-07,android,cart,88
3904,2024-06-28,ios,view,0
3905,2024-04-16,ios,view,0
3906,2024-08-18,ios,view,0
3906,2024-08-18,ios,cart,39
3906,2024-08-18,ios,checkout,164
3907,2024-07-01,web,view,0
3907,2024-07-01,web,cart,75
3907,2024-07-01,web,checkout,176
3908,2024-01-25,web,view,0
3909,2024-05-16,android,view,0
3910,2024-01-12,web,view,0
3910,2024-01-12,web,cart,26
3911,2024-06-26,web,view,0
3911,2024-06-26,web,cart,15
3912,2024-06-09,ios,view,0
3913,2024-02-06,android,view,0
3914,2024-08-26,android,view,0
3914,2024-08-26,android,cart,80
3915,2024-03-16,ios,view,0
3916,2024-05-15,web,view,0
3917,2024-05-01,android,view,0
3918,2024-01-03,web,view,0
3918,2024-01-03,web,cart,24
3919,2024-03-19,web,view,0
3920,2024-08-06,ios,view,0
3920,2024-08-06,ios,cart,12
3921,2024-05-03,ios,view,0
3921,2024-05-03,ios,cart,82
3922,2024-02-05,android,view,0
3923,2024-02-10,ios,view,0
3923,2024-02-10,ios,cart,69
3924,2024-01-11,android,view,0
3925,2024-03-18,ios,view,0
3925,2024-03-18,ios,cart,59
3926,2024-01-26,web,view,0
3927,2024-03-23,android,view,0
3928,2024-03-06,ios,view,0
3928,2024-03-06,ios,cart,35
3929,2024-04-04,web,view,0
3929,2024-04-04,web,cart,14
3930,2024-07-06,web,view,0
3931,2024-05-02,android,view,0
3932,2024-05-30,android,view,0
3933,2024-06-08,android,view,0
3934,2024-06-26,web,view,0
3934,2024-06-26,web,cart,21
3934,2024-06-26,web,checkout,162
3935,2024-07-20,android,view,0
3936,2024-07-15,android,view,0
3937,2024-04-04,ios,view,0
3938,2024-05-07,web,view,0
3938,2024-05-07,web,cart,83
3938,2024-05-07,web,checkout,170
3939,2024-03-19,web,view,0
3939,2024-03-19,web,cart,71
3940,2024-07-06,ios,view,0
3941,2024-06-07,ios,view,0
3941,2024-06-07,ios,cart,54
3941,2024-06-07,ios,checkout,38
3942,2024-04-09,web,view,0
3942,2024-04-09,web,cart,41
3942,2024-04-09,web,checkout,60
3942,2024-04-09,web,payment,192
3943,2024-08-16,ios,view,0
3944,2024-05-08,android,view,0
3944,2024-05-08,android,cart,86
3945,2024-05-02,android,view,0
3945,2024-05-02,android,cart,86
3946,2024-05-20,android,view,0
3947,2024-01-29,web,view,0
3948,2024-05-06,android,view,0
3949,2024-01-05,android,view,0
3949,2024-01-05,android,cart,22
3950,2024-03-20,web,view,0
3950,2024-03-20,web,cart,33
3951,2024-08-21,android,view,0
3952,2024-08-05,android,view,0
3952,2024-08-05,android,cart,59
3952,2024-08-05,android,checkout,62
3952,2024-08-05,android,payment,51
3953,2024-05-05,ios,view,0
3953,2024-05-05,ios,cart,53
3953,2024-05-05,ios,checkout,68
3954,2024-01-01,android,view,0
3954,2024-01-01,android,cart,33
3954,2024-01-01,android,checkout,82
3955,2024-07-06,ios,view,0
3955,2024-07-06,ios,cart,77
3955,2024-07-06,ios,checkout,132
3956,2024-01-23,android,view,0
3956,2024-01-23,android,cart,50
3956,2024-01-23,android,checkout,32
3957,2024-06-19,web,view,0
3957,2024-06-19,web,cart,22
3957,2024-06-19,web,checkout,122
3958,2024-02-27,ios,view,0
3959,2024-02-18,ios,view,0
3959,2024-02-18,ios,cart,61
3959,2024-02-18,ios,checkout,118
3960,2024-02-03,android,view,0
3961,2024-02-13,ios,view,0
3962,2024-02-27,web,view,0
3962,2024-02-27,web,cart,28
3963,2024-01-29,android,view,0
3963,2024-01-29,android,cart,77
3964,2024-03-15,web,view,0
3964,2024-03-15,web,cart,52
3965,2024-03-24,web,view,0
3966,2024-06-26,android,view,0
3967,2024-05-28,android,view,0
3967,2024-05-28,android,cart,85
3968,2024-02-06,android,view,0
3969,2024-05-21,android,view,0
3969,2024-05-21,android,cart,11
3970,2024-02-23,android,view,0
3970,2024-02-23,android,cart,31
3971,2024-01-21,web,view,0
3972,2024-04-07,web,view,0
3972,2024-04-07,web,cart,73
3973,2024-01-27,web,view,0
3973,2024-01-27,web,cart,64
3974,2024-03-15,web,view,0
3975,2024-02-18,ios,view,0
3975,2024-02-18,ios,cart,72
3976,2024-05-19,ios,view,0
3977,2024-05-20,android,view,0
3977,2024-05-20,android,cart,75
3978,2024-02-05,web,view,0
3978,2024-02-05,web,cart,49
3978,2024-02-05,web,checkout,90
3978,2024-02-05,web,payment,243
3979,2024-06-19,web,view,0
3980,2024-02-14,ios,view,0
3980,2024-02-14,ios,cart,23
3981,2024-07-17,android,view,0
3982,2024-03-26,web,view,0
3983,2024-01-24,android,view,0
3983,2024-01-24,android,cart,70
3984,2024-03-22,ios,view,0
3984,2024-03-22,ios,cart,77
3985,2024-02-25,web,view,0
3986,2024-03-01,android,view,0
3987,2024-02-14,ios,view,0
3988,2024-01-03,android,view,0
3989,2024-08-16,ios,view,0
3989,2024-08-16,ios,cart,69
3990,2024-04-30,web,view,0
3991,2024-03-12,android,view,0
3992,2024-06-23,android,view,0
3992,2024-06-23,android,cart,57
3993,2024-01-07,android,view,0
3994,2024-05-07,web,view,0
3994,2024-05-07,web,cart,17
3994,2024-05-07,web,checkout,112
3995,2024-01-19,android,view,0
3995,2024-01-19,android,cart,49
3995,2024-01-19,android,checkout,100
3996,2024-03-13,ios,view,0
3996,2024-03-13,ios,cart,72
3997,2024-08-28,web,view,0
3997,2024-08-28,web,cart,11
3998,2024-02-27,android,view,0
3999,2024-05-25,android,view,0
3999,2024-05-25,android,cart,11
4000,2024-08-24,ios,view,0
4001,2024-07-12,ios,view,0
4001,2024-07-12,ios,cart,61
4001,2024-07-12,ios,checkout,150
4002,2024-08-13,web,view,0
4002,2024-08-13,web,cart,79
4003,2024-01-07,ios,view,0
4004,2024-05-21,web,view,0
4005,2024-03-27,ios,view,0
4006,2024-06-07,android,view,0
4007,2024-02-17,ios,view,0
4008,2024-05-31,web,view,0
4008,2024-05-31,web,cart,43
4008,2024-05-31,web,checkout,168
4009,2024-02-10,ios,view,0
4010,2024-02-13,web,view,0
4011,2024-06-06,web,view,0
4011,2024-06-06,web,cart,78
4012,2024-01-07,ios,view,0
4013,2024-04-21,web,view,0
4014,2024-08-14,ios,view,0
4015,2024-06-24,android,view,0
4016,2024-07-11,web,view,0
4017,2024-06-24,ios,view,0
4018,2024-01-22,ios,view,0
4018,2024-01-22,ios,cart,78
4019,2024-04-07,web,view,0
4019,2024-04-07,web,cart,24
4020,2024-05-31,ios,view,0
4020,2024-05-31,ios,cart,36
4021,2024-04-23,android,view,0
4022,2024-08-06,ios,view,0
4023,2024-03-19,ios,view,0
4023,2024-03-19,ios,cart,83
4023,2024-03-19,ios,checkout,24
4024,2024-06-29,ios,view,0
4025,2024-03-11,ios,view,0
4026,2024-02-08,android,view,0
4026,2024-02-08,android,cart,46
4026,2024-02-08,android,checkout,52
4027,2024-05-26,web,view,0
4027,2024-05-26,web,cart,74
4028,2024-03-19,web,view,0
4028,2024-03-19,web,cart,23
4029,2024-04-07,android,view,0
4030,2024-04-07,ios,view,0
4030,2024-04-07,ios,cart,51
4031,2024-06-28,android,view,0
4031,2024-06-28,android,cart,11
4032,2024-05-25,web,view,0
4032,2024-05-25,web,cart,64
4033,2024-06-30,ios,view,0
4033,2024-06-30,ios,cart,31
4033,2024-06-30,ios,checkout,78
4034,2024-02-15,android,view,0
4035,2024-01-16,ios,view,0
4036,2024-02-20,ios,view,0
4037,2024-06-25,ios,view,0
4038,2024-05-06,web,view,0
4038,2024-05-06,web,cart,18
4038,2024-05-06,web,checkout,24
4039,2024-05-24,android,view,0
4040,2024-02-18,android,view,0
4040,2024-02-18,android,cart,84
4041,2024-07-22,android,view,0
4042,2024-06-13,ios,view,0
4042,2024-06-13,ios,cart,34
4043,2024-02-16,ios,view,0
4043,2024-02-16,ios,cart,47
4044,2024-04-30,web,view,0
4045,2024-01-08,ios,view,0
4045,2024-01-08,ios,cart,90
4046,2024-02-05,android,view,0
4047,2024-05-20,android,view,0
4048,2024-05-07,web,view,0
4049,2024-01-02,web,view,0
4049,2024-01-02,web,cart,43
4050,2024-02-20,ios,view,0
4051,2024-07-12,ios,view,0
4052,2024-08-18,web,view,0
4053,2024-03-23,ios,view,0
4054,2024-01-23,android,view,0
4055,2024-05-05,web,view,0
4056,2024-06-01,web,view,0
4057,2024-01-16,ios,view,0
4058,2024-02-02,android,view,0
4059,2024-01-06,android,view,0
4059,2024-01-06,android,cart,25
4060,2024-01-10,android,view,0
4060,2024-01-10,android,cart,23
4061,2024-06-10,web,view,0
4061,2024-06-10,web,cart,42
4061,2024-06-10,web,checkout,86
4062,2024-04-23,ios,view,0
4063,2024-07-15,web,view,0
4064,2024-08-13,ios,view,0
4065,2024-02-22,ios,view,0
4066,2024-06-30,android,view,0
4067,2024-08-04,ios,view,0
4068,2024-06-02,ios,view,0
4068,2024-06-02,ios,cart,25
4068,2024-06-02,ios,checkout,56
4069,2024-04-03,ios,view,0
4070,2024-04-21,web,view,0
4071,2024-04-30,android,view,0
4071,2024-04-30,android,cart,81
4072,2024-03-13,ios,view,0
4073,2024-08-01,ios,view,0
4074,2024-05-13,web,view,0
4074,2024-05-13,web,cart,75
4075,2024-05-08,ios,view,0
4076,2024-08-01,web,view,0
4077,2024-04-30,ios,view,0
4078,2024-01-26,web,view,0
4078,2024-01-26,web,cart,23
4078,2024-01-26,web,checkout,160
4078,2024-01-26,web,payment,102
4079,2024-01-17,web,view,0
4079,2024-01-17,web,cart,56
4080,2024-07-21,android,view,0
4081,2024-05-17,ios,view,0
4081,2024-05-17,ios,cart,37
4082,2024-04-03,web,view,0
4083,2024-08-01,web,view,0
4084,2024-03-27,ios,view,0
4084,2024-03-27,ios,cart,89
4084,2024-03-27,ios,checkout,144
4085,2024-08-11,ios,view,0
4086,2024-01-04,ios,view,0
4086,2024-01-04,ios,cart,19
4087,2024-05-31,ios,view,0
4088,2024-02-03,ios,view,0
4089,2024-03-13,android,view,0
4089,2024-03-13,android,cart,13
4089,2024-03-13,android,checkout,58
4090,2024-05-24,android,view,0
4090,2024-05-24,android,cart,66
4091,2024-04-10,web,view,0
4091,2024-04-10,web,cart,70
4092,2024-05-09,web,view,0
4092,2024-05-09,web,cart,48
4092,2024-05-09,web,checkout,78
4093,2024-03-30,ios,view,0
4093,2024-03-30,ios,cart,13
4094,2024-01-31,android,view,0
4094,2024-01-31,android,cart,70
4094,2024-01-31,android,checkout,158
4095,2024-04-20,web,view,0
4096,2024-04-07,android,view,0
4096,2024-04-07,android,cart,20
4097,2024-07-04,ios,view,0
4097,2024-07-04,ios,cart,72
4098,2024-03-30,ios,view,0
4098,2024-03-30,ios,cart,18
4099,2024-07-05,android,view,0
4099,2024-07-05,android,cart,23
4100,2024-05-12,ios,view,0
4101,2024-03-31,web,view,0
4102,2024-03-25,ios,view,0
4103,2024-01-30,android,view,0
4104,2024-06-16,web,view,0
4105,2024-03-24,ios,view,0
4106,2024-02-10,web,view,0
4107,2024-07-21,android,view,0
4108,2024-06-15,ios,view,0
4109,2024-02-13,android,view,0
4109,2024-02-13,android,cart,14
4110,2024-02-01,ios,view,0
4111,2024-02-21,web,view,0
4112,2024-08-08,android,view,0
4113,2024-02-26,web,view,0
4113,2024-02-26,web,cart,45
4114,2024-04-13,ios,view,0
4114,2024-04-13,ios,cart,22
4115,2024-01-01,web,view,0
