date,store,category,units,unit_price,discount_pct,payment_method
2024-04-01,Ikeja,Soil,2,2200,0.05,transfer
2024-04-01,Ikeja,Tools,4,8000,0,transfer
2024-04-01,Lekki,Other,2,1500,0,transfer
2024-04-01,Lekki,Tools,4,8000,0,card
2024-04-01,Lekki,Pots,0,8000,0,cash
2024-04-01,Lekki,Tools,0,3000,0,cash
2024-04-01,Yaba,Other,5,1500,0,transfer
2024-04-01,Surulere,Pots,2,3000,0,cash
2024-04-01,Surulere,Furniture,6,26000,0.1,card
2024-04-01,Surulere,Plants,5,4500,0,card
2024-04-01,Ajah,Other,4,1500,0,card
2024-04-01,Maryland,Plants,2,4500,0,transfer
2024-04-01,Maryland,Other,1,1500,0,card
2024-04-02,Ikeja,Plants,2,4500,0,card
2024-04-02,Lekki,Plants,1,4500,0,card
2024-04-02,Yaba,Plants,1,4500,0,transfer
2024-04-02,Yaba,Tools,4,8000,0,cash
2024-04-02,Surulere,Soil,4,2200,0,cash
2024-04-02,Surulere,Plants,3,4500,0.05,transfer
2024-04-02,Ajah,Soil,5,2200,0.1,card
2024-04-02,Ajah,Soil,4,2200,0,cash
2024-04-02,Ajah,Other,5,1500,0,cash
2024-04-02,Maryland,Other,2,1500,0,transfer
2024-04-02,Maryland,Pots,1,3000,0,card
2024-04-02,Maryland,Plants,1,,0,card
2024-04-03,Ikeja,Furniture,1,26000,0,card
2024-04-03,Lekki,Other,2,1500,0,transfer
2024-04-03,Lekki,Furniture,0,8000,0,cash
2024-04-03,Lekki,Furniture,0,4500,0,cash
2024-04-03,Lekki,Tools,0,4500,0,cash
2024-04-03,Yaba,Other,6,1500,0,transfer
2024-04-03,Yaba,Soil,2,2200,0,transfer
2024-04-03,Surulere,Furniture,6,26000,0.05,transfer
2024-04-03,Ajah,Soil,0,2200,0,cash
2024-04-03,Maryland,Other,1,1500,0,transfer
2024-04-04,Ikeja,Plants,5,,0,cash
2024-04-04,Lekki,Other,4,1500,0,transfer
2024-04-04,Yaba,Furniture,3,26000,0.05,cash
2024-04-04,Yaba,Other,2,1500,0,cash
2024-04-04,Yaba,Pots,3,3000,0,transfer
2024-04-04,Surulere,Soil,6,2200,0,card
2024-04-04,Surulere,Plants,6,4500,0.1,cash
2024-04-04,Surulere,Tools,1,8000,0,cash
2024-04-04,Ajah,Furniture,2,26000,0.1,cash
2024-04-04,Ajah,Other,3,1500,0,transfer
2024-04-04,Maryland,Other,4,1500,0.05,cash
2024-04-04,Maryland,Soil,1,2200,0,cash
2024-04-05,Ikeja,Other,2,1500,0.05,transfer
2024-04-05,Ikeja,Plants,4,4500,0.05,card
2024-04-05,Lekki,Soil,3,2200,0.35,cash
2024-04-05,Lekki,Soil,0,4500,0,cash
2024-04-05,Lekki,Plants,0,3000,0,cash
2024-04-05,Lekki,Tools,0,8000,0,cash
2024-04-05,Yaba,Furniture,5,26000,0,transfer
2024-04-05,Yaba,Plants,4,4500,0,cash
2024-04-05,Yaba,Plants,6,4500,0.05,transfer
2024-04-05,Surulere,Other,2,1500,0.1,card
2024-04-05,Surulere,Furniture,6,26000,0,cash
2024-04-05,Ajah,Other,5,1500,0,card
2024-04-05,Ajah,Furniture,3,26000,0.1,card
2024-04-05,Maryland,Soil,3,2200,0.05,transfer
2024-04-05,Maryland,Pots,4,3000,0.05,cash
2024-04-05,Maryland,Furniture,3,26000,0.05,transfer
2024-04-06,Ikeja,Other,3,1500,0.1,cash
2024-04-06,Lekki,Pots,6,3000,0.35,cash
2024-04-06,Yaba,Plants,6,4500,0,transfer
2024-04-06,Yaba,Furniture,3,26000,0,cash
2024-04-06,Surulere,Furniture,2,,0,card
2024-04-06,Surulere,Plants,1,4500,0,transfer
2024-04-06,Surulere,Tools,6,8000,0,card
2024-04-06,Ajah,Furniture,3,26000,0,cash
2024-04-06,Ajah,Tools,5,8000,0.1,card
2024-04-06,Ajah,Furniture,5,26000,0.05,transfer
2024-04-06,Maryland,Pots,5,3000,0,cash
2024-04-07,Ikeja,Furniture,2,26000,0.05,card
2024-04-07,Ikeja,Other,6,1500,0,card
2024-04-07,Ikeja,Other,4,1500,0,card
2024-04-07,Lekki,Tools,3,8000,0.25,cash
2024-04-07,Yaba,Soil,1,2200,0,cash
2024-04-07,Surulere,Plants,6,4500,0.1,card
2024-04-07,Ajah,Furniture,5,26000,0.05,cash
2024-04-07,Ajah,Furniture,2,26000,0.1,cash
2024-04-07,Maryland,Soil,2,2200,0,cash
2024-04-07,Maryland,Plants,5,4500,0,cash
2024-04-08,Ikeja,Soil,3,2200,0.05,card
2024-04-08,Ikeja,Pots,1,3000,0,transfer
2024-04-08,Lekki,Pots,5,3000,0.05,cash
2024-04-08,Lekki,Other,1,1500,0,card
2024-04-08,Lekki,Tools,3,8000,0,cash
2024-04-08,Yaba,Plants,6,4500,0.1,transfer
2024-04-08,Yaba,Pots,3,3000,0,card
2024-04-08,Yaba,Soil,6,2200,0.1,card
2024-04-08,Surulere,Pots,6,3000,0,transfer
2024-04-08,Surulere,Soil,2,2200,0,cash
2024-04-08,Surulere,Tools,1,8000,0.1,cash
2024-04-08,Ajah,Other,6,1500,0,transfer
2024-04-08,Ajah,Tools,4,8000,0.1,transfer
2024-04-08,Maryland,Tools,6,8000,0.05,card
2024-04-09,Ikeja,Furniture,1,26000,0,card
2024-04-09,Ikeja,Plants,5,4500,0,transfer
2024-04-09,Lekki,Plants,1,4500,0.35,cash
2024-04-09,Lekki,Soil,5,2200,0,card
2024-04-09,Yaba,Furniture,1,26000,0,card
2024-04-09,Surulere,Plants,6,4500,0,card
2024-04-09,Surulere,Plants,2,4500,0,transfer
2024-04-09,Ajah,Soil,5,2200,0.05,cash
2024-04-09,Maryland,Other,1,1500,0.1,cash
2024-04-09,Maryland,Tools,3,8000,0,transfer
2024-04-10,Ikeja,Pots,1,3000,0.05,card
2024-04-10,Ikeja,Tools,5,8000,0.1,card
2024-04-10,Ikeja,Soil,3,2200,0.1,card
2024-04-10,Lekki,Plants,3,4500,0,cash
2024-04-10,Lekki,Plants,3,4500,0,transfer
2024-04-10,Lekki,Tools,3,8000,0,transfer
2024-04-10,Lekki,Other,0,3000,0,cash
2024-04-10,Yaba,Tools,0,8000,0.1,transfer
2024-04-10,Yaba,Pots,4,3000,0,cash
2024-04-10,Surulere,Plants,5,4500,0.05,card
2024-04-10,Surulere,Pots,2,3000,0,card
2024-04-10,Ajah,Plants,1,4500,0.1,card
2024-04-10,Ajah,Other,6,1500,0,cash
2024-04-10,Maryland,Soil,5,2200,0,cash
2024-04-10,Marylnd,Other,6,1500,0,transfer
2024-04-10,Maryland,Soil,6,2200,0.05,cash
2024-04-11,Ikeja,Tools,1,8000,0,cash
2024-04-11,Lekki,Plants,1,4500,0,cash
2024-04-11,Lekki,Soil,4,2200,0.05,transfer
2024-04-11,Lekki,Furniture,3,26000,0,card
2024-04-11,Yaba,Furniture,5,26000,0.1,card
2024-04-11,Surulere,Other,6,1500,0.05,transfer
2024-04-11,Ajah,Soil,5,2200,0.1,transfer
2024-04-11,Ajah,Soil,4,2200,0,cash
2024-04-11,Ajah,Furniture,6,26000,0.05,card
2024-04-11,Maryland,Tools,4,8000,0.05,transfer
2024-04-11,Maryland,Plants,5,4500,0.05,cash
2024-04-12,Ikeja,Pots,5,3000,0,transfer
2024-04-12,Ikeja,Pots,6,3000,0,card
2024-04-12,Leki,Other,1,1500,0.1,transfer
2024-04-12,Lekki,Other,2,1500,0,transfer
2024-04-12,Lekki,Furniture,2,26000,0.05,transfer
2024-04-12,Yaba,Pots,6,3000,0,transfer
2024-04-12,Surulere,Other,3,1500,0,card
2024-04-12,Ajah,Tools,1,8000,0,transfer
2024-04-12,Ajah,Soil,5,2200,0,transfer
2024-04-12,Maryland,Furniture,3,26000,0,card
2024-04-13,Ikeja,Furniture,6,26000,0,cash
2024-04-13,Ikeja,Pots,5,3000,0,transfer
2024-04-13,Lekki,Furniture,5,26000,0.1,cash
2024-04-13,Lekki,Pots,1,3000,0,card
2024-04-13,Yaba,Other,4,1500,0,transfer
2024-04-13,Yaba,Soil,3,,0,cash
2024-04-13,Yaba,Other,1,1500,0.1,card
2024-04-13,Surulere,Furniture,3,26000,0,cash
2024-04-13,Surulere,Soil,5,2200,0.1,cash
2024-04-13,Ajah,Furniture,5,26000,0,transfer
2024-04-13,Ajah,Plants,3,4500,0.1,card
2024-04-13,Maryland,Plants,2,4500,0,cash
2024-04-13,Maryland,Soil,1,2200,0,transfer
2024-04-14,Ikeja,Pots,1,3000,0,transfer
2024-04-14,Lekki,Soil,3,2200,0.25,cash
2024-04-14,Yaba,Plants,6,4500,0.1,transfer
2024-04-14,Yaba,Furniture,4,26000,0.1,cash
2024-04-14,Yaba,Soil,3,2200,0.1,cash
2024-04-14,Surulere,Other,1,1500,0,cash
2024-04-14,Surulere,Other,6,1500,0,card
2024-04-14,Surulere,Other,1,1500,0,transfer
2024-04-14,Ajah,Soil,5,2200,0,transfer
2024-04-14,Ajah,Pots,3,3000,0,cash
2024-04-14,Ajah,Soil,6,2200,0,cash
2024-04-14,Maryland,Plants,5,4500,0.05,card
2024-04-14,Maryland,Pots,4,3000,0,card
2024-04-15,Ikeja,Other,1,1500,0.1,card
2024-04-15,Ikeja,Plants,3,4500,0,transfer
2024-04-15,Lekki,Furniture,1,26000,0.2,cash
2024-04-15,Yaba,Plants,1,4500,0.1,card
2024-04-15,Yaba,Other,3,1500,0.1,card
2024-04-15,Surulere,Furniture,1,26000,0,card
2024-04-15,Ajah,Plants,1,4500,0,cash
2024-04-15,Maryland,Tools,2,8000,0,card
2024-04-16,Ikeja,Pots,4,3000,0,card
2024-04-16,Ikeja,Tools,5,8000,0.1,card
2024-04-16,Ikeja,Soil,4,2200,0,card
2024-04-16,Lekki,Plants,2,4500,0,cash
2024-04-16,Lekki,Pots,1,3000,0.1,cash
2024-04-16,Lekki,Pots,6,3000,0,cash
2024-04-16,Yaba,Pots,4,3000,0.1,transfer
2024-04-16,Yaba,Soil,3,2200,0,cash
2024-04-16,Surulere,Pots,1,3000,0,cash
2024-04-16,Ajah,Tools,4,8000,0,cash
2024-04-16,Ajah,Soil,3,2200,0.05,cash
2024-04-16,Ajah,Other,6,1500,0,transfer
2024-04-16,Maryland,Furniture,2,26000,0,card
2024-04-17,Ikeja,Furniture,2,26000,0.1,transfer
2024-04-17,Ikeja,Pots,3,3000,0,card
2024-04-17,Lekki,Pots,6,3000,0,cash
2024-04-17,Lekki,Tools,6,8000,0,card
2024-04-17,Yaba,Furniture,3,26000,0.1,card
2024-04-17,Surulere,Soil,1,2200,0.05,transfer
2024-04-17,Surulere,Furniture,4,26000,0,transfer
2024-04-17,Ajah,Furniture,3,26000,0,transfer
2024-04-17,Ajah,Furniture,3,26000,0,cash
2024-04-17,Ajah,Pots,2,3000,0.1,transfer
2024-04-17,Maryland,Furniture,3,26000,0,cash
2024-04-17,Maryland,Pots,1,,0,card
2024-04-17,Maryland,Furniture,6,26000,0.05,transfer
2024-04-18,Ikeja,Soil,6,2200,0,transfer
2024-04-18,Lekki,Furniture,1,26000,0,card
2024-04-18,Yaba,Plants,1,4500,0.1,card
2024-04-18,Yaba,Furniture,1,26000,0,transfer
2024-04-18,Yaba,Plants,3,4500,0,card
2024-04-18,Surulere,Furniture,4,26000,0.1,card
2024-04-18,Surulere,Other,6,1500,0.1,transfer
2024-04-18,Surulere,Other,3,1500,0,cash
2024-04-18,Ajah,Plants,6,4500,0,card
2024-04-18,Marylnd,Other,4,1500,0.05,cash
2024-04-18,Maryland,Other,6,1500,0,card
2024-04-19,Ikeja,Plants,5,4500,0,card
2024-04-19,Ikeja,Pots,3,3000,0.1,transfer
2024-04-19,Lekki,Plants,3,4500,0.1,cash
2024-04-19,Lekki,Pots,1,3000,0,cash
2024-04-19,Yaba,Plants,3,4500,0,transfer
2024-04-19,Yaba,Furniture,4,26000,0.05,card
2024-04-19,Yaba,Soil,2,2200,0.05,cash
2024-04-19,Surulere,Other,1,1500,0.1,cash
2024-04-19,Surulere,Other,5,1500,0.1,transfer
2024-04-19,Ajah,Pots,1,3000,0.05,cash
2024-04-19,Maryland,Pots,3,3000,0,card
2024-04-19,Maryland,Soil,3,2200,0,transfer
2024-04-20,Ikeja,Soil,6,2200,0,transfer
2024-04-20,Ikeja,Tools,3,8000,0.05,transfer
2024-04-20,Lekki,Other,2,1500,0,cash
2024-04-20,Yaba,Soil,5,2200,0,transfer
2024-04-20,Yaba,Soil,5,2200,0.05,card
2024-04-20,Yaba,Soil,4,2200,0.1,card
2024-04-20,Surulere,Tools,5,8000,0.05,card
2024-04-20,Surulere,Other,4,1500,0,cash
2024-04-20,Surulere,Soil,5,2200,0,transfer
2024-04-20,Ajah,Furniture,4,26000,0,transfer
2024-04-20,Ajah,Pots,1,3000,0,card
2024-04-20,Maryland,Tools,1,8000,0,cash
2024-04-20,Maryland,Plants,6,4500,0,cash
2024-04-20,Maryland,Plants,5,4500,0.05,card
2024-04-21,Ikeja,Plants,3,4500,0.1,transfer
2024-04-21,Ikeja,Soil,3,2200,0,cash
2024-04-21,Lekki,Furniture,4,26000,0.3,cash
2024-04-21,Lekki,Pots,1,3000,0.1,transfer
2024-04-21,Lekki,Plants,2,4500,0,card
2024-04-21,Yaba,Pots,6,3000,0,card
2024-04-21,Yaba,Plants,6,4500,0.1,card
2024-04-21,Yaba,Furniture,5,26000,0.1,card
2024-04-21,Surulere,Pots,1,3000,0,cash
2024-04-21,Surulere,Pots,4,3000,0,card
2024-04-21,Ajah,Plants,3,4500,0.1,card
2024-04-21,Ajah,Other,0,1500,0,transfer
2024-04-21,Maryland,Soil,6,2200,0.1,cash
2024-04-21,Maryland,Pots,4,3000,0,transfer
2024-04-22,Ikeja,Plants,3,4500,0.05,transfer
2024-04-22,Ikeja,Plants,6,4500,0.05,cash
2024-04-22,Ikeja,Plants,4,4500,0,transfer
2024-04-22,Lekki,Tools,2,8000,0.1,transfer
2024-04-22,Lekki,Soil,5,2200,0.05,transfer
2024-04-22,Lekki,Soil,6,2200,0,card
2024-04-22,Yaba,Plants,6,4500,0.1,card
2024-04-22,Yaba,Other,6,1500,0.05,transfer
2024-04-22,Surulere,Plants,3,4500,0,cash
2024-04-22,Surulere,Plants,4,4500,0,cash
2024-04-22,Surulere,Other,3,1500,0.05,card
2024-04-22,Ajah,Furniture,4,26000,0.05,card
2024-04-22,Ajah,Plants,2,4500,0.05,cash
2024-04-22,Maryland,Other,5,1500,0,cash
2024-04-22,Maryland,Furniture,3,26000,0,cash
2024-04-23,Ikeja,Furniture,6,26000,0.05,cash
2024-04-23,Lekki,Plants,6,4500,0,transfer
2024-04-23,Yaba,Pots,2,3000,0,card
2024-04-23,Surulere,Plants,4,4500,0.05,transfer
2024-04-23,Surulere,Furniture,3,26000,0,transfer
2024-04-23,Ajah,Other,2,1500,0,cash
2024-04-23,Maryland,Other,0,1500,0,card
2024-04-23,Maryland,Tools,1,8000,0,card
2024-04-23,Maryland,Tools,5,8000,0.1,cash
2024-04-24,Ikeja,Pots,1,3000,0,card
2024-04-24,Lekki,Tools,3,8000,0.25,cash
2024-04-24,Lekki,Other,5,1500,0.05,cash
2024-04-24,Yaba,Tools,6,8000,0,card
2024-04-24,Surulere,Soil,5,2200,0.1,cash
2024-04-24,Surulere,Pots,3,3000,0.1,transfer
2024-04-24,Surulere,Soil,3,2200,0,card
2024-04-24,Ajah,Plants,6,4500,0.1,cash
2024-04-24,Ajah,Soil,5,2200,0,card
2024-04-24,Maryland,Pots,3,3000,0.05,transfer
2024-04-24,Maryland,Plants,2,4500,0,cash
2024-04-24,Maryland,Plants,2,4500,0.1,card
2024-04-25,Ikeja,Other,3,1500,0.05,transfer
2024-04-25,Lekki,Other,1,1500,0,card
2024-04-25,Lekki,Tools,1,8000,0.25,cash
2024-04-25,Yaba,Other,2,1500,0.1,transfer
2024-04-25,Yaba,Other,4,1500,0,transfer
2024-04-25,Surulere,Tools,6,8000,0,cash
2024-04-25,Surulere,Plants,5,4500,0.1,card
2024-04-25,Surelere,Other,6,1500,0,transfer
2024-04-25,Ajah,Furniture,2,26000,0.05,transfer
2024-04-25,Maryland,Tools,1,8000,0,card
2024-04-25,Maryland,Furniture,4,26000,0,cash
2024-04-25,Maryland,Other,4,1500,0,cash
2024-04-26,Ikeja,Tools,5,8000,0.05,card
2024-04-26,Ikeja,Furniture,5,26000,0,cash
2024-04-26,Ikeja,Tools,1,8000,0,cash
2024-04-26,Lekki,Other,2,1500,0.05,transfer
2024-04-26,Lekki,Plants,3,4500,0,transfer
2024-04-26,Yaba,Plants,2,4500,0.05,transfer
2024-04-26,Surulere,Pots,3,3000,0.05,cash
2024-04-26,Surulere,Furniture,3,26000,0.05,card
2024-04-26,Ajah,Tools,3,8000,0,cash
2024-04-26,Ajah,Furniture,6,26000,0.05,transfer
2024-04-26,Maryland,Pots,6,3000,0,cash
2024-04-26,Maryland,Tools,1,8000,0,transfer
2024-04-26,Maryland,Other,2,1500,0,cash
2024-04-27,Ikeja,Tools,2,8000,0,cash
2024-04-27,Ikeja,Plants,4,4500,0.1,card
2024-04-27,Ikeja,Tools,2,8000,0,card
2024-04-27,Lekki,Furniture,6,26000,0.1,card
2024-04-27,Lekki,Tools,4,8000,0.2,cash
2024-04-27,Lekki,Plants,3,4500,0,card
2024-04-27,Yaba,Plants,1,4500,0.1,card
2024-04-27,Yaba,Other,6,1500,0,cash
2024-04-27,Surulere,Tools,6,8000,0.05,transfer
2024-04-27,Surulere,Tools,4,8000,0,card
2024-04-27,Ajah,Other,2,1500,0.05,cash
2024-04-27,Ajah,Furniture,1,26000,0.1,card
2024-04-27,Ajah,Furniture,4,26000,0.1,transfer
2024-04-27,Maryland,Pots,4,3000,0,card
2024-04-28,Ikeja,Tools,4,8000,0.1,card
2024-04-28,Ikeja,Pots,4,3000,0.05,card
2024-04-28,Lekki,Tools,6,8000,0,card
2024-04-28,Lekki,Furniture,2,26000,0,transfer
2024-04-28,Yaba,Pots,1,3000,0.05,card
2024-04-28,Yaba,Other,5,1500,0.1,transfer
2024-04-28,Surulere,Soil,5,2200,0,cash
2024-04-28,Surulere,Pots,5,3000,0,card
2024-04-28,Surulere,Furniture,5,26000,0,cash
2024-04-28,Ajah,Plants,5,4500,0,transfer
2024-04-28,Ajah,Other,6,1500,0,cash
2024-04-28,Ajah,Other,2,1500,0.1,card
2024-04-28,Maryland,Soil,2,2200,0,transfer
2024-04-29,Ikeja,Tools,6,,0,card
2024-04-29,Lekki,Furniture,3,26000,0,transfer
2024-04-29,Lekki,Pots,2,3000,0.3,cash
2024-04-29,Yaba,Other,6,1500,0,transfer
2024-04-29,Surulere,Plants,6,4500,0,card
2024-04-29,Surulere,Furniture,4,26000,0.05,transfer
2024-04-29,Ajah,Tools,1,8000,0.1,cash
2024-04-29,Ajah,Pots,3,3000,0.05,transfer
2024-04-29,Ajah,Plants,2,4500,0.05,cash
2024-04-29,Maryland,Furniture,5,26000,0,card
2024-04-29,Maryland,Other,4,1500,0,cash
2024-04-30,Ikeja,Tools,4,8000,0,transfer
2024-04-30,Ikeja,Furniture,6,26000,0,transfer
2024-04-30,Lekki,Furniture,3,26000,0,card
2024-04-30,Lekki,Plants,6,4500,0.25,cash
2024-04-30,Lekki,Furniture,4,26000,0.05,card
2024-04-30,Yaba,Pots,6,3000,0,transfer
2024-04-30,Yaba,Other,3,1500,0,cash
2024-04-30,Surulere,Furniture,4,26000,0,cash
2024-04-30,Surulere,Plants,2,4500,0.1,card
2024-04-30,Ajah,Furniture,1,26000,0.1,card
2024-04-30,Ajah,Soil,6,2200,0,transfer
2024-04-30,Ajah,Plants,1,4500,0,card
2024-04-30,Maryland,Pots,5,3000,0,cash
2024-05-01,Ikeja,Pots,4,3000,0.05,transfer
2024-05-01,Ikeja,Furniture,6,26000,0,card
2024-05-01,Ikeja,Tools,3,8000,0.1,card
2024-05-01,Lekki,Other,4,1500,0.05,card
2024-05-01,Lekki,Tools,4,8000,0.1,card
2024-05-01,Yaba,Furniture,1,26000,0,transfer
2024-05-01,Yaba,Furniture,4,26000,0.1,transfer
2024-05-01,Yaba,Furniture,5,26000,0,cash
2024-05-01,Surulere,Other,5,1500,0,cash
2024-05-01,Ajah,Other,1,1500,0.05,card
2024-05-01,Ajah,Other,2,1500,0.05,card
2024-05-01,Maryland,Pots,4,3000,0,cash
2024-05-01,Maryland,Furniture,1,26000,0,card
2024-05-01,Maryland,Furniture,4,26000,0.1,card
2024-05-02,Ikeja,Plants,2,4500,0,card
2024-05-02,Lekki,Pots,4,3000,0,card
2024-05-02,Lekki,Plants,5,4500,0.25,cash
2024-05-02,Yaba,Soil,2,2200,0,card
2024-05-02,Yaba,Other,2,1500,0.1,transfer
2024-05-02,Yaba,Pots,5,3000,0.05,cash
2024-05-02,Surulere,Plants,6,4500,0.1,card
2024-05-02,Ajah,Plants,1,4500,0.1,cash
2024-05-02,Ajah,Pots,1,3000,0,transfer
2024-05-02,Ajah,Soil,3,2200,0,card
2024-05-02,Maryland,Other,5,1500,0,transfer
2024-05-02,Maryland,Plants,6,4500,0,cash
2024-05-03,Ikeja,Furniture,3,26000,0,transfer
2024-05-03,Ikeja,Pots,2,3000,0,transfer
2024-05-03,Lekki,Furniture,4,26000,0,card
2024-05-03,Yaba,Tools,3,8000,0.1,card
2024-05-03,Yaba,Furniture,6,26000,0,transfer
2024-05-03,Yaba,Other,3,1500,0,cash
2024-05-03,Surulere,Tools,4,8000,0.1,transfer
2024-05-03,Surulere,Tools,2,8000,0,transfer
2024-05-03,Surulere,Furniture,6,,0.1,cash
2024-05-03,Ajah,Plants,6,4500,0,card
2024-05-03,Ajah,Soil,6,2200,0,cash
2024-05-03,Maryland,Plants,4,4500,0,cash
2024-05-03,Maryland,Other,4,1500,0,cash
2024-05-03,Maryland,Soil,5,2200,0,transfer
2024-05-04,Ikeja,Pots,3,3000,0.1,cash
2024-05-04,Lekki,Other,1,1500,0,transfer
2024-05-04,Lekki,Pots,5,3000,0.05,transfer
2024-05-04,Lekki,Tools,0,3000,0,cash
2024-05-04,Lekki,Furniture,0,4500,0,cash
2024-05-04,Lekki,Plants,0,8000,0,cash
2024-05-04,Yaba,Soil,5,2200,0,card
2024-05-04,Surulere,Pots,1,3000,0,cash
2024-05-04,Ajah,Pots,2,3000,0.05,card
2024-05-04,Ajah,Soil,1,2200,0,transfer
2024-05-04,Ajah,Plants,2,4500,0.05,transfer
2024-05-04,Maryland,Tools,1,8000,0,card
2024-05-04,Maryland,Tools,3,8000,0.05,card
2024-05-04,Maryland,Pots,2,3000,0,transfer
2024-05-05,Ikeja,Other,3,1500,0,transfer
2024-05-05,Ikeja,Soil,2,2200,0,cash
2024-05-05,Ikeja,Other,5,1500,0,transfer
2024-05-05,Lekki,Other,6,1500,0.1,card
2024-05-05,Lekki,Soil,0,4500,0,cash
2024-05-05,Lekki,Plants,0,8000,0,cash
2024-05-05,Lekki,Soil,0,8000,0,cash
2024-05-05,Yaba,Tools,5,8000,0,cash
2024-05-05,Surulere,Plants,2,4500,0,cash
2024-05-05,Surulere,Plants,4,4500,0,card
2024-05-05,Ajah,Furniture,1,26000,0,card
2024-05-05,Maryland,Tools,6,8000,0,cash
2024-05-06,Ikeja,Pots,3,3000,0.05,card
2024-05-06,Ikeja,Soil,4,2200,0.1,transfer
2024-05-06,Ikeja,Tools,3,8000,0,transfer
2024-05-06,Leki,Plants,2,,0,card
2024-05-06,Lekki,Other,2,1500,0.05,transfer
2024-05-06,Lekki,Tools,1,8000,0,card
2024-05-06,Lekki,Plants,0,4500,0,cash
2024-05-06,Yaba,Tools,4,8000,0.1,cash
2024-05-06,Yaba,Other,5,1500,0.1,transfer
2024-05-06,Surulere,Other,3,1500,0,card
2024-05-06,Ajah,Tools,3,8000,0,card
2024-05-06,Ajah,Plants,3,4500,0,cash
2024-05-06,Maryland,Plants,2,4500,0,card
2024-05-06,Maryland,Pots,5,3000,0,transfer
2024-05-07,Ikeja,Plants,2,4500,0,cash
2024-05-07,Ikeja,Other,4,1500,0,cash
2024-05-07,Lekki,Furniture,3,26000,0,card
2024-05-07,Lekki,Furniture,3,26000,0.2,cash
2024-05-07,Lekki,Plants,3,4500,0,transfer
2024-05-07,Lekki,Pots,0,3000,0,cash
2024-05-07,Yaba,Soil,6,2200,0.1,transfer
2024-05-07,Yaba,Soil,3,2200,0,transfer
2024-05-07,Yaba,Tools,6,8000,0,transfer
2024-05-07,Surulere,Plants,1,4500,0,transfer
2024-05-07,Ajah,Tools,5,8000,0,cash
2024-05-07,Ajah,Plants,6,4500,0,cash
2024-05-07,Maryland,Furniture,3,26000,0.05,card
2024-05-07,Maryland,Soil,3,2200,0.1,card
2024-05-07,Maryland,Pots,5,3000,0.1,card
2024-05-08,Ikeja,Furniture,5,26000,0.05,cash
2024-05-08,Ikeja,Soil,4,2200,0,card
2024-05-08,Lekki,Furniture,2,26000,0,card
2024-05-08,Lekki,Tools,3,8000,0.05,transfer
2024-05-08,Lekki,Other,0,4500,0,cash
2024-05-08,Yaba,Plants,5,4500,0,transfer
2024-05-08,Yaba,Soil,6,2200,0.1,card
2024-05-08,Yaba,Plants,4,4500,0.1,transfer
2024-05-08,Surulere,Plants,2,4500,0.05,cash
2024-05-08,Ajah,Furniture,5,26000,0,cash
2024-05-08,Maryland,Other,2,1500,0,cash
2024-05-08,Maryland,Pots,3,3000,0.05,cash
2024-05-09,Ikeja,Plants,2,4500,0,cash
2024-05-09,Ikeja,Furniture,5,26000,0.05,card
2024-05-09,Ikeja,Tools,3,8000,0.05,cash
2024-05-09,Lekki,Pots,1,3000,0.2,cash
2024-05-09,Lekki,Pots,2,3000,0.25,cash
2024-05-09,Yaba,Tools,1,8000,0,card
2024-05-09,Surulere,Soil,4,2200,0,transfer
2024-05-09,Ajah,Soil,4,2200,0.1,cash
2024-05-09,Ajah,Soil,6,2200,0,card
2024-05-09,Ajah,Other,6,,0.05,cash
2024-05-09,Maryland,Tools,5,8000,0.1,card
2024-05-09,Maryland,Plants,2,4500,0.1,transfer
2024-05-10,Ikeja,Other,1,1500,0,cash
2024-05-10,Lekki,Furniture,5,26000,0,card
2024-05-10,Yaba,Plants,3,4500,0.05,cash
2024-05-10,Surulere,Tools,6,8000,0.1,card
2024-05-10,Surulere,Tools,6,8000,0,cash
2024-05-10,Ajah,Soil,6,2200,0,cash
2024-05-10,Ajah,Tools,4,8000,0,card
2024-05-10,Ajah,Other,4,1500,0.05,transfer
2024-05-10,Maryland,Soil,6,2200,0.05,transfer
2024-05-10,Maryland,Pots,3,3000,0,card
2024-05-11,Ikeja,Other,4,1500,0,card
2024-05-11,Ikeja,Tools,6,8000,0,cash
2024-05-11,Ikeja,Plants,4,4500,0,cash
2024-05-11,Lekki,Furniture,3,26000,0.1,card
2024-05-11,Lekki,Pots,4,3000,0,card
2024-05-11,Lekki,Pots,0,3000,0,cash
2024-05-11,Lekki,Other,0,4500,0,cash
2024-05-11,Yaba,Soil,5,2200,0,transfer
2024-05-11,Yaba,Pots,5,3000,0,cash
2024-05-11,Surulere,Furniture,1,26000,0.1,card
2024-05-11,Surulere,Tools,4,8000,0,card
2024-05-11,Ajah,Other,4,1500,0.05,cash
2024-05-11,Maryland,Tools,4,8000,0,cash
2024-05-11,Maryland,Pots,6,3000,0.05,transfer
2024-05-12,Ikeja,Pots,4,3000,0,cash
2024-05-12,Ikeja,Tools,3,8000,0.05,transfer
2024-05-12,Ikeja,Furniture,3,26000,0.1,card
2024-05-12,Lekki,Other,2,1500,0,card
2024-05-12,Yaba,Furniture,6,26000,0,transfer
2024-05-12,Yaba,Tools,2,8000,0.1,card
2024-05-12,Surulere,Tools,1,8000,0,card
2024-05-12,Surulere,Tools,5,8000,0,card
2024-05-12,Surulere,Tools,6,8000,0,card
