listing_id,city,listed_date,sold_date,bedrooms,area,price
1420,Ibadan,2024-01-26,2024-05-09,3,122,633000
1421,PH,2024-11-03,2024-02-29,1,79,346000
1422,Ibadan,2024-02-01,2024-01-23,1,80,208000
1423,Ibadan,2024-02-21,2024-06-08,3,122,582000
1424,Abuja,2024-07-02,2024-07-25,2,119,325000
1425,Ibadan,2024-05-22,2024-06-16,5,204,616000
1426,Abuja,2024-08-14,2024-10-15,4,162,569000
1427,Ibadan,2024-09-30,2024-01-07,3,138,443000
1428,Ibadan,2024-03-23,2024-08-29,1,58,265000
1429,PH,2024-02-28,2024-07-15,4,1884,681000
1430,Lagos,2024-02-12,2024-06-17,5,191,979000
1431,PH,2024-04-07,2024-04-24,2,103,331000
1432,Ibadan,2024-06-14,2024-10-01,1,56,193000
1433,Abuja,2024-05-17,2024-10-26,3,145,768000
1434,Lagos,2024-02-05,2024-04-28,5,239,1166000
1435,Abuja,2024-02-14,2024-06-29,5,220,1030000
1436,Ibadan,2024-06-14,2024-11-26,1,70,260000
1437,Abuja,2024-04-07,2024-07-03,1,69,239000
1438,Lagos,2024-02-18,2024-03-29,1,53,275000
1439,Ibadan,2024-12-05,2024-04-03,4,1873,860000
1440,Ibadan,2024-05-20,2024-07-28,5,2562,642000
1441,Lagos,2024-10-17,2024-03-08,5,190,907000
1442,PH,2024-08-13,2024-01-03,3,130,501000
1443,Abuja,2024-05-23,2024-06-23,5,200,690000
1444,Lagos,2024-06-03,2024-07-04,3,152,526000
1445,PH,2024-11-13,2024-02-21,3,152,738000
1446,Ibadan,2024-06-05,2024-05-19,5,2303,1120000
1447,Abuja,2024-06-11,2024-07-15,1,65,305000
1448,PH,2024-04-22,2024-06-24,2,106,278000
1449,Ibadan,2024-10-05,2024-02-15,3,112,414000
1450,PH,2024-06-23,2024-08-22,4,176,832000
1451,PH,2024-05-09,2024-07-20,4,2013,1016000
1452,Abuja,2024-03-03,2024-02-28,1,31,262000
1453,Ibadan,2024-07-14,2024-08-18,5,197,1096000
1454,Lagos,2024-11-07,2024-12-27,2,78,426000
1455,Lagos,2024-06-18,2024-08-03,2,106,565000
1456,PH,2024-09-06,2024-12-20,1,52,303000
1457,Abuja,2024-06-23,2024-11-30,3,119,457000
1458,Ibadan,2024-07-07,2024-08-14,2,95,350000
1459,Ibadan,2024-05-31,2024-10-14,5,235,917000
1460,Abuja,2024-08-27,2024-10-31,5,197,1101000
1461,Ibadan,2024-05-21,2024-10-18,3,144,371000
1462,PH,2024-03-31,2024-07-31,4,200,567000
1463,Abuja,2024-06-06,2024-11-01,3,128,309000
1464,PH,2024-07-04,2024-12-05,5,216,918000
1465,Abuja,2024-03-23,2024-03-10,5,2562,700000
1466,Lagos,2024-06-08,2024-09-09,5,202,906000
1467,Lagos,2024-08-24,2024-10-17,3,116,371000
1468,PH,2024-08-02,2024-09-15,2,88,376000
1469,PH,2024-05-12,2024-07-02,3,149,707000
1470,Abuja,2024-12-13,2024-05-19,4,1948,766000
1471,PH,2024-03-18,2024-05-31,1,72,346000
1472,Abuja,2024-11-28,2024-02-25,1,33,195000
1473,Abuja,2024-03-09,2024-03-22,4,199,718000
1474,Lagos,2024-01-24,2024-04-23,4,163,770000
1475,Ibadan,2024-07-08,2024-12-14,1,60,342000
1476,Ibadan,2024-12-10,2024-03-31,5,197,831000
1477,Ibadan,2024-01-25,2024-04-19,1,45,39000
1478,Abuja,2024-07-03,2024-09-24,1,48,161000
1479,Lagos,2024-10-15,2024-01-28,1,56,237000
1480,PH,2024-06-30,2024-09-03,5,236,885000
1481,PH,2024-06-17,2024-12-03,2,98,441000
1482,Abuja,2024-09-26,2024-11-12,2,72,436000
1483,PH,2024-07-21,2024-12-26,2,117,544000
1484,Abuja,2024-12-13,2024-03-29,4,175,590000
1485,Lagos,2024-05-26,2024-11-05,5,240,1077000
1486,Ibadan,2024-03-13,2024-05-20,2,70,2620000
1487,PH,2024-08-26,2024-10-07,5,203,786000
1488,PH,2024-04-06,2024-06-01,2,119,362000
1489,PH,2024-03-02,2024-03-18,4,176,743000
1490,Ibadan,2024-02-21,2024-05-24,4,2002,598000
1491,Ibadan,2024-07-27,2024-11-16,3,120,430000
1492,Ibadan,2024-10-17,2024-01-09,5,232,82300
1493,Ibadan,2024-12-14,2024-04-15,3,119,470000
1494,Abuja,2024-11-19,2024-04-15,5,206,981000
1495,Ibadan,2024-09-09,2024-01-05,3,141,549000
1496,Lagos,2024-03-04,2024-07-04,3,1668,586000
1497,Ibadan,2024-06-12,2024-11-30,2,73,508000
1498,PH,2024-05-25,2024-06-28,1,56,132000
1499,Lagos,2024-12-19,2024-01-16,3,160,482000
1500,Ibadan,2024-08-16,2024-11-25,5,2508,695000
1501,Abuja,2024-08-05,2024-11-12,3,157,934000
1502,Ibadan,2024-11-20,2024-11-30,3,133,432000
1503,Abuja,2024-01-09,2024-03-25,3,154,637000
1504,Abuja,2024-06-16,2024-06-28,4,165,711000
1505,PH,2024-06-08,2024-07-04,2,83,322000
1506,Abuja,2024-02-01,2024-04-04,3,151,598000
1507,Abuja,2024-03-21,2024-05-16,1,75,359000
1508,Ibadan,2024-12-20,2024-03-15,2,72,331000
1509,Abuja,2024-05-10,2024-07-13,1,624,105000
1510,PH,2024-06-30,2024-12-05,4,175,577000
1511,PH,2024-04-21,2024-08-08,4,180,734000
1512,Abuja,2024-02-22,2024-06-19,4,185,963000
1513,Lagos,2024-03-01,2024-03-12,4,160,458000
1514,Lagos,2024-03-21,2024-07-05,2,1173,239000
1515,Ibadan,2024-03-29,2024-06-18,5,214,596000
1516,Ibadan,2024-09-22,2024-10-17,4,1970,594000
1517,Lagos,2024-09-02,2024-11-06,3,134,710000
1518,Ibadan,2024-01-17,2024-04-30,5,197,510000
1519,Abuja,2024-01-11,2024-03-13,3,152,578000
1520,Ibadan,2024-07-21,2024-08-27,2,118,407000
1521,Abuja,2024-01-22,2024-07-15,3,132,393000
1522,Ibadan,2024-01-05,2024-03-30,3,121,506000
1523,Abuja,2024-01-20,2024-04-09,1,67,298000
1524,Ibadan,2024-02-25,2024-04-19,2,84,171000
1525,PH,2024-05-12,2024-07-20,2,117,299000
1526,Ibadan,2024-07-04,2024-10-02,3,149,802000
1527,Abuja,2024-02-23,2024-06-30,1,79,315000
1528,Abuja,2024-10-11,2024-10-25,2,117,443000
1529,Ibadan,2024-08-23,2024-01-15,2,90,493000
1530,PH,2024-02-01,2024-06-14,3,137,603000
1531,Abuja,2024-08-31,2024-10-01,2,118,595000
1532,Ibadan,2024-04-20,2024-07-26,1,63,167000
1533,Abuja,2024-04-15,2024-08-23,2,120,716000
1534,Lagos,2024-10-15,2024-12-15,5,203,744000
1535,Ibadan,2024-11-01,2024-10-15,4,189,818000
1536,PH,2024-02-05,2024-05-27,4,159,628000
1537,Lagos,2024-03-06,2024-04-11,2,872,386000
1538,Lagos,2024-05-06,2024-08-22,4,156,719000
1539,Abuja,2024-04-04,2024-05-31,4,176,765000
1540,Ibadan,2024-06-06,2024-09-20,3,128,332000
1541,Ibadan,2024-08-18,2024-10-11,3,148,437000
1542,Abuja,2024-09-17,2024-09-28,1,64,349000
1543,Lagos,2024-09-19,2024-11-17,1,50,261000
1544,Abuja,2024-08-30,2024-09-28,1,49,88000
1545,Abuja,2024-04-15,2024-09-18,2,89,387000
1546,PH,2024-03-05,2024-07-25,1,57,180000
1547,Lagos,2024-11-13,2024-12-10,1,60,161000
1548,PH,2024-10-09,2024-03-05,4,169,503000
1549,Ibadan,2024-10-06,2024-12-27,2,78,312000
1550,Abuja,2024-01-23,2024-04-23,3,146,632000
1551,Lagos,2024-08-12,2024-11-08,3,115,367000
1552,Abuja,2024-09-24,2024-12-08,4,175,534000
1553,Abuja,2024-09-22,2024-11-29,1,60,127000
1554,Abuja,2024-02-11,2024-06-04,5,205,513000
1555,Abuja,2024-09-19,2024-11-12,2,117,523000
1556,Lagos,2024-01-06,2024-02-22,2,74,365000
1557,Abuja,2024-12-18,2024-02-29,5,229,1001000
1558,Abuja,2024-03-05,2024-03-19,4,184,484000
1559,Ibadan,2024-01-24,2024-07-16,4,165,838000
1560,PH,2024-08-16,2024-12-29,2,111,517000
1561,Ibadan,2024-08-20,2024-09-04,4,180,1053000
1562,Abuja,2024-10-09,2024-12-16,5,223,708000
1563,Abuja,2024-11-25,2024-12-12,1,72,266000
1564,Ibadan,2024-05-10,2024-10-14,2,119,409000
1565,Abuja,2024-07-13,2024-08-11,4,196,998000
1566,Ibadan,2024-11-02,2024-01-18,3,149,610000
1567,Lagos,2024-02-14,2024-05-08,4,186,922000
1568,PH,2024-07-13,2024-10-07,3,140,555000
1569,PH,2024-11-07,2024-11-26,2,111,455000
1570,Abuja,2024-07-02,2024-11-02,2,86,494000
1571,Ibadan,2024-01-16,2024-07-06,1,75,248000
1572,Lagos,2024-04-28,2024-09-10,4,181,915000
1573,PH,2024-03-11,2024-05-29,5,224,1132000
1574,PH,2024-08-04,2024-12-18,2,107,469000
1575,Lagos,2024-05-18,2024-09-30,5,2207,770000
1576,Ibadan,2024-03-27,2024-08-12,4,157,531000
1577,PH,2024-08-10,2024-10-03,3,133,439000
1578,Ibadan,2024-11-22,2024-04-06,5,218,781000
1579,Abuja,2024-01-22,2024-05-27,5,239,1078000
1580,Abuja,2024-02-04,2024-06-29,3,138,351000
1581,Ibadan,2024-01-29,2024-06-04,4,195,911000
1582,Ibadan,2024-03-09,2024-07-20,3,151,403000
1583,Lagos,2024-06-18,2024-11-29,4,165,492000
1584,PH,2024-11-12,2024-04-14,1,69,176000
1585,Lagos,2024-04-25,2024-06-04,3,138,367000
1586,PH,2024-06-28,2024-08-06,1,34,48000
1587,Abuja,2024-03-06,2024-04-08,1,38,56000
1588,Ibadan,2024-08-24,2024-02-15,2,89,422000
1589,Ibadan,2024-12-27,2024-01-21,3,120,645000
1590,Lagos,2024-11-05,2024-01-26,1,69,407000
1591,Ibadan,2024-01-20,2024-03-04,3,120,291000
1592,PH,2024-03-06,2024-08-05,2,112,516000
1593,Ibadan,2024-07-16,2024-08-03,3,152,847000
1594,Ibadan,2024-01-31,2024-02-17,5,200,738000
1595,PH,2024-02-26,2024-05-18,2,115,455000
1596,PH,2024-08-13,2024-09-09,2,104,427000
1597,Lagos,2024-05-29,2024-08-24,3,160,442000
1598,PH,2024-07-22,2024-10-02,5,2530,808000
1599,PH,2024-11-08,2024-12-01,2,111,357000
1600,PH,2024-04-11,2024-09-12,1,63,328000
1601,PH,2024-04-19,2024-09-17,5,232,633000
1602,Abuja,2024-06-12,2024-11-15,5,225,696000
1603,Abuja,2024-01-14,2024-06-16,1,69,384000
1604,Lagos,2024-12-15,2024-12-29,5,191,635000
1605,PH,2024-09-17,2024-11-22,1,51,287000
1606,Abuja,2024-01-01,2024-04-16,4,200,985000
1607,PH,2024-11-23,2024-01-08,1,35,195000
1608,Lagos,2024-05-16,2024-10-27,1,61,282000
1609,PH,2024-09-24,2024-10-29,4,192,805000
1610,Lagos,2024-07-27,2024-11-14,2,113,591000
1611,Abuja,2024-03-06,2024-08-19,5,228,906000
1612,Lagos,2024-06-30,2024-10-04,3,114,307000
1613,PH,2024-12-22,2024-06-15,3,130,616000
1614,Abuja,2024-08-12,2024-11-09,1,47,154000
1615,PH,2024-12-21,2024-03-15,4,172,539000
1616,Ibadan,2024-10-08,2024-10-21,5,194,913000
1617,Lagos,2024-09-04,2024-11-17,3,154,769000
1618,Abuja,2024-03-15,2024-07-15,5,216,846000
1619,Abuja,2024-06-16,2024-08-25,3,159,599000
1620,Abuja,2024-11-27,2024-01-22,4,173,881000
1621,Abuja,2024-12-02,2024-02-06,5,2379,707000
1622,PH,2024-01-20,2024-07-11,4,190,782000
1623,Abuja,2024-12-05,2024-05-07,3,127,611000
1624,Ibadan,2024-05-22,2024-06-23,4,172,790000
1625,Ibadan,2024-05-24,2024-09-06,3,150,407000
1626,Abuja,2024-10-14,2024-04-03,4,150,651000
1627,Abuja,2024-04-24,2024-05-16,3,1679,431000
1628,Lagos,2024-09-25,2024-03-23,2,111,451000
1629,Lagos,2024-12-07,2024-12-26,3,137,456000
1630,PH,2024-09-12,2024-11-29,2,105,562000
1631,PH,2024-11-29,2024-04-05,1,62,392000
1632,Lagos,2024-07-05,2024-08-10,2,76,325000
1633,Abuja,2024-10-12,2024-01-08,5,198,770000
1634,Abuja,2024-04-09,2024-03-20,1,68,329000
1635,Abuja,2024-07-16,2024-11-25,2,111,352000
1636,Ibadan,2024-11-03,2024-01-12,5,233,747000
1637,PH,2024-05-27,2024-09-14,2,81,231000
1638,PH,2024-08-25,2024-01-16,5,204,897000
1639,Ibadan,2024-03-24,2024-09-09,3,124,485000
1640,PH,2024-07-30,2024-10-02,3,146,878000
1641,Abuja,2024-06-07,2024-08-14,2,76,326000
1642,Lagos,2024-07-30,2024-11-24,3,110,578000
1643,PH,2024-02-17,2024-05-15,1,79,173000
1644,Lagos,2024-03-08,2024-03-25,1,55,266000
1645,Abuja,2024-02-04,2024-03-26,1,36,260000
1646,Ibadan,2024-03-31,2024-08-02,4,170,874000
1647,PH,2024-03-12,2024-05-25,1,52,220000
1648,Abuja,2024-10-26,2024-02-02,1,64,216000
1649,Abuja,2024-07-20,2024-11-22,3,114,630000
1650,PH,2024-11-02,2024-03-17,3,119,579000
1651,Ibadan,2024-06-01,2024-09-16,3,134,343000
1652,PH,2024-09-25,2024-02-26,3,114,596000
1653,Abuja,2024-07-29,2024-12-01,2,109,463000
1654,Lagos,2024-02-07,2024-03-04,1,65,365000
1655,PH,2024-09-14,2024-11-30,2,94,429000
1656,Lagos,2024-09-24,2024-03-01,2,94,521000
1657,PH,2024-06-27,2024-10-16,2,90,343000
1658,Lagos,2024-10-19,2024-11-19,1,53,267000
1659,Lagos,2024-08-30,2024-11-10,5,240,761000
1660,Abuja,2024-02-06,2024-07-23,4,198,784000
1661,Lagos,2024-02-18,2024-07-12,5,236,880000
1662,Lagos,2024-09-01,2024-09-15,4,175,766000
1663,Lagos,2024-09-22,2024-02-26,5,191,1031000
1664,Abuja,2024-01-19,2024-04-22,4,166,824000
1665,Abuja,2024-07-21,2024-09-25,3,1485,714000
1666,PH,2024-02-11,2024-05-10,4,191,516000
1667,Lagos,2024-09-07,2024-01-30,3,142,547000
1668,Lagos,2024-03-25,2024-09-01,2,102,386000
1669,Lagos,2024-03-26,2024-07-23,4,161,709000
1670,Ibadan,2024-08-23,2024-10-26,5,2508,1250000
1671,Abuja,2024-07-22,2024-09-18,5,201,669000
1672,Abuja,2024-08-11,2024-01-25,4,179,649000
1673,PH,2024-01-04,2024-02-24,4,199,780000
1674,Abuja,2024-02-24,2024-04-27,1,74,205000
1675,Lagos,2024-11-09,2024-01-30,5,191,667000
1676,Ibadan,2024-06-23,2024-10-23,1,76,331000
1677,PH,2024-07-16,2024-10-03,1,47,160000
1678,Abuja,2024-06-27,2024-11-08,3,134,669000
1679,Abuja,2024-01-09,2024-06-10,5,220,991000
1680,Ibadan,2024-02-16,2024-02-03,5,197,594000
1681,Ibadan,2024-04-24,2024-07-20,5,197,996000
1682,Ibadan,2024-04-12,2024-10-06,5,207,531000
1683,Lagos,2024-05-14,2024-06-20,1,37,38000
1684,Abuja,2024-09-12,2024-03-02,4,180,821000
1685,Ibadan,2024-02-16,2024-04-12,5,210,868000
1686,Abuja,2024-06-13,2024-10-19,5,202,1078000
1687,Ibadan,2024-11-15,2024-12-19,2,101,374000
1688,Ibadan,2024-07-03,2024-09-21,1,77,277000
1689,Ibadan,2024-02-18,2024-03-07,5,232,1085000
1690,Lagos,2024-06-28,2024-10-28,1,68,146000
1691,Lagos,2024-06-12,2024-11-08,4,167,979000
1692,Lagos,2024-05-27,2024-06-30,2,86,446000
1693,Lagos,2024-05-05,2024-06-21,2,98,258000
1694,PH,2024-12-11,2024-02-15,1,78,183000
1695,Ibadan,2024-06-10,2024-08-05,3,156,497000
1696,Abuja,2024-01-23,2024-06-18,1,74,236000
1697,Abuja,2024-04-12,2024-06-04,1,829,403000
1698,Lagos,2024-02-09,2024-05-21,2,101,543000
1699,Abuja,2024-04-19,2024-08-11,2,88,226000
1700,PH,2024-04-17,2024-09-30,5,204,773000
1701,Ibadan,2024-06-06,2024-09-29,2,861,211000
1702,Lagos,2024-05-23,2024-08-28,1,31,59000
1703,Lagos,2024-03-23,2024-09-01,2,764,271000
1704,PH,2024-10-04,2024-03-05,1,57,312000
1705,Ibadan,2024-07-24,2024-07-10,1,30,97000
1706,Abuja,2024-12-24,2024-01-13,3,1227,474000
1707,Lagos,2024-03-08,2024-05-21,1,35,108000
1708,PH,2024-10-31,2024-10-18,3,133,658000
1709,Lagos,2024-03-13,2024-03-03,4,191,518000
1710,Abuja,2024-12-24,2024-04-03,5,212,834000
1711,Abuja,2024-09-30,2024-02-07,3,124,485000
1712,Abuja,2024-11-02,2024-12-17,2,74,281000
1713,Abuja,2024-04-26,2024-09-08,1,45,210000
1714,PH,2024-01-02,2024-04-15,2,87,344000
1715,Abuja,2024-10-14,2024-02-29,3,153,513000
1716,Abuja,2024-09-19,2024-11-07,5,231,944000
1717,Ibadan,2024-07-18,2024-08-08,3,113,422000
1718,Ibadan,2024-06-24,2024-10-14,4,179,542000
1719,Ibadan,2024-08-31,2024-12-04,2,111,588000
1720,Lagos,2024-12-11,2024-04-26,4,181,664000
1721,PH,2024-02-06,2024-02-26,1,67,408000
1722,PH,2024-04-20,2024-07-19,2,109,516000
1723,Lagos,2024-03-12,2024-08-09,5,211,1006000
1724,Abuja,2024-08-29,2024-12-01,5,234,1026000
1725,PH,2024-09-02,2024-01-27,2,73,375000
1726,Abuja,2024-05-13,2024-08-25,1,39,137000
1727,Ibadan,2024-02-12,2024-07-29,4,164,719000
1728,Lagos,2024-08-12,2024-12-14,1,44,133000
1729,Lagos,2024-05-19,2024-06-10,4,170,638000
1730,Lagos,2024-04-04,2024-07-03,3,114,520000
1731,PH,2024-05-01,2024-05-29,2,113,573000
1732,PH,2024-05-12,2024-08-21,2,88,235000
1733,Lagos,2024-12-19,2024-01-11,2,74,346000
1734,Abuja,2024-09-18,2024-02-16,1,45,258000
1735,Lagos,2024-02-12,2024-04-26,1,67,173000
1736,Ibadan,2024-06-08,2024-07-16,4,190,700000
1737,Lagos,2024-04-09,2024-04-30,4,198,559000
1738,PH,2024-08-07,2024-01-05,5,218,1005000
1739,Ibadan,2024-10-11,2024-11-21,1,44,241000
1740,Lagos,2024-08-09,2024-09-03,3,159,647000
1741,Ibadan,2024-11-24,2024-12-24,1,64,280000
1742,Lagos,2024-01-22,2024-02-01,3,158,362000
1743,Ibadan,2024-03-07,2024-04-04,3,155,379000
1744,PH,2024-10-13,2024-10-27,2,87,335000
1745,Ibadan,2024-06-25,2024-11-07,4,162,586000
1746,Abuja,2024-03-30,2024-09-12,4,170,781000
1747,Ibadan,2024-05-13,2024-08-19,3,138,631000
1748,Lagos,2024-07-01,2024-10-10,3,154,639000
1749,PH,2024-04-27,2024-04-13,3,1281,398000
1750,Abuja,2024-03-22,2024-06-30,1,59,353000
1751,PH,2024-10-18,2024-03-14,2,107,350000
1752,Ibadan,2024-12-14,2024-04-02,3,118,505000
1753,Ibadan,2024-05-18,2024-08-09,2,79,292000
1754,PH,2024-11-06,2024-02-19,5,215,670000
1755,Ibadan,2024-04-18,2024-09-10,2,96,331000
1756,Lagos,2024-06-06,2024-07-03,4,154,929000
1757,PH,2024-03-28,2024-09-14,3,119,429000
1758,Abuja,2024-04-25,2024-06-30,3,140,445000
1759,Abuja,2024-09-11,2024-12-28,4,180,1078000
1760,Ibadan,2024-10-29,2024-04-07,3,1313,35000
1761,Ibadan,2024-11-11,2024-03-12,4,197,55800
1762,Ibadan,2024-12-04,2024-05-23,3,114,364000
1763,PH,2024-01-01,2024-04-01,3,123,462000
1764,PH,2024-12-08,2024-03-07,2,114,405000
1765,PH,2024-10-16,2024-02-10,4,193,888000
1766,PH,2024-12-14,2024-02-27,5,216,1098000
1767,Ibadan,2024-08-11,2024-11-16,3,156,726000
1768,PH,2024-02-11,2024-06-29,2,76,146000
1769,Ibadan,2024-10-15,2024-11-07,5,228,756000
1770,Lagos,2024-09-27,2024-03-02,5,209,1154000
1771,Lagos,2024-01-13,2024-03-16,3,114,346000
1772,PH,2024-11-12,2024-03-26,3,132,527000
1773,PH,2024-09-06,2024-11-17,5,203,1158000
1774,Abuja,2024-11-06,2024-12-24,2,83,262000
1775,PH,2024-10-18,2024-04-01,5,203,713000
1776,Ibadan,2024-09-23,2024-11-23,2,100,584000
1777,Ibadan,2024-12-17,2024-05-22,2,73,417000
1778,PH,2024-01-11,2024-05-05,4,1830,87500
1779,Abuja,2024-01-02,2024-01-24,5,216,743000
1780,Lagos,2024-03-22,2024-09-14,1,55,191000
1781,PH,2024-06-24,2024-09-01,3,111,391000
1782,Lagos,2024-07-13,2024-12-21,4,1615,746000
1783,Ibadan,2024-08-21,2024-09-11,4,1851,488000
1784,Lagos,2024-08-06,2024-11-08,1,34,124000
1785,Abuja,2024-10-17,2024-12-09,3,110,484000
1786,Ibadan,2024-08-05,2024-07-26,5,191,586000
1787,Lagos,2024-07-28,2024-01-12,3,145,439000
1788,Ibadan,2024-03-09,2024-08-05,2,71,376000
1789,Lagos,2024-01-11,2024-02-22,3,130,375000
1790,Abuja,2024-07-21,2024-11-09,1,39,16000
1791,Abuja,2024-03-16,2024-06-05,2,104,318000
1792,PH,2024-11-28,2024-04-06,1,54,153000
1793,PH,2024-02-08,2024-03-01,5,194,937000
1794,Lagos,2024-08-12,2024-11-06,2,75,236000
1795,Abuja,2024-03-16,2024-04-10,5,207,570000
1796,Lagos,2024-06-08,2024-07-03,4,173,417000
1797,PH,2024-12-19,2024-03-26,1,39,159000
1798,Lagos,2024-06-23,2024-10-13,1,43,86000
1799,Abuja,2024-05-03,2024-10-14,1,45,120000
1800,Ibadan,2024-10-12,2024-11-30,2,108,510000
1801,PH,2024-08-02,2024-11-27,5,201,993000
1802,Ibadan,2024-08-15,2024-02-10,3,158,811000
1803,Ibadan,2024-11-28,2024-05-08,2,89,253000
1804,Lagos,2024-06-13,2024-11-01,4,2110,615000
1805,Lagos,2024-01-29,2024-05-17,5,202,929000
1806,Ibadan,2024-03-23,2024-06-17,1,36,45000
1807,Lagos,2024-11-27,2024-12-13,1,46,209000
1808,Ibadan,2024-01-16,2024-05-23,4,197,930000
1809,Abuja,2024-01-12,2024-04-11,2,98,517000
1810,Abuja,2024-01-08,2024-05-05,2,70,177000
1811,Lagos,2024-02-23,2024-04-25,2,92,457000
1812,Abuja,2024-03-14,2024-05-14,1,78,263000
1813,Ibadan,2024-09-09,2024-11-09,5,211,556000
1814,Abuja,2024-06-03,2024-11-21,4,191,773000
1815,Ibadan,2024-02-23,2024-05-26,4,165,587000
1816,Abuja,2024-03-16,2024-04-10,2,116,556000
1817,PH,2024-01-26,2024-01-24,4,154,781000
1818,Abuja,2024-04-23,2024-09-01,3,135,598000
1819,Ibadan,2024-07-06,2024-10-02,3,140,416000
1820,PH,2024-01-11,2024-04-29,2,77,328000
1821,Lagos,2024-06-16,2024-10-20,3,158,829000
1822,Lagos,2024-08-19,2024-12-07,1,35,113000
1823,Ibadan,2024-01-17,2024-02-13,1,41,263000
1824,Lagos,2024-01-09,2024-03-07,4,178,529000
1825,Ibadan,2024-08-02,2024-10-09,1,66,298000
1826,Lagos,2024-11-17,2024-02-05,5,225,926000
1827,Abuja,2024-07-03,2024-11-22,5,190,634000
1828,Ibadan,2024-12-04,2024-02-20,5,213,858000
1829,PH,2024-07-07,2024-10-31,2,109,606000
1830,PH,2024-03-28,2024-07-14,1,79,374000
1831,Lagos,2024-05-16,2024-09-09,2,92,138000
1832,Lagos,2024-08-24,2024-01-20,3,156,722000
1833,PH,2024-03-28,2024-05-19,1,67,165000
1834,Abuja,2024-05-15,2024-10-04,5,218,977000
1835,Ibadan,2024-02-27,2024-05-28,3,151,687000
1836,Lagos,2024-01-28,2024-06-17,3,150,564000
1837,Ibadan,2024-09-04,2024-10-15,1,54,186000
1838,Ibadan,2024-03-26,2024-04-23,1,74,292000
1839,Lagos,2024-03-22,2024-04-04,2,71,417000
1840,PH,2024-09-04,2024-09-22,4,194,849000
1841,Lagos,2024-04-03,2024-09-11,1,31,217000
1842,PH,2024-08-28,2024-10-30,3,1259,304000
1843,PH,2024-11-05,2024-05-01,3,147,442000
1844,Lagos,2024-08-08,2024-09-10,3,137,633000
1845,Ibadan,2024-04-05,2024-06-24,3,136,330000
1846,Lagos,2024-03-05,2024-08-21,2,85,222000
1847,PH,2024-01-19,2024-03-25,3,111,500000
1848,Abuja,2024-12-23,2024-03-17,4,199,649000
1849,Ibadan,2024-11-11,2024-03-16,1,35,79000
1850,Ibadan,2024-11-03,2024-02-09,3,156,568000
1851,PH,2024-06-14,2024-09-10,2,100,605000
1852,Ibadan,2024-09-30,2024-12-24,1,74,313000
1853,PH,2024-01-01,2024-04-23,5,238,681000
1854,Ibadan,2024-04-29,2024-09-22,3,116,463000
1855,Abuja,2024-01-27,2024-04-08,1,58,301000
1856,Ibadan,2024-01-05,2024-06-21,1,59,323000
1857,Ibadan,2024-05-31,2024-08-02,1,33,151000
1858,Abuja,2024-06-27,2024-12-08,4,181,561000
1859,Ibadan,2024-05-30,2024-11-02,5,207,828000
1860,Lagos,2024-05-01,2024-06-03,4,2067,895000
1861,Ibadan,2024-04-09,2024-06-14,3,128,500000
1862,Abuja,2024-09-04,2024-12-08,1,56,240000
1863,Lagos,2024-04-14,2024-08-22,2,110,502000
1864,Abuja,2024-07-31,2024-01-26,4,195,568000
1865,PH,2024-03-12,2024-07-28,1,56,314000
1866,Abuja,2024-02-13,2024-02-25,4,1798,685000
1867,PH,2024-08-28,2024-08-13,5,195,1068000
1868,Ibadan,2024-07-29,2024-01-24,2,91,208000
1869,Ibadan,2024-03-15,2024-05-26,5,210,853000
1870,Abuja,2024-03-24,2024-09-14,5,191,996000
1871,Ibadan,2024-11-17,2024-04-24,1,76,347000
1872,PH,2024-08-21,2024-09-10,5,2583,1106000
1873,Abuja,2024-07-29,2024-07-14,3,118,373000
1874,Ibadan,2024-11-17,2024-03-29,3,128,429000
1875,Lagos,2024-05-13,2024-08-15,2,81,367000
1876,Lagos,2024-07-15,2024-08-18,3,113,527000
1877,PH,2024-03-16,2024-07-07,3,113,497000
1878,Abuja,2024-02-07,2024-07-06,3,160,659000
1879,Abuja,2024-12-09,2024-02-27,4,199,923000
1880,Lagos,2024-05-16,2024-10-26,5,233,666000
1881,PH,2024-11-12,2024-02-06,1,70,194000
1882,Abuja,2024-07-18,2024-08-16,3,140,362000
1883,Ibadan,2024-08-15,2024-10-11,4,184,801000
1884,Abuja,2024-04-27,2024-08-26,4,2088,875000
1885,PH,2024-01-25,2024-02-15,1,34,274000
1886,Ibadan,2024-06-03,2024-11-24,2,72,107000
1887,Ibadan,2024-10-01,2024-11-14,1,37,120000
1888,Abuja,2024-02-26,2024-07-06,2,90,325000
1889,Lagos,2024-01-08,2024-01-22,5,200,710000
1890,Abuja,2024-08-24,2024-01-13,5,225,899000
1891,Lagos,2024-12-11,2024-04-03,2,113,502000
1892,Abuja,2024-06-01,2024-07-24,2,120,456000
1893,PH,2024-06-02,2024-09-14,5,201,776000
1894,Abuja,2024-07-12,2024-11-12,5,231,693000
1895,Abuja,2024-01-18,2024-07-07,5,214,600000
1896,Ibadan,2024-05-27,2024-06-12,5,2433,1158000
1897,Ibadan,2024-03-06,2024-04-27,4,186,461000
1898,Lagos,2024-12-18,2024-02-01,1,850,268000
1899,Ibadan,2024-07-26,2024-10-08,2,80,217000
1900,PH,2024-08-13,2024-09-04,2,108,482000
1901,PH,2024-05-07,2024-09-24,3,1679,767000
1902,PH,2024-11-26,2024-12-10,1,57,271000
