date,store,category,sku,movement_type,qty,counted_delta
2024-02-14,S4,Grocery,GR-150,receipt,36,0
2024-02-14,S5,Apparel,AP-631,sale,-1,0
2024-02-14,S5,Electronics,EL-556,return,1,0
2024-02-14,S5,Grocery,GR-928,return,1,0
2024-02-14,S5,Apparel,AP-319,sale,-4,0
2024-02-14,S5,Grocery,GR-864,sale,-2,0
2024-02-14,S5,Electronics,EL-479,receipt,47,0
2024-02-14,S5,Apparel,AP-479,sale,-4,0
2024-02-14,S5,Apparel,AP-123,count,0,-2
2024-02-14,S5,Electronics,EL-274,receipt,26,0
2024-02-14,S5,Grocery,GR-777,count,0,0
2024-02-15,S1,Grocery,GR-976,count,0,1
2024-02-15,S1,Home,HO-395,sale,-5,0
2024-02-15,S1,Home,HO-985,return,2,0
2024-02-15,S1,Electronics,EL-968,sale,-1,0
2024-02-15,S1,Electronics,EL-205,return,3,0
2024-02-15,S1,Electronics,EL-989,return,1,0
2024-02-15,S1,Grocery,GR-515,sale,-6,0
2024-02-15,S1,Electronics,EL-771,count,0,2
2024-02-15,S1,Home,HO-569,sale,-1,0
2024-02-15,S1,Home,HO-404,return,2,0
2024-02-15,S2,Electronics,EL-758,return,2,0
2024-02-15,S2,Apparel,AP-948,count,0,1
2024-02-15,S2,Grocery,GR-849,sale,-6,0
2024-02-15,S2,Electronics,EL-868,sale,-1,0
2024-02-15,S2,Grocery,GR-940,receipt,48,0
2024-02-15,S2,Electronics,EL-733,sale,-4,0
2024-02-15,S2,Home,HO-614,sale,-1,0
2024-02-15,S2,Home,HO-646,sale,-3,0
2024-02-15,S3,Grocery,GR-958,sale,-4,0
2024-02-15,S3,Grocery,GR-608,sale,-3,0
2024-02-15,S3,Grocery,GR-169,sale,-4,0
2024-02-15,S3,Grocery,GR-149,receipt,57,0
2024-02-15,S3,Grocery,GR-671,sale,-2,0
2024-02-15,S3,Home,HO-840,count,0,0
2024-02-15,S3,Electronics,EL-648,sale,-3,0
2024-02-15,S3,Home,HO-171,receipt,27,0
2024-02-15,S3,Home,HO-987,return,2,0
2024-02-15,S3,Apparel,AP-531,count,0,0
2024-02-15,S3,Electronics,EL-960,sale,-6,0
2024-02-15,S3,Electronics,EL-298,sale,-5,0
2024-02-15,S3,Electronics,EL-480,sale,-5,0
2024-02-15,S3,Electronics,EL-515,sale,-3,0
2024-02-15,S3,Electronics,EL-842,sale,-3,0
2024-02-15,S4,Apparel,AP-945,sale,-1,0
2024-02-15,S4,Home,HO-431,count,0,-1
2024-02-15,S4,Apparel,AP-108,count,0,0
2024-02-15,S4,Apparel,AP-942,return,3,0
2024-02-15,S4,Grocery,GR-910,receipt,43,0
2024-02-15,S4,Home,HO-452,return,1,0
2024-02-15,S4,Apparel,AP-533,sale,-5,0
2024-02-15,S4,Grocery,GR-852,receipt,40,0
2024-02-15,S4,Apparel,AP-596,sale,-6,0
2024-02-15,S4,Apparel,AP-714,sale,-6,0
2024-02-15,S4,Electronics,EL-662,sale,-3,0
2024-02-15,S4,Electronics,EL-753,return,2,0
2024-02-15,S4,Grocery,GR-797,receipt,11,0
2024-02-15,S4,Electronics,EL-336,sale,-5,0
2024-02-15,S4,Apparel,AP-588,sale,-6,0
2024-02-15,S4,Home,HO-360,sale,-4,0
2024-02-15,S5,Apparel,AP-200,sale,-6,0
2024-02-15,S5,Electronics,EL-417,return,3,0
2024-02-15,S5,Electronics,EL-141,return,1,0
2024-02-15,S5,Apparel,AP-203,count,0,2
2024-02-15,S5,Home,HO-792,sale,-5,0
2024-02-15,S5,Electronics,EL-745,sale,-3,0
2024-02-15,S5,Grocery,GR-374,sale,-1,0
2024-02-15,S5,Home,HO-681,sale,-3,0
2024-02-15,S5,Home,HO-168,sale,-6,0
2024-02-15,S5,Home,HO-567,count,0,-1
2024-02-15,S5,Grocery,GR-620,receipt,15,0
2024-02-15,S5,Apparel,AP-489,return,2,0
2024-02-15,S5,Electronics,EL-894,count,0,-1
2024-02-16,S1,Grocery,GR-968,sale,-1,0
2024-02-16,S1,Grocery,GR-804,return,3,0
2024-02-16,S1,Grocery,GR-575,sale,-6,0
2024-02-16,S1,Grocery,GR-569,receipt,45,0
2024-02-16,S1,Electronics,EL-330,sale,-2,0
2024-02-16,S1,Electronics,EL-273,return,1,0
2024-02-16,S1,Apparel,AP-743,receipt,14,0
2024-02-16,S1,Apparel,AP-536,receipt,34,0
2024-02-16,S1,Apparel,AP-771,return,1,0
2024-02-16,S1,Electronics,EL-372,count,0,2
2024-02-16,S2,Grocery,GR-750,sale,-2,0
2024-02-16,S2,Apparel,AP-391,sale,-4,0
2024-02-16,S2,Grocery,GR-473,sale,-3,0
2024-02-16,S2,Grocery,GR-130,receipt,37,0
2024-02-16,S2,Grocery,GR-990,receipt,53,0
2024-02-16,S2,Apparel,AP-683,sale,-5,0
2024-02-16,S2,Grocery,GR-961,sale,-5,0
2024-02-16,S2,Grocery,GR-672,sale,-5,0
2024-02-16,S3,Grocery,GR-389,sale,-5,0
2024-02-16,S3,Home,HO-821,receipt,16,0
2024-02-16,S3,Grocery,GR-571,sale,-2,0
2024-02-16,S3,Home,HO-247,count,0,2
2024-02-16,S3,Electronics,EL-647,return,3,0
2024-02-16,S3,Apparel,AP-271,sale,-3,0
2024-02-16,S3,Home,HO-503,receipt,50,0
2024-02-16,S3,Electronics,EL-837,receipt,45,0
2024-02-16,S3,Home,HO-900,sale,-2,0
2024-02-16,S3,Grocery,GR-188,return,1,0
2024-02-16,S3,Grocery,GR-137,sale,-2,0
2024-02-16,S3,Apparel,AP-777,sale,-5,0
2024-02-16,S3,Electronics,EL-657,sale,-3,0
2024-02-16,S3,Home,HO-827,count,0,-1
2024-02-16,S4,Electronics,EL-245,count,0,-1
2024-02-16,S4,Home,HO-537,sale,-2,0
2024-02-16,S4,Grocery,GR-941,receipt,33,0
2024-02-16,S4,Apparel,AP-211,count,0,2
2024-02-16,S4,Home,HO-270,count,0,-2
2024-02-16,S4,Apparel,AP-224,return,1,0
2024-02-16,S4,Home,HO-510,return,2,0
2024-02-16,S4,Grocery,GR-601,receipt,38,0
2024-02-16,S4,Home,HO-913,sale,-1,0
2024-02-16,S4,Home,HO-887,return,2,0
2024-02-16,S4,Home,HO-735,return,2,0
2024-02-16,S4,Home,HO-175,return,1,0
2024-02-16,S5,Home,HO-574,receipt,21,0
2024-02-16,S5,Grocery,GR-952,return,2,0
2024-02-16,S5,Home,HO-731,receipt,60,0
2024-02-16,S5,Electronics,EL-525,return,2,0
2024-02-16,S5,Home,HO-959,count,0,0
2024-02-16,S5,Home,HO-859,sale,-5,0
2024-02-16,S5,Electronics,EL-487,return,1,0
2024-02-16,S5,Electronics,EL-382,count,0,1
2024-02-16,S5,Grocery,GR-996,sale,-4,0
2024-02-17,S1,Electronics,EL-932,receipt,29,0
2024-02-17,S1,Apparel,AP-350,return,2,0
2024-02-17,S1,Electronics,EL-343,receipt,34,0
2024-02-17,S1,Apparel,AP-168,sale,-1,0
2024-02-17,S1,Home,HO-149,sale,-2,0
2024-02-17,S1,Electronics,EL-144,sale,-3,0
2024-02-17,S1,Electronics,EL-390,sale,-3,0
2024-02-17,S1,Electronics,EL-224,sale,-3,0
2024-02-17,S1,Apparel,AP-216,sale,-1,0
2024-02-17,S1,Apparel,AP-967,sale,-3,0
2024-02-17,S1,Grocery,GR-964,sale,-6,0
2024-02-17,S1,Home,HO-686,sale,-1,0
2024-02-17,S1,Apparel,AP-512,return,1,0
2024-02-17,S1,Electronics,EL-969,count,0,1
2024-02-17,S1,Electronics,EL-519,return,1,0
2024-02-17,S1,Home,HO-781,sale,-2,0
2024-02-17,S2,Grocery,GR-402,sale,-3,0
2024-02-17,S2,Apparel,AP-162,return,3,0
2024-02-17,S2,Apparel,AP-355,sale,-5,0
2024-02-17,S2,Apparel,AP-733,receipt,34,0
2024-02-17,S2,Electronics,EL-252,sale,-4,0
2024-02-17,S2,Electronics,EL-569,receipt,57,0
2024-02-17,S2,Apparel,AP-838,sale,-6,0
2024-02-17,S2,Electronics,EL-373,sale,-1,0
2024-02-17,S2,Apparel,AP-748,sale,-2,0
2024-02-17,S2,Home,HO-937,receipt,43,0
2024-02-17,S2,Grocery,GR-921,count,0,-2
2024-02-17,S2,Home,HO-612,receipt,15,0
2024-02-17,S2,Electronics,EL-975,count,0,2
2024-02-17,S2,Grocery,GR-939,receipt,41,0
2024-02-17,S2,Grocery,GR-139,count,0,-2
2024-02-17,S3,Grocery,GR-111,sale,-4,0
2024-02-17,S3,Grocery,GR-852,return,3,0
2024-02-17,S3,Grocery,GR-718,sale,-2,0
2024-02-17,S3,Electronics,EL-638,return,1,0
2024-02-17,S3,Apparel,AP-925,sale,-4,0
2024-02-17,S3,Electronics,EL-756,sale,-4,0
2024-02-17,S3,Home,HO-720,sale,-1,0
2024-02-17,S3,Electronics,EL-171,sale,-1,0
2024-02-17,S3,Electronics,EL-772,count,0,-2
2024-02-17,S3,Electronics,EL-261,sale,-2,0
2024-02-17,S3,Home,HO-616,receipt,56,0
2024-02-17,S3,Grocery,GR-644,sale,-1,0
2024-02-17,S3,Home,HO-993,sale,-5,0
2024-02-17,S3,Grocery,GR-448,receipt,32,0
2024-02-17,S3,Apparel,AP-223,sale,-4,0
2024-02-17,S3,Home,HO-705,sale,-3,0
2024-02-17,S4,Grocery,GR-964,return,2,0
2024-02-17,S4,Grocery,GR-396,sale,-3,0
2024-02-17,S4,Apparel,AP-292,sale,-3,0
2024-02-17,S4,Electronics,EL-774,count,0,1
2024-02-17,S4,Apparel,AP-259,sale,-2,0
2024-02-17,S4,Home,HO-996,count,0,-1
2024-02-17,S4,Grocery,GR-571,sale,-3,0
2024-02-17,S4,Apparel,AP-838,receipt,28,0
2024-02-17,S4,Grocery,GR-261,return,2,0
2024-02-17,S4,Home,HO-676,sale,-1,0
2024-02-17,S4,Electronics,EL-305,sale,-6,0
2024-02-17,S4,Apparel,AP-876,return,2,0
2024-02-17,S4,Electronics,EL-235,receipt,19,0
2024-02-17,S5,Apparel,AP-797,count,0,0
2024-02-17,S5,Grocery,GR-437,sale,-3,0
2024-02-17,S5,Electronics,EL-954,sale,-2,0
2024-02-17,S5,Electronics,EL-956,receipt,12,0
2024-02-17,S5,Electronics,EL-500,count,0,-1
2024-02-17,S5,Home,HO-733,sale,-3,0
2024-02-17,S5,Apparel,AP-325,sale,-5,0
2024-02-17,S5,Electronics,EL-955,return,3,0
2024-02-17,S5,Home,HO-152,count,0,1
2024-02-17,S5,Electronics,EL-429,return,2,0
2024-02-17,S5,Grocery,GR-846,count,0,0
2024-02-17,S5,Electronics,EL-391,sale,-1,0
2024-02-17,S5,Home,HO-478,count,0,-2
2024-02-17,S5,Grocery,GR-378,sale,-6,0
2024-02-18,S1,Grocery,GR-780,receipt,24,0
2024-02-18,S1,Apparel,AP-474,count,0,-1
2024-02-18,S1,Electronics,EL-999,sale,-2,0
2024-02-18,S1,Home,HO-772,sale,-5,0
2024-02-18,S1,Grocery,GR-944,receipt,13,0
2024-02-18,S1,Grocery,GR-523,sale,-2,0
2024-02-18,S1,Home,HO-799,return,3,0
2024-02-18,S1,Electronics,EL-925,return,1,0
2024-02-18,S2,Home,HO-965,receipt,56,0
2024-02-18,S2,Electronics,EL-532,return,2,0
2024-02-18,S2,Grocery,GR-351,sale,-6,0
2024-02-18,S2,Grocery,GR-882,sale,-4,0
2024-02-18,S2,Home,HO-971,sale,-4,0
2024-02-18,S2,Grocery,GR-881,receipt,19,0
2024-02-18,S2,Home,HO-878,sale,-1,0
2024-02-18,S2,Grocery,GR-552,sale,-6,0
2024-02-18,S2,Electronics,EL-699,return,1,0
2024-02-18,S2,Home,HO-781,return,1,0
2024-02-18,S2,Apparel,AP-559,sale,-3,0
2024-02-18,S2,Home,HO-261,sale,-5,0
2024-02-18,S2,Grocery,GR-210,sale,-4,0
2024-02-18,S3,Grocery,GR-381,receipt,13,0
2024-02-18,S3,Grocery,GR-157,return,2,0
2024-02-18,S3,Apparel,AP-509,receipt,19,0
2024-02-18,S3,Grocery,GR-494,return,1,0
2024-02-18,S3,Grocery,GR-325,count,0,-2
2024-02-18,S3,Grocery,GR-628,sale,-2,0
2024-02-18,S3,Apparel,AP-897,receipt,57,0
2024-02-18,S3,Apparel,AP-933,sale,-3,0
2024-02-18,S3,Apparel,AP-281,receipt,10,0
2024-02-18,S3,Apparel,AP-791,receipt,12,0
2024-02-18,S3,Home,HO-559,return,2,0
2024-02-18,S3,Apparel,AP-145,sale,-6,0
2024-02-18,S4,Apparel,AP-123,receipt,47,0
2024-02-18,S4,Apparel,AP-113,sale,-3,0
2024-02-18,S4,Home,HO-913,receipt,52,0
2024-02-18,S4,Grocery,GR-619,receipt,29,0
2024-02-18,S4,Electronics,EL-987,receipt,41,0
2024-02-18,S4,Grocery,GR-703,receipt,29,0
2024-02-18,S4,Apparel,AP-524,sale,-5,0
2024-02-18,S4,Grocery,GR-135,sale,-3,0
2024-02-18,S4,Electronics,EL-155,sale,-2,0
2024-02-18,S4,Grocery,GR-394,sale,-2,0
2024-02-18,S4,Electronics,EL-122,count,0,2
2024-02-18,S5,Electronics,EL-583,sale,-6,0
2024-02-18,S5,Home,HO-672,receipt,26,0
2024-02-18,S5,Apparel,AP-739,sale,-6,0
2024-02-18,S5,Home,HO-888,return,3,0
2024-02-18,S5,Home,HO-614,return,3,0
2024-02-18,S5,Electronics,EL-838,sale,-3,0
2024-02-18,S5,Grocery,GR-636,sale,-2,0
2024-02-18,S5,Electronics,EL-430,sale,-4,0
2024-02-18,S5,Apparel,AP-252,sale,-1,0
2024-02-18,S5,Electronics,EL-774,return,3,0
2024-02-18,S5,Apparel,AP-678,count,0,-1
2024-02-18,S5,Grocery,GR-319,count,0,-2
2024-02-18,S5,Home,HO-279,sale,-1,0
2024-02-19,S1,Grocery,GR-249,sale,-5,0
2024-02-19,S1,Electronics,EL-678,sale,-4,0
2024-02-19,S1,Electronics,EL-429,receipt,55,0
2024-02-19,S1,Home,HO-275,sale,-3,0
2024-02-19,S1,Home,HO-273,return,2,0
2024-02-19,S1,Apparel,AP-700,count,0,1
2024-02-19,S1,Electronics,EL-823,count,0,1
2024-02-19,S1,Apparel,AP-234,sale,-1,0
2024-02-19,S1,Electronics,EL-520,count,0,-2
2024-02-19,S1,Apparel,AP-749,sale,-2,0
2024-02-19,S1,Home,HO-290,sale,-2,0
2024-02-19,S1,Grocery,GR-213,sale,-1,0
2024-02-19,S1,Electronics,EL-120,sale,-4,0
2024-02-19,S1,Electronics,EL-104,sale,-2,0
2024-02-19,S1,Grocery,GR-655,return,2,0
2024-02-19,S2,Electronics,EL-231,receipt,45,0
2024-02-19,S2,Apparel,AP-398,count,0,1
2024-02-19,S2,Electronics,EL-449,receipt,41,0
2024-02-19,S2,Electronics,EL-468,return,1,0
2024-02-19,S2,Home,HO-478,receipt,17,0
2024-02-19,S2,Home,HO-852,sale,-1,0
2024-02-19,S2,Home,HO-177,receipt,16,0
2024-02-19,S2,Electronics,EL-671,sale,-6,0
2024-02-19,S2,Grocery,GR-837,sale,-6,0
2024-02-19,S2,Electronics,EL-309,receipt,25,0
2024-02-19,S2,Grocery,GR-635,return,1,0
2024-02-19,S3,Grocery,GR-623,count,0,-1
2024-02-19,S3,Grocery,GR-646,sale,-2,0
2024-02-19,S3,Home,HO-458,sale,-6,0
2024-02-19,S3,Electronics,EL-663,return,3,0
2024-02-19,S3,Grocery,GR-544,sale,-2,0
2024-02-19,S3,Electronics,EL-223,sale,-4,0
2024-02-19,S3,Apparel,AP-646,sale,-5,0
2024-02-19,S3,Grocery,GR-857,sale,-5,0
2024-02-19,S3,Home,HO-343,receipt,11,0
2024-02-19,S3,Electronics,EL-284,count,0,-6
2024-02-19,S4,Grocery,GR-912,sale,-5,0
2024-02-19,S4,Apparel,AP-306,return,1,0
2024-02-19,S4,Apparel,AP-837,count,0,0
2024-02-19,S4,Apparel,AP-730,receipt,33,0
2024-02-19,S4,Electronics,EL-822,return,2,0
2024-02-19,S4,Apparel,AP-220,receipt,10,0
2024-02-19,S4,Home,HO-869,receipt,60,0
2024-02-19,S4,Grocery,GR-814,sale,-5,0
2024-02-19,S4,Electronics,EL-241,return,3,0
2024-02-19,S5,Electronics,EL-650,receipt,32,0
2024-02-19,S5,Grocery,GR-611,sale,-6,0
2024-02-19,S5,Apparel,AP-744,sale,-5,0
2024-02-19,S5,Home,HO-265,return,2,0
2024-02-19,S5,Home,HO-659,count,0,2
2024-02-19,S5,Apparel,AP-409,return,3,0
2024-02-19,S5,Apparel,AP-265,return,2,0
2024-02-19,S5,Apparel,AP-133,sale,-3,0
2024-02-19,S5,Home,HO-347,receipt,40,0
2024-02-20,S1,Grocery,GR-935,sale,-3,0
2024-02-20,S1,Home,HO-125,sale,-2,0
2024-02-20,S1,Apparel,AP-271,return,1,0
2024-02-20,S1,Electronics,EL-852,sale,-2,0
2024-02-20,S1,Electronics,EL-884,receipt,56,0
2024-02-20,S1,Apparel,AP-487,sale,-2,0
2024-02-20,S1,Apparel,AP-122,return,3,0
2024-02-20,S1,Apparel,AP-787,count,0,-2
2024-02-20,S1,Apparel,AP-579,sale,-2,0
2024-02-20,S1,Grocery,GR-334,sale,-5,0
2024-02-20,S2,Home,HO-640,receipt,44,0
2024-02-20,S2,Apparel,AP-146,count,0,-2
2024-02-20,S2,Grocery,GR-294,sale,-5,0
2024-02-20,S2,Grocery,GR-389,count,0,2
2024-02-20,S2,Electronics,EL-677,sale,-5,0
2024-02-20,S2,Electronics,EL-659,receipt,56,0
2024-02-20,S2,Apparel,AP-569,sale,-2,0
2024-02-20,S2,Grocery,GR-486,count,0,-1
2024-02-20,S2,Electronics,EL-727,receipt,50,0
2024-02-20,S2,Grocery,GR-232,count,0,0
2024-02-20,S2,Home,HO-651,count,0,0
2024-02-20,S2,Apparel,AP-690,receipt,27,0
2024-02-20,S3,Home,HO-893,sale,-4,0
2024-02-20,S3,Electronics,EL-862,receipt,45,0
2024-02-20,S3,Home,HO-452,sale,-4,0
2024-02-20,S3,Grocery,GR-855,sale,-1,0
2024-02-20,S3,Home,HO-699,sale,-3,0
2024-02-20,S3,Grocery,GR-993,sale,-3,0
2024-02-20,S3,Grocery,GR-225,return,1,0
2024-02-20,S3,Electronics,EL-995,sale,-3,0
2024-02-20,S3,Electronics,EL-307,sale,-6,0
2024-02-20,S3,Grocery,GR-651,sale,-2,0
2024-02-20,S3,Electronics,EL-935,sale,-3,0
2024-02-20,S4,Electronics,EL-154,count,0,-1
2024-02-20,S4,Apparel,AP-480,return,3,0
2024-02-20,S4,Electronics,EL-462,sale,-3,0
2024-02-20,S4,Grocery,GR-834,sale,-3,0
2024-02-20,S4,Grocery,GR-434,return,3,0
2024-02-20,S4,Grocery,GR-863,return,3,0
2024-02-20,S4,Apparel,AP-751,sale,-3,0
2024-02-20,S4,Electronics,EL-975,sale,-1,0
2024-02-20,S4,Electronics,EL-979,return,3,0
2024-02-20,S5,Electronics,EL-526,count,0,1
2024-02-20,S5,Apparel,AP-579,return,3,0
2024-02-20,S5,Apparel,AP-719,receipt,23,0
2024-02-20,S5,Electronics,EL-617,sale,-3,0
2024-02-20,S5,Electronics,EL-248,sale,-6,0
2024-02-20,S5,Apparel,AP-475,return,3,0
2024-02-20,S5,Apparel,AP-682,receipt,15,0
2024-02-20,S5,Grocery,GR-110,count,0,0
2024-02-20,S5,Electronics,EL-764,return,2,0
2024-02-21,S1,Grocery,GR-100,sale,-1,0
2024-02-21,S1,Home,HO-510,sale,-4,0
2024-02-21,S1,Home,HO-618,sale,-4,0
2024-02-21,S1,Grocery,GR-331,sale,-4,0
2024-02-21,S1,Apparel,AP-820,sale,-6,0
2024-02-21,S1,Grocery,GR-314,sale,-6,0
2024-02-21,S1,Grocery,GR-299,sale,-2,0
2024-02-21,S1,Grocery,GR-813,count,0,-2
2024-02-21,S1,Electronics,EL-661,sale,-1,0
2024-02-21,S1,Electronics,EL-597,return,1,0
2024-02-21,S1,Grocery,GR-538,sale,-6,0
2024-02-21,S1,Grocery,GR-107,sale,-6,0
2024-02-21,S1,Apparel,AP-335,return,1,0
2024-02-21,S1,Home,HO-944,sale,-6,0
2024-02-21,S1,Electronics,EL-513,sale,-4,0
2024-02-21,S2,Grocery,GR-279,sale,-4,0
2024-02-21,S2,Electronics,EL-945,sale,-4,0
2024-02-21,S2,Apparel,AP-697,sale,-1,0
2024-02-21,S2,Home,HO-605,sale,-5,0
2024-02-21,S2,Grocery,GR-432,count,0,0
2024-02-21,S2,Grocery,GR-863,sale,-2,0
2024-02-21,S2,Apparel,AP-336,count,0,0
2024-02-21,S2,Grocery,GR-890,sale,-6,0
2024-02-21,S2,Home,HO-784,sale,-2,0
2024-02-21,S2,Electronics,EL-434,receipt,35,0
2024-02-21,S2,Grocery,GR-762,return,2,0
2024-02-21,S2,Grocery,GR-285,return,1,0
2024-02-21,S2,Apparel,AP-156,sale,-6,0
2024-02-21,S3,Electronics,EL-509,sale,-3,0
2024-02-21,S3,Apparel,AP-520,sale,-5,0
2024-02-21,S3,Home,HO-315,count,0,-1
2024-02-21,S3,Electronics,EL-636,receipt,36,0
2024-02-21,S3,Home,HO-127,count,0,0
2024-02-21,S3,Grocery,GR-320,return,1,0
2024-02-21,S3,Electronics,EL-259,count,0,-4
2024-02-21,S3,Grocery,GR-734,sale,-5,0
2024-02-21,S4,Apparel,AP-661,return,1,0
2024-02-21,S4,Electronics,EL-138,return,3,0
2024-02-21,S4,Grocery,GR-391,return,1,0
2024-02-21,S4,Grocery,GR-922,count,0,2
2024-02-21,S4,Apparel,AP-276,sale,-4,0
2024-02-21,S4,Apparel,AP-601,return,2,0
2024-02-21,S4,Electronics,EL-683,return,3,0
2024-02-21,S4,Home,HO-480,sale,-4,0
2024-02-21,S4,Grocery,GR-807,receipt,31,0
2024-02-21,S4,Home,HO-931,sale,-3,0
2024-02-21,S4,Apparel,AP-685,sale,-3,0
2024-02-21,S5,Home,HO-895,receipt,27,0
2024-02-21,S5,Grocery,GR-186,sale,-2,0
2024-02-21,S5,Apparel,AP-660,count,0,0
2024-02-21,S5,Apparel,AP-349,sale,-4,0
2024-02-21,S5,Grocery,GR-837,sale,-3,0
2024-02-21,S5,Apparel,AP-967,sale,-1,0
2024-02-21,S5,Grocery,GR-927,receipt,36,0
2024-02-21,S5,Home,HO-736,sale,-1,0
2024-02-21,S5,Home,HO-813,receipt,47,0
2024-02-21,S5,Apparel,AP-812,count,0,0
2024-02-21,S5,Electronics,EL-324,sale,-4,0
2024-02-21,S5,Grocery,GR-809,sale,-5,0
2024-02-21,S5,Electronics,EL-204,sale,-1,0
2024-02-22,S1,Apparel,AP-680,sale,-4,0
2024-02-22,S1,Electronics,EL-539,count,0,2
2024-02-22,S1,Home,HO-901,sale,-3,0
2024-02-22,S1,Grocery,GR-385,sale,-6,0
2024-02-22,S1,Electronics,EL-302,sale,-4,0
2024-02-22,S1,Electronics,EL-785,count,0,-1
2024-02-22,S1,Home,HO-241,receipt,24,0
2024-02-22,S1,Apparel,AP-584,return,3,0
2024-02-22,S1,Electronics,EL-192,sale,-4,0
2024-02-22,S1,Electronics,EL-872,receipt,24,0
2024-02-22,S1,Grocery,GR-452,sale,-6,0
2024-02-22,S1,Apparel,AP-412,sale,-6,0
2024-02-22,S2,Electronics,EL-500,sale,-4,0
2024-02-22,S2,Home,HO-104,sale,-2,0
2024-02-22,S2,Electronics,EL-735,sale,-1,0
2024-02-22,S2,Home,HO-801,return,1,0
2024-02-22,S2,Apparel,AP-159,receipt,27,0
2024-02-22,S2,Grocery,GR-954,sale,-2,0
2024-02-22,S2,Apparel,AP-270,sale,-3,0
2024-02-22,S2,Apparel,AP-794,count,0,0
2024-02-22,S2,Grocery,GR-277,count,0,1
2024-02-22,S2,Apparel,AP-840,sale,-2,0
2024-02-22,S2,Apparel,AP-246,sale,-2,0
2024-02-22,S2,Grocery,GR-356,sale,-1,0
2024-02-22,S3,Electronics,EL-730,receipt,44,0
2024-02-22,S3,Apparel,AP-600,return,1,0
2024-02-22,S3,Electronics,EL-384,sale,-3,0
2024-02-22,S3,Apparel,AP-457,receipt,26,0
2024-02-22,S3,Electronics,EL-992,return,1,0
2024-02-22,S3,Apparel,AP-828,receipt,46,0
2024-02-22,S3,Grocery,GR-422,count,0,2
2024-02-22,S3,Apparel,AP-614,receipt,17,0
2024-02-22,S3,Electronics,EL-886,sale,-2,0
2024-02-22,S3,Electronics,EL-446,count,0,-2
2024-02-22,S4,Electronics,EL-111,sale,-2,0
2024-02-22,S4,Home,HO-804,receipt,17,0
2024-02-22,S4,Home,HO-649,receipt,35,0
2024-02-22,S4,Grocery,GR-640,sale,-1,0
2024-02-22,S4,Home,HO-334,sale,-2,0
2024-02-22,S4,Apparel,AP-628,sale,-6,0
2024-02-22,S4,Grocery,GR-288,receipt,32,0
2024-02-22,S4,Home,HO-156,sale,-5,0
2024-02-22,S4,Apparel,AP-348,sale,-1,0
2024-02-22,S4,Apparel,AP-319,receipt,49,0
2024-02-22,S4,Home,HO-168,sale,-2,0
2024-02-22,S5,Electronics,EL-629,return,3,0
2024-02-22,S5,Apparel,AP-924,count,0,0
2024-02-22,S5,Home,HO-750,count,0,-2
2024-02-22,S5,Electronics,EL-587,receipt,55,0
2024-02-22,S5,Grocery,GR-997,receipt,15,0
2024-02-22,S5,Home,HO-953,receipt,38,0
2024-02-22,S5,Apparel,AP-593,sale,-6,0
2024-02-22,S5,Grocery,GR-884,count,0,2
2024-02-22,S5,Home,HO-998,sale,-1,0
2024-02-22,S5,Apparel,AP-713,sale,-6,0
2024-02-22,S5,Apparel,AP-117,sale,-4,0
2024-02-22,S5,Electronics,EL-757,sale,-2,0
2024-02-22,S5,Electronics,EL-968,receipt,57,0
2024-02-22,S5,Electronics,EL-784,sale,-6,0
2024-02-23,S1,Home,HO-472,return,2,0
2024-02-23,S1,Electronics,EL-963,sale,-3,0
2024-02-23,S1,Apparel,AP-638,sale,-4,0
2024-02-23,S1,Electronics,EL-777,receipt,38,0
2024-02-23,S1,Home,HO-460,sale,-6,0
2024-02-23,S1,Electronics,EL-593,sale,-2,0
2024-02-23,S1,Grocery,GR-606,sale,-1,0
2024-02-23,S1,Electronics,EL-248,sale,-2,0
2024-02-23,S1,Grocery,GR-253,receipt,30,0
2024-02-23,S1,Electronics,EL-374,sale,-3,0
2024-02-23,S1,Electronics,EL-710,count,0,2
2024-02-23,S1,Apparel,AP-758,sale,-6,0
2024-02-23,S1,Home,HO-776,sale,-5,0
2024-02-23,S1,Grocery,GR-339,receipt,56,0
2024-02-23,S1,Apparel,AP-919,sale,-3,0
2024-02-23,S2,Electronics,EL-661,sale,-4,0
2024-02-23,S2,Home,HO-889,sale,-6,0
2024-02-23,S2,Home,HO-460,sale,-6,0
2024-02-23,S2,Electronics,EL-737,sale,-3,0
2024-02-23,S2,Apparel,AP-710,count,0,-2
2024-02-23,S2,Electronics,EL-481,receipt,30,0
2024-02-23,S2,Grocery,GR-393,sale,-5,0
2024-02-23,S2,Apparel,AP-780,sale,-4,0
2024-02-23,S2,Electronics,EL-304,sale,-1,0
2024-02-23,S2,Home,HO-124,receipt,56,0
2024-02-23,S2,Electronics,EL-611,sale,-4,0
2024-02-23,S2,Home,HO-980,receipt,25,0
2024-02-23,S3,Home,HO-844,return,3,0
2024-02-23,S3,Apparel,AP-723,return,1,0
2024-02-23,S3,Grocery,GR-912,sale,-4,0
2024-02-23,S3,Home,HO-629,sale,-6,0
2024-02-23,S3,Apparel,AP-620,receipt,49,0
2024-02-23,S3,Grocery,GR-968,sale,-5,0
2024-02-23,S3,Electronics,EL-315,sale,-6,0
2024-02-23,S3,Home,HO-751,sale,-5,0
2024-02-23,S3,Grocery,GR-310,sale,-6,0
