enrolment_id,lesson_no,completed,completed_date
4379,3,1,2024-09-10
4379,4,1,2024-09-12
4379,5,1,2024-09-14
4379,6,1,2024-09-18
4379,7,0,
4380,1,1,2024-06-04
4380,2,0,
4381,1,1,2024-03-13
4381,2,1,2024-03-16
4381,3,1,2024-03-20
4381,4,1,2024-03-22
4381,5,1,2024-03-23
4381,6,1,2024-03-28
4381,7,1,2024-04-01
4381,8,1,2024-04-02
4381,9,1,2024-04-06
4381,10,0,
4382,1,0,
4383,1,1,2024-03-13
4383,2,1,2024-03-19
4383,3,0,
4384,1,1,2024-09-01
4384,2,1,2024-09-03
4384,3,1,2024-09-06
4384,4,0,
4385,1,1,2024-05-24
4385,2,1,2024-05-25
4385,3,1,2024-05-26
4385,4,1,2024-05-30
4385,5,1,2024-05-31
4385,6,1,2024-06-05
4385,7,1,2024-06-06
4385,8,1,2024-06-09
4385,9,1,2024-06-15
4385,10,1,2024-06-16
4385,11,1,2024-06-20
4385,12,1,2024-06-26
4386,1,1,2024-08-07
4386,2,1,2024-08-08
4386,3,0,
4387,1,1,2024-08-09
4387,2,0,
4388,1,1,2024-09-28
4388,2,1,2024-10-03
4388,3,1,2024-10-04
4388,4,0,
4389,1,1,2024-05-19
4389,2,1,2024-05-25
4389,3,1,2024-05-30
4389,4,1,2024-05-31
4389,5,0,
4390,1,1,2024-06-09
4390,2,1,2024-06-11
4390,3,1,2024-06-12
4390,4,0,
4391,1,1,2024-06-29
4391,2,1,2024-07-02
4391,3,1,2024-07-06
4391,4,0,
4392,1,1,2024-10-21
4392,2,1,2024-10-27
4392,3,1,2024-11-02
4392,4,1,2024-11-08
4392,5,1,2024-11-10
4392,6,1,2024-11-12
4392,7,0,
4393,1,1,2024-10-03
4393,2,1,2024-10-06
4393,3,1,2024-10-11
4393,4,1,2024-10-17
4393,5,0,
4394,1,1,2024-02-24
4394,2,1,2024-02-27
4394,3,1,2024-02-29
4394,4,1,2024-03-05
4394,5,0,
4395,1,1,2024-07-19
4395,2,1,2024-07-23
4395,3,1,2024-07-24
4395,4,1,2024-07-26
4395,5,1,2024-07-28
4395,6,1,2024-08-02
4395,7,0,
4396,1,1,2024-03-26
4396,2,1,2024-03-30
4396,3,1,2024-04-03
4396,4,1,2024-04-06
4396,5,1,2024-04-09
4396,6,1,2024-04-15
4396,7,0,
4397,1,1,2024-02-19
4397,2,0,
4398,1,1,2024-06-04
4398,2,1,2024-06-09
4398,3,1,2024-06-11
4398,4,1,2024-06-17
4398,5,1,2024-06-22
4398,6,0,
4399,1,1,2024-05-17
4399,2,1,2024-05-18
4399,3,1,2024-05-23
4399,4,1,2024-05-29
4399,5,1,2024-06-04
4399,6,1,2024-06-09
4399,7,1,2024-06-10
4399,8,0,
4400,1,1,2024-10-23
4400,2,1,2024-10-24
4400,3,1,2024-10-28
4400,4,1,2024-11-02
4400,5,1,2024-11-08
4400,6,1,2024-11-09
4400,7,0,
4401,1,1,2024-05-08
4401,2,1,2024-05-14
4401,3,0,
4402,1,1,2024-09-13
4402,2,1,2024-09-14
4402,3,1,2024-09-17
4402,4,0,
4403,1,1,2024-02-07
4403,2,1,2024-02-08
4403,3,0,
4404,1,1,2024-05-11
4404,2,1,2024-05-16
4404,3,0,
4405,1,1,2024-04-17
4405,2,1,2024-04-20
4405,3,1,2024-04-25
4405,4,0,
4406,1,1,2024-06-12
4406,2,0,
4407,1,1,2024-02-18
4407,2,1,2024-02-22
4407,3,1,2024-02-23
4407,4,1,2024-02-24
4407,5,0,
4408,1,1,2024-05-02
4408,2,1,2024-05-05
4408,3,1,2024-05-07
4408,4,1,2024-05-10
4408,5,1,2024-05-11
4408,6,1,2024-05-12
4408,7,1,2024-05-14
4408,8,1,2024-05-20
4408,9,1,2024-05-22
4408,10,1,2024-05-26
4408,11,1,2024-06-01
4408,12,0,
4409,1,1,2024-04-10
4409,2,1,2024-04-14
4409,3,0,
4410,1,0,
4411,1,1,2024-08-19
4411,2,1,2024-08-25
4411,3,1,2024-08-26
4411,4,1,2024-08-30
4411,5,1,2024-09-02
4411,6,1,2024-09-04
4411,7,1,2024-09-06
4411,8,1,2024-09-08
4411,9,1,2024-09-12
4411,10,0,
4412,1,1,2024-08-29
4412,2,1,2024-09-01
4412,3,1,2024-09-02
4412,4,1,2024-09-06
4412,5,1,2024-09-09
4412,6,1,2024-09-15
4412,7,0,
4413,1,1,2024-01-19
4413,2,0,
4414,1,1,2024-07-22
4414,2,1,2024-07-25
4414,3,0,
4415,1,1,2024-01-08
4415,2,1,2024-01-13
4415,3,1,2024-01-16
4415,4,1,2024-01-21
4415,5,0,
4416,1,1,2024-02-12
4416,2,1,2024-02-15
4416,3,1,2024-02-19
4416,4,1,2024-02-21
4416,5,1,2024-02-26
4416,6,1,2024-03-02
4416,7,1,2024-03-05
4416,8,0,
4417,1,1,2024-01-28
4417,2,1,2024-01-29
4417,3,1,2024-02-01
4417,4,1,2024-02-02
4417,5,1,2024-02-06
4417,6,1,2024-02-09
4417,7,1,2024-02-15
4417,8,1,2024-02-18
4417,9,1,2024-02-24
4417,10,0,
4418,1,1,2024-05-22
4418,2,1,2024-05-26
4418,3,1,2024-05-29
4418,4,0,
4419,1,1,2024-05-20
4419,2,1,2024-05-25
4419,3,1,2024-05-27
4419,4,1,2024-05-28
4419,5,1,2024-06-02
4419,6,1,2024-06-06
4419,7,0,
4420,1,1,2024-05-06
4420,2,1,2024-05-12
4420,3,1,2024-05-17
4420,4,1,2024-05-18
4420,5,1,2024-05-19
4420,6,1,2024-05-25
4420,7,1,2024-05-29
4420,8,1,2024-06-02
4420,9,1,2024-06-07
4420,10,1,2024-06-08
4420,11,1,2024-06-10
4420,12,1,2024-06-11
4421,1,1,2024-09-01
4421,2,1,2024-09-06
4421,3,1,2024-09-08
4421,4,1,2024-09-10
4421,5,1,2024-09-11
4421,6,0,
4422,1,1,2024-05-18
4422,2,1,2024-05-23
4422,3,1,2024-05-24
4422,4,1,2024-05-25
4422,5,0,
4423,1,1,2024-03-09
4423,2,0,
4424,1,1,2024-06-15
4424,2,1,2024-06-19
4424,3,1,2024-06-20
4424,4,0,
4425,1,1,2024-08-13
4425,2,1,2024-08-14
4425,3,1,2024-08-20
4425,4,1,2024-08-26
4425,5,1,2024-08-28
4425,6,1,2024-09-03
4425,7,0,
4426,1,1,2024-09-19
4426,2,1,2024-09-25
4426,3,1,2024-09-28
4426,4,1,2024-09-29
4426,5,1,2024-09-30
4426,6,1,2024-10-04
4426,7,0,
4427,1,1,2024-02-16
4427,2,1,2024-02-19
4427,3,1,2024-02-25
4427,4,1,2024-02-27
4427,5,0,
4428,1,1,2024-06-12
4428,2,1,2024-06-16
4428,3,1,2024-06-21
4428,4,1,2024-06-25
4428,5,1,2024-06-28
4428,6,1,2024-06-30
4428,7,1,2024-07-04
4428,8,1,2024-07-09
4428,9,1,2024-07-13
4428,10,1,2024-07-18
4428,11,0,
4429,1,1,2024-05-23
4429,2,1,2024-05-24
4429,3,1,2024-05-26
4429,4,0,
4430,1,1,2024-02-11
4430,2,1,2024-02-17
4430,3,1,2024-02-19
4430,4,1,2024-02-22
4430,5,0,
4431,1,1,2024-09-13
4431,2,1,2024-09-17
4431,3,1,2024-09-22
4431,4,1,2024-09-25
4431,5,1,2024-09-28
4431,6,0,
4432,1,1,2024-05-06
4432,2,0,
4433,1,1,2024-04-23
4433,2,0,
4434,1,1,2024-09-05
4434,2,1,2024-09-06
4434,3,1,2024-09-08
4434,4,1,2024-09-12
4434,5,1,2024-09-16
4434,6,1,2024-09-22
4434,7,1,2024-09-23
4434,8,1,2024-09-27
4434,9,0,
4435,1,0,
4436,1,1,2024-07-07
4436,2,1,2024-07-08
4436,3,1,2024-07-10
4436,4,1,2024-07-13
4436,5,0,
4437,1,1,2024-01-27
4437,2,1,2024-01-29
4437,3,1,2024-01-30
4437,4,1,2024-02-03
4437,5,0,
4438,1,1,2024-03-20
4438,2,1,2024-03-25
4438,3,1,2024-03-30
4438,4,1,2024-03-31
4438,5,1,2024-04-06
4438,6,1,2024-04-07
4438,7,1,2024-04-13
4438,8,1,2024-04-19
4438,9,1,2024-04-23
4438,10,0,
4439,1,0,
4440,1,1,2024-02-16
4440,2,1,2024-02-20
4440,3,1,2024-02-25
4440,4,1,2024-02-28
4440,5,1,2024-03-04
4440,6,1,2024-03-07
4440,7,1,2024-03-08
4440,8,1,2024-03-14
4440,9,1,2024-03-17
4440,10,1,2024-03-22
4440,11,1,2024-03-27
4440,12,1,2024-03-30
4441,1,1,2024-09-15
4441,2,1,2024-09-17
4441,3,1,2024-09-21
4441,4,1,2024-09-27
4441,5,1,2024-10-03
4441,6,1,2024-10-04
4441,7,0,
4442,1,1,2024-06-29
4442,2,1,2024-07-01
4442,3,1,2024-07-04
4442,4,0,
4443,1,1,2024-05-21
4443,2,1,2024-05-26
4443,3,1,2024-05-31
4443,4,1,2024-06-04
4443,5,1,2024-06-09
4443,6,1,2024-06-12
4443,7,1,2024-06-15
4443,8,1,2024-06-17
4443,9,1,2024-06-22
4443,10,1,2024-06-23
4443,11,1,2024-06-26
4443,12,1,2024-07-02
4444,1,1,2024-08-19
4444,2,1,2024-08-23
4444,3,1,2024-08-29
4444,4,1,2024-09-03
4444,5,1,2024-09-07
4444,6,1,2024-09-13
4444,7,0,
4445,1,1,2024-07-21
4445,2,1,2024-07-24
4445,3,1,2024-07-29
4445,4,1,2024-08-04
4445,5,1,2024-08-10
4445,6,1,2024-08-11
4445,7,1,2024-08-14
4445,8,1,2024-08-19
4445,9,1,2024-08-25
4445,10,1,2024-08-26
4445,11,1,2024-08-28
4445,12,1,2024-08-30
4446,1,1,2024-03-21
4446,2,0,
4447,1,1,2024-04-13
4447,2,1,2024-04-15
4447,3,1,2024-04-16
4447,4,1,2024-04-18
4447,5,0,
4448,1,1,2024-07-24
4448,2,1,2024-07-25
4448,3,0,
4449,1,1,2024-05-21
4449,2,1,2024-05-24
4449,3,1,2024-05-26
4449,4,1,2024-05-27
4449,5,0,
4450,1,1,2024-07-25
4450,2,1,2024-07-30
4450,3,1,2024-08-01
4450,4,1,2024-08-06
4450,5,1,2024-08-08
4450,6,0,
4451,1,0,
4452,1,1,2024-02-05
4452,2,1,2024-02-10
4452,3,1,2024-02-15
4452,4,1,2024-02-20
4452,5,1,2024-02-21
4452,6,1,2024-02-24
4452,7,1,2024-02-27
4452,8,0,
4453,1,0,
4454,1,0,
4455,1,1,2024-04-25
4455,2,1,2024-04-26
4455,3,1,2024-04-30
4455,4,1,2024-05-04
4455,5,1,2024-05-08
4455,6,1,2024-05-14
4455,7,1,2024-05-15
4455,8,1,2024-05-21
4455,9,1,2024-05-23
4455,10,1,2024-05-27
4455,11,0,
4456,1,1,2024-06-06
4456,2,1,2024-06-09
4456,3,0,
4457,1,1,2024-04-15
4457,2,1,2024-04-19
4457,3,0,
4458,1,1,2024-05-08
4458,2,1,2024-05-14
4458,3,0,
4459,1,1,2024-05-25
4459,2,1,2024-05-27
4459,3,1,2024-05-31
4459,4,1,2024-06-06
4459,5,1,2024-06-12
4459,6,1,2024-06-14
4459,7,0,
4460,1,1,2024-08-17
4460,2,1,2024-08-23
4460,3,1,2024-08-24
4460,4,1,2024-08-26
4460,5,1,2024-08-29
4460,6,1,2024-09-01
4460,7,1,2024-09-05
4460,8,0,
4461,1,1,2024-05-27
4461,2,1,2024-06-01
4461,3,0,
4462,1,0,
4463,1,1,2024-05-19
4463,2,1,2024-05-21
4463,3,1,2024-05-27
4463,4,1,2024-05-30
4463,5,1,2024-06-01
4463,6,1,2024-06-03
4463,7,1,2024-06-06
4463,8,0,
4464,1,1,2024-10-29
4464,2,0,
4465,1,1,2024-04-26
4465,2,1,2024-05-01
4465,3,1,2024-05-07
4465,4,1,2024-05-11
4465,5,0,
4466,1,1,2024-09-27
4466,2,1,2024-10-01
4466,3,0,
4467,1,1,2024-09-23
4467,2,1,2024-09-25
4467,3,1,2024-09-26
4467,4,1,2024-09-30
4467,5,1,2024-10-02
4467,6,1,2024-10-04
4467,7,0,
4468,1,1,2024-08-20
4468,2,0,
4469,1,1,2024-03-16
4469,2,1,2024-03-17
4469,3,0,
4470,1,0,
4471,1,1,2024-03-10
4471,2,1,2024-03-12
4471,3,1,2024-03-18
4471,4,0,
4472,1,1,2024-02-27
4472,2,1,2024-03-01
4472,3,1,2024-03-02
4472,4,1,2024-03-07
4472,5,1,2024-03-12
4472,6,1,2024-03-16
4472,7,1,2024-03-21
4472,8,0,
4473,1,1,2024-01-24
4473,2,1,2024-01-25
4473,3,1,2024-01-30
4473,4,1,2024-02-02
4473,5,1,2024-02-04
4473,6,1,2024-02-06
4473,7,1,2024-02-07
4473,8,0,
4474,1,0,
4475,1,1,2024-02-06
4475,2,1,2024-02-11
4475,3,1,2024-02-14
4475,4,1,2024-02-20
4475,5,0,
4476,1,1,2024-06-10
4476,2,1,2024-06-15
4476,3,1,2024-06-16
4476,4,1,2024-06-21
4476,5,1,2024-06-27
4476,6,1,2024-07-01
4476,7,1,2024-07-02
4476,8,1,2024-07-04
4476,9,1,2024-07-10
4476,10,1,2024-07-15
4476,11,1,2024-07-20
4476,12,1,2024-07-26
4477,1,1,2024-10-27
4477,2,1,2024-10-31
4477,3,1,2024-11-02
4477,4,0,
4478,1,1,2024-09-17
4478,2,1,2024-09-20
4478,3,1,2024-09-24
4478,4,1,2024-09-30
4478,5,1,2024-10-04
4478,6,1,2024-10-07
4478,7,1,2024-10-09
4478,8,0,
4479,1,1,2024-01-11
4479,2,1,2024-01-13
4479,3,1,2024-01-17
4479,4,0,
4480,1,1,2024-07-31
4480,2,1,2024-08-06
4480,3,1,2024-08-10
4480,4,1,2024-08-11
4480,5,1,2024-08-15
4480,6,0,
4481,1,1,2024-05-25
4481,2,0,
4482,1,1,2024-03-03
4482,2,1,2024-03-05
4482,3,0,
4483,1,1,2024-06-13
4483,2,1,2024-06-14
4483,3,1,2024-06-18
4483,4,1,2024-06-20
4483,5,1,2024-06-24
4483,6,1,2024-06-27
4483,7,1,2024-06-28
4483,8,1,2024-07-02
4483,9,1,2024-07-03
4483,10,1,2024-07-06
4483,11,1,2024-07-08
4483,12,1,2024-07-12
4484,1,1,2024-04-13
4484,2,1,2024-04-16
4484,3,1,2024-04-20
4484,4,1,2024-04-25
4484,5,1,2024-04-26
4484,6,0,
4485,1,1,2024-04-09
4485,2,1,2024-04-13
4485,3,1,2024-04-14
4485,4,1,2024-04-16
4485,5,1,2024-04-22
4485,6,1,2024-04-27
4485,7,1,2024-05-03
4485,8,0,
4486,1,1,2024-10-01
4486,2,1,2024-10-07
4486,3,1,2024-10-08
4486,4,1,2024-10-12
4486,5,1,2024-10-18
4486,6,0,
4487,1,1,2024-04-17
4487,2,1,2024-04-22
4487,3,1,2024-04-27
4487,4,1,2024-05-01
4487,5,0,
4488,1,1,2024-10-31
4488,2,1,2024-11-03
4488,3,1,2024-11-08
4488,4,1,2024-11-13
4488,5,1,2024-11-18
4488,6,0,
4489,1,1,2024-01-09
4489,2,1,2024-01-13
4489,3,1,2024-01-17
4489,4,1,2024-01-19
4489,5,1,2024-01-25
4489,6,1,2024-01-28
4489,7,1,2024-02-01
4489,8,0,
4490,1,1,2024-02-04
4490,2,1,2024-02-10
4490,3,1,2024-02-14
4490,4,1,2024-02-19
4490,5,0,
4491,1,1,2024-05-08
4491,2,1,2024-05-11
4491,3,1,2024-05-13
4491,4,0,
4492,1,1,2024-06-16
4492,2,0,
4493,1,1,2024-06-15
4493,2,1,2024-06-20
4493,3,1,2024-06-26
4493,4,1,2024-06-30
4493,5,1,2024-07-03
4493,6,1,2024-07-04
4493,7,1,2024-07-05
4493,8,1,2024-07-06
4493,9,0,
4494,1,1,2024-04-13
4494,2,1,2024-04-18
4494,3,1,2024-04-23
4494,4,1,2024-04-27
4494,5,1,2024-04-29
4494,6,1,2024-05-01
4494,7,1,2024-05-02
4494,8,1,2024-05-04
4494,9,1,2024-05-08
4494,10,0,
4495,1,0,
4496,1,1,2024-05-05
4496,2,1,2024-05-06
4496,3,0,
4497,1,1,2024-06-05
4497,2,1,2024-06-10
4497,3,1,2024-06-12
4497,4,1,2024-06-18
4497,5,1,2024-06-21
4497,6,1,2024-06-25
4497,7,1,2024-06-28
4497,8,1,2024-07-04
4497,9,1,2024-07-10
4497,10,1,2024-07-16
4497,11,0,
4498,1,1,2024-04-17
4498,2,1,2024-04-19
4498,3,1,2024-04-21
4498,4,1,2024-04-23
4498,5,1,2024-04-25
4498,6,1,2024-04-27
4498,7,1,2024-05-03
4498,8,0,
4499,1,1,2024-05-12
4499,2,1,2024-05-14
4499,3,1,2024-05-19
4499,4,1,2024-05-25
4499,5,0,
4500,1,1,2024-08-22
4500,2,1,2024-08-25
4500,3,1,2024-08-30
4500,4,0,
4501,1,0,
4502,1,0,
4503,1,1,2024-03-26
4503,2,1,2024-03-28
4503,3,1,2024-03-29
4503,4,1,2024-04-03
4503,5,0,
4504,1,1,2024-03-17
4504,2,1,2024-03-20
4504,3,1,2024-03-22
4504,4,1,2024-03-24
4504,5,1,2024-03-29
4504,6,1,2024-04-04
4504,7,1,2024-04-08
4504,8,0,
4505,1,1,2024-10-20
4505,2,1,2024-10-24
4505,3,1,2024-10-28
4505,4,1,2024-10-29
4505,5,1,2024-11-01
4505,6,0,
4506,1,1,2024-10-19
4506,2,1,2024-10-25
4506,3,1,2024-10-31
4506,4,1,2024-11-06
4506,5,1,2024-11-07
4506,6,0,
4507,1,1,2024-01-15
4507,2,1,2024-01-20
4507,3,1,2024-01-21
4507,4,1,2024-01-24
4507,5,1,2024-01-27
4507,6,1,2024-01-29
4507,7,1,2024-02-04
4507,8,1,2024-02-10
4507,9,1,2024-02-14
4507,10,1,2024-02-16
4507,11,1,2024-02-21
4507,12,1,2024-02-23
4508,1,1,2024-10-10
4508,2,1,2024-10-13
4508,3,1,2024-10-17
4508,4,1,2024-10-22
4508,5,1,2024-10-23
4508,6,1,2024-10-28
4508,7,1,2024-11-01
4508,8,0,
4509,1,0,
4510,1,1,2024-07-05
4510,2,1,2024-07-09
4510,3,1,2024-07-15
4510,4,1,2024-07-18
4510,5,1,2024-07-22
4510,6,1,2024-07-26
4510,7,0,
4511,1,1,2024-09-29
4511,2,1,2024-10-05
4511,3,1,2024-10-06
4511,4,1,2024-10-07
4511,5,1,2024-10-13
4511,6,1,2024-10-14
4511,7,0,
4512,1,1,2024-05-27
4512,2,1,2024-05-29
4512,3,1,2024-06-02
4512,4,1,2024-06-06
4512,5,1,2024-06-09
4512,6,1,2024-06-14
4512,7,1,2024-06-18
4512,8,1,2024-06-24
4512,9,0,
4513,1,1,2024-07-16
4513,2,1,2024-07-18
4513,3,0,
4514,1,1,2024-01-06
4514,2,1,2024-01-09
4514,3,1,2024-01-11
4514,4,0,
4515,1,1,2024-05-03
4515,2,0,
4516,1,1,2024-04-14
4516,2,1,2024-04-17
4516,3,1,2024-04-20
4516,4,1,2024-04-24
4516,5,1,2024-04-28
4516,6,1,2024-04-29
4516,7,1,2024-05-01
4516,8,1,2024-05-07
4516,9,1,2024-05-09
4516,10,1,2024-05-15
4516,11,0,
4517,1,1,2024-06-11
4517,2,1,2024-06-13
4517,3,1,2024-06-15
4517,4,1,2024-06-18
4517,5,1,2024-06-21
4517,6,1,2024-06-22
4517,7,1,2024-06-25
4517,8,1,2024-06-27
4517,9,1,2024-06-28
4517,10,1,2024-07-03
4517,11,1,2024-07-05
4517,12,1,2024-07-07
4518,1,1,2024-03-08
4518,2,1,2024-03-12
4518,3,1,2024-03-18
4518,4,1,2024-03-20
4518,5,0,
4519,1,1,2024-02-10
4519,2,1,2024-02-16
4519,3,1,2024-02-17
4519,4,1,2024-02-23
4519,5,1,2024-02-25
4519,6,0,
4520,1,1,2024-03-09
4520,2,1,2024-03-11
4520,3,1,2024-03-14
4520,4,1,2024-03-17
4520,5,0,
4521,1,1,2024-02-15
4521,2,1,2024-02-17
4521,3,1,2024-02-22
4521,4,0,
4522,1,1,2024-04-22
4522,2,1,2024-04-26
4522,3,1,2024-04-28
4522,4,1,2024-04-29
4522,5,0,
4523,1,1,2024-10-18
4523,2,0,
4524,1,1,2024-07-31
4524,2,1,2024-08-04
4524,3,0,
4525,1,1,2024-04-30
4525,2,1,2024-05-03
4525,3,0,
4526,1,0,
4527,1,1,2024-10-29
4527,2,1,2024-10-30
4527,3,1,2024-11-05
4527,4,1,2024-11-08
4527,5,1,2024-11-09
4527,6,1,2024-11-12
4527,7,0,
4528,1,1,2024-03-23
4528,2,1,2024-03-26
4528,3,1,2024-03-28
4528,4,0,
4529,1,1,2024-02-10
4529,2,1,2024-02-12
4529,3,1,2024-02-18
4529,4,1,2024-02-22
4529,5,1,2024-02-23
4529,6,1,2024-02-27
4529,7,1,2024-02-28
4529,8,1,2024-03-01
4529,9,1,2024-03-07
4529,10,1,2024-03-12
4529,11,1,2024-03-15
4529,12,0,
4530,1,1,2024-02-10
4530,2,1,2024-02-11
4530,3,1,2024-02-16
4530,4,1,2024-02-22
4530,5,1,2024-02-28
4530,6,0,
4531,1,1,2024-06-15
4531,2,1,2024-06-18
4531,3,1,2024-06-21
4531,4,1,2024-06-26
4531,5,1,2024-07-01
4531,6,0,
4532,1,1,2024-06-16
4532,2,0,
4533,1,1,2024-07-14
4533,2,1,2024-07-16
4533,3,1,2024-07-19
4533,4,1,2024-07-20
4533,5,1,2024-07-23
4533,6,1,2024-07-26
4533,7,0,
4534,1,1,2024-05-20
4534,2,0,
4535,1,0,
4536,1,1,2024-02-09
4536,2,0,
4537,1,1,2024-05-09
4537,2,0,
4538,1,0,
4539,1,1,2024-09-04
4539,2,1,2024-09-07
4539,3,1,2024-09-12
4539,4,1,2024-09-14
4539,5,1,2024-09-18
4539,6,1,2024-09-24
4539,7,0,
4540,1,1,2024-08-14
4540,2,1,2024-08-19
4540,3,1,2024-08-24
4540,4,1,2024-08-25
4540,5,1,2024-08-30
4540,6,1,2024-08-31
4540,7,0,
4541,1,0,
4542,1,1,2024-06-02
4542,2,1,2024-06-05
4542,3,1,2024-06-06
4542,4,1,2024-06-08
4542,5,1,2024-06-09
4542,6,1,2024-06-15
4542,7,1,2024-06-17
4542,8,0,
4543,1,1,2024-03-11
4543,2,1,2024-03-14
4543,3,1,2024-03-16
4543,4,1,2024-03-19
4543,5,0,
4544,1,1,2024-04-28
4544,2,0,
4545,1,0,
4546,1,1,2024-01-18
4546,2,1,2024-01-23
4546,3,1,2024-01-29
4546,4,1,2024-02-02
4546,5,1,2024-02-07
4546,6,1,2024-02-11
4546,7,1,2024-02-13
4546,8,1,2024-02-16
4546,9,1,2024-02-17
4546,10,1,2024-02-18
4546,11,1,2024-02-19
4546,12,0,
4547,1,1,2024-09-13
4547,2,1,2024-09-16
4547,3,1,2024-09-17
4547,4,1,2024-09-22
4547,5,1,2024-09-28
4547,6,1,2024-09-29
4547,7,0,
4548,1,1,2024-07-19
4548,2,0,
4549,1,1,2024-03-23
4549,2,1,2024-03-26
4549,3,1,2024-03-30
4549,4,1,2024-04-04
4549,5,0,
4550,1,1,2024-09-26
4550,2,1,2024-09-28
4550,3,1,2024-09-30
4550,4,1,2024-10-03
4550,5,1,2024-10-08
4550,6,1,2024-10-09
4550,7,0,
4551,1,1,2024-10-06
4551,2,1,2024-10-07
4551,3,1,2024-10-09
4551,4,0,
4552,1,1,2024-03-11
4552,2,0,
4553,1,1,2024-07-23
4553,2,0,
4554,1,1,2024-04-26
4554,2,1,2024-04-27
4554,3,1,2024-05-02
4554,4,1,2024-05-04
4554,5,1,2024-05-09
4554,6,1,2024-05-14
4554,7,1,2024-05-19
4554,8,1,2024-05-20
4554,9,1,2024-05-23
4554,10,1,2024-05-25
4554,11,0,
4555,1,0,
4556,1,1,2024-10-12
4556,2,1,2024-10-16
4556,3,1,2024-10-17
4556,4,0,
4557,1,1,2024-02-28
4557,2,0,
4558,1,0,
4559,1,1,2024-08-27
4559,2,1,2024-08-31
4559,3,1,2024-09-06
4559,4,1,2024-09-09
4559,5,1,2024-09-10
4559,6,0,
4560,1,1,2024-02-03
4560,2,1,2024-02-06
4560,3,0,
4561,1,1,2024-10-24
4561,2,1,2024-10-25
4561,3,1,2024-10-29
4561,4,1,2024-10-30
4561,5,0,
4562,1,1,2024-01-26
4562,2,1,2024-02-01
4562,3,1,2024-02-04
4562,4,1,2024-02-05
4562,5,1,2024-02-11
4562,6,1,2024-02-16
4562,7,0,
4563,1,1,2024-01-27
4563,2,0,
4564,1,1,2024-03-23
4564,2,1,2024-03-28
4564,3,1,2024-03-30
4564,4,1,2024-04-01
4564,5,1,2024-04-05
4564,6,1,2024-04-11
4564,7,0,
4565,1,0,
4566,1,1,2024-02-15
4566,2,1,2024-02-17
4566,3,1,2024-02-19
4566,4,1,2024-02-23
4566,5,0,
4567,1,0,
4568,1,1,2024-05-26
4568,2,1,2024-05-31
4568,3,1,2024-06-06
4568,4,1,2024-06-12
4568,5,1,2024-06-16
4568,6,1,2024-06-19
4568,7,1,2024-06-20
4568,8,1,2024-06-22
4568,9,0,
4569,1,0,
4570,1,1,2024-09-11
4570,2,1,2024-09-16
4570,3,0,
4571,1,1,2024-08-28
4571,2,1,2024-09-01
4571,3,0,
4572,1,1,2024-03-08
4572,2,1,2024-03-12
4572,3,1,2024-03-17
4572,4,1,2024-03-18
4572,5,1,2024-03-20
4572,6,0,
4573,1,1,2024-05-15
4573,2,1,2024-05-21
4573,3,1,2024-05-23
4573,4,1,2024-05-25
4573,5,1,2024-05-29
4573,6,0,
4574,1,1,2024-05-31
4574,2,1,2024-06-01
4574,3,1,2024-06-04
4574,4,1,2024-06-08
4574,5,1,2024-06-12
4574,6,1,2024-06-18
4574,7,1,2024-06-20
4574,8,1,2024-06-22
4574,9,0,
4575,1,1,2024-03-31
4575,2,1,2024-04-04
4575,3,1,2024-04-07
4575,4,1,2024-04-13
4575,5,1,2024-04-19
4575,6,0,
4576,1,1,2024-05-30
4576,2,1,2024-06-05
4576,3,1,2024-06-06
4576,4,1,2024-06-10
4576,5,1,2024-06-14
4576,6,1,2024-06-18
4576,7,1,2024-06-19
4576,8,1,2024-06-23
4576,9,1,2024-06-27
4576,10,0,
4577,1,1,2024-03-13
4577,2,1,2024-03-15
4577,3,1,2024-03-16
4577,4,1,2024-03-20
4577,5,1,2024-03-23
4577,6,1,2024-03-25
4577,7,1,2024-03-26
4577,8,1,2024-03-30
4577,9,1,2024-04-05
4577,10,1,2024-04-07
4577,11,0,
4578,1,1,2024-02-02
4578,2,1,2024-02-06
4578,3,1,2024-02-09
4578,4,1,2024-02-10
4578,5,1,2024-02-16
4578,6,1,2024-02-22
4578,7,1,2024-02-25
4578,8,1,2024-02-27
4578,9,1,2024-03-02
4578,10,1,2024-03-06
4578,11,0,
4579,1,1,2024-07-24
4579,2,1,2024-07-26
4579,3,1,2024-07-29
4579,4,1,2024-08-04
4579,5,1,2024-08-06
4579,6,1,2024-08-12
4579,7,0,
4580,1,1,2024-03-20
4580,2,1,2024-03-23
4580,3,1,2024-03-29
4580,4,1,2024-04-01
4580,5,1,2024-04-03
4580,6,1,2024-04-05
4580,7,1,2024-04-10
4580,8,1,2024-04-16
4580,9,1,2024-04-21
4580,10,1,2024-04-26
4580,11,1,2024-05-02
4580,12,1,2024-05-08
4581,1,1,2024-09-15
4581,2,1,2024-09-19
4581,3,1,2024-09-25
4581,4,0,
4582,1,1,2024-01-27
4582,2,1,2024-01-30
4582,3,1,2024-02-05
4582,4,1,2024-02-06
4582,5,1,2024-02-11
4582,6,1,2024-02-12
4582,7,0,
4583,1,1,2024-10-31
4583,2,1,2024-11-02
4583,3,0,
4584,1,0,
4585,1,1,2024-06-03
4585,2,1,2024-06-04
4585,3,1,2024-06-06
4585,4,1,2024-06-08
