enrolment_id,course,enrolled_date,plan
6072,Python Intro,2024-06-28,free
6073,Data 101,2024-02-22,free
6074,Python Intro,2024-06-19,paid
6075,SQL Basics,2024-07-26,paid
6076,Data 101,2024-09-24,paid
6077,Data 101,2024-05-05,free
6078,SQL Basics,2024-10-08,paid
6079,SQL Basics,2024-05-03,paid
6080,SQL Basics,2024-03-17,paid
6081,Data 101,2024-06-18,paid
6082,SQL Basics,2024-01-06,free
6083,Python Intro,2024-05-20,paid
6084,Python Intro,2024-06-04,free
6085,SQL Basics,2024-07-31,paid
6086,SQL Basics,2024-04-20,paid
6087,Data 101,2024-01-23,free
6088,Python Intro,2024-06-04,paid
6089,Data 101,2024-10-18,free
6090,Data 101,2024-01-16,paid
6091,Python Intro,2024-02-24,paid
6092,Data 101,2024-09-12,paid
6093,Data 101,2024-05-11,paid
6094,Python Intro,2024-10-08,free
6095,Data 101,2024-07-20,free
6096,Python Intro,2024-03-12,free
6097,Python Intro,2024-05-08,free
6098,Data 101,2024-08-02,paid
6099,Python Intro,2024-01-20,paid
6100,SQL Basics,2024-04-12,free
6101,Python Intro,2024-10-17,paid
6102,Python Intro,2024-05-21,free
6103,Python Intro,2024-07-11,free
6104,Data 101,2024-08-07,paid
6105,Python Intro,2024-07-22,paid
6106,Data 101,2024-06-12,paid
6107,Python Intro,2024-01-30,free
6108,SQL Basics,2024-05-10,paid
6109,SQL Basics,2024-05-22,free
6110,SQL Basics,2024-05-08,paid
6111,Python Intro,2024-09-02,paid
6112,SQL Basics,2024-09-01,paid
6113,Data 101,2024-07-13,free
6114,Python Intro,2024-06-11,free
6115,SQL Basics,2024-06-07,free
6116,Data 101,2024-02-23,paid
6117,Python Intro,2024-07-29,free
6118,Data 101,2024-08-21,free
6119,Python Intro,2024-08-21,free
6120,SQL Basics,2024-06-27,free
6121,SQL Basics,2024-08-14,free
6122,Python Intro,2024-08-03,free
6123,Python Intro,2024-03-21,paid
6124,Data 101,2024-05-24,free
6125,Python Intro,2024-09-22,paid
6126,Python Intro,2024-05-29,free
6127,Data 101,2024-08-03,free
6128,Data 101,2024-01-16,paid
6129,Python Intro,2024-10-27,paid
6130,SQL Basics,2024-09-05,paid
6131,Data 101,2024-09-15,free
6132,SQL Basics,2024-01-27,free
6133,SQL Basics,2024-10-12,paid
6134,Data 101,2024-09-26,paid
6135,Python Intro,2024-06-12,paid
6136,SQL Basics,2024-09-13,free
6137,SQL Basics,2024-08-22,free
6138,Python Intro,2024-02-23,free
6139,SQL Basics,2024-04-23,paid
6140,Data 101,2024-09-03,free
6141,Python Intro,2024-07-20,paid
6142,SQL Basics,2024-04-30,free
6143,Python Intro,2024-05-13,paid
6144,SQL Basics,2024-10-21,free
6145,Python Intro,2024-02-06,paid
6146,SQL Basics,2024-10-22,free
6147,Data 101,2024-02-23,free
6148,Data 101,2024-08-03,paid
6149,SQL Basics,2024-10-03,paid
6150,Python Intro,2024-03-02,free
6151,Python Intro,2024-10-01,paid
6152,SQL Basics,2024-05-22,free
6153,SQL Basics,2024-04-20,paid
6154,Data 101,2024-01-04,free
6155,Python Intro,2024-08-24,paid
6156,Data 101,2024-09-01,paid
6157,Python Intro,2024-07-23,free
6158,SQL Basics,2024-10-08,free
6159,Data 101,2024-10-16,free
6160,Python Intro,2024-06-05,free
6161,Python Intro,2024-06-06,paid
6162,SQL Basics,2024-01-11,paid
6163,Python Intro,2024-09-12,paid
6164,SQL Basics,2024-02-11,free
6165,SQL Basics,2024-05-15,paid
6166,Data 101,2024-10-17,paid
6167,SQL Basics,2024-08-28,paid
6168,Python Intro,2024-01-13,free
6169,SQL Basics,2024-07-17,paid
6170,Python Intro,2024-03-01,free
6171,Data 101,2024-10-18,free
6172,Data 101,2024-05-26,paid
6173,SQL Basics,2024-06-05,paid
6174,SQL Basics,2024-02-27,free
6175,Python Intro,2024-06-04,paid
6176,SQL Basics,2024-02-18,free
6177,Python Intro,2024-02-04,free
6178,SQL Basics,2024-08-27,free
6179,SQL Basics,2024-04-06,paid
6180,SQL Basics,2024-09-24,free
6181,SQL Basics,2024-07-07,free
6182,Python Intro,2024-02-22,free
6183,SQL Basics,2024-04-20,free
6184,Data 101,2024-10-05,paid
6185,Data 101,2024-03-13,paid
6186,Data 101,2024-05-24,free
6187,Python Intro,2024-06-13,free
6188,Data 101,2024-09-03,free
6189,Data 101,2024-02-23,free
6190,SQL Basics,2024-04-21,free
6191,SQL Basics,2024-06-23,paid
6192,Data 101,2024-06-05,paid
6193,SQL Basics,2024-02-02,paid
6194,SQL Basics,2024-03-08,paid
6195,SQL Basics,2024-03-30,free
6196,SQL Basics,2024-06-17,free
6197,SQL Basics,2024-09-15,paid
6198,Data 101,2024-05-12,free
6199,Data 101,2024-09-27,paid
6200,SQL Basics,2024-06-14,free
6201,Data 101,2024-04-04,paid
6202,SQL Basics,2024-01-04,free
6203,SQL Basics,2024-04-23,free
6204,SQL Basics,2024-05-09,paid
6205,SQL Basics,2024-05-01,free
6206,Data 101,2024-10-10,paid
6207,Data 101,2024-09-18,free
6208,SQL Basics,2024-03-17,free
6209,SQL Basics,2024-06-22,paid
6210,Data 101,2024-07-06,paid
6211,Data 101,2024-08-11,free
6212,Python Intro,2024-06-06,free
6213,Data 101,2024-04-30,paid
6214,SQL Basics,2024-02-19,free
6215,Python Intro,2024-01-24,free
6216,SQL Basics,2024-08-06,free
6217,Data 101,2024-02-12,paid
6218,Data 101,2024-10-12,free
6219,SQL Basics,2024-08-10,paid
6220,SQL Basics,2024-06-03,free
6221,SQL Basics,2024-05-13,paid
6222,SQL Basics,2024-02-18,paid
6223,SQL Basics,2024-08-12,free
6224,Data 101,2024-09-02,paid
6225,SQL Basics,2024-05-21,free
6226,SQL Basics,2024-03-30,free
6227,Python Intro,2024-07-27,free
6228,Python Intro,2024-06-27,free
6229,SQL Basics,2024-07-05,free
6230,Data 101,2024-04-22,free
6231,Python Intro,2024-09-21,paid
6232,Python Intro,2024-05-24,free
6233,Python Intro,2024-07-23,paid
6234,SQL Basics,2024-03-22,free
6235,SQL Basics,2024-04-10,free
6236,SQL Basics,2024-07-15,free
6237,Data 101,2024-10-09,free
6238,SQL Basics,2024-03-29,paid
6239,SQL Basics,2024-07-13,free
6240,Data 101,2024-10-13,paid
6241,Python Intro,2024-09-02,paid
6242,SQL Basics,2024-08-09,paid
6243,Python Intro,2024-03-30,paid
6244,SQL Basics,2024-10-22,paid
6245,SQL Basics,2024-06-18,free
6246,Python Intro,2024-08-07,free
6247,Data 101,2024-03-28,free
6248,Python Intro,2024-10-18,free
6249,Data 101,2024-07-27,paid
6250,Python Intro,2024-08-03,free
6251,Data 101,2024-07-15,free
6252,Python Intro,2024-06-05,paid
6253,Python Intro,2024-04-03,paid
6254,SQL Basics,2024-08-16,paid
6255,SQL Basics,2024-06-08,free
6256,Data 101,2024-08-29,free
6257,Data 101,2024-09-02,free
6258,Python Intro,2024-05-11,free
6259,Python Intro,2024-01-05,paid
6260,Python Intro,2024-08-05,free
6261,Python Intro,2024-09-20,paid
6262,Python Intro,2024-01-05,free
6263,SQL Basics,2024-04-20,paid
6264,SQL Basics,2024-06-22,paid
6265,SQL Basics,2024-03-17,paid
6266,Python Intro,2024-03-07,paid
6267,Data 101,2024-10-15,free
6268,SQL Basics,2024-03-21,paid
6269,Python Intro,2024-04-04,paid
6270,Python Intro,2024-01-19,paid
6271,Data 101,2024-04-24,paid
6272,Python Intro,2024-08-16,paid
6273,Python Intro,2024-09-01,free
6274,Python Intro,2024-04-27,paid
6275,SQL Basics,2024-01-23,free
6276,Data 101,2024-06-18,paid
6277,Python Intro,2024-09-28,free
6278,Data 101,2024-10-26,free
6279,Data 101,2024-09-22,free
6280,Data 101,2024-07-03,free
6281,SQL Basics,2024-08-01,paid
6282,Python Intro,2024-10-12,free
6283,Data 101,2024-09-16,paid
6284,SQL Basics,2024-06-05,free
6285,Python Intro,2024-01-20,free
6286,SQL Basics,2024-03-02,free
6287,Python Intro,2024-01-01,free
6288,Data 101,2024-10-17,paid
6289,Python Intro,2024-02-27,free
6290,Data 101,2024-09-29,free
6291,SQL Basics,2024-02-17,paid
6292,Python Intro,2024-03-15,free
6293,Data 101,2024-03-08,free
6294,Python Intro,2024-08-10,free
6295,Python Intro,2024-02-28,paid
6296,Data 101,2024-07-28,free
6297,Data 101,2024-08-22,paid
6298,SQL Basics,2024-05-20,paid
6299,Python Intro,2024-08-26,free
6300,SQL Basics,2024-08-02,paid
6301,Python Intro,2024-09-06,free
6302,Data 101,2024-09-11,paid
6303,SQL Basics,2024-02-25,paid
6304,Data 101,2024-06-04,free
6305,SQL Basics,2024-09-01,paid
6306,Data 101,2024-08-22,free
6307,Data 101,2024-08-24,paid
6308,Data 101,2024-03-15,paid
6309,SQL Basics,2024-08-17,free
6310,SQL Basics,2024-10-22,paid
6311,SQL Basics,2024-03-27,free
6312,Data 101,2024-05-31,paid
6313,Data 101,2024-01-08,paid
6314,Data 101,2024-03-01,paid
6315,Python Intro,2024-05-11,free
6316,Data 101,2024-01-16,free
6317,SQL Basics,2024-06-26,paid
6318,SQL Basics,2024-04-14,free
6319,Python Intro,2024-07-08,free
6320,Data 101,2024-09-04,free
6321,Python Intro,2024-02-18,paid
6322,Data 101,2024-07-23,free
6323,Python Intro,2024-10-15,paid
6324,Python Intro,2024-05-22,paid
6325,Data 101,2024-08-28,free
6326,Python Intro,2024-06-30,paid
6327,SQL Basics,2024-08-23,paid
6328,Data 101,2024-03-19,free
6329,Python Intro,2024-08-31,free
6330,Python Intro,2024-10-04,paid
6331,SQL Basics,2024-10-15,paid
6332,SQL Basics,2024-08-25,paid
6333,Python Intro,2024-10-20,paid
6334,Python Intro,2024-09-30,free
6335,Data 101,2024-02-14,free
6336,SQL Basics,2024-09-02,free
6337,SQL Basics,2024-05-22,free
6338,SQL Basics,2024-08-17,free
6339,Data 101,2024-04-30,paid
6340,Python Intro,2024-10-19,free
6341,Python Intro,2024-02-11,paid
6342,SQL Basics,2024-08-02,free
6343,Python Intro,2024-08-04,paid
6344,Data 101,2024-07-11,paid
6345,SQL Basics,2024-09-27,free
6346,Data 101,2024-07-28,paid
6347,Python Intro,2024-02-13,free
6348,Python Intro,2024-02-25,free
6349,SQL Basics,2024-01-24,paid
6350,Python Intro,2024-08-21,paid
6351,Data 101,2024-04-18,paid
6352,SQL Basics,2024-04-22,free
6353,Data 101,2024-08-29,free
6354,Python Intro,2024-08-16,paid
6355,SQL Basics,2024-04-30,free
6356,Python Intro,2024-02-09,paid
6357,Data 101,2024-06-01,free
6358,Python Intro,2024-10-14,paid
6359,SQL Basics,2024-09-09,free
6360,SQL Basics,2024-05-31,free
6361,Data 101,2024-02-20,free
6362,SQL Basics,2024-09-09,free
6363,Data 101,2024-05-10,free
6364,SQL Basics,2024-08-11,free
6365,SQL Basics,2024-01-04,free
6366,Python Intro,2024-03-04,free
6367,Python Intro,2024-10-13,paid
6368,Data 101,2024-05-15,free
6369,SQL Basics,2024-09-04,paid
6370,Python Intro,2024-02-25,paid
6371,Data 101,2024-08-26,paid
6372,SQL Basics,2024-10-13,paid
6373,Data 101,2024-01-23,free
6374,Python Intro,2024-04-21,paid
6375,Data 101,2024-08-09,free
6376,Data 101,2024-06-10,paid
6377,Data 101,2024-01-29,free
6378,SQL Basics,2024-04-13,free
6379,Data 101,2024-01-02,paid
6380,Data 101,2024-10-23,free
6381,SQL Basics,2024-07-16,paid
6382,Data 101,2024-01-20,free
6383,Data 101,2024-05-21,free
6384,Python Intro,2024-09-28,paid
6385,Python Intro,2024-04-04,free
6386,SQL Basics,2024-03-23,paid
6387,Data 101,2024-03-25,free
6388,Data 101,2024-09-18,free
6389,Data 101,2024-05-30,paid
6390,SQL Basics,2024-10-02,paid
6391,Python Intro,2024-03-18,free
6392,Python Intro,2024-04-21,paid
6393,SQL Basics,2024-08-25,paid
6394,Data 101,2024-04-16,free
6395,SQL Basics,2024-05-31,free
6396,Python Intro,2024-07-17,free
6397,Python Intro,2024-05-23,paid
6398,Data 101,2024-05-31,paid
6399,Data 101,2024-04-06,free
6400,SQL Basics,2024-06-15,free
6401,Python Intro,2024-10-06,free
6402,Python Intro,2024-05-09,free
6403,Python Intro,2024-01-07,free
6404,Python Intro,2024-05-21,free
6405,Data 101,2024-01-02,free
6406,Python Intro,2024-10-18,free
6407,Data 101,2024-05-30,free
6408,SQL Basics,2024-03-18,paid
6409,SQL Basics,2024-05-11,paid
6410,Python Intro,2024-08-09,free
6411,Data 101,2024-04-03,free
6412,Data 101,2024-01-28,free
6413,Data 101,2024-07-01,free
6414,SQL Basics,2024-06-29,free
6415,SQL Basics,2024-06-08,paid
6416,Data 101,2024-05-12,paid
6417,Python Intro,2024-02-22,free
6418,Data 101,2024-08-03,free
6419,SQL Basics,2024-08-03,paid
6420,Data 101,2024-10-12,paid
6421,Data 101,2024-10-25,free
6422,SQL Basics,2024-07-31,free
6423,SQL Basics,2024-04-21,paid
6424,Python Intro,2024-01-16,free
6425,Data 101,2024-06-02,paid
6426,SQL Basics,2024-06-15,free
6427,Data 101,2024-06-17,free
6428,Python Intro,2024-02-18,paid
6429,SQL Basics,2024-10-26,paid
6430,SQL Basics,2024-06-03,free
6431,Python Intro,2024-08-06,free
6432,Python Intro,2024-09-30,paid
6433,Data 101,2024-03-14,free
6434,Python Intro,2024-03-05,paid
6435,Data 101,2024-03-18,paid
6436,Data 101,2024-10-08,free
6437,SQL Basics,2024-07-26,free
6438,SQL Basics,2024-03-22,free
6439,SQL Basics,2024-03-26,free
6440,Data 101,2024-07-15,free
6441,Data 101,2024-06-14,paid
6442,Data 101,2024-04-05,free
6443,Python Intro,2024-08-08,paid
6444,SQL Basics,2024-08-23,free
6445,Data 101,2024-08-20,paid
6446,Data 101,2024-01-21,free
6447,SQL Basics,2024-10-04,paid
6448,SQL Basics,2024-10-26,free
6449,SQL Basics,2024-09-07,free
6450,Python Intro,2024-05-31,paid
6451,Data 101,2024-06-07,paid
6452,SQL Basics,2024-05-15,free
6453,Data 101,2024-01-06,free
6454,Data 101,2024-03-11,paid
6455,Python Intro,2024-02-10,paid
6456,Data 101,2024-01-01,paid
6457,Python Intro,2024-05-06,paid
6458,Python Intro,2024-04-11,paid
6459,Python Intro,2024-01-18,free
6460,SQL Basics,2024-09-07,free
6461,Python Intro,2024-01-26,paid
6462,Python Intro,2024-09-18,paid
6463,SQL Basics,2024-09-06,paid
6464,Data 101,2024-08-26,paid
6465,Data 101,2024-04-15,paid
6466,Data 101,2024-01-23,paid
6467,Python Intro,2024-01-05,paid
6468,Data 101,2024-09-07,paid
6469,Python Intro,2024-04-29,free
6470,SQL Basics,2024-04-11,paid
6471,Data 101,2024-04-26,free
6472,Data 101,2024-07-01,free
6473,Python Intro,2024-07-02,free
6474,SQL Basics,2024-03-25,paid
6475,Data 101,2024-04-08,free
6476,SQL Basics,2024-06-01,free
6477,Data 101,2024-08-14,paid
6478,SQL Basics,2024-08-01,paid
6479,SQL Basics,2024-06-26,paid
6480,Python Intro,2024-09-25,paid
6481,Python Intro,2024-10-27,free
6482,Python Intro,2024-02-18,paid
6483,Python Intro,2024-10-06,paid
6484,Data 101,2024-04-25,paid
6485,Python Intro,2024-08-31,paid
6486,SQL Basics,2024-04-10,paid
6487,Data 101,2024-04-21,free
6488,Data 101,2024-06-14,free
6489,Python Intro,2024-10-19,paid
6490,Data 101,2024-07-05,free
6491,Python Intro,2024-07-25,paid
6492,Python Intro,2024-02-03,free
6493,SQL Basics,2024-04-19,paid
6494,Python Intro,2024-04-25,free
6495,SQL Basics,2024-09-07,paid
6496,Data 101,2024-06-16,free
6497,SQL Basics,2024-08-14,free
6498,SQL Basics,2024-08-10,free
6499,SQL Basics,2024-10-08,free
6500,SQL Basics,2024-03-29,free
6501,Python Intro,2024-05-03,free
6502,Data 101,2024-07-21,free
6503,Data 101,2024-07-19,paid
6504,Python Intro,2024-03-10,free
6505,Data 101,2024-09-09,paid
6506,Data 101,2024-06-04,paid
6507,Python Intro,2024-10-09,free
6508,SQL Basics,2024-06-07,paid
6509,Python Intro,2024-07-20,free
6510,Data 101,2024-08-11,free
6511,Python Intro,2024-09-04,paid
6512,Python Intro,2024-05-22,paid
6513,Python Intro,2024-08-27,paid
6514,Python Intro,2024-06-11,paid
6515,Python Intro,2024-07-03,paid
6516,Data 101,2024-07-03,paid
6517,SQL Basics,2024-10-16,paid
6518,Data 101,2024-03-01,paid
6519,Python Intro,2024-07-25,paid
6520,SQL Basics,2024-02-03,free
6521,Data 101,2024-01-01,paid
6522,SQL Basics,2024-04-09,paid
6523,Python Intro,2024-02-19,free
6524,Python Intro,2024-09-27,free
6525,Data 101,2024-05-22,free
6526,SQL Basics,2024-04-13,paid
6527,Python Intro,2024-05-22,paid
6528,SQL Basics,2024-08-30,free
6529,Data 101,2024-08-21,paid
6530,Python Intro,2024-08-30,paid
6531,Data 101,2024-06-12,paid
6532,SQL Basics,2024-01-26,free
6533,SQL Basics,2024-05-11,paid
6534,SQL Basics,2024-07-24,free
6535,Python Intro,2024-07-26,free
6536,Data 101,2024-02-05,paid
6537,Data 101,2024-03-06,paid
6538,SQL Basics,2024-08-08,paid
6539,Python Intro,2024-09-15,paid
6540,Python Intro,2024-05-07,free
6541,Data 101,2024-08-23,free
6542,Data 101,2024-08-07,free
6543,SQL Basics,2024-06-11,free
6544,Python Intro,2024-10-12,paid
6545,Python Intro,2024-07-04,free
6546,Python Intro,2024-02-10,free
6547,Python Intro,2024-10-05,paid
6548,Python Intro,2024-02-29,free
6549,SQL Basics,2024-09-04,paid
6550,Data 101,2024-09-26,paid
6551,SQL Basics,2024-02-29,free
6552,Python Intro,2024-01-18,paid
6553,Data 101,2024-03-06,free
6554,SQL Basics,2024-08-08,paid
6555,Python Intro,2024-01-25,paid
6556,SQL Basics,2024-09-27,paid
6557,SQL Basics,2024-09-08,paid
6558,Python Intro,2024-10-05,paid
6559,Data 101,2024-09-07,free
6560,Data 101,2024-04-01,paid
6561,Python Intro,2024-01-15,paid
6562,Python Intro,2024-05-19,paid
6563,Data 101,2024-01-21,paid
6564,Python Intro,2024-10-16,free
6565,SQL Basics,2024-05-22,paid
6566,SQL Basics,2024-07-09,paid
6567,SQL Basics,2024-04-03,paid
6568,SQL Basics,2024-03-25,free
6569,SQL Basics,2024-10-25,free
6570,Data 101,2024-01-20,paid
6571,SQL Basics,2024-08-17,free
6572,Data 101,2024-01-27,free
6573,Data 101,2024-08-02,paid
6574,Data 101,2024-08-15,paid
6575,Data 101,2024-09-12,free
6576,SQL Basics,2024-07-06,paid
6577,SQL Basics,2024-09-08,free
6578,Python Intro,2024-01-08,free
6579,Python Intro,2024-02-11,paid
6580,Data 101,2024-10-10,free
6581,SQL Basics,2024-05-15,free
6582,Data 101,2024-05-09,paid
6583,SQL Basics,2024-09-20,paid
6584,SQL Basics,2024-08-05,free
6585,Python Intro,2024-09-27,free
6586,Data 101,2024-06-10,free
6587,SQL Basics,2024-01-05,paid
6588,Data 101,2024-06-09,free
6589,Python Intro,2024-07-30,free
6590,Python Intro,2024-06-08,free
6591,Data 101,2024-08-29,free
6592,SQL Basics,2024-01-17,free
6593,SQL Basics,2024-08-05,paid
6594,Data 101,2024-10-03,paid
6595,SQL Basics,2024-06-04,free
6596,Data 101,2024-03-02,paid
6597,Data 101,2024-06-02,paid
6598,Python Intro,2024-02-05,paid
6599,Data 101,2024-06-05,paid
6600,Python Intro,2024-03-28,paid
6601,Data 101,2024-09-03,paid
6602,SQL Basics,2024-07-27,paid
6603,SQL Basics,2024-08-25,free
6604,SQL Basics,2024-04-23,free
6605,SQL Basics,2024-03-28,free
6606,Data 101,2024-06-06,paid
6607,SQL Basics,2024-06-03,paid
6608,SQL Basics,2024-04-17,paid
6609,SQL Basics,2024-10-02,free
6610,Python Intro,2024-09-03,paid
6611,SQL Basics,2024-10-05,paid
6612,Python Intro,2024-03-27,free
6613,SQL Basics,2024-10-13,free
6614,Python Intro,2024-09-09,free
6615,SQL Basics,2024-07-06,paid
6616,Python Intro,2024-01-27,paid
6617,SQL Basics,2024-09-15,paid
6618,SQL Basics,2024-03-31,free
6619,SQL Basics,2024-09-16,paid
6620,Python Intro,2024-07-19,paid
6621,Python Intro,2024-08-11,paid
6622,Data 101,2024-02-25,paid
6623,Data 101,2024-01-03,paid
6624,SQL Basics,2024-06-12,free
6625,Python Intro,2024-04-04,free
6626,Python Intro,2024-07-10,free
6627,Python Intro,2024-09-18,paid
6628,Python Intro,2024-05-10,free
6629,SQL Basics,2024-03-13,paid
6630,SQL Basics,2024-10-25,paid
6631,SQL Basics,2024-04-09,paid
6632,SQL Basics,2024-06-25,paid
6633,Python Intro,2024-01-08,free
6634,SQL Basics,2024-09-29,free
6635,Data 101,2024-09-24,free
6636,SQL Basics,2024-08-30,free
6637,Python Intro,2024-06-20,free
6638,Python Intro,2024-05-02,paid
6639,SQL Basics,2024-02-19,free
6640,Data 101,2024-03-22,free
6641,SQL Basics,2024-02-05,paid
6642,Python Intro,2024-10-17,paid
6643,SQL Basics,2024-06-26,free
6644,Data 101,2024-08-27,free
6645,Python Intro,2024-10-26,paid
6646,SQL Basics,2024-10-18,free
6647,Data 101,2024-01-18,paid
6648,Python Intro,2024-08-02,free
6649,Data 101,2024-03-01,paid
6650,Data 101,2024-07-26,free
6651,Data 101,2024-07-24,free
6652,Data 101,2024-01-02,free
6653,Data 101,2024-08-28,paid
6654,Python Intro,2024-07-30,paid
6655,Python Intro,2024-09-18,free
6656,Python Intro,2024-07-03,paid
6657,Python Intro,2024-09-10,paid
6658,Data 101,2024-08-03,free
6659,Data 101,2024-03-16,free
6660,Data 101,2024-02-07,paid
6661,SQL Basics,2024-10-02,paid
6662,Python Intro,2024-05-07,free
6663,Python Intro,2024-09-09,paid
6664,Python Intro,2024-09-01,free
6665,Data 101,2024-06-03,free
6666,Data 101,2024-07-11,paid
6667,SQL Basics,2024-09-09,free
6668,Data 101,2024-06-22,free
6669,Data 101,2024-01-28,free
6670,Data 101,2024-02-01,paid
6671,SQL Basics,2024-08-05,free
6672,Python Intro,2024-02-23,paid
6673,Python Intro,2024-09-19,free
6674,Data 101,2024-03-23,paid
6675,Python Intro,2024-01-08,paid
6676,Python Intro,2024-03-18,paid
6677,Python Intro,2024-09-04,paid
6678,Python Intro,2024-06-14,free
6679,SQL Basics,2024-01-15,paid
6680,Data 101,2024-03-25,free
6681,Python Intro,2024-05-13,paid
6682,SQL Basics,2024-04-13,free
6683,Python Intro,2024-09-06,paid
6684,Data 101,2024-02-16,paid
6685,Data 101,2024-02-26,free
6686,Data 101,2024-02-07,free
6687,SQL Basics,2024-05-15,paid
6688,Data 101,2024-01-08,free
6689,Data 101,2024-08-14,paid
6690,SQL Basics,2024-08-14,paid
6691,SQL Basics,2024-07-21,free
6692,Data 101,2024-03-29,free
6693,Python Intro,2024-08-19,free
6694,Python Intro,2024-02-04,paid
6695,Data 101,2024-06-13,paid
6696,Data 101,2024-05-10,free
6697,SQL Basics,2024-06-05,paid
6698,Python Intro,2024-01-05,paid
6699,Python Intro,2024-06-08,free
6700,Python Intro,2024-02-13,free
6701,SQL Basics,2024-08-22,free
6702,Python Intro,2024-06-05,paid
6703,SQL Basics,2024-07-30,free
6704,Python Intro,2024-02-29,free
6705,Data 101,2024-07-07,free
6706,Data 101,2024-03-02,paid
6707,SQL Basics,2024-08-26,paid
6708,Python Intro,2024-01-13,paid
6709,Data 101,2024-01-28,paid
6710,Data 101,2024-06-09,free
6711,Python Intro,2024-10-04,paid
6712,Python Intro,2024-03-22,free
6713,Data 101,2024-08-13,free
6714,SQL Basics,2024-04-08,free
6715,Data 101,2024-02-22,paid
6716,SQL Basics,2024-06-22,free
6717,SQL Basics,2024-10-17,paid
6718,SQL Basics,2024-02-27,paid
6719,SQL Basics,2024-05-20,free
6720,SQL Basics,2024-01-28,free
6721,SQL Basics,2024-08-03,free
6722,Python Intro,2024-06-26,paid
6723,Python Intro,2024-05-21,free
6724,SQL Basics,2024-10-03,free
6725,Python Intro,2024-05-12,paid
6726,Python Intro,2024-02-09,paid
6727,Python Intro,2024-08-14,free
6728,Data 101,2024-05-18,free
6729,Python Intro,2024-02-13,free
6730,SQL Basics,2024-04-29,free
6731,Data 101,2024-05-02,free
6732,Python Intro,2024-03-21,free
6733,SQL Basics,2024-05-19,paid
6734,Python Intro,2024-05-03,paid
6735,Python Intro,2024-06-26,free
6736,Data 101,2024-05-12,free
6737,Python Intro,2024-08-04,free
6738,Data 101,2024-05-29,free
6739,Data 101,2024-08-18,paid
6740,SQL Basics,2024-03-11,free
6741,Python Intro,2024-05-09,free
6742,Python Intro,2024-09-25,free
6743,SQL Basics,2024-06-18,free
6744,Python Intro,2024-03-19,free
6745,SQL Basics,2024-05-27,paid
6746,SQL Basics,2024-10-27,paid
6747,SQL Basics,2024-03-06,paid
6748,SQL Basics,2024-05-10,paid
6749,SQL Basics,2024-02-09,free
6750,SQL Basics,2024-07-07,paid
6751,SQL Basics,2024-04-09,paid
6752,SQL Basics,2024-07-10,paid
6753,SQL Basics,2024-08-11,free
6754,SQL Basics,2024-09-05,free
6755,SQL Basics,2024-03-18,free
6756,SQL Basics,2024-03-26,free
6757,Python Intro,2024-01-06,free
6758,SQL Basics,2024-04-21,paid
6759,Data 101,2024-06-21,paid
6760,Data 101,2024-05-26,paid
6761,Data 101,2024-01-05,free
6762,Python Intro,2024-06-04,free
6763,SQL Basics,2024-08-23,free
6764,Data 101,2024-03-19,free
6765,Data 101,2024-10-03,paid
6766,Python Intro,2024-07-02,paid
6767,Python Intro,2024-02-06,free
6768,Data 101,2024-05-28,free
6769,SQL Basics,2024-01-13,free
6770,Python Intro,2024-02-21,paid
6771,SQL Basics,2024-03-09,free
6772,Data 101,2024-02-17,free
6773,Python Intro,2024-03-01,free
6774,Python Intro,2024-07-18,paid
6775,Data 101,2024-02-13,free
6776,Python Intro,2024-08-28,free
6777,Python Intro,2024-01-01,free
6778,SQL Basics,2024-07-16,paid
6779,Python Intro,2024-05-11,free
6780,Data 101,2024-02-12,paid
6781,SQL Basics,2024-01-20,free
6782,SQL Basics,2024-10-01,paid
6783,Python Intro,2024-03-02,paid
6784,Python Intro,2024-08-28,free
6785,SQL Basics,2024-09-07,free
6786,Data 101,2024-08-01,free
6787,Python Intro,2024-09-24,paid
6788,Python Intro,2024-03-04,free
6789,SQL Basics,2024-02-14,free
6790,SQL Basics,2024-05-30,paid
6791,Data 101,2024-06-01,free
6792,Data 101,2024-10-25,free
6793,SQL Basics,2024-05-19,free
6794,Data 101,2024-01-02,free
6795,Data 101,2024-07-12,free
6796,SQL Basics,2024-08-27,paid
6797,Python Intro,2024-06-25,free
6798,Python Intro,2024-03-05,free
6799,SQL Basics,2024-04-28,free
6800,SQL Basics,2024-03-08,free
6801,Data 101,2024-04-20,paid
6802,Python Intro,2024-07-20,paid
6803,Data 101,2024-01-04,paid
6804,SQL Basics,2024-05-25,paid
6805,Data 101,2024-08-29,paid
6806,Python Intro,2024-09-19,paid
6807,SQL Basics,2024-08-26,free
6808,Data 101,2024-09-19,paid
6809,SQL Basics,2024-08-12,free
6810,Python Intro,2024-06-14,paid
6811,Data 101,2024-08-30,paid
6812,Data 101,2024-01-06,free
6813,SQL Basics,2024-01-20,paid
6814,SQL Basics,2024-03-31,paid
6815,Python Intro,2024-10-19,paid
6816,Python Intro,2024-01-19,paid
6817,SQL Basics,2024-09-04,free
6818,Data 101,2024-06-30,free
6819,SQL Basics,2024-09-07,paid
6820,Data 101,2024-07-01,paid
6821,Python Intro,2024-03-19,paid
6822,SQL Basics,2024-10-23,paid
6823,Python Intro,2024-04-18,paid
6824,Python Intro,2024-09-04,free
6825,Python Intro,2024-07-21,free
6826,SQL Basics,2024-05-08,free
