customer_id,name,city,region,signup_date
588,Customer 588,Benin,North West,2024-08-22
589,Customer 589,Lagos,South West,2024-02-03
590,Customer 590,Lagos,South West,2024-02-19
591,Customer 591,Enugu,South East,2024-02-06
592,Customer 592,Port Harcourt,South South,2024-03-21
593,Customer 593,Enugu,South East,2024-01-12
594,Customer 594,Enugu,South East,2024-04-30
595,Customer 595,Port Harcourt,South South,2024-08-24
596,Customer 596,Kaduna,South East,2024-08-21
597,Customer 597,Enugu,South East,2024-08-04
598,Customer 598,Lagos,North Central,2024-09-11
599,Customer 599,Abeokuta,South West,2024-02-09
600,Customer 600,Abuja,North Central,2024-05-25
