order_id,product_id,qty,unit_price
777,P01,3,89
778,P01,2,89
779,P03,3,45
780,P03,1,45
780,P04,3,30
781,P01,2,89
781,P06,2,60
782,P03,2,45
783,P04,1,30
783,P06,2,60
784,P05,3,180
784,P01,4,89
784,P06,2,60
785,P03,1,45
785,P06,4,60
785,P04,1,30
786,P01,1,89
787,P04,1,30
787,P07,3,18
788,P06,4,60
789,P05,4,180
790,P04,2,30
791,P05,2,180
792,P04,4,30
792,P05,4,180
792,P05,2,180
793,P01,4,89
793,P01,2,89
793,P05,3,180
794,P04,3,30
795,P07,4,18
795,P03,2,45
795,P07,4,18
796,P01,1,89
796,P04,1,30
797,P07,2,18
797,P02,3,240
797,P03,2,45
798,P01,2,89
798,P04,3,30
798,P07,3,18
799,P07,2,18
799,P03,2,45
800,P02,3,240
800,P05,4,180
800,P01,4,89
801,P03,3,45
801,P01,2,89
802,P05,2,180
803,P05,2,180
804,P06,2,60
805,P06,1,60
805,P07,2,18
806,P01,1,89
806,P01,1,89
806,P05,1,180
807,P06,1,60
807,P02,3,240
808,P06,3,60
809,P05,3,180
809,P01,3,89
810,P02,2,240
810,P03,3,45
810,P05,3,180
811,P03,4,45
811,P03,3,45
811,P04,3,30
812,P03,1,45
812,P07,4,18
812,P04,3,30
813,P07,1,18
814,P03,1,45
814,P02,2,240
815,P02,4,240
815,P02,3,240
815,P04,1,30
816,P02,3,240
817,P06,4,60
818,P03,3,45
818,P04,4,30
819,P06,2,60
819,P02,2,240
819,P01,3,89
820,P06,4,60
820,P04,3,30
821,P04,3,30
822,P05,1,180
823,P01,4,89
823,P04,3,30
824,P02,1,240
824,P02,4,240
824,P02,1,240
825,P05,1,180
825,P02,2,240
825,P02,1,240
826,P03,3,45
826,P02,4,240
827,P05,4,180
828,P04,4,30
828,P05,3,180
829,P07,4,18
829,P07,3,18
830,P01,4,89
830,P04,1,30
831,P03,2,45
831,P06,3,60
831,P04,1,30
832,P01,3,89
833,P05,2,180
834,P06,1,60
835,P04,1,30
835,P06,2,60
835,P06,2,60
836,P03,3,45
836,P07,2,18
837,P05,1,180
837,P06,4,60
837,P04,4,30
838,P02,3,240
839,P05,4,180
839,P01,1,89
839,P07,1,18
840,P01,1,89
841,P04,3,30
841,P05,4,180
842,P02,1,240
842,P05,1,180
843,P02,1,240
843,P01,2,89
844,P04,3,30
845,P07,2,18
845,P05,4,180
845,P03,1,45
846,P04,3,30
846,P05,4,180
846,P03,2,45
847,P05,4,180
847,P01,4,89
847,P07,2,18
848,P06,3,60
848,P01,4,89
849,P07,4,18
849,P06,1,60
850,P04,2,30
850,P02,4,240
850,P06,3,60
851,P06,1,60
852,P02,1,240
852,P06,1,60
852,P07,3,18
853,P01,2,89
854,P05,4,180
854,P01,2,89
854,P07,4,18
855,P01,4,89
855,P06,2,60
856,P06,1,60
857,P05,4,180
857,P02,3,240
857,P07,2,18
858,P03,4,45
858,P02,1,240
858,P04,1,30
859,P02,3,240
859,P05,2,180
859,P02,3,240
860,P03,1,45
860,P05,2,180
860,P06,1,60
861,P05,1,180
862,P05,1,180
862,P07,4,18
863,P01,2,89
863,P02,4,240
864,P04,2,30
864,P02,2,240
865,P05,2,180
866,P07,3,18
867,P04,2,30
867,P02,4,240
867,P07,4,18
868,P05,3,180
868,P05,4,180
868,P07,2,18
869,P01,4,89
869,P05,4,180
869,P06,4,60
870,P01,4,89
871,P07,3,18
871,P04,3,30
872,P03,3,45
872,P07,1,18
873,P06,1,60
874,P05,3,180
875,P06,2,60
876,P01,1,89
876,P06,1,60
876,P07,1,18
877,P01,2,89
877,P07,3,18
877,P02,1,240
878,P03,3,45
879,P03,2,45
880,P02,4,240
880,P07,2,18
881,P04,1,30
881,P01,3,89
881,P04,1,30
882,P01,2,89
883,P07,2,18
884,P03,1,45
884,P01,2,89
884,P01,1,89
885,P04,4,30
885,P05,2,180
886,P01,2,89
886,P07,4,18
887,P07,2,18
887,P04,1,30
887,P02,3,240
888,P06,3,60
889,P07,2,18
889,P04,2,30
890,P05,3,180
890,P02,1,240
890,P01,3,89
891,P07,3,18
892,P02,1,240
893,P04,4,30
893,P04,2,30
894,P03,1,45
894,P03,2,45
895,P07,1,18
895,P01,1,89
896,P07,1,18
897,P03,1,45
898,P07,1,18
898,P06,1,60
899,P07,3,18
900,P03,4,45
900,P04,1,30
900,P03,2,45
901,P07,2,18
901,P07,4,18
901,P07,4,18
902,P02,3,240
902,P02,1,240
902,P07,2,18
903,P01,4,89
903,P05,1,180
904,P04,2,30
904,P03,3,45
905,P06,4,60
906,P06,2,60
906,P06,4,60
906,P03,1,45
907,P05,4,180
907,P05,3,180
907,P03,3,45
908,P04,4,30
908,P01,2,89
909,P02,2,240
909,P04,1,30
910,P02,4,240
910,P06,3,60
911,P05,1,180
911,P04,1,30
911,P07,3,18
912,P01,3,89
912,P03,1,45
912,P04,4,30
913,P04,3,30
914,P07,4,18
914,P04,1,30
915,P01,1,89
916,P06,1,60
916,P04,3,30
916,P05,1,180
917,P07,2,18
917,P02,4,240
917,P07,1,18
918,P05,3,180
919,P04,2,30
919,P03,4,45
920,P06,2,60
920,P03,2,45
921,P01,4,89
922,P05,1,180
923,P01,1,89
923,P03,4,45
923,P02,4,240
924,P02,2,240
924,P01,2,89
924,P05,4,180
925,P03,1,45
925,P07,3,18
925,P06,3,60
926,P05,1,180
927,P04,4,30
928,P06,3,60
928,P03,1,45
929,P07,4,18
930,P02,1,240
931,P07,1,18
932,P01,2,89
933,P02,4,240
934,P07,4,18
934,P07,4,18
935,P05,1,180
935,P03,3,45
935,P04,4,30
936,P03,3,45
936,P05,1,180
937,P05,4,180
937,P01,2,89
938,P04,1,30
939,P07,3,18
939,P04,1,30
939,P07,4,18
940,P02,3,240
940,P01,3,89
940,P02,3,240
941,P06,1,60
941,P02,4,240
941,P05,3,180
942,P03,2,45
942,P02,3,240
943,P02,2,240
943,P03,4,45
943,P07,2,18
944,P04,4,30
945,P01,3,89
946,P05,1,180
947,P03,3,45
947,P04,2,30
947,P04,2,30
948,P01,1,89
949,P02,1,240
950,P03,3,45
951,P03,4,45
951,P06,4,60
951,P03,3,45
952,P02,4,240
953,P05,1,180
953,P06,4,60
953,P07,4,18
954,P06,4,60
954,P04,1,30
955,P02,2,240
955,P03,1,45
956,P06,3,60
956,P01,1,89
956,P07,4,18
957,P01,4,89
957,P01,4,89
958,P03,3,45
959,P03,4,45
959,P06,4,60
959,P03,1,45
960,P01,3,89
961,P02,4,240
962,P03,4,45
963,P01,4,89
964,P06,2,60
964,P06,3,60
965,P05,4,180
965,P07,1,18
965,P02,1,240
966,P04,3,30
966,P04,4,30
966,P04,1,30
967,P06,2,60
967,P04,4,30
967,P07,4,18
968,P06,3,60
969,P05,1,180
970,P07,3,18
970,P02,1,240
971,P03,1,45
971,P05,4,180
972,P05,4,180
973,P06,2,60
973,P07,1,18
974,P04,2,30
975,P03,3,45
975,P02,3,240
975,P06,1,60
976,P02,4,240
977,P02,3,240
978,P01,4,89
978,P01,3,89
979,P02,2,240
979,P06,1,60
980,P03,3,45
980,P07,3,18
981,P03,1,45
981,P03,3,45
981,P04,1,30
982,P04,1,30
982,P04,2,30
982,P01,4,89
983,P06,3,60
983,P02,2,240
984,P05,1,180
985,P06,1,60
985,P05,1,180
986,P04,2,30
986,P03,3,45
986,P06,1,60
987,P02,1,240
987,P07,3,18
987,P05,3,180
988,P06,2,60
988,P06,4,60
989,P05,1,180
989,P01,3,89
989,P01,3,89
990,P04,1,30
991,P01,4,89
992,P03,3,45
993,P06,3,60
993,P06,4,60
993,P05,4,180
994,P05,3,180
995,P04,2,30
996,P07,2,18
996,P07,1,18
996,P01,2,89
997,P01,1,89
997,P01,3,89
997,P07,1,18
998,P03,2,45
998,P07,4,18
999,P01,2,89
1000,P02,3,240
1000,P02,4,240
1001,P04,3,30
1001,P05,4,180
1001,P01,2,89
1002,P02,1,240
1003,P06,1,60
1004,P03,2,45
1004,P02,4,240
1004,P07,2,18
1005,P04,4,30
1005,P07,3,18
1005,P05,2,180
1006,P03,1,45
1006,P07,2,18
1006,P03,3,45
1007,P07,3,18
1008,P07,2,18
1008,P01,1,-89
1009,P02,1,240
1010,P05,3,180
1011,P05,2,180
1011,P04,2,30
1011,P05,2,180
1012,P03,3,45
1012,P03,4,45
1012,P06,2,60
1013,P07,4,18
1013,P07,4,18
1014,P02,4,240
1014,P07,4,18
1014,P07,1,18
1015,P05,3,180
1015,P05,1,180
1015,P02,4,240
1016,P04,1,30
1017,P06,1,60
1017,P02,1,240
1018,P01,3,89
1019,P04,3,30
1020,P03,1,45
1020,P04,1,30
1020,P04,3,30
1021,P01,3,89
1021,P01,1,89
1022,P05,1,180
1022,P06,4,60
1022,P07,1,18
1023,P04,2,30
1023,P03,4,45
1024,P06,1,60
1024,P06,3,60
1024,P01,1,89
1025,P01,1,89
1025,P01,1,89
1026,P05,4,180
1027,P03,3,45
1028,P03,1,45
1028,P06,1,60
1029,P02,2,240
1029,P05,1,180
1030,P01,2,89
1030,P05,3,180
1030,P05,1,180
1031,P07,1,18
1031,P06,2,60
1032,P05,1,180
1033,P01,4,89
1033,P04,3,30
1033,P01,3,89
1034,P07,3,18
1034,P06,1,60
1035,P06,4,60
1035,P01,3,89
1036,P03,4,45
1036,P04,3,30
1037,P05,1,180
1037,P03,1,45
1037,P04,3,30
1038,P01,2,89
1038,P07,1,18
1038,P02,2,240
1039,P04,1,30
1039,P07,2,18
1039,P04,3,30
1040,P04,4,30
1040,P01,2,89
1041,P04,1,30
1041,P04,2,30
1041,P03,1,45
1042,P06,3,60
1042,P02,2,240
1042,P07,1,18
1043,P03,1,45
1043,P01,4,89
1044,P05,1,180
1045,P03,2,45
1046,P07,3,18
1046,P07,1,18
1047,P05,1,180
1047,P07,2,18
1048,P07,2,18
1048,P07,4,18
1049,P02,3,240
1050,P02,3,240
1051,P03,1,45
1051,P04,2,30
1051,P01,1,89
1052,P03,1,45
1053,P01,2,89
1053,P01,2,89
1053,P03,3,45
1054,P07,3,18
1055,P07,3,18
1055,P07,1,18
1055,P04,2,30
1056,P04,3,30
1057,P02,1,240
1057,P03,1,45
1058,P05,3,180
1058,P06,2,60
1058,P02,4,240
1059,P05,2,180
1059,P07,2,18
1060,P02,3,240
1061,P04,2,30
1061,P05,3,180
1061,P07,2,18
1062,P07,1,18
1063,P03,2,45
1063,P01,2,89
1063,P06,2,60
1064,P05,2,180
1064,P01,3,89
1065,P05,2,180
1065,P02,4,240
1066,P07,3,18
1066,P03,1,45
1066,P06,1,60
1067,P06,3,60
1067,P04,1,30
1068,P05,4,180
1069,P05,4,180
1069,P03,2,45
1069,P01,4,89
1070,P01,4,89
1070,P03,1,45
1071,P01,3,89
1071,P03,2,45
1071,P01,2,89
1072,P07,2,18
1072,P01,2,89
1072,P07,4,18
1073,P05,4,180
1073,P01,3,89
1073,P04,1,30
1074,P01,1,89
1075,P06,1,60
1075,P05,3,180
1075,P05,2,180
1076,P02,3,240
1077,P02,4,240
1078,P06,3,60
1078,P05,4,180
1078,P07,4,18
1079,P04,3,30
1079,P05,3,180
1080,P05,1,180
1080,P01,4,89
1081,P06,3,60
1082,P05,4,180
1083,P02,3,240
1083,P01,3,89
1083,P06,4,60
1084,P03,2,45
1084,P02,3,240
1085,P01,3,89
1085,P03,4,45
1086,P07,3,18
1086,P05,4,180
1087,P03,1,45
1087,P05,4,180
1088,P02,4,240
1088,P01,2,89
1088,P01,1,-89
1089,P06,1,60
1090,P04,1,30
1090,P03,1,45
1091,P02,4,240
1091,P05,4,180
1092,P06,3,60
1092,P05,2,180
1093,P01,3,89
1094,P04,2,30
1094,P06,1,60
1095,P04,4,30
1095,P02,1,240
1096,P02,3,240
1096,P05,4,180
1096,P04,1,30
1097,P03,3,45
1098,P05,4,180
1098,P01,4,89
1099,P02,1,240
1099,P04,3,30
1100,P07,4,18
1100,P03,2,45
1100,P06,4,60
1101,P03,1,45
1101,P02,3,240
1102,P03,2,45
1102,P01,2,89
1103,P04,3,30
1103,P01,4,89
1104,P03,1,45
1104,P01,3,89
1105,P04,1,30
1106,P03,4,45
1106,P07,2,18
1106,P06,1,60
1107,P06,2,60
1107,P06,4,60
1107,P04,1,30
1108,P05,4,180
1109,P07,1,18
1110,P04,4,30
1111,P07,3,18
1112,P05,1,180
1113,P03,2,45
1114,P05,2,180
1115,P03,1,45
1115,P07,2,18
1115,P02,3,240
1116,P05,2,180
1117,P02,2,240
1117,P07,4,18
1118,P01,1,89
1118,P07,4,18
1119,P01,3,89
1120,P01,2,89
1120,P06,1,60
1121,P04,4,30
1121,P01,1,89
1122,P05,4,180
1122,P07,3,18
1123,P04,4,30
1124,P05,2,180
1124,P02,2,240
1125,P01,4,89
1125,P04,1,30
1125,P05,1,180
1126,P01,2,89
1126,P02,3,240
1127,P07,4,18
1128,P01,1,89
1129,P03,3,45
1129,P04,2,30
1129,P03,3,45
1130,P04,4,30
1131,P04,1,30
1132,P02,2,240
1132,P06,2,60
1133,P04,4,30
1134,P07,3,18
1134,P07,1,18
1134,P03,4,45
1135,P06,3,60
1135,P05,2,180
1135,P05,1,180
1136,P03,2,45
1136,P02,4,240
1136,P05,3,180
1137,P07,1,18
1138,P05,1,180
1138,P07,1,18
1138,P01,4,89
1139,P07,2,18
1140,P06,4,60
1140,P01,3,89
1141,P02,4,240
1141,P07,2,18
1142,P05,3,180
1142,P02,3,240
1142,P04,1,30
1143,P04,2,30
1143,P04,3,30
1144,P03,3,45
1145,P05,1,180
1146,P04,2,30
1146,P02,1,240
1147,P01,4,89
1147,P06,4,60
1147,P01,3,89
1148,P05,3,180
1149,P06,3,60
1149,P01,4,89
1149,P02,3,240
1150,P04,3,30
1150,P05,1,180
1150,P06,3,60
1151,P04,2,30
1152,P01,3,89
1153,P01,1,89
1153,P04,4,30
1154,P01,1,89
1155,P07,1,18
1156,P02,1,240
1157,P07,3,18
1158,P01,2,89
1159,P01,3,89
1159,P06,4,60
1159,P05,4,180
1160,P02,2,240
1160,P03,3,45
1161,P05,2,180
1161,P02,1,240
1161,P04,2,30
1162,P07,2,18
1162,P03,2,45
1162,P07,4,18
1163,P02,4,240
1163,P01,1,89
1164,P01,3,89
1164,P03,1,45
1165,P01,4,89
1165,P07,2,18
1166,P07,3,18
1167,P03,3,45
1167,P07,3,18
1167,P06,1,60
1168,P04,4,30
1168,P07,1,18
1168,P06,3,60
1169,P07,3,18
1170,P03,4,45
1171,P01,1,89
1172,P04,2,30
1172,P05,2,180
1172,P05,1,180
1173,P03,3,45
1173,P01,4,89
1173,P04,4,30
1174,P02,2,240
1175,P02,3,240
1176,P06,4,60
1176,P02,4,240
1176,P07,2,18
1177,P04,3,30
1177,P04,1,30
1177,P03,1,45
1178,P01,2,89
1179,P05,2,180
1180,P01,1,89
1181,P03,2,45
1181,P03,2,45
1182,P07,2,18
1183,P07,3,18
1183,P03,1,45
1184,P05,2,180
1184,P04,3,30
1184,P01,3,89
1185,P06,1,60
1185,P06,1,60
1186,P05,2,180
1187,P06,3,60
1187,P06,1,60
1187,P05,3,180
1188,P06,2,60
1189,P05,3,180
1189,P01,4,89
1190,P07,1,18
1190,P04,3,30
1190,P02,2,240
1191,P03,1,45
1192,P07,3,18
1192,P01,4,89
1192,P03,1,45
1193,P01,1,89
1193,P01,2,89
1194,P06,3,60
1194,P04,1,30
1195,P02,2,240
1195,P04,1,30
1195,P06,3,60
1196,P07,4,18
1196,P04,2,30
1196,P03,1,45
1197,P02,4,240
1198,P03,1,45
1198,P05,1,180
1199,P02,2,240
1200,P07,2,18
1201,P02,3,240
1201,P07,1,18
1202,P07,4,18
1203,P04,4,30
1203,P04,3,30
1203,P07,1,18
1204,P04,3,30
1205,P05,3,180
1206,P01,1,89
1206,P02,1,240
1207,P04,3,30
1207,P04,1,30
1208,P02,4,240
1209,P03,3,45
1209,P07,2,18
1209,P03,1,45
1210,P05,4,180
1211,P07,3,18
1211,P01,2,89
1211,P04,3,30
1212,P06,4,60
1213,P01,1,89
1213,P03,3,45
1213,P01,3,89
1214,P07,4,18
1214,P03,3,45
1215,P04,3,30
1216,P01,4,89
1216,P02,4,240
1216,P06,3,60
1217,P03,1,45
1218,P02,4,240
1218,P04,3,30
1218,P02,1,240
1219,P07,3,18
1220,P03,4,45
1220,P05,3,180
1220,P04,4,30
1221,P01,2,89
1222,P03,1,45
1222,P06,4,60
1223,P03,4,45
1223,P07,4,18
1223,P03,4,45
1224,P01,2,89
1224,P05,1,180
1224,P05,3,180
1225,P07,4,18
1225,P01,4,89
1226,P06,4,60
1226,P07,1,18
1226,P02,2,240
1227,P04,1,30
1227,P02,2,240
1228,P05,1,180
1229,P05,2,180
1229,P07,3,18
1229,P05,3,180
1230,P07,3,-18
1230,P01,2,89
1231,P01,3,89
1231,P03,3,45
1231,P01,1,89
1232,P07,3,18
1232,P06,3,60
1232,P07,2,18
1233,P06,2,60
1233,P03,4,45
1233,P03,4,45
1234,P06,2,60
1234,P04,4,30
1235,P06,2,60
1235,P06,2,60
1236,P01,3,89
1236,P07,2,18
1237,P03,1,45
1237,P01,2,89
1238,P04,4,30
1238,P04,2,30
1239,P02,4,240
1240,P03,4,45
1241,P01,2,89
1241,P06,2,60
1242,P05,3,180
1242,P02,1,240
1243,P05,4,180
1243,P02,3,240
1243,P02,1,240
1244,P01,3,89
1244,P03,2,45
1245,P05,1,180
1246,P03,1,45
1246,P06,4,60
1246,P07,1,18
1247,P05,4,180
1247,P07,3,18
1248,P07,1,18
1249,P05,3,180
1249,P03,4,45
1249,P07,3,18
1250,P02,3,240
1250,P03,3,45
1251,P02,4,240
1251,P02,2,240
1252,P07,1,18
1252,P06,4,60
1253,P01,2,89
1253,P05,3,180
1253,P05,1,180
1254,P05,4,180
1255,P01,2,89
1255,P07,3,18
1255,P01,3,89
1256,P02,1,240
1256,P02,2,240
1256,P03,1,45
1257,P02,3,240
1257,P02,4,240
1257,P01,2,89
1258,P07,2,18
1258,P07,2,18
1259,P06,2,60
1260,P05,4,180
1261,P05,3,180
1262,P01,4,89
1262,P05,4,180
1263,P06,1,60
1263,P06,1,60
1263,P06,2,60
1264,P02,4,240
1265,P07,3,18
1265,P03,3,45
1265,P07,3,18
1266,P06,1,60
1266,P05,2,180
1266,P07,4,18
1267,P01,1,89
1267,P04,3,30
1268,P03,1,45
1268,P01,2,89
1268,P03,3,45
1269,P02,3,240
1270,P07,4,18
1271,P07,1,18
1271,P07,4,18
1271,P01,1,89
1272,P05,1,180
1273,P02,1,240
1274,P04,1,30
1274,P07,2,18
1274,P04,2,30
1275,P01,3,89
1275,P06,3,60
1275,P07,1,18
1276,P05,3,180
1277,P01,2,89
1278,P02,1,240
1279,P01,4,89
1280,P06,3,60
1280,P05,1,180
1281,P05,4,180
1281,P03,4,45
1282,P06,4,60
1283,P03,1,45
1284,P06,2,60
1285,P03,2,45
1286,P03,4,45
1287,P01,4,89
1288,P05,2,180
1288,P03,1,45
1289,P01,1,89
1289,P07,4,18
1290,P05,3,180
1290,P04,3,30
1291,P05,1,180
1292,P04,1,30
1293,P03,4,45
1293,P01,4,89
1294,P04,3,30
1294,P01,3,89
1294,P04,3,30
1295,P05,2,180
1295,P06,1,60
1296,P07,4,18
1296,P02,2,240
1296,P05,1,180
1297,P07,1,18
1297,P03,3,45
1297,P02,1,240
1298,P04,3,30
1298,P04,4,30
1298,P03,4,45
1299,P07,3,18
1299,P05,4,180
1299,P07,1,18
1300,P05,1,180
1300,P01,2,89
1300,P07,4,18
1301,P06,3,60
1302,P03,4,45
1302,P02,1,240
1303,P03,4,45
1304,P01,1,89
1304,P03,4,45
1305,P05,1,180
1306,P02,4,240
1306,P07,2,18
1306,P01,2,89
1307,P01,2,89
1307,P07,1,18
1307,P05,2,180
1308,P04,1,30
1309,P06,4,60
1309,P03,3,45
1309,P07,1,18
1310,P07,2,18
1310,P02,3,240
1311,P01,3,89
1311,P02,2,240
1311,P02,3,240
1312,P01,2,89
1312,P04,1,30
1312,P02,3,240
1313,P02,4,240
1313,P04,4,30
1313,P03,3,45
1314,P07,3,18
1315,P04,4,30
1316,P06,2,60
1317,P02,4,240
1317,P02,4,240
1318,P04,2,30
1318,P03,3,45
1318,P06,1,60
1319,P01,4,89
1320,P07,2,18
1321,P01,1,89
1322,P07,1,18
1322,P03,3,45
1322,P07,2,18
1323,P04,3,30
1324,P01,4,89
1324,P01,3,89
1325,P05,3,180
1326,P02,4,240
1326,P07,1,18
1326,P05,2,180
1327,P05,3,180
1327,P06,2,60
1327,P02,2,240
1328,P03,3,45
1329,P06,3,60
1329,P06,4,60
1330,P06,3,60
1330,P05,2,180
1330,P07,3,18
1331,P03,1,45
1331,P03,4,45
1332,P05,1,180
1332,P04,4,30
1333,P05,2,180
1333,P02,4,240
1334,P01,1,89
1335,P01,4,89
1336,P04,1,30
1336,P03,1,45
1336,P07,4,18
1337,P06,1,60
1337,P03,1,45
1337,P05,2,180
1338,P07,1,18
1339,P04,3,30
1339,P01,2,89
1340,P03,1,45
1340,P01,3,89
1340,P04,4,30
1341,P01,3,89
1341,P07,2,18
1342,P06,1,60
1342,P04,4,30
1343,P04,3,30
1344,P07,1,18
1344,P06,4,60
1345,P03,4,45
1346,P04,2,30
1347,P02,4,240
1348,P06,1,60
1349,P03,1,45
1349,P02,1,240
1349,P06,1,60
1350,P07,3,18
1351,P02,2,240
1352,P07,2,18
1353,P07,2,18
1353,P05,4,180
1354,P04,2,30
1355,P04,2,30
1356,P03,1,45
1356,P03,3,45
1357,P01,3,89
1357,P02,2,240
1358,P01,1,89
1358,P01,3,89
1359,P04,2,30
1359,P05,4,180
1360,P07,2,18
1360,P04,1,30
1361,P04,4,30
1361,P04,4,30
1362,P01,2,89
1363,P07,4,18
1363,P03,2,45
1363,P04,3,30
1364,P01,3,89
1365,P01,2,89
1365,P07,2,18
1366,P07,1,18
1367,P03,3,45
1367,P02,3,240
1367,P01,1,89
1368,P04,3,30
1369,P01,3,89
1370,P06,1,60
1370,P06,1,60
1371,P06,2,60
1372,P01,3,89
1372,P03,4,45
1373,P04,4,30
1374,P01,3,89
1375,P07,2,18
1375,P03,2,45
1376,P01,1,89
1377,P03,1,45
1378,P07,2,18
1378,P03,3,45
1378,P03,3,45
1379,P05,3,180
1379,P04,4,30
1380,P06,3,60
1380,P01,3,89
1380,P05,3,180
1381,P06,1,60
1381,P05,1,180
1382,P07,3,18
1382,P07,3,18
1382,P06,3,60
1383,P02,3,240
1384,P01,1,89
1385,P03,1,45
1385,P05,4,180
1386,P05,4,180
1387,P02,4,240
1387,P02,1,240
1387,P03,4,45
1388,P03,3,45
1389,P07,1,18
1389,P05,2,180
1389,P04,4,30
1390,P06,1,60
1391,P07,1,18
1391,P01,4,89
1391,P06,2,60
1392,P05,4,180
1392,P06,2,60
1393,P07,4,18
1394,P05,2,180
1394,P03,1,45
1394,P02,4,240
1395,P05,3,180
1395,P04,4,30
1395,P07,2,18
1396,P03,4,45
1396,P06,4,60
1396,P06,1,60
1397,P05,3,180
1397,P04,3,30
1397,P06,4,60
1398,P06,2,60
1399,P05,2,180
1399,P03,1,45
1400,P05,2,180
1401,P05,1,180
1402,P03,3,45
1402,P07,1,18
1402,P01,4,89
1403,P06,4,60
1403,P07,2,18
1403,P07,2,18
1404,P02,3,240
1405,P01,1,89
1406,P03,1,45
1406,P03,4,45
1406,P06,4,60
1407,P04,4,30
1407,P03,3,45
1407,P03,2,45
1408,P01,1,89
1408,P01,3,89
1409,P02,1,240
1410,P04,2,30
1411,P06,2,60
1412,P05,2,180
1413,P03,2,45
1414,P01,3,89
1415,P06,3,60
1416,P04,3,30
1417,P02,1,240
1417,P03,3,45
1417,P02,4,240
1418,P04,2,30
1418,P05,4,180
1419,P04,3,30
1419,P04,4,30
1419,P07,2,18
1420,P03,1,45
1420,P07,1,18
1421,P04,3,30
1422,P04,2,30
1423,P04,2,30
1423,P04,1,30
1424,P02,2,240
1424,P02,3,240
1425,P03,1,45
1425,P05,1,180
1426,P05,4,180
1426,P07,3,18
1427,P03,1,45
1427,P07,4,18
1427,P01,4,89
1428,P01,2,89
1428,P06,4,60
1429,P04,3,30
1429,P07,2,18
1430,P02,1,240
1430,P07,3,18
1431,P04,3,30
1431,P02,2,240
1432,P03,1,45
1433,P04,2,30
1433,P03,4,45
1433,P07,1,18
1434,P02,3,240
1434,P02,1,240
1434,P03,3,45
1435,P04,1,30
1435,P07,2,18
1436,P07,1,18
1437,P06,1,60
1437,P07,1,18
1438,P01,4,89
1438,P02,1,240
1438,P06,3,60
1439,P05,2,180
1440,P02,3,240
1440,P02,4,240
1441,P06,1,60
1441,P07,2,18
1441,P04,1,30
1442,P07,2,18
1442,P07,3,18
1443,P07,1,18
1443,P01,4,89
1444,P06,1,60
1444,P07,3,18
1445,P02,4,240
1446,P04,4,30
1447,P02,4,240
1447,P02,3,240
1447,P07,2,18
1448,P06,2,60
1448,P01,1,89
1448,P07,1,18
1449,P06,3,60
1449,P04,1,30
1450,P06,3,60
1450,P01,1,89
1450,P05,3,180
1451,P06,4,60
1451,P07,1,18
1452,P07,1,18
1453,P02,2,240
1454,P05,1,180
1454,P01,3,89
1454,P03,2,45
1455,P02,4,240
1455,P02,1,240
1456,P07,3,18
1456,P06,2,60
1457,P03,4,45
1458,P02,2,240
1459,P04,2,30
1459,P06,2,60
1460,P05,4,180
1460,P02,3,240
1461,P05,3,180
1462,P06,1,60
1462,P01,3,89
1463,P05,2,180
1464,P01,2,89
1464,P01,4,89
1465,P06,4,60
1465,P07,3,18
1465,P04,3,30
1466,P05,3,180
1467,P01,1,89
1467,P03,4,45
1467,P02,2,240
1468,P05,4,180
1468,P05,4,180
1469,P05,3,180
1469,P06,1,60
1469,P06,3,60
1470,P06,2,60
1471,P03,2,-45
1472,P04,3,30
1473,P07,1,18
1474,P03,1,45
1475,P07,3,18
1475,P06,4,60
1476,P02,3,240
1477,P04,4,30
1477,P05,4,180
1478,P02,1,240
1478,P05,4,180
1478,P04,4,30
1479,P05,3,180
1480,P03,2,45
1480,P07,4,18
1481,P03,2,45
1482,P06,4,60
1482,P07,2,18
1482,P06,1,60
1483,P04,2,30
1484,P03,3,45
1485,P04,2,30
1485,P06,4,60
1485,P01,1,89
1486,P01,3,89
1486,P05,4,180
1487,P01,3,89
1488,P04,1,30
1488,P01,2,89
1488,P01,3,89
1489,P01,1,89
1489,P06,4,-60
1489,P07,1,18
1490,P05,2,180
1490,P03,1,45
1491,P06,1,60
1492,P05,1,180
1492,P03,2,45
1493,P04,2,30
1493,P05,4,180
1493,P01,2,89
1494,P01,4,89
1494,P01,3,89
1494,P02,1,240
1495,P03,4,45
1495,P07,1,18
1496,P05,2,180
1496,P04,2,30
1497,P04,4,30
1497,P05,2,180
1497,P03,2,45
1498,P07,4,18
1498,P06,2,60
1499,P01,2,89
1499,P04,1,30
1499,P04,1,30
1500,P01,2,89
1501,P06,1,60
1502,P06,2,60
1502,P04,2,30
1502,P06,1,60
1503,P06,2,60
1503,P07,4,18
1504,P02,2,240
1504,P03,3,45
1505,P03,4,45
1505,P07,3,18
1506,P02,2,240
1506,P06,2,60
1506,P02,4,240
1507,P05,2,180
1507,P07,1,18
1508,P04,4,30
1508,P03,2,45
1509,P07,3,18
1510,P05,4,180
1510,P02,1,240
1510,P07,3,18
1511,P04,3,30
1511,P06,4,60
1512,P02,4,240
1513,P01,2,89
1513,P07,2,18
1514,P05,2,180
1514,P04,1,30
1515,P02,4,240
1515,P06,3,60
1516,P04,3,30
1516,P05,4,180
1516,P06,1,60
1517,P05,4,180
1517,P03,2,45
1518,P03,4,45
1519,P07,4,18
1519,P07,3,18
1520,P07,2,18
1520,P01,2,89
1521,P05,3,180
1522,P06,3,60
1522,P01,1,89
1523,P03,2,45
1524,P04,2,30
