txn_id,date,account_id,beneficiary_id,amount,channel
7594,2024-01-16,1877,6544,10039,branch
7595,2024-05-25,588,5781,241618,mobile
7596,2024-02-23,1118,5943,70792,web
7597,2024-04-08,1330,5761,18973,web
7598,2024-01-01,3007,8802,98210,branch
7599,2024-01-18,1231,6925,17615,web
7600,2024-03-30,2405,8932,41227,mobile
7601,2024-04-23,3817,8901,11663,web
7602,2024-01-08,1169,7891,11672,mobile
7603,2024-05-09,1321,5173,27436,mobile
7604,2024-02-05,846,7374,9905,web
7605,2024-02-15,1110,6782,17357,branch
7606,2024-01-05,11,7971,50830,branch
7607,2024-04-19,2180,5890,19805,mobile
7608,2024-04-05,1932,6417,8792,branch
7609,2024-02-18,3348,6433,37030,mobile
7610,2024-02-01,196,7530,14486,web
7611,2024-04-03,1298,6161,103640,branch
7612,2024-04-06,1129,7671,59094,branch
7613,2024-01-12,376,8850,11811,web
7614,2024-05-26,2626,5986,37848,web
7615,2024-01-26,2107,6620,44784,web
7616,2024-04-03,1518,6106,346454,branch
7617,2024-05-02,209,7346,210944,branch
7618,2024-05-12,2189,6720,79039,web
7619,2024-06-17,3528,8337,13786,mobile
7620,2024-01-20,1989,8684,228240,mobile
7621,2024-01-16,2173,6110,146377,mobile
7622,2024-06-17,2365,7368,110967,mobile
7623,2024-05-09,348,8310,41204,branch
7624,2024-06-11,825,8009,207893,web
7625,2024-02-23,286,5032,20467,branch
7626,2024-02-15,1983,5175,9555,mobile
7627,2024-01-28,2489,8138,194148,web
7628,2024-03-12,471,5343,99873,mobile
7629,2024-01-03,1432,5861,31489,web
7630,2024-01-25,2456,6235,76354,mobile
7631,2024-04-13,2242,7437,41930,web
7632,2024-04-05,309,6267,209073,web
7633,2024-06-29,3913,7759,8995,mobile
7634,2024-04-26,800,8415,49830,branch
7635,2024-06-06,3510,6542,32564,branch
7636,2024-01-02,1250,5326,377680,web
7637,2024-03-23,2911,5310,13477,mobile
7638,2024-02-25,2753,8786,57995,web
7639,2024-03-22,140,8089,274835,branch
7640,2024-02-24,2951,8948,375507,web
7641,2024-06-21,2448,7052,39866,mobile
7642,2024-04-11,3297,7369,97861,web
7643,2024-02-27,3401,8012,213247,branch
7644,2024-06-22,3479,6971,111661,web
7645,2024-05-28,2394,5583,145601,web
7646,2024-05-17,2908,8017,189855,mobile
7647,2024-06-18,3661,7531,73480,mobile
7648,2024-04-16,226,8077,152583,web
7649,2024-01-02,2088,7326,113216,mobile
7650,2024-01-15,845,6225,199519,branch
7651,2024-03-09,342,6692,113097,mobile
7652,2024-05-13,3890,7441,207639,mobile
7653,2024-05-18,3135,6980,196502,branch
7654,2024-05-25,3777,6709,43128,mobile
7655,2024-06-04,3201,5021,12892,mobile
7656,2024-03-21,2337,7930,9053,branch
7657,2024-05-10,2942,8766,89307,web
7658,2024-05-08,1077,6535,8459,web
7659,2024-05-20,1010,7852,50316,mobile
7660,2024-02-08,150,5135,105480,mobile
7661,2024-02-07,3553,5482,140315,web
7662,2024-05-05,3088,8647,51395,branch
7663,2024-05-16,2690,5890,50759,mobile
7664,2024-05-03,687,7574,38566,web
7665,2024-06-03,1349,7467,325288,mobile
7666,2024-05-10,3672,7562,17057,mobile
7667,2024-03-01,966,8584,16867,mobile
7668,2024-02-26,2455,8358,105188,mobile
7669,2024-06-07,176,6514,20446,mobile
7670,2024-05-28,1356,6096,42413,web
7671,2024-03-10,1601,8854,47414,web
7672,2024-05-10,2607,5652,87144,web
7673,2024-03-31,3454,8809,154672,mobile
7674,2024-05-12,2393,6884,13483,mobile
7675,2024-02-16,2283,5747,8900,branch
7676,2024-04-15,1389,6229,9885,mobile
7677,2024-03-28,1842,7947,25920,mobile
7678,2024-02-18,2042,7537,25998,web
7679,2024-02-29,2206,8586,22984,branch
7680,2024-02-17,2334,7429,62933,web
7681,2024-05-12,2019,6094,12754,mobile
7682,2024-05-06,1381,5245,23746,branch
7683,2024-04-01,434,7161,167354,web
7684,2024-03-28,24,5850,104819,mobile
7685,2024-03-10,3135,8359,236274,web
7686,2024-04-23,1974,5629,76066,mobile
7687,2024-04-28,2085,5541,34252,branch
7688,2024-05-21,234,6070,27905,mobile
7689,2024-06-05,503,8429,135465,mobile
7690,2024-01-24,1690,7659,22849,branch
7691,2024-02-14,421,6055,136918,mobile
7692,2024-04-08,2265,7716,207320,branch
7693,2024-06-05,1090,8543,166617,branch
7694,2024-02-03,5,5450,260897,web
7695,2024-04-16,3885,7021,312688,branch
7696,2024-05-28,2282,6191,346507,branch
7697,2024-02-05,376,5855,44402,mobile
7698,2024-04-30,2079,8757,33356,branch
7699,2024-02-29,2162,6761,21909,branch
7700,2024-02-25,1462,7381,433513,branch
7701,2024-06-20,3132,6262,178585,web
7702,2024-03-09,3933,8962,88453,branch
7703,2024-02-27,2325,7496,252913,branch
7704,2024-01-18,3786,5639,381668,mobile
7705,2024-03-16,3692,7738,18038,branch
7706,2024-06-21,2046,6390,96651,mobile
7707,2024-06-01,3119,5655,277526,web
7708,2024-01-23,1254,7373,37440,branch
7709,2024-05-22,2273,8262,70994,web
7710,2024-04-14,3658,7744,19880,mobile
7711,2024-06-01,456,8179,63415,branch
7712,2024-03-20,1367,7538,121122,branch
7713,2024-03-27,2908,6389,173339,branch
7714,2024-05-31,3123,7486,367542,branch
7715,2024-05-13,2182,7364,264816,web
7716,2024-05-07,672,7356,364936,mobile
7717,2024-04-20,3557,7524,134420,mobile
7718,2024-02-05,2602,7969,58001,web
7719,2024-05-31,3168,7838,148438,branch
7720,2024-04-03,1182,6571,71762,mobile
7721,2024-01-18,1954,5961,71047,web
7722,2024-06-05,414,6142,310655,mobile
7723,2024-04-04,805,8195,45477,web
7724,2024-04-03,3492,8546,211507,web
7725,2024-02-11,1757,5773,9184,branch
7726,2024-01-15,3369,7626,39893,branch
7727,2024-04-28,3948,8876,95212,web
7728,2024-03-08,3401,5525,380487,web
7729,2024-05-23,557,8572,78072,branch
7730,2024-01-15,379,5984,33087,branch
7731,2024-06-25,1385,6846,59074,branch
7732,2024-01-03,3838,8372,272828,branch
7733,2024-01-20,2319,5240,115103,mobile
7734,2024-02-13,3664,6000,432917,web
7735,2024-02-26,887,6642,249607,branch
7736,2024-05-29,2935,6079,27787,web
7737,2024-03-27,1805,5688,55414,web
7738,2024-02-03,878,6764,284085,branch
7739,2024-06-26,2898,6340,9570,mobile
7740,2024-04-22,28,5393,208500,web
7741,2024-06-29,1556,5668,34376,branch
7742,2024-06-08,2451,5398,434666,branch
7743,2024-04-22,1940,6010,69315,web
7744,2024-04-17,2414,5839,30276,branch
7745,2024-04-27,2974,6764,87707,mobile
7746,2024-06-21,1461,7214,15627,branch
7747,2024-03-11,1779,7228,382717,mobile
7748,2024-04-15,682,6465,30289,web
7749,2024-01-29,2096,6565,247871,branch
7750,2024-05-16,371,5126,18397,mobile
7751,2024-02-22,3431,5193,78917,mobile
7752,2024-02-28,1410,5632,223253,mobile
7753,2024-01-17,1593,5119,8274,mobile
7754,2024-06-26,3902,8143,322964,web
7755,2024-06-19,2056,8029,68013,mobile
7756,2024-04-18,3068,8145,191360,web
7757,2024-01-13,3576,6717,21418,web
7758,2024-05-24,2405,7715,163256,branch
7759,2024-02-02,1813,6814,120061,mobile
7760,2024-03-05,1914,7043,116482,web
7761,2024-02-01,767,5070,176892,web
7762,2024-05-20,2993,7795,299899,branch
7763,2024-02-18,2733,8926,39433,web
7764,2024-02-21,3709,8366,12247,web
7765,2024-05-26,587,8947,49682,mobile
7766,2024-01-25,2789,5393,13865,branch
7767,2024-04-12,2675,8231,318395,web
7768,2024-03-08,2065,8204,10864,branch
7769,2024-05-10,1746,6320,15593,web
7770,2024-01-19,3577,5447,74083,web
7771,2024-06-22,2423,6715,15234,mobile
7772,2024-03-21,1230,8344,359445,mobile
7773,2024-06-09,3870,6114,176876,mobile
7774,2024-02-29,176,6823,11687,branch
7775,2024-03-23,2998,7100,212973,mobile
7776,2024-05-20,2126,5831,24870,branch
7777,2024-03-14,3749,5581,395881,branch
7778,2024-05-05,3847,5260,69502,mobile
7779,2024-04-27,1230,8999,62158,branch
7780,2024-01-25,3461,8746,27950,web
7781,2024-05-12,761,8386,44152,mobile
7782,2024-06-28,3052,8068,23586,branch
7783,2024-01-04,2668,6201,8278,branch
7784,2024-06-23,2710,7519,50286,branch
7785,2024-05-15,3028,7468,264431,mobile
7786,2024-02-15,874,8384,10708,branch
7787,2024-02-13,3882,7627,329399,branch
7788,2024-04-11,2791,8100,29432,web
7789,2024-05-01,2884,7731,20767,web
7790,2024-05-08,1400,7821,133423,branch
7791,2024-01-06,1227,5510,50989,branch
7792,2024-03-07,3253,6274,377649,mobile
7793,2024-04-25,3193,8625,246470,branch
7794,2024-05-15,2403,5301,10214,web
7795,2024-01-22,116,7400,333743,branch
7796,2024-05-25,3765,7465,45264,mobile
7797,2024-04-05,1103,7687,30957,mobile
7798,2024-02-11,611,6888,13318,branch
7799,2024-03-14,3887,5007,990769,mobile
7800,2024-01-14,1164,8626,21631,mobile
7801,2024-04-05,1774,7897,17587,mobile
7802,2024-06-04,252,5228,431914,web
7803,2024-02-15,1846,8630,45636,branch
7804,2024-01-16,1203,8419,414106,branch
7805,2024-03-02,2964,8744,352973,web
7806,2024-05-11,26,5307,356290,mobile
7807,2024-02-04,3150,5447,337699,mobile
7808,2024-01-04,2481,5158,12424,web
7809,2024-01-01,2754,7626,63986,web
7810,2024-01-01,3686,5151,9066,mobile
7811,2024-01-11,2498,7001,11051,mobile
7812,2024-03-23,837,6524,87370,web
7813,2024-06-16,250,5682,240166,branch
7814,2024-04-14,266,8300,73803,branch
7815,2024-03-21,744,8681,177744,mobile
7816,2024-06-09,1141,8706,207165,branch
7817,2024-06-02,1078,8247,98435,web
7818,2024-02-21,578,8865,302246,web
7819,2024-01-17,2231,7191,252031,branch
7820,2024-04-03,2124,6806,15482,web
7821,2024-05-14,3295,8973,15189,branch
7822,2024-04-28,564,5403,20703,branch
7823,2024-03-29,2828,7448,168164,mobile
7824,2024-06-21,2266,6828,40176,web
7825,2024-05-29,1002,5083,309911,branch
7826,2024-05-23,855,5784,33341,mobile
7827,2024-03-30,1222,7392,204219,branch
7828,2024-06-22,289,7302,172927,branch
7829,2024-06-11,3014,5565,90069,web
7830,2024-02-05,594,7600,121778,branch
7831,2024-04-02,1272,5015,30407,mobile
7832,2024-03-20,827,7632,44785,web
7833,2024-04-15,862,7114,428495,web
7834,2024-02-29,596,7698,25145,branch
7835,2024-05-04,2247,8927,133240,web
7836,2024-03-11,842,5193,338000,web
7837,2024-02-14,1459,5646,179129,branch
7838,2024-02-19,3904,7377,42432,mobile
7839,2024-01-31,2752,6765,286894,web
7840,2024-04-09,1331,8284,89087,web
7841,2024-04-03,742,8197,17317,branch
7842,2024-06-04,2791,8837,8395,mobile
7843,2024-03-21,1158,6776,29373,web
7844,2024-06-03,1902,8946,10862,mobile
7845,2024-05-17,3599,6993,23826,branch
7846,2024-06-28,2300,7414,11337,branch
7847,2024-02-20,352,8856,384316,branch
7848,2024-01-07,774,8767,58291,mobile
7849,2024-01-04,387,6549,227103,mobile
7850,2024-01-13,3345,5193,9693,branch
7851,2024-05-14,1611,6379,8877,branch
7852,2024-06-17,3764,7685,392612,branch
7853,2024-01-21,3369,7569,107468,branch
7854,2024-05-30,1478,8536,22697,branch
7855,2024-03-05,1419,5137,115746,web
7856,2024-02-29,2829,6885,30531,mobile
7857,2024-01-02,3365,8474,35389,web
7858,2024-06-14,2340,5097,50367,branch
7859,2024-03-17,2041,6666,88175,web
7860,2024-03-17,1719,5834,31311,branch
7861,2024-04-26,3949,6380,17243,branch
7862,2024-06-28,3906,8903,214474,branch
7863,2024-06-17,3659,8317,55581,branch
7864,2024-02-13,3300,6527,215001,branch
7865,2024-05-20,3483,8330,25150,mobile
7866,2024-02-23,540,7027,182327,mobile
7867,2024-05-07,2890,5347,53474,mobile
7868,2024-04-11,2127,6997,47383,web
7869,2024-04-17,314,8577,57578,web
7870,2024-06-02,959,6457,314417,branch
7871,2024-05-04,3492,5370,36299,mobile
7872,2024-02-09,2808,7167,9736,branch
7873,2024-01-24,1451,8768,235474,branch
7874,2024-05-18,1148,8688,57440,web
7875,2024-03-24,2080,6455,18855,branch
7876,2024-05-26,1736,7086,181874,web
7877,2024-05-04,14,6802,237008,web
7878,2024-03-15,2298,8622,51461,web
7879,2024-03-21,652,7207,16931,web
7880,2024-02-02,2744,6629,48135,web
7881,2024-06-08,3794,5201,103887,branch
7882,2024-02-23,819,7329,10212,branch
7883,2024-03-04,2746,6130,30142,branch
7884,2024-02-09,2252,8711,215132,branch
7885,2024-06-27,2216,6795,48827,branch
7886,2024-06-17,2508,5238,19781,web
7887,2024-06-09,3040,8586,32576,branch
7888,2024-06-06,460,5089,219497,branch
7889,2024-04-23,21,6533,360649,branch
7890,2024-01-25,1912,7312,70599,branch
7891,2024-05-09,1206,8663,42443,mobile
7892,2024-03-01,160,8807,218177,mobile
7893,2024-01-19,2995,5242,44808,branch
7894,2024-03-24,975,8771,46666,mobile
7895,2024-02-01,3825,6275,343489,mobile
7896,2024-06-02,3716,6339,49020,mobile
7897,2024-05-29,2033,8134,317306,branch
7898,2024-05-04,2001,6936,165954,branch
7899,2024-03-01,3191,8782,80713,web
7900,2024-05-01,3792,7520,131155,branch
7901,2024-05-03,2872,7881,111274,branch
7902,2024-04-17,3024,5745,8843,web
7903,2024-02-27,2795,7471,8112,mobile
7904,2024-06-23,373,8289,17828,mobile
7905,2024-02-14,1791,5068,67728,mobile
7906,2024-03-28,630,8505,441297,mobile
7907,2024-06-26,322,8192,17029,web
7908,2024-05-22,1651,6340,333481,branch
7909,2024-02-13,601,7846,40526,branch
7910,2024-01-28,2298,7446,29988,branch
7911,2024-03-12,3958,8461,19880,mobile
7912,2024-03-21,3342,6727,172814,mobile
7913,2024-04-25,3228,5571,44623,web
7914,2024-02-08,3325,7645,33079,mobile
7915,2024-05-16,2834,6362,369538,mobile
7916,2024-05-31,1980,7483,86561,branch
7917,2024-02-17,1210,8278,192604,web
7918,2024-01-09,394,7864,51648,web
7919,2024-04-11,1397,7533,299137,web
7920,2024-04-05,2777,8328,363135,branch
7921,2024-05-25,415,8773,59388,branch
7922,2024-05-24,2849,5882,64510,branch
7923,2024-02-22,554,5569,26956,branch
7924,2024-05-20,3581,6520,38223,branch
7925,2024-04-28,2291,5168,10490,web
7926,2024-01-21,3742,8887,16760,web
7927,2024-06-07,1366,8147,19320,mobile
7928,2024-04-29,1520,8910,420298,branch
7929,2024-06-16,1973,6677,29274,branch
7930,2024-04-12,1710,6457,22309,branch
7931,2024-05-08,130,6182,9477,web
7932,2024-01-13,1884,6268,178492,mobile
7933,2024-04-03,2537,6465,113029,mobile
7934,2024-01-08,1743,8749,29738,branch
7935,2024-06-22,648,8341,232618,mobile
7936,2024-02-14,1799,8944,353988,branch
7937,2024-02-11,1739,6390,38587,web
7938,2024-03-18,3919,5395,30653,mobile
7939,2024-03-22,2502,8204,38440,web
7940,2024-01-01,2273,7916,14180,mobile
7941,2024-01-30,531,7424,12347,mobile
7942,2024-03-13,2147,5725,228483,mobile
7943,2024-03-18,1149,8405,226315,web
7944,2024-06-27,3168,6307,17386,branch
7945,2024-06-21,3679,8591,15768,web
7946,2024-02-05,3999,5831,12078,web
7947,2024-06-04,634,7059,25288,web
7948,2024-04-01,652,7410,10278,branch
7949,2024-04-08,3787,6208,150425,mobile
7950,2024-04-29,3686,5075,29682,web
7951,2024-02-03,758,8784,269142,branch
7952,2024-05-18,3709,6299,322218,mobile
7953,2024-04-24,1051,6264,347498,mobile
7954,2024-06-09,1240,7575,78118,mobile
7955,2024-04-23,1487,7633,8153,mobile
7956,2024-04-18,3263,5087,85400,web
7957,2024-06-12,39,7740,16260,mobile
7958,2024-02-28,1962,5240,19123,mobile
7959,2024-03-28,441,6250,196145,web
7960,2024-01-12,472,8891,156593,web
7961,2024-05-06,1823,7673,60298,branch
7962,2024-01-25,3211,7934,11142,branch
7963,2024-01-03,248,8562,12027,branch
7964,2024-03-05,1764,8557,104834,branch
7965,2024-05-24,2776,7804,144833,mobile
7966,2024-01-23,575,7288,45135,web
7967,2024-05-28,3599,8314,42867,web
7968,2024-01-04,1173,5235,29044,web
7969,2024-03-09,331,7586,102096,mobile
7970,2024-04-28,2513,5783,73003,branch
7971,2024-06-11,2804,8772,117517,mobile
7972,2024-03-20,3540,8833,42110,branch
7973,2024-03-14,3037,5399,47281,branch
7974,2024-02-13,3505,7607,112043,branch
7975,2024-04-28,3664,5888,137967,web
7976,2024-06-22,3138,7430,12212,mobile
7977,2024-06-16,3200,6756,40551,web
7978,2024-05-20,2791,8888,21270,branch
7979,2024-04-28,471,8266,299005,branch
7980,2024-02-10,1283,5717,278538,mobile
7981,2024-01-27,3446,7338,14563,mobile
7982,2024-04-24,750,5851,16033,web
7983,2024-06-11,3953,8203,23831,branch
7984,2024-04-09,3500,7517,11489,mobile
7985,2024-01-27,1500,7644,24440,web
7986,2024-01-04,1989,8467,13507,mobile
7987,2024-05-26,969,7165,385336,web
7988,2024-03-19,1802,6436,36181,branch
7989,2024-04-25,2502,5098,15292,branch
7990,2024-03-10,3203,8140,19220,mobile
7991,2024-02-21,1771,7967,12180,mobile
7992,2024-03-29,642,5746,113251,mobile
7993,2024-02-12,1169,6397,9622,web
7994,2024-05-13,860,5022,203685,branch
7995,2024-04-05,3649,6997,17328,branch
7996,2024-03-14,2103,5516,15060,web
7997,2024-06-19,1119,7929,282534,mobile
7998,2024-01-27,2789,5497,370245,web
7999,2024-03-25,761,8787,138397,web
8000,2024-05-21,2894,8084,58521,mobile
8001,2024-06-24,3669,5074,73628,mobile
8002,2024-06-03,721,5402,401926,web
8003,2024-06-18,2971,6236,80406,mobile
8004,2024-06-03,703,5923,14122,mobile
8005,2024-01-20,3414,8194,20009,branch
8006,2024-04-28,1847,7553,408132,web
8007,2024-01-04,3505,6825,61483,mobile
8008,2024-04-07,478,8965,64912,web
8009,2024-01-24,907,8124,22754,web
8010,2024-04-21,2463,7126,55453,mobile
8011,2024-02-06,228,6090,87837,web
8012,2024-02-12,202,5440,96827,web
8013,2024-01-14,3747,6982,164025,mobile
8014,2024-02-11,3760,7481,36999,web
8015,2024-01-31,375,6718,69760,mobile
8016,2024-03-08,704,7304,352289,web
8017,2024-02-29,393,7110,84881,web
8018,2024-03-23,2811,5950,309878,branch
8019,2024-03-26,3524,6539,32054,web
8020,2024-04-28,1104,8305,11257,branch
8021,2024-06-05,8,7952,162148,web
8022,2024-03-23,842,6201,37116,branch
8023,2024-03-09,2640,7742,63049,branch
8024,2024-03-06,2413,7757,30897,web
8025,2024-01-15,657,5687,12428,branch
8026,2024-06-04,3825,6693,176367,branch
8027,2024-04-20,4000,8629,366320,web
8028,2024-03-05,2887,6088,10571,mobile
8029,2024-01-10,1159,7437,9326,mobile
8030,2024-05-29,3468,7822,70202,mobile
8031,2024-05-20,3808,8219,14711,web
8032,2024-04-04,1673,7220,185560,mobile
8033,2024-02-07,915,8833,63391,branch
8034,2024-03-04,3664,5301,18279,web
8035,2024-05-15,311,7004,33880,mobile
8036,2024-05-18,323,7832,12297,branch
8037,2024-04-22,1021,8797,91122,mobile
8038,2024-03-31,2457,6336,61597,branch
8039,2024-02-24,1237,8189,226659,web
8040,2024-06-13,729,6596,12312,web
8041,2024-04-14,979,8313,46050,mobile
8042,2024-04-04,591,6173,25724,web
8043,2024-04-26,3354,8703,33809,branch
8044,2024-01-13,3050,7426,139209,web
8045,2024-01-09,2314,5017,11413,mobile
8046,2024-01-19,706,7565,32331,web
8047,2024-05-21,1981,6322,85355,branch
8048,2024-02-15,190,7800,13172,web
8049,2024-01-24,3422,8421,9200,mobile
8050,2024-01-19,2233,6729,285482,branch
8051,2024-06-01,1241,6192,426981,branch
8052,2024-03-15,2387,8244,47527,mobile
8053,2024-05-20,2946,5565,8225,branch
8054,2024-04-19,2072,6354,43268,mobile
8055,2024-05-09,893,7080,34599,web
8056,2024-01-25,2481,8010,437515,web
8057,2024-02-09,1997,7946,45990,branch
8058,2024-01-23,87,5226,10928,web
8059,2024-05-04,529,8657,20333,web
8060,2024-04-21,1413,5027,8565,branch
8061,2024-06-22,550,7486,258659,web
8062,2024-02-14,1506,7021,227966,branch
8063,2024-06-20,2977,6131,96461,web
8064,2024-05-17,2535,7187,104141,branch
8065,2024-02-17,293,6402,390071,branch
8066,2024-01-24,1276,7839,11555,web
8067,2024-01-18,3694,7541,402809,web
8068,2024-03-21,278,7017,55869,mobile
8069,2024-03-31,3277,6755,9927,mobile
8070,2024-04-06,433,7045,50375,branch
8071,2024-01-18,1988,6018,21755,branch
8072,2024-02-22,1741,8823,15190,web
8073,2024-05-14,655,6506,18824,branch
8074,2024-03-20,1561,6967,297923,mobile
8075,2024-02-06,2860,8337,37115,mobile
8076,2024-04-02,781,6335,57805,branch
8077,2024-03-27,2833,5885,63552,web
8078,2024-02-22,3389,8020,55100,web
8079,2024-06-04,3288,6066,184600,web
8080,2024-05-07,1137,5952,39589,web
8081,2024-03-21,3346,8901,238839,branch
8082,2024-04-01,3597,6818,27568,web
8083,2024-05-11,1772,8622,52093,branch
8084,2024-04-23,2185,7618,80510,branch
8085,2024-05-22,1766,5006,933714,branch
8086,2024-02-08,3139,7229,63250,branch
8087,2024-03-11,204,8753,340842,web
8088,2024-06-03,1071,7076,56208,branch
8089,2024-04-06,409,6371,18363,mobile
8090,2024-05-25,1214,7356,51357,web
8091,2024-03-01,1074,5270,20573,mobile
8092,2024-03-26,3381,7108,138730,branch
8093,2024-02-06,658,8646,135981,branch
8094,2024-05-23,3622,7026,57148,branch
8095,2024-04-05,2069,6828,9810,mobile
8096,2024-04-15,2112,7622,409079,mobile
8097,2024-03-26,1058,6760,85846,mobile
8098,2024-06-15,3177,8019,14343,web
8099,2024-03-03,1319,5359,332115,web
8100,2024-05-04,3821,8357,291192,web
8101,2024-05-24,2030,6457,40271,mobile
8102,2024-04-03,1641,7252,8699,branch
8103,2024-04-19,3368,6047,57890,web
8104,2024-06-27,3576,7479,18610,web
8105,2024-01-21,2158,6779,15034,mobile
8106,2024-02-04,1800,6278,234773,mobile
8107,2024-01-14,689,5253,9706,web
8108,2024-03-15,2433,5745,30203,branch
8109,2024-03-12,1950,5941,64764,branch
8110,2024-04-03,916,5819,45902,web
8111,2024-02-18,3436,8722,84210,mobile
8112,2024-01-24,3073,7732,198802,branch
8113,2024-04-20,479,6377,209459,branch
8114,2024-04-25,3376,7654,9487,mobile
8115,2024-03-03,2002,5107,13341,mobile
8116,2024-04-27,3910,8952,35732,branch
8117,2024-03-29,1988,6526,39553,mobile
8118,2024-05-25,3338,7149,208932,branch
8119,2024-02-05,3934,6911,73667,web
8120,2024-04-30,981,6648,80884,web
8121,2024-06-20,2517,7919,26841,web
8122,2024-03-12,1201,8788,50127,branch
8123,2024-01-02,3779,7859,54469,branch
8124,2024-02-19,3946,5106,351919,web
8125,2024-06-14,3601,7124,14778,mobile
8126,2024-06-13,2695,5015,985111,web
8127,2024-03-22,3802,8049,70517,web
8128,2024-04-12,850,5966,42641,mobile
8129,2024-04-06,3957,7952,11016,web
8130,2024-04-16,3833,6073,52971,web
8131,2024-01-11,3107,7813,28353,mobile
8132,2024-01-24,1110,6551,338708,web
8133,2024-05-02,754,8153,56473,web
8134,2024-01-14,1145,7759,388255,branch
8135,2024-03-03,1536,5168,166590,branch
8136,2024-01-14,105,8662,24310,web
8137,2024-04-13,2445,8114,308455,branch
8138,2024-02-26,1109,7590,141533,branch
8139,2024-01-02,2914,6157,212651,branch
8140,2024-06-14,1631,5582,131118,branch
8141,2024-02-18,3690,8484,10222,branch
8142,2024-06-23,2261,6834,395840,web
8143,2024-02-24,2502,5163,327165,branch
8144,2024-01-07,91,6798,10018,branch
8145,2024-06-15,3470,6173,39001,branch
8146,2024-05-12,2558,7405,324222,mobile
8147,2024-04-25,1117,6005,8184,branch
8148,2024-04-15,188,5952,26290,branch
8149,2024-02-17,1097,7967,90726,web
8150,2024-04-21,2359,8692,141602,branch
8151,2024-02-01,2478,7654,9063,web
8152,2024-05-30,325,7311,70314,mobile
8153,2024-01-13,972,7551,115067,mobile
8154,2024-04-09,1514,5533,149603,web
8155,2024-04-22,3078,8399,8977,mobile
8156,2024-05-29,1778,7271,82049,mobile
8157,2024-06-14,1908,6265,55114,branch
8158,2024-05-12,1129,8403,61008,web
8159,2024-06-02,916,7257,102842,web
8160,2024-02-16,2695,8477,32143,branch
8161,2024-03-26,3709,6657,50466,web
8162,2024-05-09,991,5230,126881,web
8163,2024-03-07,3808,7587,52421,mobile
8164,2024-01-06,2799,6086,338598,web
8165,2024-03-20,1754,5732,142930,mobile
8166,2024-02-29,3036,7067,8931,branch
8167,2024-05-07,3643,5559,161614,branch
8168,2024-03-30,2987,6660,8287,web
8169,2024-01-26,2426,8585,211292,web
8170,2024-01-12,1634,6189,360893,branch
8171,2024-06-18,56,5493,29497,web
8172,2024-03-20,2698,8901,21212,mobile
8173,2024-05-23,1886,6058,9246,web
8174,2024-06-21,854,6032,9642,branch
8175,2024-06-24,2465,8236,52103,mobile
8176,2024-05-26,2608,6980,138374,mobile
8177,2024-04-25,172,5925,24336,web
8178,2024-02-14,2211,7190,14448,branch
8179,2024-03-24,3889,8665,103645,mobile
8180,2024-02-16,2626,7983,55334,web
8181,2024-03-11,1299,7179,35582,web
8182,2024-03-01,2275,5365,14929,mobile
8183,2024-06-02,697,7576,149152,mobile
8184,2024-05-15,2259,6253,54607,web
8185,2024-01-18,1662,5163,11094,mobile
8186,2024-01-16,2242,8700,29250,web
8187,2024-04-11,1800,5819,10645,web
8188,2024-01-27,480,5909,33997,branch
8189,2024-04-17,289,7595,8354,web
8190,2024-06-10,2801,8293,315437,mobile
8191,2024-02-05,1371,5221,9659,branch
8192,2024-01-03,2914,7823,46091,branch
8193,2024-06-04,1538,6538,279115,mobile
8194,2024-06-06,2592,8730,38611,branch
8195,2024-04-17,2140,5881,39374,web
8196,2024-03-02,1148,6395,277146,branch
8197,2024-05-15,1767,8408,292981,branch
8198,2024-01-05,3580,6418,51904,mobile
8199,2024-01-01,1344,6391,65097,mobile
8200,2024-01-22,1993,6414,186907,web
8201,2024-01-24,560,5046,9686,mobile
8202,2024-03-14,3642,8564,157576,branch
8203,2024-05-18,370,6542,35737,branch
8204,2024-05-25,1485,7338,156592,mobile
8205,2024-02-26,2075,5952,142540,web
8206,2024-03-31,1701,6574,175894,branch
8207,2024-02-24,183,5080,165422,branch
8208,2024-02-05,3468,7293,11544,web
8209,2024-02-02,1051,8707,345865,web
8210,2024-03-03,1697,6732,116072,branch
8211,2024-02-17,1573,6084,14075,branch
8212,2024-02-10,3540,8104,416099,web
8213,2024-04-22,1066,5681,430860,web
8214,2024-02-11,2727,5923,143291,branch
8215,2024-01-16,2301,8504,24043,mobile
8216,2024-04-29,209,7683,255421,mobile
8217,2024-01-11,1592,6064,36632,branch
8218,2024-06-04,3651,5244,85090,mobile
8219,2024-03-23,208,6453,18553,web
8220,2024-05-27,32,7065,9521,branch
8221,2024-01-27,3413,5294,24993,branch
8222,2024-03-04,3488,7310,8359,web
8223,2024-02-21,334,8792,72071,web
8224,2024-04-26,589,8430,56762,web
8225,2024-06-25,2970,6946,10498,web
8226,2024-04-16,3904,8057,13185,web
8227,2024-02-08,1124,7575,439163,branch
8228,2024-06-14,76,5393,8636,branch
8229,2024-03-09,3189,7127,41685,mobile
8230,2024-04-13,1119,6863,243231,mobile
8231,2024-06-03,3778,5933,77675,web
8232,2024-02-19,3337,7915,44134,branch
8233,2024-01-26,1371,8474,13286,mobile
8234,2024-06-20,3524,7805,330224,web
8235,2024-02-05,1809,8929,353548,web
8236,2024-03-17,3160,5095,30517,web
