subscriber_id,plan,tenure_months,monthly_gb,monthly_bill,support_tickets,churned
2247,S,11,7.9,24.51,4,0
2248,L,44,8.1,21.76,1,0
2249,S,71,5.5,18.61,0,1
2250,L,34,11.3,25.62,5,0
2251,L,47,9,22.76,3,1
2252,L,25,10.3,24.35,5,0
2253,L,21,8.4,25.07,3,0
2254,XL,20,9.1,25.95,0,0
2255,M,56,8.4,22.03,4,0
2256,M,21,6.8,23.22,3,0
2257,S,22,10.2,27.23,0,0
2258,L,35,3.6,16.33,3,0
2259,L,51,10.3,24.39,3,0
2260,XL,51,7.6,21.15,0,0
2261,XL,52,8.2,21.89,1,0
2262,XL,68,8.8,22.54,4,0
2263,L,21,9.7,26.62,6,0
2264,S,69,8.6,22.32,3,0
2265,L,15,4.9,20.89,6,0
2266,M,28,6.4,19.74,4,0
2267,L,40,9.2,23.03,0,0
2268,XL,2,6.6,22.87,6,1
2269,M,36,9.5,23.4,5,0
2270,XL,46,8.2,21.78,2,0
2271,L,64,7.4,20.9,3,0
2272,XL,60,8.7,22.43,0,0
2273,S,51,8.6,22.29,0,0
2274,XL,5,8.6,25.3,3,1
2275,S,724,9.5,23.42,1,0
2276,S,12,11.8,29.16,0,1
2277,S,52,6.5,19.76,6,0
2278,M,33,11.5,25.79,3,0
2279,M,62,8.2,21.89,6,0
2280,L,72,10,23.94,3,0
2281,S,54,8.4,22.06,6,0
2282,L,27,7,20.42,6,0
2283,M,25,8.5,22.2,5,0
2284,XL,33,9,22.77,4,0
2285,S,2,8.4,25.09,4,0
2286,M,22,7,23.38,2,0
2287,M,53,7.3,20.79,6,0
2288,XL,26,8.8,22.6,1,0
2289,XL,37,10.1,24.08,1,1
2290,XL,13,8.6,25.36,4,0
2291,S,60,10.1,24.06,5,0
2292,L,65,9.2,23,4,0
2293,XL,61,10,23.95,4,0
2294,S,68,7.7,21.19,6,0
2295,S,61,6.9,20.25,6,0
2296,L,70,7.5,21.04,1,0
2297,L,60,9.2,23.06,0,0
2298,L,59,9.3,23.18,2,0
2299,S,39,5.9,19.08,4,0
2300,M,50,10.2,24.25,6,0
2301,XL,48,9.3,23.14,5,0
2302,L,26,5.9,19.06,4,0
2303,XL,47,7.5,21.03,1,0
2304,XL,60,10.3,24.41,0,0
2305,L,69,7.6,21.07,6,0
2306,S,26,8.7,22.48,6,0
2307,M,56,9.4,23.32,2,0
2308,L,70,5.3,18.41,4,0
2309,XL,16,5.4,21.48,1,0
2310,M,28,7.4,20.86,4,0
2311,XL,28,11.1,25.29,3,0
2312,M,55,11.1,25.37,0,0
2313,M,66,11.1,25.35,3,0
2314,L,36,6.8,20.19,1,0
2315,M,44,7.8,21.37,1,0
2316,L,47,7.4,20.87,1,0
2317,L,49,8.6,22.3,1,0
2318,L,45,3.4,16.12,4,0
2319,S,62,6.7,20.09,0,0
2320,L,60,8.2,21.81,5,0
2321,XL,12,8.7,25.47,5,0
2322,M,28,5.7,18.85,0,0
2323,S,40,6.3,19.53,1,0
2324,XL,12,9.2,26.01,5,0
2325,XL,29,8,21.58,2,0
2326,M,43,5.4,18.42,4,0
2327,L,31,10.6,24.66,6,1
2328,S,52,6.1,19.35,3,0
2329,L,69,6.7,20.06,0,0
2330,M,46,4.7,17.67,5,0
2331,S,19,8.7,25.45,5,0
2332,M,62,9.2,23.03,3,0
2333,S,11,7.5,24.05,5,0
2334,L,20,6.2,22.49,6,0
2335,L,681,11.4,25.63,0,0
2336,XL,39,6.4,19.67,1,1
2337,L,53,5.2,18.28,1,0
2338,L,58,7.7,21.18,2,0
2339,S,28,9.1,22.91,3,0
2340,L,4,4.1,19.87,2,0
2341,XL,48,5,18.04,3,0
2342,S,64,6.6,19.92,6,0
2343,S,44,5.8,18.94,4,0
2344,L,11,8.1,24.68,6,1
2345,L,58,8.1,21.76,1,0
2346,L,713,7.1,20.54,6,0
2347,L,808,11.5,25.83,5,0
2348,L,66,7,20.4,1,0
2349,XL,58,7.2,20.62,3,0
2350,M,31,8.6,22.38,1,0
2351,XL,18,10.3,27.33,3,0
2352,L,69,5.5,18.65,3,0
2353,L,55,9.2,23.1,5,0
2354,S,9,10.7,27.83,6,0
2355,L,15,6.5,22.81,3,0
2356,L,27,10.5,24.61,0,0
2357,L,757,9.1,22.87,4,0
2358,S,34,9.7,23.69,6,1
2359,L,66,6.6,19.95,4,0
2360,S,68,9.5,23.37,2,0
2361,XL,62,10.7,24.89,6,1
2362,L,60,6.7,20.09,3,0
2363,M,56,7.2,20.59,0,0
2364,XL,59,7.2,20.66,0,0
2365,L,11,5.8,21.9,0,0
2366,L,7,9.3,26.21,1,1
2367,XL,7,6.9,23.3,0,0
2368,L,49,12.1,26.52,3,0
2369,XL,3,6.2,22.45,4,0
2370,XL,13,8.9,25.64,2,0
2371,XL,735,7.1,20.52,4,0
2372,L,1,4.2,20.1,2,1
2373,XL,55,7.1,20.54,2,0
2374,L,71,7.7,21.22,3,0
2375,XL,72,7.6,21.14,1,0
2376,M,32,8.8,22.57,3,1
2377,M,6,6.2,22.48,3,0
2378,M,9,7.3,23.75,2,1
2379,S,27,10.6,24.75,4,0
2380,XL,43,8.1,21.74,3,0
2381,XL,35,6.5,19.83,0,0
2382,L,36,6.9,20.25,5,0
2383,L,31,11.6,25.91,0,1
2384,M,59,6.7,20.08,5,0
2385,XL,40,3.7,16.44,2,0
2386,L,28,9.6,23.49,5,0
2387,XL,66,6.1,19.28,5,0
2388,L,13,5.8,21.9,0,0
2389,M,57,7.7,21.24,1,1
2390,XL,67,7.2,20.67,4,0
2391,XL,33,8.6,22.33,4,1
2392,XL,12,5.5,21.54,3,0
2393,XL,13,8.2,24.84,6,1
2394,L,49,9.8,23.82,4,1
2395,M,19,6.4,22.68,0,0
2396,M,43,9.6,23.58,5,0
2397,L,42,10.1,24.1,3,0
2398,XL,70,8.6,22.26,0,0
2399,XL,34,9.4,23.32,3,0
2400,S,62,5.3,18.4,5,0
2401,XL,31,5.3,18.32,0,0
2402,M,5,8.8,25.56,3,0
2403,L,66,8,21.65,0,0
2404,XL,27,8.2,21.83,4,0
2405,XL,45,8.2,21.82,5,0
2406,M,19,7.3,23.72,4,0
2407,XL,611,8.5,22.23,2,1
2408,M,12,7.8,24.31,6,0
2409,L,44,8.7,22.49,6,0
2410,M,65,7.4,20.93,4,1
2411,L,47,8.3,21.98,2,0
2412,XL,45,7,20.42,0,0
2413,M,59,9.6,23.53,4,0
2414,L,2,6.3,22.54,6,0
2415,L,52,7.9,21.48,5,0
2416,XL,37,8.2,21.88,0,0
2417,L,22,9.3,26.17,6,0
2418,L,43,8.9,22.69,1,0
2419,S,11,7.8,24.39,0,0
2420,XL,11,6.9,23.3,2,0
2421,L,45,11,25.24,4,0
2422,M,18,6.4,22.7,1,0
2423,XL,60,8.1,21.73,3,0
2424,S,30,7.9,21.46,4,0
2425,L,49,6.5,19.83,1,0
2426,XL,37,8.2,21.9,6,0
2427,M,62,5.3,18.36,1,0
2428,M,57,8.7,22.44,6,0
2429,XL,12,7.6,24.09,5,0
2430,M,64,7.5,21.02,5,1
2431,L,4,7.2,23.7,6,0
2432,S,53,8.4,22.07,4,0
2433,S,27,10.4,24.49,2,0
2434,L,4,8.6,25.33,2,0
2435,S,65,9,22.8,2,0
2436,L,49,6.7,19.98,1,0
2437,XL,7,2.8,18.4,2,0
2438,XL,43,5.8,19.02,3,1
2439,L,32,5.6,18.73,6,0
2440,M,29,9.9,23.86,6,0
2441,L,56,7.4,20.94,6,0
2442,XL,68,6,19.21,1,1
2443,M,40,9.2,23.01,0,0
2444,S,20,6.4,22.65,4,0
2445,XL,68,6.8,20.14,6,0
2446,L,41,7.5,20.97,1,0
2447,M,48,7.8,21.41,5,0
2448,M,58,7.9,21.52,2,0
2449,S,43,7.5,21.04,0,0
2450,M,43,7.9,21.52,4,0
2451,XL,5,5.3,21.38,4,0
2452,M,42,12.3,26.8,0,1
2453,S,30,8.9,22.69,4,0
2454,M,11,4.4,20.23,3,0
2455,M,69,9.3,23.17,3,0
2456,L,22,7.8,24.32,3,0
2457,L,31,6.2,19.41,1,0
2458,M,33,6.1,19.3,0,0
2459,M,16,5.7,21.82,3,0
2460,M,50,8.8,22.51,0,0
2461,XL,64,4.5,17.37,5,0
2462,L,18,6.8,23.17,5,0
2463,XL,41,5.7,18.85,3,0
2464,XL,21,7.8,24.3,1,0
2465,M,34,5.9,19.1,1,0
2466,L,3,11.4,28.69,6,1
2467,L,17,8,24.65,5,0
2468,L,45,8.7,22.47,5,0
2469,XL,57,11.1,25.32,5,0
2470,S,37,6.1,19.38,2,0
2471,L,56,5,18,4,0
2472,S,20,6.1,22.35,0,0
2473,M,16,7.1,23.46,4,0
2474,M,57,10.4,24.51,4,0
2475,M,25,9.7,23.62,6,0
2476,S,33,6.5,19.78,2,1
2477,S,10,9.6,26.56,3,0
2478,M,34,5.6,18.71,4,1
2479,XL,39,8.5,22.2,0,0
2480,M,43,9.9,23.93,5,0
2481,S,23,9.6,26.49,2,0
2482,M,58,7.8,21.31,5,0
2483,L,69,7.7,21.21,5,0
2484,L,57,7.1,20.52,3,0
2485,L,8,7.1,23.56,4,0
2486,S,21,5.5,21.55,0,0
2487,L,45,6.3,19.54,2,0
2488,XL,12,10.4,27.44,2,0
2489,M,28,8.4,22.04,5,0
2490,XL,27,7.9,21.46,1,0
2491,S,23,4.4,20.26,2,0
2492,L,39,10.3,24.35,3,0
2493,L,50,12.3,26.71,6,0
2494,L,36,5.6,18.66,5,0
2495,M,22,10.8,27.97,5,0
2496,M,55,5.1,18.08,4,1
2497,L,67,8.6,22.35,6,0
2498,L,18,5.2,21.26,2,0
2499,L,58,9.2,23.03,5,1
2500,M,72,8.5,22.22,5,0
2501,S,29,6.8,20.2,0,0
2502,M,33,6.8,20.21,4,0
2503,L,48,8.8,22.55,0,0
2504,S,30,8,21.6,6,1
2505,L,26,4.6,17.51,0,0
2506,M,55,6.4,19.67,1,0
2507,M,48,6.6,19.89,6,0
2508,XL,20,8.3,25.02,5,0
2509,S,3,6.6,22.94,3,1
2510,L,44,9.4,23.23,6,1
2511,M,35,8.4,22.03,3,0
2512,S,22,10.4,27.45,3,1
2513,L,2,8.5,25.16,6,0
2514,XL,63,6.8,20.12,0,0
2515,S,33,10.3,24.35,3,0
2516,XL,69,9.1,22.86,2,0
2517,XL,35,7.4,20.92,0,0
2518,M,48,6.4,19.67,0,0
2519,M,40,7.4,20.91,4,0
2520,S,58,6.9,20.23,4,0
2521,XL,25,6.6,19.97,4,0
2522,M,60,11.3,25.5,5,0
2523,XL,71,8.9,22.7,5,0
2524,L,14,7.5,23.94,4,0
2525,S,49,8.5,22.14,2,0
2526,M,30,10.9,25.04,2,0
2527,L,53,6.3,19.58,2,0
2528,XL,71,9.1,22.91,1,0
2529,S,67,8.1,21.72,2,1
2530,L,57,9.3,23.22,5,0
2531,XL,54,6.6,19.95,1,0
2532,L,70,8,21.65,1,0
2533,XL,35,7.8,21.34,6,0
2534,XL,39,9,22.82,3,0
2535,XL,32,10.6,24.78,5,0
2536,L,22,10.4,27.43,0,0
2537,S,848,5.8,18.92,2,0
2538,L,71,9.1,22.93,4,1
2539,L,70,9.8,23.77,0,0
2540,L,16,6.5,22.81,3,0
2541,S,56,4.5,17.42,3,1
2542,XL,42,6.3,19.55,0,0
2543,M,28,9.2,23.08,4,0
2544,M,57,5,17.96,2,1
2545,S,52,7.6,21.11,5,0
2546,M,67,4,16.82,3,0
2547,XL,28,6.8,20.16,4,0
2548,L,687,7.2,20.61,2,0
2549,S,36,5.7,18.89,6,0
2550,M,62,8.9,22.64,0,1
2551,L,32,4.3,17.2,5,0
2552,L,16,8.2,24.79,2,1
2553,L,2,6.1,22.28,2,0
2554,XL,34,9.3,23.11,6,0
2555,S,3,8.5,25.18,4,0
2556,M,34,10.1,24.13,3,0
2557,L,20,7.8,24.36,6,0
2558,L,17,4.5,20.43,3,0
2559,L,9,8.3,24.93,0,0
2560,L,60,7.1,20.55,3,0
2561,M,24,10,27,1,0
2562,XL,72,6.9,20.3,3,0
2563,XL,11,9.2,26.03,2,0
2564,L,54,8,21.56,4,1
2565,L,60,11.1,25.33,4,0
2566,S,21,5.9,22.05,0,0
2567,L,61,9.4,23.26,1,0
2568,M,25,10.2,24.28,5,0
2569,XL,3,8.4,25.02,1,1
2570,XL,63,10.8,24.9,6,0
2571,L,64,6.4,19.65,2,0
2572,L,38,7,20.4,6,0
2573,M,817,7.9,21.45,5,0
2574,XL,33,6.1,19.35,2,1
2575,L,8,6.6,22.91,5,0
2576,L,3,9.6,26.55,3,0
2577,M,26,5.1,18.13,3,0
2578,S,48,9.2,23,5,0
2579,L,29,9,22.79,4,0
2580,L,53,8.6,22.29,6,0
2581,L,32,7.6,21.18,3,0
2582,M,19,3.9,19.64,3,0
2583,L,63,9.4,23.28,4,0
2584,XL,42,10.8,25,5,0
2585,M,48,6.6,19.88,3,0
2586,L,52,5.3,18.3,6,0
2587,L,37,8.6,22.36,0,0
2588,M,3,6.4,22.73,1,0
2589,M,23,7.2,23.6,4,0
2590,M,20,4.7,20.63,4,0
2591,L,33,5.7,18.81,3,0
2592,M,10,8.1,24.75,0,0
2593,L,32,7.7,21.3,4,0
2594,S,23,10.4,27.45,2,0
2595,L,37,8.9,22.64,4,0
2596,M,6,10.1,27.09,4,0
2597,S,22,8.8,25.57,5,0
2598,S,58,4.9,17.86,4,0
2599,M,14,3.7,19.4,0,0
2600,M,52,9.3,23.13,1,0
2601,S,34,6,19.19,2,0
2602,L,50,7.8,21.38,0,0
2603,M,69,8.7,22.44,6,0
2604,L,14,5.8,21.93,6,0
2605,L,15,7.2,23.61,0,1
2606,M,28,8.7,22.4,6,1
2607,XL,14,6.9,23.27,4,0
2608,S,18,9.7,26.58,1,0
2609,M,2,8.9,25.7,3,0
2610,M,17,11.9,29.34,3,1
2611,M,71,6.6,19.87,3,0
2612,S,32,7,20.43,4,0
2613,XL,32,8.6,22.31,0,0
2614,XL,71,7.6,21.13,6,0
2615,L,64,10.2,24.25,2,0
2616,L,3,5.9,22.12,5,0
2617,M,15,8.6,25.29,6,0
2618,S,37,6.8,20.22,1,0
2619,L,1,10.9,28.12,3,0
2620,L,13,9.3,26.22,6,0
2621,L,56,10.8,24.92,4,0
2622,XL,16,7.4,23.83,5,0
2623,M,29,4.1,16.92,4,0
2624,L,67,9.1,22.97,0,1
2625,M,40,5.7,18.9,0,0
2626,XL,15,7.1,23.49,4,0
2627,S,22,8.3,24.94,1,0
2628,M,6,7.4,23.93,6,0
2629,M,876,10.2,24.28,2,0
2630,S,38,8.5,22.24,6,0
2631,L,36,8.5,22.19,2,0
2632,L,40,9.2,23.03,1,0
2633,L,45,6.5,19.77,6,0
2634,L,22,8.4,25.12,5,0
2635,M,54,6.6,19.93,3,0
2636,L,61,6.8,20.15,5,1
2637,L,71,8.3,21.92,5,0
2638,L,52,10.7,24.81,6,0
2639,S,35,10.1,24.11,6,1
2640,L,65,9.2,23.05,2,0
2641,L,62,6,19.14,0,0
2642,XL,39,6.6,19.86,6,0
2643,XL,53,6.9,20.24,2,0
2644,XL,9,6.7,23.04,3,0
2645,L,11,8.3,24.94,0,0
2646,S,7,7.4,23.88,2,1
2647,S,642,6.7,20.04,5,0
2648,M,28,8.1,21.78,0,0
2649,L,48,5.8,18.93,5,0
2650,S,60,6.6,19.92,0,0
2651,L,55,8.3,21.95,4,0
2652,XL,19,9.1,25.93,6,1
2653,S,36,4.7,17.67,6,0
2654,M,63,7.9,21.47,5,0
2655,L,3,7.6,24.11,4,1
2656,M,45,7.8,21.31,5,0
2657,L,46,10.3,24.41,5,0
2658,XL,58,6.6,19.93,2,0
2659,M,39,11.3,25.54,0,0
2660,M,57,6.2,19.41,3,0
2661,S,71,6.7,20.1,4,0
2662,L,60,9.5,23.39,0,0
2663,M,44,8.4,22.02,4,0
2664,S,8,8.2,24.84,6,0
2665,XL,21,6.6,22.94,2,0
2666,L,38,6.4,19.7,4,1
2667,XL,3,6.1,22.33,6,0
2668,S,46,5.6,18.67,6,0
2669,L,39,7.7,21.22,3,0
2670,L,41,8.4,22.11,1,0
2671,S,65,5.4,18.46,2,0
2672,M,72,8,21.64,5,0
2673,XL,50,8,21.54,6,0
2674,M,70,9.7,23.69,0,0
2675,L,41,9.2,22.99,5,0
2676,XL,29,11.7,26.04,3,1
2677,L,50,4.3,17.2,2,0
2678,XL,62,12.3,26.71,2,0
2679,L,10,6,22.18,0,0
2680,M,13,6.3,22.54,4,0
2681,L,34,7.6,21.16,2,1
2682,L,7,8,24.6,1,0
2683,L,70,10.5,24.57,3,0
2684,M,7,5.7,21.82,6,0
2685,L,31,7.7,21.22,0,0
2686,L,34,4.3,17.15,3,0
2687,M,7,9.2,26.02,0,0
2688,S,46,7.8,21.35,3,0
2689,L,28,5.3,18.35,3,0
2690,XL,30,8,21.56,0,1
2691,XL,862,4.2,17.02,3,0
2692,S,30,6.7,20.01,1,0
2693,S,57,7.1,20.53,1,0
2694,XL,59,7.6,21.07,0,1
2695,L,66,11.4,25.7,2,0
2696,XL,65,8.2,21.8,3,0
2697,XL,9,7.6,24.12,1,1
2698,XL,51,9.6,23.48,0,0
2699,L,5,9.1,25.95,5,0
2700,XL,26,8.1,21.69,1,0
2701,M,1,4.3,20.15,6,0
2702,XL,59,5.7,18.84,5,0
2703,M,8,8.5,25.22,2,0
2704,L,55,8.2,21.88,6,0
2705,L,41,8.3,22.02,5,1
2706,L,9,8.7,25.43,3,0
2707,L,43,13.3,28,4,0
2708,L,62,8.9,22.67,1,1
2709,XL,68,9.8,23.7,5,0
2710,XL,61,10.5,24.54,0,0
2711,L,21,7.4,23.83,5,0
2712,L,71,6.4,19.62,1,0
2713,M,57,8.4,22.07,1,0
2714,L,56,9.9,23.86,2,0
2715,M,62,7.5,21.03,3,0
2716,L,9,5.6,21.75,3,0
2717,L,50,7.1,20.55,6,0
2718,XL,60,8,21.65,6,0
2719,L,34,7.5,21.06,2,0
2720,L,49,8.9,22.65,4,0
2721,L,56,9.4,23.28,6,0
2722,S,55,7.8,21.41,6,0
2723,L,44,6.4,19.66,3,0
2724,L,54,9.5,23.36,3,0
2725,XL,27,6.9,20.28,3,0
2726,L,23,4.6,20.57,2,0
2727,XL,16,9.3,26.18,4,0
2728,L,52,9.5,23.35,5,0
2729,L,30,6,19.18,6,0
2730,XL,40,8.1,21.73,6,0
2731,S,41,7,20.37,4,0
2732,M,36,9.3,23.2,0,0
2733,XL,61,9.2,23,1,0
2734,M,4,6.5,22.79,4,0
2735,M,67,9.1,22.94,2,0
2736,S,55,8.7,22.49,6,0
2737,XL,24,6.6,22.9,1,0
2738,L,2,6.8,23.19,5,0
2739,L,58,6.5,19.75,2,0
2740,L,69,9.2,23.01,0,0
2741,L,2,7.6,24.16,0,0
2742,XL,67,8.2,21.88,1,0
2743,M,1,6.4,22.71,0,0
2744,S,2,9.2,26.08,5,0
2745,L,12,5.6,21.74,0,0
2746,L,53,8.7,22.43,0,0
2747,L,26,10,24.04,3,1
2748,S,71,10.5,24.59,5,0
2749,S,53,7.9,21.44,0,1
2750,L,12,10.6,27.67,6,1
2751,S,21,6.8,23.2,6,0
2752,S,66,9.5,23.41,4,0
2753,M,37,8.8,22.6,0,0
2754,S,38,8.2,21.83,3,0
2755,L,64,5.1,18.14,4,0
2756,M,69,9.1,22.97,5,1
2757,XL,14,8.8,25.62,2,0
2758,S,61,10,23.99,5,0
2759,XL,22,9.3,26.21,1,0
2760,L,29,9.6,23.52,2,0
2761,S,31,7,20.37,0,0
2762,XL,37,9.1,22.88,4,0
2763,M,15,9.8,26.79,4,0
2764,L,62,9.4,23.25,4,1
2765,XL,71,10.7,24.79,0,0
2766,L,53,9,22.85,6,0
2767,M,64,7.9,21.53,1,0
2768,XL,20,6.7,22.99,6,1
2769,L,28,11.6,25.94,5,1
2770,XL,20,7.1,23.47,0,0
2771,M,14,9.6,26.55,6,0
2772,L,11,7.1,23.54,2,1
2773,XL,45,9.6,23.47,1,0
2774,S,33,10.5,24.65,0,0
2775,L,39,7.5,20.94,3,0
2776,L,15,10.9,28.07,2,0
2777,M,67,6.4,19.64,0,0
2778,S,31,7.9,21.43,4,0
2779,L,31,4.3,17.16,0,1
2780,L,35,8.5,22.22,4,0
2781,L,50,7.2,20.64,5,0
2782,XL,69,8.3,21.9,1,0
2783,L,13,8.6,25.28,6,0
2784,L,40,9.7,23.65,2,0
2785,S,60,5.2,18.22,0,1
2786,S,37,8.4,22.05,5,0
2787,XL,13,9.2,25.99,6,0
2788,S,15,8.7,25.47,3,1
2789,L,38,7.1,20.57,2,0
2790,L,18,9.7,26.63,1,0
2791,L,43,7.2,20.61,4,0
2792,L,3,9.1,25.97,0,0
2793,S,57,11,25.24,0,0
2794,S,11,7.2,23.58,6,0
2795,L,18,7.5,23.94,3,0
2796,M,47,8.9,22.72,0,1
2797,XL,34,7.6,21.13,1,0
2798,XL,38,7.3,20.73,5,0
2799,L,23,8,24.54,1,0
2800,L,20,8.5,25.2,6,0
2801,L,830,8.8,22.52,4,0
2802,M,66,8.6,22.33,1,1
2803,M,23,8,24.55,2,0
2804,S,5,9.1,25.93,2,0
2805,XL,60,6.4,19.73,6,0
2806,L,66,7.4,20.89,5,0
2807,XL,20,6.1,22.3,2,0
2808,M,34,9.3,23.21,1,0
2809,M,56,8,21.65,1,0
2810,S,3,5.9,22.1,5,0
2811,L,36,6.9,20.25,0,0
2812,L,27,7,20.42,0,0
2813,L,37,7.2,20.67,2,0
2814,S,62,8.5,22.14,1,0
2815,XL,15,5.8,21.98,4,0
2816,XL,876,7.9,21.5,5,0
2817,M,43,5,17.98,3,0
2818,M,24,5.6,21.71,0,0
2819,XL,25,3.9,16.66,4,0
2820,L,22,8.7,25.48,3,0
2821,S,30,9.9,23.82,3,0
2822,L,29,6.3,19.6,0,0
2823,S,65,6.6,19.9,6,0
2824,M,18,7.6,24.09,1,0
2825,S,27,8.9,22.73,2,0
2826,S,43,5.9,19.12,4,0
2827,L,56,5.5,18.66,3,0
2828,S,32,8.9,22.66,5,0
2829,M,43,6.4,19.65,4,0
2830,S,47,6.9,20.23,4,0
2831,XL,17,9.2,25.99,3,0
2832,L,22,4.9,20.93,6,0
2833,L,52,7.3,20.73,2,0
2834,S,46,5.5,18.62,5,0
2835,L,34,3.9,16.71,2,0
2836,M,13,9.3,26.22,0,0
2837,L,62,8.9,22.69,3,0
2838,S,16,8.3,24.97,1,0
2839,M,18,10.6,27.67,0,0
2840,L,39,9.1,22.97,4,0
2841,L,37,7.1,20.53,1,1
2842,M,68,9.5,23.39,3,0
2843,XL,21,9.8,26.71,4,0
2844,M,56,8,21.59,4,0
2845,S,64,5.1,18.1,2,0
2846,L,61,11.5,25.78,4,0
2847,S,1,8.3,25.02,0,0
2848,M,10,5.7,21.85,0,0
2849,XL,54,5.7,18.78,2,0
2850,L,19,6.7,22.98,4,0
2851,L,4,9.1,25.96,1,0
2852,L,35,5.4,18.49,1,0
2853,S,3,10,27.03,2,0
2854,S,47,10.2,24.2,6,0
2855,M,37,8.3,21.96,4,0
2856,L,16,7.6,24.13,5,1
2857,S,63,10.1,24.12,1,0
2858,S,53,8.9,22.72,2,0
2859,S,16,5.7,21.86,4,0
2860,XL,34,7.6,21.11,4,0
2861,L,31,9.4,23.32,0,0
2862,XL,28,6.3,19.53,1,0
2863,XL,13,7.8,24.31,0,0
2864,S,13,6.4,22.68,1,0
2865,L,10,8.9,25.64,0,1
2866,S,66,9.2,23.07,1,0
2867,L,2,8.3,24.94,6,0
2868,L,5,6.7,23.04,3,0
2869,S,3,6.9,23.29,2,0
2870,L,53,9.3,23.15,4,0
2871,XL,16,8.2,24.88,1,0
2872,S,23,6.8,23.15,5,0
2873,L,4,11,28.18,1,0
2874,M,46,7.4,20.87,3,0
2875,M,21,8.5,25.15,0,0
2876,L,32,6.2,19.5,5,0
2877,S,68,7.5,20.99,0,0
2878,XL,11,7.9,24.49,2,0
2879,M,25,6.3,19.61,1,0
2880,L,67,9.3,23.15,6,0
2881,S,59,6.8,20.21,3,0
2882,S,42,8.6,22.28,5,0
2883,M,48,5.8,18.9,1,0
2884,M,29,6.4,19.66,3,0
2885,L,44,6.5,19.82,1,1
2886,M,56,10,23.98,3,0
2887,M,8,7.9,24.5,6,0
2888,XL,37,7.2,20.68,2,0
2889,M,67,9.1,22.94,3,0
2890,S,57,8.7,22.46,4,0
2891,L,41,10.8,24.93,4,1
2892,XL,49,6.6,19.86,1,0
2893,L,12,7.7,24.2,6,0
2894,M,68,6.6,19.97,2,1
2895,L,62,5.4,18.43,3,0
2896,S,35,7,20.37,4,0
2897,L,53,9,22.75,6,0
2898,S,63,6.4,19.66,3,0
2899,XL,43,8.8,22.52,6,0
2900,L,29,10.3,24.34,3,0
2901,L,61,4.3,17.16,5,0
2902,S,47,7.7,21.28,5,1
2903,L,11,5.3,21.39,4,0
2904,L,1,8.4,25.08,0,0
2905,XL,12,6.4,22.74,5,0
2906,S,8,7.8,24.31,0,0
2907,M,38,9.4,23.27,4,1
2908,L,71,8.4,22.03,0,0
2909,L,28,5,18.02,3,0
2910,L,58,4.5,17.4,5,0
2911,L,61,10.6,24.68,2,0
2912,M,27,8.6,22.36,3,0
2913,XL,30,7.3,20.74,1,0
2914,S,25,7,20.37,0,0
2915,XL,64,5.7,18.79,2,0
2916,L,16,9.1,25.93,1,0
2917,XL,46,7.5,20.98,1,0
2918,L,12,9.5,26.34,6,0
2919,L,47,7.1,20.51,5,0
2920,L,27,8,21.6,2,0
2921,L,56,9.7,23.67,6,0
2922,L,45,7.6,21.13,6,1
2923,S,6,7.3,23.74,2,0
2924,S,60,8,21.65,2,1
2925,S,2,4.5,20.38,3,0
2926,XL,22,8.6,25.29,4,0
2927,L,22,7.5,24.04,1,0
2928,L,26,12.3,26.74,4,0
2929,L,37,8.8,22.57,6,0
2930,L,57,10.5,24.62,5,0
2931,XL,6,10.1,27.12,0,0
2932,L,868,8.7,22.49,3,0
2933,S,52,10.1,24.16,3,0
2934,XL,34,4.6,17.56,0,0
2935,L,63,7.5,20.98,0,0
2936,L,19,7.9,24.47,4,0
2937,L,52,7.8,21.37,2,0
2938,XL,19,3,18.56,3,0
2939,M,5,7.8,24.32,6,0
2940,S,34,8.8,22.5,6,0
2941,M,56,7.6,21.07,6,0
2942,L,53,9.4,23.31,1,1
2943,L,61,7.7,21.26,1,0
2944,M,15,8,24.61,3,0
2945,L,46,9.4,23.31,0,0
2946,M,21,6.4,22.67,1,0
2947,L,29,6.9,20.31,3,0
2948,S,61,4.8,17.71,1,0
2949,M,51,8.5,22.22,0,0
2950,L,28,7.3,20.7,1,0
2951,S,7,7.1,23.52,6,0
2952,XL,46,6.1,19.37,2,0
2953,L,49,10,24.06,0,0
2954,M,67,9,22.78,2,0
2955,L,26,9.7,23.7,5,0
2956,XL,28,8,21.62,4,0
2957,M,23,7,23.41,4,0
2958,M,13,6.6,22.98,0,0
2959,XL,64,5.3,18.35,5,0
2960,L,71,6.7,20.03,2,0
2961,XL,49,10.3,24.42,2,0
2962,L,7,7.4,23.85,6,0
2963,XL,12,9,25.84,2,0
2964,L,46,4.8,17.72,5,1
2965,L,13,8.5,25.15,2,0
2966,S,43,8.4,22.02,5,1
2967,L,10,7.1,23.52,4,0
2968,S,54,7.2,20.62,6,0
2969,S,11,8.7,25.48,3,0
2970,XL,26,5.5,18.55,4,0
2971,L,52,8.8,22.61,4,0
2972,XL,65,6.5,19.84,0,0
2973,L,4,8.1,24.75,5,0
2974,S,14,9,25.77,2,0
2975,L,23,9,25.75,6,0
2976,L,9,7.7,24.2,1,0
2977,XL,18,9.4,26.23,3,0
2978,M,60,7.1,20.57,4,0
2979,S,38,7.6,21.08,2,0
