user_id,signup_date,plan,acquisition,app_version
756,2024-06-10,free,paid,3.0
757,2024-01-23,pro,paid,3.1
758,2024-02-02,pro,paid,3.1
759,2024-06-08,plus,organic,3.2
760,2024-03-24,plus,referral,3.1
761,2024-06-10,plus,paid,3.1
762,2024-03-20,plus,organic,3.1
763,2024-03-30,free,referral,3.2
764,2024-06-20,plus,paid,3.2
765,2024-04-23,pro,paid,3.0
766,2024-04-14,free,paid,3.1
767,2024-01-09,free,referral,3.2
768,2024-01-09,pro,referral,3.1
769,2024-05-24,plus,paid,3.1
770,2024-03-25,free,paid,3.1
771,2024-05-24,free,referral,3.2
772,2024-06-01,pro,paid,3.2
773,2024-06-10,free,organic,3.0
774,2024-03-20,pro,organic,3.0
775,2024-05-11,plus,organic,3.1
776,2024-06-02,free,referral,3.1
777,2024-05-14,free,organic,3.2
778,2024-05-25,plus,paid,3.1
779,2024-07-04,free,paid,3.2
780,2024-03-05,free,referral,3.1
781,2024-05-04,free,paid,3.1
782,2024-07-03,free,paid,3.2
783,2024-03-22,plus,paid,3.0
784,2024-06-21,free,organic,3.2
785,2024-05-31,plus,organic,3.2
786,2024-01-22,pro,referral,3.0
787,2024-02-08,pro,referral,3.2
788,2024-06-28,free,organic,3.0
789,2024-02-28,pro,paid,3.1
790,2024-03-28,free,paid,3.2
791,2024-01-07,free,referral,3.0
792,2024-04-09,free,organic,3.2
793,2024-05-07,pro,organic,3.1
794,2024-05-30,pro,referral,3.1
795,2024-01-21,plus,organic,3.2
796,2024-05-18,free,referral,3.1
797,2024-03-17,plus,referral,3.0
798,2024-06-23,free,organic,3.1
799,2024-03-24,free,paid,3.1
800,2024-03-13,pro,referral,3.0
801,2024-06-25,plus,paid,3.1
802,2024-01-17,pro,referral,3.0
803,2024-01-24,free,paid,3.2
804,2024-06-19,plus,referral,3.0
805,2024-07-12,free,organic,3.2
806,2024-01-18,plus,paid,3.1
807,2024-02-18,free,paid,3.1
808,2024-04-18,free,referral,3.0
809,2024-06-18,plus,organic,3.1
810,2024-01-17,free,referral,3.0
811,2024-02-11,free,paid,3.1
812,2024-02-13,plus,paid,3.0
813,2024-06-22,pro,paid,3.1
814,2024-04-16,plus,organic,3.1
815,2024-03-24,free,organic,3.2
816,2024-05-21,free,organic,3.2
817,2024-02-25,pro,organic,3.1
818,2024-04-07,plus,organic,3.1
819,2024-05-12,free,organic,3.1
820,2024-05-12,free,paid,3.0
821,2024-01-29,free,referral,3.1
822,2024-06-05,plus,paid,3.2
823,2024-02-01,pro,referral,3.1
824,2024-03-13,free,referral,3.2
825,2024-07-06,pro,paid,3.0
826,2024-02-12,free,organic,3.0
827,2024-01-09,plus,paid,3.0
828,2024-02-13,plus,paid,3.0
829,2024-01-14,free,organic,3.2
830,2024-01-22,pro,referral,3.1
831,2024-02-26,plus,paid,3.2
832,2024-05-11,plus,organic,3.2
833,2024-07-11,plus,organic,3.1
834,2024-01-07,pro,paid,3.0
835,2024-05-03,free,paid,3.2
836,2024-07-01,free,paid,3.0
837,2024-01-03,plus,referral,3.0
838,2024-03-17,plus,paid,3.1
839,2024-01-13,pro,organic,3.0
840,2024-03-27,pro,organic,3.0
841,2024-03-28,pro,organic,3.2
842,2024-01-29,pro,organic,3.2
843,2024-07-15,free,organic,3.2
844,2024-04-09,plus,organic,3.2
845,2024-02-23,pro,paid,3.2
846,2024-01-05,plus,organic,3.1
847,2024-03-08,plus,paid,3.1
848,2024-01-19,free,organic,3.1
849,2024-01-26,free,organic,3.1
850,2024-06-24,pro,organic,3.1
851,2024-05-02,free,referral,3.2
852,2024-01-12,plus,referral,3.1
853,2024-01-03,plus,referral,3.1
854,2024-04-09,plus,paid,3.1
855,2024-06-20,free,organic,3.0
856,2024-03-22,free,organic,3.0
857,2024-02-20,pro,referral,3.1
858,2024-02-19,pro,referral,3.1
859,2024-04-17,free,referral,3.1
860,2024-05-19,pro,organic,3.2
861,2024-06-04,free,paid,3.0
862,2024-04-28,free,referral,3.1
863,2024-05-09,pro,referral,3.1
864,2024-01-05,free,referral,3.0
865,2024-04-11,pro,paid,3.1
866,2024-06-02,pro,referral,3.1
867,2024-07-12,free,organic,3.1
868,2024-04-14,plus,referral,3.2
869,2024-04-24,plus,organic,3.0
870,2024-02-07,free,organic,3.0
871,2024-01-11,pro,paid,3.2
872,2024-07-15,pro,referral,3.2
873,2024-02-06,free,organic,3.2
874,2024-04-05,free,paid,3.1
875,2024-01-10,free,organic,3.1
876,2024-04-04,free,paid,3.1
877,2024-06-11,free,organic,3.1
878,2024-04-04,free,organic,3.0
879,2024-02-05,plus,paid,3.0
880,2024-07-01,free,organic,3.1
881,2024-07-13,free,organic,3.1
882,2024-05-10,plus,organic,3.1
883,2024-04-29,plus,referral,3.1
884,2024-04-01,free,paid,3.0
885,2024-03-14,plus,paid,3.1
886,2024-04-25,free,organic,3.1
887,2024-07-05,free,paid,3.2
888,2024-06-15,free,referral,3.0
889,2024-07-15,free,organic,3.2
890,2024-06-15,plus,organic,3.1
891,2024-06-30,pro,organic,3.0
892,2024-01-10,free,paid,3.1
893,2024-05-12,free,referral,3.0
894,2024-07-16,free,organic,3.0
895,2024-07-15,free,paid,3.1
896,2024-01-26,plus,organic,3.1
897,2024-03-03,plus,organic,3.2
898,2024-04-27,free,paid,3.1
899,2024-03-27,plus,organic,3.1
900,2024-02-04,free,organic,3.0
901,2024-05-23,pro,paid,3.1
902,2024-07-15,plus,organic,3.1
903,2024-01-20,pro,paid,3.1
904,2024-04-07,plus,paid,3.0
905,2024-04-02,free,organic,3.2
906,2024-03-22,plus,paid,3.1
907,2024-02-09,free,organic,3.0
908,2024-03-10,free,referral,3.1
909,2024-03-28,pro,paid,3.1
910,2024-05-24,pro,referral,3.1
911,2024-06-10,free,referral,3.1
912,2024-06-27,free,referral,3.0
913,2024-04-12,plus,paid,3.1
914,2024-04-07,pro,organic,3.2
915,2024-04-13,plus,paid,3.0
916,2024-07-15,free,organic,3.0
917,2024-03-30,free,paid,3.1
918,2024-01-16,free,organic,3.1
919,2024-04-01,plus,referral,3.0
920,2024-05-27,plus,organic,3.2
921,2024-04-21,free,organic,3.1
922,2024-05-08,pro,organic,3.1
923,2024-01-31,free,referral,3.1
924,2024-07-15,free,organic,3.1
925,2024-06-07,plus,referral,3.1
926,2024-02-29,pro,organic,3.0
927,2024-07-12,pro,organic,3.2
928,2024-02-14,free,paid,3.0
929,2024-04-05,plus,organic,3.1
930,2024-02-12,plus,paid,3.2
931,2024-05-08,plus,paid,3.2
932,2024-04-06,plus,paid,3.0
933,2024-04-22,pro,organic,3.0
934,2024-04-17,free,organic,3.1
935,2024-05-30,free,paid,3.1
936,2024-05-07,plus,referral,3.1
937,2024-04-09,free,organic,3.1
938,2024-04-24,free,paid,3.1
939,2024-06-10,plus,paid,3.0
940,2024-06-20,free,referral,3.1
941,2024-06-12,free,organic,3.0
942,2024-04-21,free,paid,3.1
943,2024-03-17,pro,paid,3.1
944,2024-06-24,free,paid,3.0
945,2024-04-21,free,paid,3.2
946,2024-07-17,free,referral,3.2
947,2024-06-04,free,paid,3.0
948,2024-06-20,free,referral,3.2
949,2024-03-28,pro,paid,3.2
950,2024-06-22,plus,referral,3.1
951,2024-04-01,free,organic,3.2
952,2024-02-29,free,organic,3.0
953,2024-02-18,free,organic,3.0
954,2024-01-29,free,paid,3.2
955,2024-03-13,plus,paid,3.1
956,2024-07-09,plus,organic,3.1
957,2024-06-16,free,paid,3.2
958,2024-04-07,free,organic,3.0
959,2024-02-10,free,referral,3.0
960,2024-07-06,pro,paid,3.0
961,2024-04-06,pro,paid,3.1
962,2024-02-19,free,paid,3.2
963,2024-06-14,free,paid,3.1
964,2024-07-14,plus,organic,3.1
965,2024-07-12,plus,organic,3.0
966,2024-01-20,pro,referral,3.1
967,2024-02-02,pro,referral,3.2
968,2024-01-05,free,organic,3.2
969,2024-01-25,pro,referral,3.1
970,2024-01-18,plus,paid,3.0
971,2024-02-03,pro,referral,3.2
972,2024-04-12,pro,referral,3.0
973,2024-07-04,pro,organic,3.1
974,2024-07-04,plus,paid,3.2
975,2024-02-12,free,referral,3.1
976,2024-04-08,free,paid,3.0
977,2024-06-30,free,referral,3.0
978,2024-06-23,free,paid,3.2
979,2024-05-05,free,referral,3.1
980,2024-03-09,pro,referral,3.1
981,2024-01-08,free,organic,3.1
982,2024-02-04,pro,organic,3.0
983,2024-05-04,plus,paid,3.0
984,2024-02-17,plus,referral,3.2
985,2024-04-17,pro,paid,3.1
986,2024-07-09,free,referral,3.0
987,2024-06-06,pro,organic,3.0
988,2024-04-17,plus,referral,3.1
989,2024-02-23,pro,referral,3.0
990,2024-03-02,free,referral,3.1
991,2024-04-29,free,organic,3.2
992,2024-06-07,free,organic,3.1
993,2024-03-25,plus,organic,3.1
994,2024-01-24,free,paid,3.1
995,2024-02-29,plus,paid,3.0
996,2024-05-02,free,referral,3.1
997,2024-02-25,plus,organic,3.1
998,2024-05-16,free,paid,3.1
999,2024-07-11,plus,referral,3.1
1000,2024-05-04,plus,paid,3.1
1001,2024-05-14,free,paid,3.0
1002,2024-02-06,free,organic,3.2
1003,2024-01-15,plus,organic,3.0
1004,2024-07-06,pro,organic,3.0
1005,2024-07-03,pro,referral,3.1
1006,2024-03-08,pro,referral,3.1
1007,2024-02-11,free,referral,3.2
1008,2024-02-29,free,paid,3.1
1009,2024-05-30,free,organic,3.1
1010,2024-06-28,free,paid,3.1
1011,2024-01-25,plus,paid,3.1
1012,2024-05-21,free,organic,3.0
1013,2024-01-23,pro,referral,3.0
1014,2024-02-18,free,paid,3.1
1015,2024-07-16,free,referral,3.1
1016,2024-04-05,free,organic,3.2
1017,2024-03-12,free,organic,3.1
1018,2024-05-19,free,organic,3.1
1019,2024-03-10,pro,paid,3.1
1020,2024-06-12,free,organic,3.0
1021,2024-02-06,plus,organic,3.0
1022,2024-03-03,free,paid,3.2
1023,2024-04-02,free,referral,3.0
1024,2024-05-26,plus,referral,3.1
1025,2024-01-31,pro,organic,3.0
1026,2024-05-25,plus,referral,3.1
1027,2024-01-15,pro,organic,3.1
1028,2024-03-11,free,paid,3.0
1029,2024-02-25,plus,paid,3.1
1030,2024-04-15,free,paid,3.2
1031,2024-02-10,plus,referral,3.2
1032,2024-01-28,free,paid,3.1
1033,2024-05-02,plus,organic,3.2
1034,2024-01-14,free,paid,3.1
1035,2024-06-29,pro,paid,3.1
1036,2024-01-09,pro,organic,3.2
1037,2024-04-12,free,referral,3.0
1038,2024-04-22,plus,paid,3.0
1039,2024-01-11,free,organic,3.0
1040,2024-07-09,free,organic,3.1
1041,2024-05-20,pro,referral,3.0
1042,2024-07-01,pro,paid,3.2
1043,2024-04-16,plus,organic,3.1
1044,2024-04-06,plus,paid,3.1
1045,2024-03-05,plus,organic,3.1
1046,2024-03-16,free,paid,3.1
1047,2024-04-08,free,organic,3.0
1048,2024-04-16,plus,referral,3.2
1049,2024-01-21,free,referral,3.1
1050,2024-06-11,pro,organic,3.1
1051,2024-04-12,free,referral,3.1
1052,2024-02-23,pro,organic,3.0
1053,2024-04-05,plus,organic,3.1
1054,2024-03-07,free,paid,3.1
1055,2024-03-31,free,referral,3.1
1056,2024-01-03,free,referral,3.2
1057,2024-06-24,free,paid,3.0
1058,2024-03-13,pro,organic,3.1
1059,2024-07-02,pro,paid,3.0
1060,2024-04-05,free,referral,3.1
1061,2024-07-12,pro,referral,3.0
1062,2024-05-12,plus,referral,3.0
1063,2024-06-08,pro,organic,3.1
1064,2024-07-01,pro,referral,3.2
1065,2024-06-29,free,organic,3.1
1066,2024-06-14,pro,paid,3.2
1067,2024-04-29,plus,paid,3.0
1068,2024-07-14,free,organic,3.1
1069,2024-06-17,free,paid,3.1
1070,2024-05-31,free,paid,3.1
1071,2024-02-19,pro,referral,3.1
1072,2024-07-09,free,paid,3.2
1073,2024-04-23,free,organic,3.1
1074,2024-02-01,free,paid,3.0
1075,2024-05-31,plus,organic,3.2
1076,2024-04-10,free,organic,3.0
1077,2024-02-03,pro,referral,3.2
1078,2024-07-09,plus,referral,3.0
1079,2024-06-05,pro,organic,3.1
1080,2024-06-08,free,organic,3.1
1081,2024-01-26,plus,organic,3.1
1082,2024-03-22,plus,organic,3.1
1083,2024-06-15,free,paid,3.1
1084,2024-04-12,free,organic,3.2
1085,2024-02-20,plus,referral,3.1
1086,2024-07-12,free,paid,3.2
1087,2024-05-18,pro,paid,3.1
1088,2024-01-07,pro,organic,3.1
1089,2024-05-04,pro,paid,3.1
1090,2024-05-31,free,referral,3.1
1091,2024-01-24,plus,organic,3.1
1092,2024-03-12,free,referral,3.0
1093,2024-05-18,pro,organic,3.1
1094,2024-04-03,plus,referral,3.1
1095,2024-01-23,free,organic,3.0
1096,2024-02-27,pro,paid,3.1
1097,2024-04-16,plus,organic,3.0
1098,2024-07-15,free,referral,3.1
1099,2024-03-07,free,referral,3.2
1100,2024-03-25,pro,organic,3.0
1101,2024-03-05,pro,paid,3.0
1102,2024-04-21,free,organic,3.1
1103,2024-03-28,free,organic,3.0
1104,2024-03-03,pro,referral,3.0
1105,2024-03-11,plus,organic,3.2
1106,2024-05-24,free,paid,3.2
1107,2024-04-15,free,referral,3.1
1108,2024-03-28,free,referral,3.0
1109,2024-06-30,free,organic,3.1
1110,2024-06-30,plus,referral,3.0
1111,2024-03-26,free,organic,3.2
1112,2024-01-01,pro,paid,3.1
1113,2024-05-02,free,paid,3.0
1114,2024-02-05,pro,referral,3.1
1115,2024-05-01,plus,organic,3.2
1116,2024-05-18,free,referral,3.0
1117,2024-06-01,pro,referral,3.1
1118,2024-02-20,free,referral,3.1
1119,2024-02-05,pro,referral,3.0
1120,2024-03-28,pro,paid,3.2
1121,2024-07-16,free,organic,3.0
1122,2024-03-05,pro,referral,3.0
1123,2024-05-04,plus,referral,3.1
1124,2024-02-28,free,paid,3.0
1125,2024-01-16,free,referral,3.2
1126,2024-03-12,plus,referral,3.1
1127,2024-05-09,pro,organic,3.1
1128,2024-04-01,pro,paid,3.0
1129,2024-04-13,pro,organic,3.1
1130,2024-06-12,free,paid,3.1
1131,2024-07-09,pro,paid,3.1
1132,2024-01-06,free,paid,3.1
1133,2024-02-20,plus,paid,3.0
1134,2024-05-03,plus,organic,3.2
1135,2024-05-17,plus,referral,3.1
1136,2024-07-04,free,paid,3.0
1137,2024-06-14,free,referral,3.2
1138,2024-05-14,free,organic,3.2
1139,2024-05-24,pro,paid,3.1
1140,2024-04-30,free,paid,3.1
1141,2024-05-02,free,paid,3.1
1142,2024-04-03,plus,paid,3.0
1143,2024-07-07,free,organic,3.0
1144,2024-01-04,pro,referral,3.1
1145,2024-01-09,pro,organic,3.1
1146,2024-05-15,pro,organic,3.1
1147,2024-07-18,free,organic,3.1
1148,2024-02-04,free,referral,3.1
1149,2024-01-13,plus,paid,3.2
1150,2024-07-17,pro,paid,3.1
1151,2024-05-01,plus,paid,3.2
1152,2024-07-04,free,paid,3.0
1153,2024-03-31,plus,paid,3.0
1154,2024-07-17,free,referral,3.1
1155,2024-01-20,free,paid,3.2
1156,2024-06-12,free,referral,3.1
1157,2024-01-17,plus,referral,3.0
1158,2024-04-29,plus,paid,3.1
1159,2024-07-08,plus,paid,3.0
1160,2024-02-11,free,paid,3.1
1161,2024-03-27,free,referral,3.1
1162,2024-04-15,free,organic,3.1
1163,2024-01-19,free,paid,3.1
1164,2024-01-18,free,paid,3.0
1165,2024-05-09,free,referral,3.1
1166,2024-01-06,plus,paid,3.2
1167,2024-07-06,free,referral,3.0
1168,2024-02-09,pro,organic,3.1
1169,2024-02-05,free,organic,3.0
1170,2024-04-20,plus,paid,3.1
1171,2024-05-20,pro,referral,3.1
1172,2024-04-20,free,paid,3.2
1173,2024-02-05,free,organic,3.1
1174,2024-04-24,free,organic,3.1
1175,2024-04-06,free,paid,3.2
1176,2024-04-19,free,paid,3.1
1177,2024-03-05,free,organic,3.1
1178,2024-06-14,pro,paid,3.1
1179,2024-05-29,free,paid,3.1
1180,2024-01-19,plus,paid,3.1
1181,2024-06-11,free,organic,3.2
1182,2024-03-01,plus,referral,3.1
1183,2024-04-24,free,paid,3.1
1184,2024-05-27,plus,paid,3.1
1185,2024-06-14,plus,paid,3.1
1186,2024-04-25,free,organic,3.2
1187,2024-07-02,pro,organic,3.1
1188,2024-02-20,pro,organic,3.2
1189,2024-01-01,free,organic,3.1
1190,2024-06-28,free,organic,3.1
1191,2024-02-28,plus,paid,3.1
1192,2024-04-24,free,organic,3.2
1193,2024-05-23,free,referral,3.1
1194,2024-01-02,free,organic,3.0
1195,2024-01-11,plus,organic,3.1
1196,2024-06-12,plus,organic,3.1
1197,2024-04-03,free,referral,3.0
1198,2024-01-03,free,paid,3.2
1199,2024-05-01,pro,paid,3.2
1200,2024-01-15,pro,organic,3.1
1201,2024-05-28,pro,referral,3.1
1202,2024-05-18,pro,paid,3.2
1203,2024-04-18,pro,paid,3.1
1204,2024-01-11,pro,referral,3.0
1205,2024-05-13,plus,referral,3.2
1206,2024-04-24,plus,paid,3.1
1207,2024-04-12,pro,referral,3.0
1208,2024-02-26,plus,paid,3.1
1209,2024-04-03,pro,organic,3.1
1210,2024-02-10,free,paid,3.2
1211,2024-04-28,free,paid,3.1
1212,2024-04-27,pro,referral,3.0
1213,2024-02-13,plus,organic,3.1
1214,2024-05-03,plus,paid,3.2
1215,2024-01-20,free,paid,3.1
1216,2024-05-04,plus,organic,3.1
1217,2024-05-26,free,organic,3.1
1218,2024-06-25,plus,referral,3.1
1219,2024-05-15,free,organic,3.1
1220,2024-02-09,pro,referral,3.0
1221,2024-03-07,free,organic,3.1
1222,2024-01-12,free,organic,3.2
1223,2024-06-29,free,paid,3.1
1224,2024-01-14,pro,referral,3.1
1225,2024-03-05,free,referral,3.0
1226,2024-02-01,free,referral,3.0
1227,2024-06-04,plus,referral,3.1
1228,2024-04-29,free,referral,3.1
1229,2024-03-21,pro,referral,3.0
1230,2024-02-28,plus,organic,3.2
1231,2024-05-17,free,referral,3.2
1232,2024-06-18,free,referral,3.2
1233,2024-06-05,pro,paid,3.1
1234,2024-03-12,free,referral,3.0
1235,2024-03-25,free,organic,3.1
1236,2024-03-01,free,organic,3.1
1237,2024-03-02,free,referral,3.2
1238,2024-06-09,plus,organic,3.1
1239,2024-01-01,plus,organic,3.1
1240,2024-01-01,plus,referral,3.0
1241,2024-02-07,pro,organic,3.1
1242,2024-07-13,free,paid,3.0
1243,2024-02-11,free,paid,3.1
1244,2024-02-28,plus,paid,3.0
1245,2024-06-29,pro,organic,3.1
1246,2024-07-08,free,paid,3.1
1247,2024-05-31,free,paid,3.1
1248,2024-05-03,free,paid,3.2
1249,2024-04-11,plus,paid,3.1
1250,2024-04-07,free,organic,3.1
1251,2024-04-04,pro,referral,3.1
1252,2024-02-03,free,referral,3.1
1253,2024-05-06,free,organic,3.1
1254,2024-02-17,free,organic,3.1
1255,2024-04-18,free,referral,3.0
1256,2024-03-27,free,referral,3.2
1257,2024-07-03,pro,organic,3.1
1258,2024-02-04,plus,organic,3.1
1259,2024-02-21,pro,paid,3.1
1260,2024-05-03,pro,organic,3.1
1261,2024-06-22,pro,paid,3.1
1262,2024-05-24,free,organic,3.0
1263,2024-07-05,free,referral,3.1
1264,2024-05-15,free,organic,3.1
1265,2024-03-12,free,paid,3.1
1266,2024-05-06,plus,organic,3.1
1267,2024-04-18,free,organic,3.1
1268,2024-06-04,plus,referral,3.1
1269,2024-06-15,free,paid,3.1
1270,2024-03-31,free,paid,3.1
1271,2024-04-17,plus,organic,3.1
1272,2024-07-07,pro,paid,3.2
1273,2024-04-28,free,organic,3.1
1274,2024-01-10,pro,paid,3.0
1275,2024-04-08,plus,paid,3.2
1276,2024-07-05,pro,paid,3.0
1277,2024-01-06,free,organic,3.0
1278,2024-06-01,pro,paid,3.1
1279,2024-06-22,plus,paid,3.0
1280,2024-06-01,free,referral,3.2
1281,2024-06-15,plus,referral,3.1
1282,2024-02-15,pro,paid,3.1
1283,2024-06-06,plus,referral,3.1
1284,2024-04-17,plus,organic,3.1
1285,2024-03-03,pro,paid,3.1
1286,2024-04-17,pro,referral,3.1
1287,2024-06-09,free,referral,3.0
1288,2024-04-11,free,paid,3.2
1289,2024-02-20,free,paid,3.1
1290,2024-02-06,pro,paid,3.2
1291,2024-07-16,plus,referral,3.1
1292,2024-04-07,free,paid,3.1
1293,2024-05-13,free,organic,3.2
1294,2024-05-26,pro,paid,3.1
1295,2024-02-17,free,organic,3.1
1296,2024-01-12,pro,referral,3.1
1297,2024-01-12,free,referral,3.0
1298,2024-06-15,free,organic,3.0
1299,2024-04-06,free,organic,3.1
1300,2024-06-21,plus,paid,3.1
1301,2024-01-12,free,referral,3.1
1302,2024-05-18,free,paid,3.0
1303,2024-05-27,plus,organic,3.1
1304,2024-02-14,plus,referral,3.0
1305,2024-01-31,free,organic,3.1
1306,2024-06-28,plus,referral,3.2
1307,2024-07-12,pro,referral,3.2
1308,2024-06-04,pro,referral,3.0
1309,2024-04-06,free,organic,3.0
1310,2024-04-29,free,referral,3.1
1311,2024-05-13,free,referral,3.1
1312,2024-01-13,free,paid,3.1
1313,2024-05-21,pro,referral,3.2
1314,2024-05-26,plus,referral,3.2
1315,2024-01-19,plus,organic,3.0
1316,2024-05-08,free,paid,3.1
1317,2024-01-08,plus,paid,3.1
1318,2024-05-01,plus,referral,3.1
1319,2024-02-29,free,referral,3.1
1320,2024-02-17,pro,paid,3.1
1321,2024-03-25,pro,referral,3.1
1322,2024-01-02,plus,organic,3.2
1323,2024-07-04,pro,organic,3.2
1324,2024-04-26,plus,referral,3.1
1325,2024-04-19,plus,organic,3.1
1326,2024-05-09,free,organic,3.2
1327,2024-02-12,free,referral,3.1
1328,2024-06-18,pro,paid,3.1
1329,2024-04-15,pro,paid,3.0
1330,2024-06-20,plus,referral,3.2
1331,2024-01-31,free,organic,3.1
1332,2024-03-26,free,paid,3.2
1333,2024-06-06,free,paid,3.2
1334,2024-02-02,free,paid,3.0
1335,2024-03-04,free,referral,3.0
1336,2024-02-03,pro,organic,3.2
1337,2024-05-13,plus,organic,3.1
1338,2024-01-15,free,referral,3.2
1339,2024-02-03,pro,organic,3.0
1340,2024-05-09,pro,organic,3.1
1341,2024-01-25,plus,referral,3.1
1342,2024-03-02,plus,paid,3.1
1343,2024-07-01,free,paid,3.0
1344,2024-04-23,pro,organic,3.2
1345,2024-02-08,free,referral,3.1
1346,2024-02-27,free,referral,3.1
1347,2024-03-26,pro,paid,3.2
1348,2024-07-13,plus,paid,3.1
1349,2024-04-01,free,referral,3.2
1350,2024-02-15,pro,referral,3.2
1351,2024-05-17,pro,referral,3.1
1352,2024-04-06,free,organic,3.2
1353,2024-02-17,pro,organic,3.0
1354,2024-02-07,pro,referral,3.1
1355,2024-01-15,free,referral,3.2
1356,2024-04-19,free,organic,3.1
1357,2024-01-18,pro,organic,3.1
1358,2024-02-21,free,paid,3.1
1359,2024-01-11,free,paid,3.2
1360,2024-06-18,free,referral,3.0
1361,2024-03-31,pro,paid,3.1
1362,2024-04-03,plus,paid,3.0
1363,2024-06-18,pro,paid,3.1
1364,2024-02-07,pro,organic,3.1
1365,2024-04-26,free,organic,3.0
1366,2024-05-31,free,paid,3.1
1367,2024-07-02,plus,paid,3.0
1368,2024-05-17,free,organic,3.1
1369,2024-04-25,free,organic,3.2
1370,2024-03-23,free,referral,3.1
1371,2024-01-09,free,paid,3.1
1372,2024-04-03,free,referral,3.0
1373,2024-07-18,free,paid,3.0
1374,2024-03-28,free,organic,3.0
1375,2024-06-10,free,organic,3.1
1376,2024-04-13,free,referral,3.1
1377,2024-04-30,free,organic,3.2
1378,2024-05-02,free,paid,3.2
1379,2024-02-13,pro,referral,3.0
1380,2024-04-16,pro,paid,3.1
1381,2024-05-28,plus,paid,3.2
1382,2024-06-01,pro,organic,3.1
1383,2024-06-21,free,paid,3.0
1384,2024-03-31,free,organic,3.2
1385,2024-07-04,free,referral,3.0
1386,2024-03-10,free,organic,3.1
1387,2024-07-11,plus,referral,3.1
1388,2024-04-24,pro,organic,3.1
1389,2024-03-21,plus,referral,3.0
1390,2024-07-02,pro,organic,3.0
1391,2024-01-15,free,referral,3.1
1392,2024-03-27,plus,organic,3.1
1393,2024-04-21,free,referral,3.0
1394,2024-01-28,plus,referral,3.0
1395,2024-06-18,plus,referral,3.1
1396,2024-06-12,pro,paid,3.2
1397,2024-02-05,pro,referral,3.0
1398,2024-01-02,plus,organic,3.1
1399,2024-01-12,free,paid,3.2
1400,2024-06-21,free,organic,3.2
1401,2024-01-12,free,referral,3.1
1402,2024-01-24,free,organic,3.1
1403,2024-06-14,free,referral,3.2
1404,2024-04-28,pro,organic,3.0
1405,2024-04-11,free,paid,3.1
1406,2024-01-23,free,referral,3.2
1407,2024-02-04,plus,referral,3.1
1408,2024-04-17,free,paid,3.0
1409,2024-01-15,free,paid,3.1
1410,2024-04-27,free,organic,3.1
1411,2024-05-12,free,referral,3.1
1412,2024-02-14,free,paid,3.1
1413,2024-05-27,free,organic,3.1
1414,2024-04-19,free,organic,3.1
1415,2024-04-14,free,referral,3.2
1416,2024-04-14,plus,referral,3.1
1417,2024-05-18,plus,organic,3.1
1418,2024-03-02,plus,organic,3.0
1419,2024-07-19,free,referral,3.1
1420,2024-01-08,free,organic,3.1
1421,2024-03-18,plus,paid,3.1
1422,2024-03-30,plus,paid,3.1
1423,2024-04-16,plus,referral,3.0
1424,2024-05-21,free,referral,3.1
1425,2024-04-03,plus,referral,3.2
1426,2024-03-10,pro,paid,3.1
1427,2024-06-29,free,referral,3.0
1428,2024-04-15,free,paid,3.0
1429,2024-03-22,free,paid,3.0
1430,2024-07-01,pro,paid,3.0
1431,2024-03-04,free,paid,3.2
1432,2024-06-12,plus,paid,3.0
1433,2024-07-03,plus,referral,3.1
1434,2024-01-18,pro,paid,3.1
1435,2024-05-11,free,organic,3.1
1436,2024-05-05,free,organic,3.2
1437,2024-01-31,free,organic,3.1
1438,2024-06-19,free,referral,3.2
1439,2024-02-02,free,organic,3.1
1440,2024-03-10,plus,organic,3.0
1441,2024-05-06,free,paid,3.1
1442,2024-04-21,free,referral,3.1
1443,2024-02-27,plus,referral,3.2
1444,2024-03-27,free,referral,3.1
1445,2024-04-16,free,paid,3.0
1446,2024-06-18,pro,referral,3.2
1447,2024-05-25,pro,organic,3.0
1448,2024-05-06,free,paid,3.1
1449,2024-06-05,plus,organic,3.0
1450,2024-02-17,free,referral,3.1
1451,2024-04-03,plus,referral,3.1
1452,2024-03-07,plus,referral,3.0
1453,2024-02-17,free,organic,3.1
1454,2024-03-12,pro,paid,3.2
1455,2024-04-14,free,referral,3.1
1456,2024-03-20,plus,referral,3.1
1457,2024-04-27,plus,organic,3.2
1458,2024-07-06,free,paid,3.1
1459,2024-07-03,pro,referral,3.1
1460,2024-02-11,plus,organic,3.1
1461,2024-03-21,plus,paid,3.0
1462,2024-04-10,pro,organic,3.0
1463,2024-02-13,pro,organic,3.0
1464,2024-05-02,pro,referral,3.1
1465,2024-06-16,free,paid,3.2
1466,2024-03-13,free,paid,3.1
1467,2024-02-08,plus,paid,3.1
1468,2024-07-08,free,paid,3.1
1469,2024-05-19,free,organic,3.0
1470,2024-05-20,free,referral,3.1
1471,2024-02-20,pro,organic,3.2
1472,2024-03-15,plus,referral,3.0
1473,2024-05-13,pro,organic,3.1
1474,2024-04-20,free,referral,3.1
1475,2024-01-13,free,paid,3.1
1476,2024-06-05,free,referral,3.1
1477,2024-03-17,plus,organic,3.1
1478,2024-06-05,pro,organic,3.0
1479,2024-05-10,free,referral,3.2
1480,2024-07-04,plus,referral,3.1
1481,2024-07-01,free,referral,3.0
1482,2024-04-04,free,organic,3.1
1483,2024-02-17,free,paid,3.1
1484,2024-02-03,free,referral,3.1
