delivery_id,depot,driver_id,dispatch_ts,arrival_ts,distance_km,parcels
4028,West,112,2024-06-27T16:00,2024-06-27T16:25,25,3
4029,North,119,2024-05-24T09:00,2024-05-24T10:40,12,9
4030,South,52,2024-01-23T10:00,2024-01-23T12:56,13,11
4031,North,62,2024-05-28T11:00,2024-05-28T13:10,38,1
4032,East,90,2024-02-03T11:00,2024-02-03T12:26,36,10
4033,West,95,2024-06-08T13:00,2024-06-08T14:09,33,12
4034,South,11,2024-03-05T15:00,2024-03-05T17:20,26,5
4035,North,102,2024-04-12T09:00,2024-04-12T10:34,47,12
4036,South,97,2024-01-29T10:00,2024-01-29T10:33,54,5
4037,East,17,2024-03-15T11:00,2024-03-15T12:48,35,4
4038,West,100,2024-01-01T16:00,2024-01-01T18:48,26,4
4039,West,16,2024-05-27T13:00,2024-05-27T13:40,20,2
4040,East,30,2024-04-20T16:00,2024-04-20T17:34,46,12
4041,North,23,2024-01-13T12:00,2024-01-13T14:55,52,4
4042,South,42,2024-05-09T06:00,2024-05-09T05:20,42,8
4043,South,9,2024-04-21T12:00,2024-04-21T12:53,29,3
4044,South,29,2024-04-16T15:00,2024-04-16T16:01,2,3
4045,West,102,2024-05-02T15:00,2024-05-02T17:57,39,1
4045,East,63,2024-03-23T13:00,2024-03-23T14:32,44,6
4046,East,42,2024-03-18T16:00,2024-03-18T17:13,19,12
4047,West,93,2024-02-01T08:00,2024-02-01T08:30,10,12
4048,South,104,2024-02-03T14:00,2024-02-03T16:56,10,4
4049,North,114,2024-01-19T09:00,2024-01-19T11:20,42,11
4050,South,59,2024-07-17T13:00,2024-07-17T15:29,60,5
4051,South,119,2024-03-14T07:00,2024-03-14T08:46,54,12
4052,West,37,2024-07-17T08:00,2024-07-17T09:45,40,4
4053,West,64,2024-05-01T06:00,2024-05-01T08:05,52,4
4054,West,82,2024-03-17T09:00,2024-03-17T10:56,41,5
4055,South,7,2024-05-13T10:00,2024-05-13T11:53,37,11
4056,West,92,2024-02-19T07:00,2024-02-19T07:28,9,9
4057,North,31,2024-06-24T12:00,2024-06-24T14:20,27,5
4057,East,87,2024-02-24T09:00,2024-02-24T10:11,54,12
4058,North,30,2024-03-24T15:00,2024-03-24T15:44,4,7
4059,South,71,2024-05-20T15:00,2024-05-20T15:26,38,3
4060,South,101,2024-05-15T11:00,2024-05-15T13:59,33,2
4061,West,52,2024-03-29T11:00,2024-03-29T11:44,48,5
4062,West,105,2024-06-17T15:00,2024-06-17T16:02,41,4
4063,East,96,2024-03-27T07:00,2024-03-27T07:47,3,3
4064,North,71,2024-03-09T12:00,2024-03-09T13:46,55,7
4065,South,8,2024-02-04T13:00,2024-02-04T14:06,16,2
4066,East,81,2024-06-03T08:00,2024-06-03T09:38,20,3
4067,East,53,2024-02-29T13:00,2024-02-29T14:47,9,3
4068,South,93,2024-01-17T07:00,2024-01-17T07:34,35,4
4069,East,5,2024-02-16T11:00,2024-02-16T11:25,20,2
4070,North,61,2024-03-30T13:00,2024-03-30T16:00,40,5
4071,West,92,2024-07-19T12:00,2024-07-19T14:33,31,5
4072,South,90,2024-06-25T08:00,2024-06-25T10:49,43,8
4073,West,40,2024-05-28T13:00,2024-05-28T14:13,34,4
4074,East,20,2024-07-13T12:00,2024-07-13T12:55,15,11
4075,West,100,2024-02-10T06:00,2024-02-10T06:30,31,3
4076,South,57,2024-02-20T14:00,2024-02-20T16:56,21,10
4077,North,107,2024-02-13T11:00,2024-02-13T11:56,31,7
4078,North,21,2024-04-28T07:00,2024-04-28T07:44,42,3
4079,North,105,2024-03-27T06:00,2024-03-27T07:08,16,3
4080,South,2,2024-02-29T09:00,2024-02-29T09:49,27,10
4081,West,74,2024-04-26T13:00,2024-04-26T14:45,24,5
4082,East,14,2024-02-16T14:00,2024-02-16T16:35,19,11
4083,North,8,2024-01-05T13:00,2024-01-05T14:43,39,6
4084,South,39,2024-02-15T16:00,2024-02-15T15:18,18,5
4085,West,39,2024-04-20T06:00,2024-04-20T08:18,14,3
4086,West,9,2024-04-26T11:00,2024-04-26T13:52,28,2
4087,West,50,2024-03-26T09:00,2024-03-26T11:14,50,9
4088,East,107,2024-07-15T12:00,2024-07-15T13:27,27,9
4089,North,119,2024-01-17T15:00,2024-01-17T16:12,49,3
4090,East,21,2024-04-02T08:00,2024-04-02T10:21,40,7
4091,East,95,2024-03-22T11:00,2024-03-22T12:45,10,7
4092,East,88,2024-03-05T08:00,2024-03-05T10:29,45,7
4093,South,85,2024-01-11T12:00,2024-01-11T12:43,6,3
4094,North,120,2024-01-11T16:00,2024-01-11T17:59,24,12
4095,North,106,2024-02-14T08:00,2024-02-14T08:45,6,10
4096,North,1,2024-04-24T11:00,2024-04-24T13:35,51,11
4097,East,13,2024-02-27T09:00,2024-02-27T11:03,6,11
4098,East,25,2024-03-23T14:00,2024-03-23T14:42,2,5
4099,West,53,2024-05-05T14:00,2024-05-05T14:53,9,7
4100,South,89,2024-04-26T15:00,2024-04-26T17:28,22,1
4101,West,16,2024-02-09T14:00,2024-02-09T16:59,32,11
4102,North,98,2024-03-13T06:00,2024-03-13T07:01,58,7
4103,East,20,2024-04-20T15:00,2024-04-20T17:53,53,6
4104,South,16,2024-02-01T16:00,2024-02-01T17:32,53,6
4105,East,66,2024-03-26T11:00,2024-03-26T13:14,46,11
4106,East,55,2024-06-14T06:00,2024-06-14T06:44,39,5
4107,North,14,2024-06-28T14:00,2024-06-28T14:31,5,11
4108,South,33,2024-01-02T13:00,2024-01-02T12:41,37,6
4109,West,94,2024-06-05T06:00,2024-06-05T08:49,3,12
4110,East,41,2024-03-04T14:00,2024-03-04T16:26,46,1
4111,East,82,2024-03-21T16:00,2024-03-21T16:55,39,7
4112,East,116,2024-02-01T16:00,2024-02-01T18:57,38,4
4113,West,3,2024-01-15T12:00,2024-01-15T12:36,25,9
4114,North,10,2024-02-13T06:00,2024-02-13T08:34,31,7
4115,East,18,2024-01-10T12:00,2024-01-10T14:06,26,10
4116,South,44,2024-06-04T13:00,2024-06-04T14:14,20,1
4117,South,95,2024-05-25T06:00,2024-05-25T07:42,44,7
4118,West,100,2024-04-13T07:00,2024-04-13T07:22,40,11
4119,East,109,2024-03-25T14:00,2024-03-25T16:42,32,4
4120,East,53,2024-04-17T10:00,2024-04-17T12:28,45,11
4121,North,3,2024-02-11T06:00,2024-02-11T08:05,34,5
4122,West,67,2024-05-30T14:00,2024-05-30T14:45,56,8
4123,West,74,2024-07-15T14:00,2024-07-15T16:03,8,4
4124,North,87,2024-05-31T12:00,2024-05-31T13:38,18,5
4125,South,86,2024-05-04T14:00,2024-05-04T14:27,14,11
4126,South,112,2024-05-25T07:00,2024-05-25T07:43,58,5
4127,East,77,2024-03-03T06:00,2024-03-03T07:44,14,3
4128,East,11,2024-01-25T09:00,2024-01-25T10:39,17,10
4129,West,107,2024-05-22T16:00,2024-05-22T17:26,55,8
4130,East,38,2024-03-14T11:00,2024-03-14T12:35,26,1
4131,North,81,2024-07-01T16:00,2024-07-01T16:21,21,1
4132,South,49,2024-04-26T06:00,2024-04-26T07:18,45,6
4133,East,111,2024-01-23T14:00,2024-01-23T14:30,15,6
4134,East,44,2024-05-11T10:00,2024-05-11T11:22,8,3
4135,East,44,2024-04-20T07:00,2024-04-20T07:51,36,6
4136,South,3,2024-01-08T08:00,2024-01-08T08:46,13,5
4137,West,28,2024-05-14T08:00,2024-05-14T08:51,59,9
4138,West,11,2024-01-30T08:00,2024-01-30T10:39,2,9
4139,South,89,2024-06-26T06:00,2024-06-26T08:53,40,2
4140,North,110,2024-04-27T07:00,2024-04-27T08:41,33,8
4141,East,64,2024-04-04T11:00,2024-04-04T12:13,41,9
4142,West,80,2024-07-05T11:00,2024-07-05T13:53,41,2
4143,West,1,2024-06-15T14:00,2024-06-15T16:05,14,4
4144,East,36,2024-03-19T14:00,2024-03-19T15:31,12,6
4145,West,64,2024-06-04T06:00,2024-06-04T06:38,26,2
4146,East,116,2024-03-21T09:00,2024-03-21T11:04,6,1
4147,South,62,2024-02-04T10:00,2024-02-04T12:44,58,3
4148,South,64,2024-04-25T12:00,2024-04-25T12:21,29,11
4149,East,60,2024-05-17T14:00,2024-05-17T15:53,18,12
4150,North,33,2024-07-11T14:00,2024-07-11T15:24,45,8
4151,North,92,2024-07-17T10:00,2024-07-17T12:06,58,2
4152,South,34,2024-03-20T10:00,2024-03-20T11:10,35,5
4153,South,58,2024-04-16T11:00,2024-04-16T14:00,53,11
4154,South,77,2024-02-02T08:00,2024-02-02T10:36,7,3
4155,North,58,2024-02-11T14:00,2024-02-11T14:20,52,7
4156,West,3,2024-07-12T08:00,2024-07-12T10:34,50,11
4157,South,105,2024-05-31T13:00,2024-05-31T13:52,15,2
4158,West,60,2024-04-30T10:00,2024-04-30T11:38,24,12
4159,East,69,2024-02-22T15:00,2024-02-22T17:15,7,9
4160,North,49,2024-01-12T11:00,2024-01-12T12:21,55,4
4161,North,20,2024-05-08T16:00,2024-05-08T18:13,14,11
4162,West,63,2024-02-06T16:00,2024-02-06T18:27,15,8
4163,North,85,2024-07-14T07:00,2024-07-14T08:57,16,4
4164,South,105,2024-03-11T10:00,2024-03-11T09:14,22,11
4165,South,26,2024-03-01T14:00,2024-03-01T15:28,6,8
4166,West,112,2024-06-27T12:00,2024-06-27T12:43,54,12
4167,West,58,2024-05-18T06:00,2024-05-18T08:03,17,5
4168,South,49,2024-06-06T14:00,2024-06-06T15:06,10,7
4169,East,72,2024-07-11T11:00,2024-07-11T13:18,30,10
4170,East,42,2024-02-06T11:00,2024-02-06T13:05,34,3
4171,North,94,2024-06-15T11:00,2024-06-15T12:37,4,6
4172,East,41,2024-07-19T15:00,2024-07-19T16:26,37,7
4173,South,39,2024-05-04T14:00,2024-05-04T15:42,2,4
4174,West,53,2024-05-03T09:00,2024-05-03T11:59,36,2
4174,North,106,2024-04-03T06:00,2024-04-03T07:01,40,1
4175,South,90,2024-05-06T09:00,2024-05-06T10:58,44,11
4176,West,81,2024-04-08T10:00,2024-04-08T12:47,49,5
4177,West,60,2024-01-16T13:00,2024-01-16T15:36,44,2
4178,West,46,2024-01-14T14:00,2024-01-14T16:01,10,12
4179,East,23,2024-04-13T08:00,2024-04-13T08:52,7,9
4180,West,110,2024-06-07T11:00,2024-06-07T12:37,35,4
4181,West,110,2024-05-12T14:00,2024-05-12T14:52,38,3
4182,North,1,2024-02-11T08:00,2024-02-11T08:30,14,8
4183,North,34,2024-04-12T12:00,2024-04-12T13:02,26,9
4184,East,101,2024-02-13T13:00,2024-02-13T13:54,22,7
4185,West,29,2024-06-15T09:00,2024-06-15T11:13,34,11
4186,West,101,2024-06-28T10:00,2024-06-28T11:07,59,7
4187,South,68,2024-07-08T11:00,2024-07-08T11:26,9,6
4188,South,1,2024-01-10T12:00,2024-01-10T13:49,28,7
4189,East,36,2024-03-06T13:00,2024-03-06T14:12,51,3
4190,North,101,2024-03-25T11:00,2024-03-25T11:49,17,8
4191,East,79,2024-03-27T14:00,2024-03-27T15:20,10,3
4192,West,71,2024-06-08T12:00,2024-06-08T14:48,57,2
4193,West,42,2024-03-16T08:00,2024-03-16T09:38,6,2
4194,West,97,2024-03-20T15:00,2024-03-20T16:01,20,9
4195,North,79,2024-05-09T15:00,2024-05-09T16:41,54,12
4196,East,43,2024-01-09T09:00,2024-01-09T09:27,52,11
4197,East,44,2024-04-07T14:00,2024-04-07T15:38,31,12
4198,East,90,2024-07-18T16:00,2024-07-18T17:02,43,5
4199,West,5,2024-02-15T16:00,2024-02-15T17:44,32,1
4200,West,52,2024-02-17T15:00,2024-02-17T17:29,44,6
4201,East,39,2024-04-30T14:00,2024-04-30T15:46,25,1
4202,West,12,2024-06-13T10:00,2024-06-13T11:13,39,2
4203,North,34,2024-01-10T10:00,2024-01-10T10:39,23,12
4204,South,5,2024-01-29T07:00,2024-01-29T07:29,40,11
4205,North,73,2024-06-19T09:00,2024-06-19T11:43,17,10
4206,South,80,2024-06-15T12:00,2024-06-15T14:27,15,4
4207,West,69,2024-03-30T15:00,2024-03-30T16:35,38,5
4208,East,60,2024-05-07T11:00,2024-05-07T12:18,50,5
4209,West,38,2024-07-06T08:00,2024-07-06T10:12,28,9
4210,South,107,2024-01-05T14:00,2024-01-05T16:59,33,10
4211,North,116,2024-03-19T08:00,2024-03-19T09:43,19,3
4212,South,64,2024-01-15T15:00,2024-01-15T15:37,9,12
4213,South,56,2024-07-03T15:00,2024-07-03T16:39,42,6
4214,West,69,2024-05-03T12:00,2024-05-03T13:39,9,11
4215,West,75,2024-01-11T14:00,2024-01-11T15:23,48,12
4216,West,118,2024-07-15T08:00,2024-07-15T09:01,29,2
4217,East,70,2024-01-19T15:00,2024-01-19T17:34,32,8
4218,South,6,2024-05-11T09:00,2024-05-11T09:31,17,1
4219,North,95,2024-07-06T07:00,2024-07-06T07:50,32,1
4220,South,23,2024-02-07T09:00,2024-02-07T11:39,46,2
4221,North,75,2024-05-02T09:00,2024-05-02T10:27,32,9
4222,East,65,2024-03-03T08:00,2024-03-03T10:46,14,12
4223,North,42,2024-05-23T07:00,2024-05-23T07:37,52,3
4224,West,14,2024-02-26T11:00,2024-02-26T13:08,39,4
4225,East,3,2024-01-04T12:00,2024-01-04T13:15,13,4
4226,West,55,2024-04-15T07:00,2024-04-15T09:52,23,8
4227,East,66,2024-04-21T14:00,2024-04-21T15:21,60,10
4228,South,34,2024-02-02T07:00,2024-02-02T09:19,39,11
4229,South,63,2024-03-16T11:00,2024-03-16T13:40,11,9
4230,East,14,2024-05-10T16:00,2024-05-10T18:11,50,5
4230,East,100,2024-01-19T15:00,2024-01-19T16:53,56,6
4231,North,56,2024-06-28T10:00,2024-06-28T11:33,21,4
4232,North,113,2024-05-29T16:00,2024-05-29T17:45,37,5
4233,North,116,2024-03-23T11:00,2024-03-23T13:34,46,12
4234,North,113,2024-02-23T14:00,2024-02-23T15:10,57,4
4235,East,95,2024-06-29T10:00,2024-06-29T11:44,45,5
4236,East,107,2024-06-01T09:00,2024-06-01T11:37,27,10
4237,South,3,2024-06-27T09:00,2024-06-27T10:14,24,9
4238,East,8,2024-06-26T16:00,2024-06-26T16:56,36,10
4239,West,36,2024-04-26T14:00,2024-04-26T15:48,22,1
4240,West,18,2024-05-03T06:00,2024-05-03T06:33,58,10
4241,North,117,2024-04-13T12:00,2024-04-13T14:50,39,1
4242,West,18,2024-04-26T08:00,2024-04-26T10:48,41,1
4243,West,119,2024-01-20T08:00,2024-01-20T10:37,12,11
4244,East,55,2024-03-26T12:00,2024-03-26T12:36,18,8
4245,West,81,2024-06-17T13:00,2024-06-17T14:38,2,3
4246,South,86,2024-02-17T07:00,2024-02-17T08:32,29,10
4247,East,110,2024-06-21T12:00,2024-06-21T14:44,51,6
4248,South,91,2024-04-24T11:00,2024-04-24T11:38,14,5
4249,West,99,2024-06-28T11:00,2024-06-28T13:41,53,2
4250,North,23,2024-07-10T11:00,2024-07-10T12:59,20,3
4251,South,44,2024-02-22T16:00,2024-02-22T16:40,56,4
4252,West,58,2024-04-01T13:00,2024-04-01T15:19,48,5
4253,North,61,2024-05-02T06:00,2024-05-02T08:29,38,9
4254,East,65,2024-02-02T13:00,2024-02-02T13:45,30,10
4255,West,100,2024-01-08T06:00,2024-01-08T06:39,40,7
4256,South,6,2024-04-15T16:00,2024-04-15T16:43,46,11
4257,East,96,2024-03-25T10:00,2024-03-25T11:52,32,10
4258,North,53,2024-02-07T16:00,2024-02-07T16:41,28,1
4259,North,114,2024-06-26T10:00,2024-06-26T12:16,29,10
4260,West,78,2024-05-14T08:00,2024-05-14T10:44,60,3
4261,South,110,2024-06-09T11:00,2024-06-09T11:57,50,11
4262,West,111,2024-04-06T10:00,2024-04-06T12:51,4,10
4263,North,69,2024-03-01T14:00,2024-03-01T14:38,49,10
4264,East,92,2024-05-24T15:00,2024-05-24T16:52,52,8
4265,West,111,2024-01-18T11:00,2024-01-18T13:33,9,5
4266,West,73,2024-01-01T08:00,2024-01-01T10:03,35,2
4267,South,15,2024-04-17T06:00,2024-04-17T08:17,7,5
4268,West,22,2024-01-13T10:00,2024-01-13T10:41,23,8
4269,North,32,2024-02-04T12:00,2024-02-04T12:54,29,7
4270,South,78,2024-03-22T07:00,2024-03-22T08:00,50,1
4271,West,15,2024-04-04T16:00,2024-04-04T17:34,29,1
4272,South,9,2024-07-04T08:00,2024-07-04T07:44,59,2
4273,East,56,2024-05-11T14:00,2024-05-11T16:31,8,11
4274,North,103,2024-05-08T09:00,2024-05-08T10:51,52,8
4275,North,59,2024-02-26T16:00,2024-02-26T17:36,44,4
4276,North,11,2024-04-28T06:00,2024-04-28T07:12,25,11
4277,West,24,2024-02-28T11:00,2024-02-28T12:04,55,8
4278,South,115,2024-02-14T16:00,2024-02-14T17:35,21,2
4279,South,31,2024-03-24T13:00,2024-03-24T14:57,48,4
4280,North,20,2024-02-26T16:00,2024-02-26T18:22,27,5
4281,North,22,2024-05-13T13:00,2024-05-13T14:45,9,6
4282,North,46,2024-04-07T07:00,2024-04-07T08:12,31,2
4283,West,65,2024-03-26T16:00,2024-03-26T17:40,11,4
4284,West,104,2024-02-19T08:00,2024-02-19T10:18,49,10
4285,South,28,2024-06-12T10:00,2024-06-12T12:55,19,5
4286,South,68,2024-05-26T14:00,2024-05-26T15:34,29,3
4287,West,93,2024-04-18T14:00,2024-04-18T15:06,29,11
4288,South,14,2024-06-11T14:00,2024-06-11T16:20,36,1
4289,East,5,2024-06-12T08:00,2024-06-12T09:28,2,11
4290,North,52,2024-03-11T14:00,2024-03-11T15:06,40,10
4291,North,106,2024-03-15T15:00,2024-03-15T16:29,22,10
4292,West,72,2024-02-11T09:00,2024-02-11T10:53,51,3
4293,South,45,2024-05-10T16:00,2024-05-10T18:29,34,3
4294,South,89,2024-04-27T14:00,2024-04-27T13:35,35,1
4295,North,14,2024-04-19T10:00,2024-04-19T11:19,12,11
4296,East,54,2024-05-16T14:00,2024-05-16T15:35,6,2
4297,West,103,2024-05-21T09:00,2024-05-21T10:50,47,10
4298,East,29,2024-02-04T13:00,2024-02-04T13:35,28,7
4299,East,77,2024-03-20T15:00,2024-03-20T15:41,12,6
4300,South,71,2024-06-11T14:00,2024-06-11T15:18,3,10
4301,West,91,2024-03-24T09:00,2024-03-24T11:12,7,12
4302,East,48,2024-05-23T10:00,2024-05-23T11:49,37,2
4303,East,57,2024-07-15T10:00,2024-07-15T12:25,47,1
4304,West,1,2024-06-22T10:00,2024-06-22T11:17,12,10
4305,North,29,2024-05-07T14:00,2024-05-07T16:37,54,4
4306,North,18,2024-05-29T16:00,2024-05-29T16:33,44,2
4307,North,24,2024-05-22T09:00,2024-05-22T11:04,32,10
4308,North,56,2024-03-06T13:00,2024-03-06T14:08,26,11
4309,West,5,2024-01-29T15:00,2024-01-29T15:27,24,9
4310,East,93,2024-03-07T11:00,2024-03-07T11:45,36,1
4311,East,38,2024-06-04T14:00,2024-06-04T16:46,58,5
4312,North,53,2024-04-20T16:00,2024-04-20T16:50,51,6
4313,West,91,2024-05-14T13:00,2024-05-14T15:44,33,12
4314,East,78,2024-01-31T14:00,2024-01-31T14:41,10,9
4315,West,71,2024-03-26T15:00,2024-03-26T16:03,15,4
4316,North,89,2024-01-01T08:00,2024-01-01T10:18,49,3
4317,North,101,2024-04-10T07:00,2024-04-10T09:15,8,9
4318,East,59,2024-07-12T09:00,2024-07-12T10:52,39,7
4319,North,78,2024-04-10T12:00,2024-04-10T12:44,13,12
4320,East,58,2024-02-14T12:00,2024-02-14T14:37,57,7
4321,East,69,2024-04-13T10:00,2024-04-13T11:46,35,9
4322,East,42,2024-04-29T06:00,2024-04-29T06:57,36,2
4323,North,110,2024-03-23T07:00,2024-03-23T09:09,29,10
4324,North,16,2024-06-16T15:00,2024-06-16T17:03,8,1
4325,North,5,2024-02-02T09:00,2024-02-02T09:32,14,8
4326,East,71,2024-07-10T13:00,2024-07-10T13:33,45,9
4327,East,80,2024-01-30T09:00,2024-01-30T11:10,28,2
4328,North,58,2024-04-16T08:00,2024-04-16T09:29,30,12
4329,South,8,2024-04-05T09:00,2024-04-05T11:24,55,7
4330,North,20,2024-07-14T09:00,2024-07-14T09:47,58,2
4331,South,50,2024-04-01T13:00,2024-04-01T14:02,16,2
4332,East,110,2024-05-27T16:00,2024-05-27T18:01,40,1
4333,North,31,2024-05-30T06:00,2024-05-30T08:23,13,11
4334,East,117,2024-02-12T10:00,2024-02-12T11:15,52,12
4335,South,49,2024-07-09T11:00,2024-07-09T13:31,23,1
4336,South,12,2024-04-23T06:00,2024-04-23T08:26,5,11
4337,South,73,2024-03-15T09:00,2024-03-15T09:36,27,6
4338,North,77,2024-02-13T09:00,2024-02-13T10:54,24,11
4339,West,75,2024-02-07T12:00,2024-02-07T12:26,59,7
4340,South,74,2024-03-08T12:00,2024-03-08T12:50,29,5
4341,East,89,2024-07-05T13:00,2024-07-05T14:52,5,4
4342,South,24,2024-06-30T14:00,2024-06-30T15:26,48,5
4343,West,116,2024-07-11T15:00,2024-07-11T16:26,60,5
4344,West,95,2024-07-15T08:00,2024-07-15T10:08,9,11
4345,North,31,2024-04-17T16:00,2024-04-17T17:31,32,5
4346,South,83,2024-07-01T10:00,2024-07-01T09:36,55,4
4347,North,39,2024-04-12T12:00,2024-04-12T13:56,16,12
4348,East,3,2024-04-26T14:00,2024-04-26T14:34,5,4
4349,North,102,2024-01-04T13:00,2024-01-04T15:44,23,3
4350,South,85,2024-06-07T13:00,2024-06-07T14:37,45,6
4351,North,60,2024-03-10T15:00,2024-03-10T16:32,5,10
4352,South,37,2024-06-06T08:00,2024-06-06T10:10,36,3
4353,West,101,2024-04-01T07:00,2024-04-01T08:22,7,9
4354,North,17,2024-05-10T13:00,2024-05-10T15:11,52,1
4355,North,27,2024-05-21T08:00,2024-05-21T09:16,11,9
4356,East,75,2024-02-15T07:00,2024-02-15T07:31,52,10
4357,South,58,2024-01-05T08:00,2024-01-05T10:40,29,3
4358,North,89,2024-02-17T12:00,2024-02-17T14:16,42,7
4359,West,28,2024-06-01T13:00,2024-06-01T14:59,18,5
4360,North,66,2024-04-27T11:00,2024-04-27T11:55,47,10
4361,South,48,2024-06-04T10:00,2024-06-04T11:53,45,8
4362,West,20,2024-03-07T15:00,2024-03-07T17:23,60,8
4363,West,3,2024-04-27T11:00,2024-04-27T12:57,48,6
4364,South,30,2024-07-10T14:00,2024-07-10T15:56,48,6
4365,East,86,2024-04-21T07:00,2024-04-21T08:11,34,4
4366,West,97,2024-05-26T15:00,2024-05-26T17:02,2,7
4367,West,37,2024-04-02T06:00,2024-04-02T06:25,26,7
4368,West,108,2024-02-08T06:00,2024-02-08T06:26,25,4
4369,West,81,2024-04-24T15:00,2024-04-24T17:43,41,10
4370,West,59,2024-01-15T14:00,2024-01-15T16:11,31,3
4371,South,77,2024-04-21T16:00,2024-04-21T18:55,24,2
4372,East,99,2024-02-29T11:00,2024-02-29T13:57,37,5
4373,North,108,2024-02-05T08:00,2024-02-05T10:34,32,5
4374,East,48,2024-03-02T09:00,2024-03-02T09:45,35,10
4375,South,62,2024-04-24T06:00,2024-04-24T05:13,48,3
4376,East,28,2024-05-01T12:00,2024-05-01T13:20,41,8
4377,West,34,2024-04-20T09:00,2024-04-20T09:58,29,11
4378,North,63,2024-05-15T13:00,2024-05-15T14:50,10,3
4379,East,26,2024-06-04T14:00,2024-06-04T16:35,2,1
4380,North,119,2024-02-27T07:00,2024-02-27T09:59,25,9
4381,North,108,2024-04-13T12:00,2024-04-13T14:41,60,2
4382,North,57,2024-07-16T10:00,2024-07-16T11:40,13,12
4383,North,113,2024-06-04T10:00,2024-06-04T12:06,8,6
4384,East,47,2024-07-19T12:00,2024-07-19T13:02,24,8
4385,North,10,2024-02-26T08:00,2024-02-26T08:39,59,3
4386,West,95,2024-03-06T07:00,2024-03-06T08:20,36,11
4387,North,26,2024-04-19T06:00,2024-04-19T07:26,59,6
4388,North,53,2024-05-31T09:00,2024-05-31T10:26,7,8
4389,East,58,2024-07-03T07:00,2024-07-03T08:27,3,6
4390,East,105,2024-07-12T12:00,2024-07-12T14:58,43,9
4391,West,39,2024-05-13T09:00,2024-05-13T10:18,28,7
4392,East,53,2024-04-24T14:00,2024-04-24T15:08,27,10
4393,South,88,2024-01-03T08:00,2024-01-03T09:16,58,5
4394,North,51,2024-04-02T14:00,2024-04-02T15:44,22,4
4395,North,42,2024-05-01T16:00,2024-05-01T18:10,28,6
4396,South,8,2024-04-04T10:00,2024-04-04T10:39,24,8
4397,West,99,2024-05-11T09:00,2024-05-11T10:19,60,4
4398,West,53,2024-06-05T14:00,2024-06-05T15:03,46,10
4399,North,50,2024-05-11T07:00,2024-05-11T09:56,15,7
4400,South,120,2024-07-18T13:00,2024-07-18T15:16,29,5
4401,North,101,2024-02-12T16:00,2024-02-12T16:38,31,9
4402,West,32,2024-07-16T13:00,2024-07-16T14:32,37,5
4403,North,37,2024-02-21T16:00,2024-02-21T17:13,46,3
4404,East,78,2024-07-15T16:00,2024-07-15T18:39,36,7
4405,West,16,2024-06-11T06:00,2024-06-11T08:14,15,7
4406,North,54,2024-04-11T08:00,2024-04-11T10:24,13,1
4407,South,36,2024-04-26T11:00,2024-04-26T13:26,31,1
4408,South,113,2024-06-17T13:00,2024-06-17T15:31,12,10
4409,North,116,2024-06-04T09:00,2024-06-04T09:53,42,1
4410,South,50,2024-05-25T12:00,2024-05-25T13:34,25,9
4411,South,13,2024-04-29T13:00,2024-04-29T13:52,9,5
4412,North,72,2024-02-13T15:00,2024-02-13T17:51,18,8
4413,South,55,2024-04-09T12:00,2024-04-09T14:17,28,1
4414,North,72,2024-07-06T07:00,2024-07-06T07:36,42,9
4415,South,74,2024-05-01T07:00,2024-05-01T08:46,60,2
4416,West,72,2024-04-15T06:00,2024-04-15T07:54,48,6
4417,West,63,2024-06-13T07:00,2024-06-13T08:20,39,8
4418,West,24,2024-01-14T14:00,2024-01-14T14:21,45,11
4419,East,50,2024-07-04T13:00,2024-07-04T14:46,28,1
4420,East,107,2024-03-19T14:00,2024-03-19T16:41,30,9
4421,North,1,2024-03-27T07:00,2024-03-27T07:52,29,12
4422,South,36,2024-03-11T16:00,2024-03-11T17:51,19,5
4423,North,102,2024-05-06T16:00,2024-05-06T16:50,32,5
4424,West,44,2024-07-05T11:00,2024-07-05T13:51,56,9
4425,West,49,2024-06-12T06:00,2024-06-12T08:54,35,9
4426,North,38,2024-07-19T08:00,2024-07-19T08:22,31,2
4427,East,30,2024-07-02T12:00,2024-07-02T13:12,29,12
4428,South,91,2024-03-06T07:00,2024-03-06T09:02,3,12
4429,South,57,2024-01-22T09:00,2024-01-22T11:02,51,9
4430,South,47,2024-03-06T11:00,2024-03-06T11:38,51,8
4431,West,28,2024-05-27T13:00,2024-05-27T14:43,60,6
4432,North,38,2024-04-12T12:00,2024-04-12T12:28,53,2
4433,South,99,2024-01-28T13:00,2024-01-28T14:52,23,2
4434,North,39,2024-03-25T10:00,2024-03-25T12:59,45,1
4435,East,6,2024-07-11T15:00,2024-07-11T15:58,58,7
4436,East,64,2024-07-05T13:00,2024-07-05T15:13,7,8
4437,West,42,2024-02-22T14:00,2024-02-22T16:38,19,10
4438,West,110,2024-03-12T10:00,2024-03-12T11:50,44,3
4439,North,95,2024-07-05T08:00,2024-07-05T08:26,55,2
4440,East,69,2024-03-06T13:00,2024-03-06T15:54,17,3
4441,West,45,2024-04-08T06:00,2024-04-08T07:50,8,8
4442,West,98,2024-03-25T13:00,2024-03-25T15:35,50,4
4443,North,74,2024-02-15T06:00,2024-02-15T08:29,24,6
4444,South,34,2024-05-30T16:00,2024-05-30T18:26,60,1
4445,East,72,2024-05-14T14:00,2024-05-14T16:54,41,8
4446,East,70,2024-05-01T06:00,2024-05-01T07:05,13,12
