employee_id,department,hire_date,level,last_promo_date,salary,status
602,Marketing,2024-10-13,1,,73924,active
603,Engineering,2024-10-10,2,,75348,active
604,Engineering,2024-08-03,1,,100195,active
605,Ops,2024-09-10,3,,60980,active
606,Support,2024-09-11,1,,65402,active
607,Marketing,2024-04-02,1,,82099,active
608,Support,2024-07-16,2,,42760,active
609,Support,2024-04-09,2,,48270,active
610,Engineering,2024-05-04,3,2024-11-15,66580,active
611,Sales,2024-04-23,1,2024-05-15,93556,active
612,Engineering,2024-12-24,1,,109432,active
613,Ops,2024-01-08,1,2024-07-20,63280,active
614,Marketing,2024-04-01,2,2024-07-16,97745,active
615,Marketing,2024-12-13,1,2024-01-07,83370,active
616,Engineering,2024-06-25,1,,60713,active
617,Marketing,2024-07-16,2,,96269,active
618,Engineering,2024-07-15,3,,100334,left
619,Support,2024-07-16,3,,73261,active
620,Ops,2024-01-13,3,,50380,active
621,Marketing,2024-06-27,2,,61672,active
622,Marketing,2024-10-16,2,2024-04-29,95921,active
623,Engineering,2024-07-25,1,2024-02-22,99866,active
624,Sales,2024-02-12,2,,70059,active
625,Marketing,2024-04-16,1,2024-04-13,55719,active
626,Sales,2024-09-15,2,,45689,active
627,Engineering,2024-06-20,2,2024-09-05,99706,active
628,Marketing,2024-12-29,1,,78707,active
629,Engineering,2024-02-28,2,,86247,active
630,Marketing,2024-06-12,1,,43399,active
631,Support,2024-08-07,2,,83172,active
632,Sales,2024-12-02,1,,41176,active
633,Support,2024-05-27,3,2024-06-19,42592,active
634,Engineering,2024-12-11,2,,113713,active
635,Engineering,2024-01-09,2,,95720,active
636,Ops,2024-06-27,1,,50131,active
637,Sales,2024-08-09,3,2024-10-19,56639,active
638,Engineering,2024-09-12,3,,65512,active
639,Ops,2024-08-24,3,,59870,active
640,Engineering,2024-05-13,3,,109241,active
641,Engineering,2024-01-21,1,2024-12-26,103156,active
642,Marketing,2024-11-06,2,2024-03-21,66531,active
643,Marketing,2024-01-12,3,2024-01-31,50721,active
644,Sales,2024-01-26,1,,47913,active
645,Ops,2024-06-16,2,,55758,active
646,Sales,2024-02-03,2,2024-03-01,91673,active
647,Sales,2024-03-04,1,2024-07-20,63995,active
648,Ops,2024-11-20,2,,78683,active
649,Sales,2024-04-10,3,,53084,active
650,Engineering,2024-05-17,2,,71304,left
651,Sales,2024-12-29,2,,60682,active
652,Support,2024-09-06,1,,56892,active
653,Marketing,2024-10-21,1,,63410,left
654,Engineering,2024-08-09,2,2024-10-01,102513,active
655,Support,2024-08-04,1,2024-10-15,66297,active
656,Engineering,2024-11-08,1,,76918,active
657,Engineering,2024-03-14,1,,106817,active
658,Engineering,2024-01-15,3,,69253,active
659,Marketing,2024-01-11,1,,41688,left
660,Ops,2024-09-17,3,,44316,active
661,Ops,2024-07-17,1,,57589,active
662,Engineering,2024-02-15,3,2024-01-12,110398,left
663,Marketing,2024-06-10,1,2024-01-06,93432,active
664,Support,2024-11-13,1,,71541,active
665,Ops,2024-12-20,3,,70028,active
666,Marketing,2024-04-27,1,,65327,active
667,Engineering,2024-03-08,2,2024-02-19,90943,active
668,Sales,2024-04-15,2,2024-05-20,75281,active
669,Sales,2024-08-20,2,2024-07-27,94924,active
670,Ops,2024-04-22,2,2024-04-23,55943,active
671,Marketing,2024-05-05,3,,41283,active
672,Marketing,2024-10-09,2,,87888,active
673,Support,2024-12-17,2,,92558,left
674,Marketing,2024-12-19,2,,78084,active
675,Ops,2024-03-16,1,,92498,active
676,Sales,2024-03-17,2,,64575,active
677,Ops,2024-04-18,1,2024-03-22,52525,active
678,Support,2024-01-07,2,,54987,active
679,Ops,2024-03-31,1,,77906,active
680,Ops,2024-12-27,3,,85725,active
681,Support,2024-04-21,1,,58465,active
682,Ops,2024-08-19,3,,53259,active
683,Ops,2024-06-13,2,,48337,active
684,Support,2024-01-17,2,,68739,active
685,Support,2024-11-29,2,,50587,active
686,Engineering,2024-05-30,3,2024-08-14,65039,active
687,Sales,2024-08-26,3,,75201,active
688,Support,2024-03-28,2,2024-09-22,89900,active
689,Support,2024-08-31,2,,90688,active
690,Support,2024-05-28,2,,70899,active
691,Engineering,2024-10-26,2,2024-04-23,100967,active
692,Ops,2024-10-30,3,,61211,active
693,Marketing,2024-07-11,3,,93508,active
694,Support,2024-05-13,1,2024-04-03,52553,active
695,Marketing,2024-04-06,1,2024-06-30,82883,active
696,Support,2024-10-28,1,,91367,active
697,Sales,2024-02-05,2,,49938,active
698,Marketing,2024-04-07,1,,64412,left
699,Engineering,2024-06-22,1,2024-07-07,75272,active
700,Ops,2024-06-07,3,,73991,active
701,Ops,2024-06-27,3,,70145,left
702,Marketing,2024-10-05,3,2024-09-15,99966,active
703,Sales,2024-04-28,3,2024-10-17,43958,active
704,Ops,2024-11-12,3,2024-05-18,50557,active
705,Engineering,2024-05-05,1,2024-08-26,81590,active
706,Support,2024-04-27,3,2024-07-31,62583,active
707,Support,2024-04-03,3,,76176,active
708,Engineering,2024-11-30,2,,105537,active
709,Ops,2024-04-18,2,2024-09-23,51298,active
710,Marketing,2024-06-12,1,,96242,active
711,Ops,2024-04-07,2,,44378,active
712,Support,2024-06-26,3,,68791,left
713,Sales,2024-03-13,1,,69873,active
714,Engineering,2024-08-03,2,,88563,active
715,Marketing,2024-06-04,2,2024-08-09,50526,active
716,Ops,2024-11-13,2,,86033,active
717,Marketing,2024-12-14,1,2024-06-05,96811,active
718,Marketing,2024-05-07,2,,60051,active
719,Sales,2024-06-28,1,,65346,active
720,Marketing,2024-06-04,3,,69698,active
721,Ops,2024-03-04,2,,92263,active
722,Support,2024-11-04,3,,83776,left
723,Engineering,2024-08-15,2,,87411,active
724,Engineering,2024-02-20,1,2024-01-16,103336,active
725,Support,2024-06-23,1,,94108,active
726,Support,2024-11-11,2,2024-11-04,75175,active
727,Sales,2024-02-01,2,2024-12-08,57222,active
728,Marketing,2024-04-07,2,,45543,active
729,Sales,2024-07-16,3,,78802,active
730,Sales,2024-02-12,1,,97518,active
731,Marketing,2024-03-04,1,,74240,active
732,Marketing,2024-01-13,1,,54045,active
733,Support,2024-09-13,3,,89973,active
734,Engineering,2024-11-10,3,,89847,active
735,Engineering,2024-12-15,2,,102759,active
736,Support,2024-07-05,2,,90629,active
737,Sales,2024-12-13,2,,90153,left
738,Ops,2024-10-08,1,,52519,active
739,Engineering,2024-08-09,3,,112080,active
740,Support,2024-06-12,3,,63487,active
741,Ops,2024-04-15,2,,47299,active
742,Support,2024-07-10,3,2024-05-28,82623,active
743,Support,2024-01-09,1,,92244,active
744,Ops,2024-12-17,2,2024-12-22,58622,active
745,Marketing,2024-03-12,3,2024-05-27,52951,active
746,Support,2024-06-05,1,2024-06-01,72521,active
747,Support,2024-05-01,2,2024-11-04,83567,active
748,Ops,2024-09-06,2,,81277,active
749,Engineering,2024-04-04,2,2024-06-13,84373,active
750,Support,2024-11-04,3,,80220,active
751,Marketing,2024-12-15,1,,96511,active
752,Marketing,2024-06-07,3,,74041,active
753,Marketing,2024-05-24,1,2024-11-18,75335,active
754,Support,2024-08-04,1,,59665,active
755,Ops,2024-03-12,2,,64583,active
756,Engineering,2024-06-13,1,,62114,active
757,Engineering,2024-06-06,1,2024-10-29,118661,active
758,Engineering,2024-03-13,3,2024-04-14,62411,active
759,Support,2024-10-23,3,2024-10-31,61909,active
760,Marketing,2024-11-28,2,2024-05-31,96183,active
761,Marketing,2024-11-06,2,,57375,active
762,Marketing,2024-01-11,2,,63692,active
763,Ops,2024-07-04,2,2024-09-20,80654,active
764,Marketing,2024-09-17,2,,86481,active
765,Sales,2024-05-21,3,,57787,active
766,Sales,2024-09-29,3,,48723,active
767,Marketing,2024-11-17,1,,43951,active
768,Marketing,2024-02-09,3,2024-08-08,87274,active
769,Ops,2024-02-13,1,,67675,active
770,Engineering,2024-11-07,1,2024-01-01,74590,active
771,Marketing,2024-06-26,3,2024-07-10,94828,active
772,Ops,2024-07-22,2,,65018,active
773,Engineering,2024-08-12,2,,99292,active
774,Support,2024-05-05,1,2024-07-19,61058,active
775,Ops,2024-10-09,1,,97989,active
776,Support,2024-07-04,2,,40960,active
777,Ops,2024-06-04,1,2024-07-06,93041,active
778,Sales,2024-11-27,3,,62364,active
779,Support,2024-03-16,3,2024-05-31,59547,active
780,Support,2024-02-02,2,,44143,active
781,Support,2024-03-21,2,,82911,active
782,Engineering,2024-12-25,3,,112013,active
783,Engineering,2024-01-23,2,2024-12-26,117059,active
784,Marketing,2024-10-17,3,,42535,active
785,Engineering,2024-07-27,3,2024-10-15,89551,active
786,Marketing,2024-08-13,3,2024-01-20,52377,active
787,Marketing,2024-12-01,3,2024-07-03,99171,active
788,Sales,2024-05-04,2,,82890,active
789,Support,2024-02-25,1,,41494,active
790,Engineering,2024-03-10,1,,118296,left
791,Sales,2024-06-13,1,2024-06-17,97438,active
792,Ops,2024-06-21,2,,86999,left
793,Marketing,2024-02-10,1,,77359,active
794,Support,2024-11-06,1,,64916,left
795,Marketing,2024-04-26,1,2024-08-15,98006,active
796,Engineering,2024-10-12,3,,110451,active
797,Support,2024-09-19,1,,47185,active
798,Sales,2024-10-10,2,2024-12-15,53626,active
799,Marketing,2024-07-03,3,2024-07-09,45196,active
800,Marketing,2024-09-16,3,,42880,active
801,Engineering,2024-08-22,3,,70966,left
802,Support,2024-05-21,3,,50342,active
803,Marketing,2024-10-27,2,2024-03-09,92169,active
804,Marketing,2024-09-04,3,,92851,active
805,Engineering,2024-06-26,2,,69487,active
806,Ops,2024-06-17,3,,95733,active
807,Support,2024-06-05,2,,62576,active
808,Marketing,2024-05-23,3,2024-08-04,89275,active
809,Sales,2024-05-12,2,2024-12-01,68390,active
810,Support,2024-09-25,3,2024-10-27,90840,active
811,Support,2024-07-05,3,,80349,active
812,Sales,2024-02-12,1,2024-09-28,86650,active
813,Marketing,2024-05-16,2,2024-04-21,84949,active
814,Support,2024-08-06,1,,87637,active
815,Marketing,2024-07-08,1,,64143,active
816,Marketing,2024-10-29,2,,73067,active
817,Sales,2024-09-05,1,,65998,active
818,Support,2024-07-21,2,2024-07-05,91471,active
819,Sales,2024-09-17,2,2024-04-24,75875,active
820,Marketing,2024-04-30,3,2024-09-12,68040,active
821,Marketing,2024-07-21,3,2024-10-10,62915,active
822,Sales,2024-10-10,2,,82761,active
823,Marketing,2024-05-28,1,,86921,active
824,Engineering,2024-01-30,1,2024-03-10,113886,active
825,Engineering,2024-03-11,2,2024-08-15,82750,active
826,Support,2024-11-15,1,,75584,active
827,Ops,2024-05-27,3,,45072,active
828,Support,2024-08-18,1,2024-03-29,51983,active
829,Engineering,2024-09-24,1,,76305,active
830,Engineering,2024-03-25,3,,99767,active
831,Marketing,2024-12-10,2,,84317,active
832,Marketing,2024-08-19,1,,45985,active
833,Marketing,2024-07-18,3,,41949,active
834,Engineering,2024-06-13,3,,87095,active
835,Support,2024-05-25,3,,93291,active
836,Engineering,2024-06-15,1,,66773,active
837,Support,2024-01-08,1,,72415,active
838,Sales,2024-10-03,3,2024-05-07,77605,active
839,Marketing,2024-06-05,1,2024-09-17,61019,active
840,Support,2024-07-22,2,,90074,active
841,Ops,2024-05-17,3,,75912,active
842,Engineering,2024-04-13,3,,88569,active
843,Marketing,2024-06-27,1,,63245,active
844,Support,2024-08-28,2,,59707,active
845,Ops,2024-10-15,1,,99455,left
846,Ops,2024-01-31,3,,77864,active
847,Ops,2024-04-29,2,2024-03-16,85119,active
848,Ops,2024-02-25,3,,40119,active
849,Marketing,2024-08-02,3,,65131,active
850,Ops,2024-04-08,1,,69743,active
851,Ops,2024-07-25,2,,83216,active
852,Engineering,2024-01-25,1,2024-11-22,101514,active
853,Ops,2024-11-06,3,,96059,active
854,Engineering,2024-05-08,3,,119230,active
855,Sales,2024-03-21,2,2024-11-04,76721,active
856,Support,2024-10-29,1,2024-04-13,46270,active
857,Marketing,2024-07-04,1,,41859,active
858,Sales,2024-09-07,3,,46317,active
859,Sales,2024-06-22,3,2024-12-22,55902,active
860,Marketing,2024-03-03,1,2024-08-28,60838,active
861,Support,2024-10-10,2,2024-09-11,46580,active
862,Engineering,2024-03-13,3,2024-10-15,107676,active
863,Support,2024-08-25,1,,55949,active
864,Support,2024-03-01,3,2024-04-11,57208,active
865,Engineering,2024-02-12,1,,65303,active
866,Ops,2024-10-13,3,2024-10-05,72925,active
867,Support,2024-03-20,3,2024-10-21,45777,left
868,Support,2024-08-11,2,2024-03-28,54369,active
869,Engineering,2024-05-23,2,2024-04-06,118335,active
870,Ops,2024-06-02,1,,94378,active
871,Marketing,2024-03-13,2,,79459,active
872,Support,2024-09-22,1,,95626,active
873,Marketing,2024-08-03,1,,91303,active
874,Support,2024-11-04,2,2024-01-23,41887,active
875,Marketing,2024-08-08,1,,94232,active
876,Engineering,2024-08-20,2,,99919,left
877,Sales,2024-08-10,2,2024-08-19,83051,active
878,Support,2024-02-27,1,,55826,left
879,Ops,2024-07-16,2,,65022,active
880,Marketing,2024-04-04,2,,40196,active
881,Sales,2024-11-24,3,,47022,active
882,Engineering,2024-06-10,1,2024-04-29,95970,active
883,Engineering,2024-09-03,1,,66881,active
884,Sales,2024-07-02,1,,78740,active
885,Sales,2024-02-25,1,,73391,active
886,Support,2024-09-03,2,,91859,active
887,Ops,2024-01-15,3,,64955,active
888,Marketing,2024-12-01,3,,54494,active
889,Marketing,2024-04-08,1,,95409,active
890,Sales,2024-12-18,1,,51483,active
891,Ops,2024-11-25,1,2024-11-19,96048,active
892,Engineering,2024-03-01,3,,119442,active
893,Engineering,2024-04-06,1,,71083,active
894,Engineering,2024-04-30,2,,96720,active
895,Ops,2024-02-13,2,2024-04-05,68494,active
896,Engineering,2024-09-08,2,,74083,active
897,Support,2024-04-08,2,2024-06-09,80088,active
898,Ops,2024-12-29,2,,86405,active
899,Marketing,2024-06-17,1,,70621,active
900,Engineering,2024-04-28,1,2024-09-01,88131,left
901,Ops,2024-11-18,3,,82052,active
902,Ops,2024-05-18,3,,66409,active
903,Ops,2024-10-21,3,,92761,active
904,Ops,2024-09-04,3,,63286,active
905,Support,2024-04-17,2,2024-05-13,64342,active
906,Sales,2024-09-14,2,,61827,left
907,Sales,2024-05-25,1,2024-10-22,81947,active
908,Ops,2024-10-08,1,,61657,active
909,Marketing,2024-07-06,1,,83334,active
910,Marketing,2024-01-15,1,,62560,active
911,Engineering,2024-02-03,3,,100826,active
912,Support,2024-09-02,3,2024-08-05,83291,active
913,Ops,2024-06-05,3,2024-04-13,46413,active
914,Sales,2024-10-04,2,2024-05-13,82854,active
915,Sales,2024-11-15,2,2024-06-05,80073,active
916,Marketing,2024-08-18,1,,69328,active
917,Ops,2024-09-17,1,,78960,active
918,Sales,2024-09-18,3,,51466,active
919,Sales,2024-10-14,3,,55126,active
920,Ops,2024-03-31,1,,64521,active
921,Sales,2024-05-27,1,2024-06-24,67357,active
922,Support,2024-04-07,2,,45627,active
923,Marketing,2024-04-21,2,,72791,active
924,Engineering,2024-06-04,1,2024-06-03,89673,active
925,Marketing,2024-07-21,2,,60669,active
926,Sales,2024-02-29,2,,85164,active
927,Marketing,2024-01-17,1,2024-09-04,43471,active
928,Support,2024-05-14,3,,87901,active
929,Marketing,2024-09-02,3,,72104,active
930,Sales,2024-01-27,1,,70474,active
931,Support,2024-09-15,2,,51505,active
932,Ops,2024-11-20,3,2024-09-20,96339,active
933,Support,2024-03-28,3,,47308,active
934,Sales,2024-09-16,3,2024-01-19,41028,active
935,Engineering,2024-04-27,3,2024-07-19,64791,active
936,Sales,2024-02-03,3,,94708,active
937,Marketing,2024-08-23,1,2024-09-07,87346,active
938,Sales,2024-12-03,3,,65040,active
939,Ops,2024-03-13,2,,92309,active
940,Support,2024-08-15,2,,68871,active
941,Support,2024-10-23,1,,77699,active
942,Sales,2024-05-13,3,,62578,active
943,Sales,2024-09-05,2,,43821,active
944,Sales,2024-08-23,1,,48534,active
945,Ops,2024-05-31,3,2024-10-19,59053,active
946,Engineering,2024-09-23,1,,97959,active
947,Ops,2024-10-19,2,,77573,active
948,Support,2024-05-08,1,2024-10-11,94686,active
949,Sales,2024-05-31,1,,93624,active
950,Marketing,2024-09-30,3,2024-09-25,67830,active
951,Sales,2024-09-20,1,,53970,active
952,Engineering,2024-12-20,1,,91944,active
953,Engineering,2024-03-04,3,,101853,left
954,Support,2024-02-07,2,,74573,active
955,Sales,2024-08-05,2,2024-01-11,94670,active
956,Support,2024-01-13,1,,99617,active
957,Support,2024-01-18,2,2024-01-10,62820,left
958,Engineering,2024-01-10,2,,62767,active
959,Sales,2024-12-18,1,2024-11-12,85270,active
960,Engineering,2024-04-08,3,,95489,active
961,Engineering,2024-11-02,3,2024-09-22,117958,active
962,Ops,2024-09-25,1,,52675,active
963,Sales,2024-06-14,1,2024-05-26,62248,active
964,Marketing,2024-10-11,1,2024-10-18,62068,active
965,Sales,2024-06-14,1,2024-10-27,50029,left
966,Engineering,2024-12-25,1,2024-01-06,107442,active
967,Engineering,2024-08-22,1,,117430,active
968,Support,2024-08-12,3,2024-02-12,63435,active
969,Support,2024-03-23,1,,92339,active
970,Sales,2024-03-27,2,2024-04-05,69897,active
971,Sales,2024-03-07,2,2024-05-29,67311,active
972,Engineering,2024-11-13,2,,105735,active
973,Marketing,2024-10-07,3,,60332,active
974,Engineering,2024-07-24,1,,107598,active
975,Engineering,2024-08-21,3,,74294,active
976,Marketing,2024-11-07,3,2024-03-31,76634,active
977,Support,2024-01-27,2,,69011,active
978,Ops,2024-11-26,1,2024-02-16,87612,active
979,Marketing,2024-06-24,3,,44534,active
980,Engineering,2024-10-27,1,,70224,active
981,Support,2024-01-25,2,2024-07-21,56603,active
982,Marketing,2024-06-27,2,,48856,active
983,Marketing,2024-03-09,1,,65602,left
984,Marketing,2024-04-07,2,2024-11-11,54411,active
985,Engineering,2024-01-04,2,2024-11-21,101813,active
986,Engineering,2024-05-15,3,,90455,active
987,Sales,2024-07-26,3,,70923,left
988,Sales,2024-03-14,3,,43615,active
989,Ops,2024-04-07,3,,86801,active
990,Support,2024-03-17,2,2024-09-23,51753,active
991,Ops,2024-02-02,3,,41572,active
992,Ops,2024-01-23,2,2024-06-04,73705,active
993,Sales,2024-02-04,2,,53224,active
994,Ops,2024-03-09,3,,56441,active
995,Sales,2024-10-29,2,,75524,active
996,Support,2024-05-26,1,2024-01-04,86944,active
997,Support,2024-08-03,3,,92599,active
998,Ops,2024-03-22,2,,54074,active
999,Ops,2024-05-20,3,,78448,active
1000,Engineering,2024-07-18,3,,103172,active
1001,Marketing,2024-05-08,3,,65735,active
1002,Marketing,2024-07-01,2,2024-09-01,48117,active
1003,Support,2024-07-20,3,,89953,left
1004,Ops,2024-07-05,2,2024-12-16,96523,active
1005,Marketing,2024-08-03,3,,50692,active
1006,Ops,2024-05-11,2,,95229,active
1007,Marketing,2024-09-15,2,,46990,active
1008,Marketing,2024-07-31,1,,76560,active
1009,Support,2024-11-13,2,2024-01-03,47579,active
1010,Ops,2024-08-15,1,2024-11-01,65051,active
1011,Marketing,2024-05-26,2,2024-07-26,79787,active
1012,Marketing,2024-10-03,1,,52475,active
1013,Marketing,2024-03-28,3,,91035,active
1014,Marketing,2024-05-05,2,2024-03-30,44291,active
1015,Sales,2024-10-06,1,,87942,active
1016,Marketing,2024-10-22,1,,95027,active
1017,Ops,2024-08-03,3,,96359,active
1018,Marketing,2024-04-12,1,,59663,active
1019,Engineering,2024-07-24,3,,98130,active
1020,Marketing,2024-02-20,1,2024-02-16,54511,active
1021,Ops,2024-10-17,3,,85801,active
1022,Marketing,2024-04-01,3,,71210,active
1023,Sales,2024-04-28,2,,97837,active
1024,Sales,2024-12-23,3,2024-06-24,44538,active
1025,Ops,2024-02-09,2,,55152,active
1026,Support,2024-05-09,2,,93422,active
1027,Marketing,2024-02-29,2,,61717,left
1028,Sales,2024-02-04,1,,46901,active
1029,Marketing,2024-09-10,3,,85093,active
1030,Ops,2024-04-14,1,,98735,active
1031,Marketing,2024-03-12,2,2024-09-24,89129,active
1032,Marketing,2024-03-24,1,,64321,active
1033,Engineering,2024-12-02,2,,88745,left
1034,Ops,2024-03-28,1,2024-08-10,66544,active
1035,Engineering,2024-12-06,2,,64072,active
1036,Marketing,2024-12-04,3,,59804,active
1037,Ops,2024-12-03,3,2024-12-13,98510,left
1038,Support,2024-09-08,1,2024-07-16,79984,active
1039,Sales,2024-10-02,3,2024-04-07,94978,active
1040,Support,2024-05-05,3,,95811,left
1041,Marketing,2024-04-14,1,,74853,active
1042,Sales,2024-02-29,2,,55956,active
1043,Sales,2024-04-29,2,,60748,active
1044,Sales,2024-09-16,1,,68062,left
1045,Ops,2024-02-14,1,2024-06-29,71174,active
1046,Ops,2024-05-04,1,,84567,active
1047,Engineering,2024-06-28,3,,64082,active
1048,Marketing,2024-11-18,1,2024-10-25,78530,active
1049,Marketing,2024-09-01,1,,52600,active
1050,Engineering,2024-07-12,2,,82843,active
1051,Engineering,2024-07-14,2,,75296,active
1052,Support,2024-06-24,1,2024-07-18,77188,active
1053,Sales,2024-07-07,1,,40021,left
1054,Ops,2024-09-09,3,,45955,left
1055,Support,2024-07-24,1,,73238,active
1056,Marketing,2024-10-04,2,,76634,left
1057,Engineering,2024-01-04,1,,97165,active
1058,Marketing,2024-09-27,2,2024-10-27,61398,active
1059,Sales,2024-07-23,2,2024-01-06,84253,active
1060,Ops,2024-10-17,2,,60112,active
1061,Ops,2024-11-14,1,2024-10-23,71777,active
1062,Marketing,2024-07-12,2,,69007,active
1063,Support,2024-08-12,2,,82443,active
1064,Ops,2024-01-24,2,,40877,active
1065,Engineering,2024-04-22,2,,95486,active
1066,Engineering,2024-11-26,2,2024-07-13,105499,active
1067,Support,2024-05-12,3,,96627,active
1068,Ops,2024-08-14,2,,67720,active
1069,Ops,2024-07-04,3,,60970,active
1070,Ops,2024-02-15,2,,41764,active
1071,Ops,2024-10-02,1,,45006,active
1072,Engineering,2024-03-13,2,,117043,active
1073,Support,2024-12-16,3,,61954,active
1074,Sales,2024-10-05,1,,57743,active
1075,Ops,2024-08-30,1,,43447,active
1076,Support,2024-07-09,1,2024-01-21,71514,active
1077,Ops,2024-05-29,3,2024-08-13,41572,active
1078,Sales,2024-08-20,1,,47517,active
1079,Marketing,2024-09-14,2,2024-04-11,49545,active
1080,Marketing,2024-06-26,3,2024-12-12,44958,active
1081,Support,2024-05-16,1,,62466,active
1082,Marketing,2024-07-12,1,,85355,active
1083,Ops,2024-01-30,3,,64264,active
1084,Marketing,2024-05-10,2,2024-06-16,78037,active
1085,Marketing,2024-06-12,2,,89277,active
1086,Marketing,2024-08-18,3,,89737,active
1087,Engineering,2024-06-08,1,2024-05-07,93695,active
1088,Engineering,2024-12-11,3,2024-10-25,67068,active
1089,Ops,2024-08-24,3,,66519,active
1090,Engineering,2024-06-01,3,,78652,active
1091,Sales,2024-04-13,1,,54281,active
1092,Support,2024-03-14,1,,44707,active
1093,Marketing,2024-08-01,1,,95172,active
1094,Engineering,2024-09-12,2,2024-04-14,93032,active
1095,Sales,2024-02-24,2,2024-09-20,94499,active
1096,Engineering,2024-10-29,2,2024-04-01,71728,active
1097,Marketing,2024-03-14,3,2024-05-13,94106,active
1098,Marketing,2024-08-21,1,,67222,active
1099,Sales,2024-09-12,1,,40923,active
1100,Support,2024-05-30,1,,68881,active
1101,Engineering,2024-06-28,1,,87953,active
1102,Support,2024-02-04,1,,82149,active
1103,Sales,2024-02-02,3,,47122,active
1104,Marketing,2024-02-21,1,,71143,active
1105,Sales,2024-04-24,1,,77567,active
1106,Ops,2024-09-13,3,2024-10-14,66993,active
1107,Support,2024-02-18,2,2024-07-29,95356,active
1108,Support,2024-01-06,2,,77985,active
1109,Marketing,2024-01-27,2,2024-08-16,41943,active
1110,Ops,2024-03-12,2,,89796,active
1111,Sales,2024-02-23,1,2024-09-22,45349,active
1112,Support,2024-03-06,3,2024-08-07,42405,active
1113,Ops,2024-09-17,2,,58153,active
1114,Support,2024-11-06,3,,60518,active
1115,Marketing,2024-01-06,1,2024-01-16,45855,active
1116,Support,2024-05-25,3,,42999,active
1117,Ops,2024-03-03,3,2024-05-09,93750,active
1118,Engineering,2024-01-23,2,2024-05-28,76952,active
1119,Ops,2024-11-27,1,2024-07-04,43406,active
1120,Ops,2024-05-29,3,,48038,active
1121,Support,2024-09-07,3,,86030,active
1122,Engineering,2024-02-11,3,,112120,active
1123,Ops,2024-05-30,2,,68979,active
1124,Marketing,2024-03-31,1,,65747,active
1125,Sales,2024-06-01,1,,41392,left
1126,Engineering,2024-01-11,2,,110038,active
1127,Sales,2024-04-02,3,,90880,active
1128,Support,2024-05-06,3,2024-12-20,80945,active
1129,Marketing,2024-07-06,3,2024-07-08,69275,active
1130,Sales,2024-12-16,1,,70488,active
1131,Sales,2024-05-02,1,,85757,active
1132,Engineering,2024-08-15,1,,92086,active
1133,Support,2024-12-09,3,,83047,active
1134,Marketing,2024-04-19,2,,56457,active
1135,Engineering,2024-08-09,1,,75951,active
1136,Ops,2024-07-25,3,2024-02-21,65236,active
1137,Engineering,2024-07-01,1,,68331,left
1138,Engineering,2024-09-27,3,2024-01-28,83381,active
1139,Support,2024-05-12,1,,55521,active
1140,Marketing,2024-10-23,2,,99669,active
1141,Engineering,2024-09-14,3,2024-01-18,107153,active
1142,Ops,2024-05-31,2,,73561,active
1143,Support,2024-08-15,3,2024-01-18,99073,active
1144,Sales,2024-12-06,3,,45418,active
1145,Marketing,2024-08-27,2,,83726,active
1146,Ops,2024-10-15,1,,65636,active
1147,Marketing,2024-03-18,1,2024-05-07,50128,active
1148,Support,2024-07-09,3,,89795,active
1149,Sales,2024-01-31,2,2024-07-22,74967,left
1150,Support,2024-09-10,2,,55092,left
1151,Ops,2024-07-29,3,,53950,active
1152,Sales,2024-06-28,3,,75110,active
1153,Ops,2024-10-02,3,,86660,active
1154,Support,2024-03-19,3,,84505,active
1155,Sales,2024-04-02,2,2024-06-21,56140,active
1156,Marketing,2024-01-08,2,,96037,active
1157,Marketing,2024-05-18,2,,64232,active
1158,Sales,2024-07-15,3,,56648,active
1159,Engineering,2024-03-18,2,2024-02-15,107532,active
1160,Support,2024-12-10,1,2024-04-26,42423,active
1161,Marketing,2024-12-28,2,2024-02-08,62863,active
1162,Engineering,2024-05-21,1,2024-05-23,76511,active
1163,Ops,2024-09-25,3,,90490,active
1164,Marketing,2024-03-18,1,,76101,active
1165,Sales,2024-10-15,3,2024-02-22,43824,active
1166,Engineering,2024-12-18,2,2024-11-25,100697,active
1167,Marketing,2024-12-17,3,2024-01-29,57903,active
1168,Ops,2024-04-28,2,,99782,active
1169,Ops,2024-11-21,2,,87322,left
1170,Ops,2024-04-11,1,2024-02-06,98454,left
1171,Ops,2024-04-01,2,,64500,active
1172,Ops,2024-01-29,1,,68275,active
1173,Marketing,2024-08-16,3,,51160,active
1174,Engineering,2024-09-11,1,,73123,active
1175,Engineering,2024-05-12,2,2024-05-16,63891,active
1176,Engineering,2024-01-10,3,,109827,active
1177,Marketing,2024-08-31,1,,40051,left
1178,Ops,2024-10-03,3,,72010,active
1179,Sales,2024-05-25,2,,86723,active
1180,Support,2024-09-26,1,,77743,left
1181,Sales,2024-06-07,3,,94643,active
1182,Engineering,2024-06-20,3,,60357,active
1183,Engineering,2024-05-22,1,,86647,active
1184,Sales,2024-05-19,2,,63558,active
1185,Sales,2024-10-22,1,,95177,active
1186,Engineering,2024-09-28,3,,71247,active
1187,Sales,2024-09-18,1,,80847,active
1188,Marketing,2024-04-14,3,,43593,active
1189,Support,2024-05-19,1,,91532,active
1190,Engineering,2024-10-10,3,2024-03-14,90340,active
1191,Engineering,2024-05-27,2,,94469,active
1192,Support,2024-04-11,1,,68748,active
1193,Engineering,2024-11-05,3,,73865,active
