order_id,date,seller_id,seller_tier,gmv,fee
10253,2024-08-23,2425,standard,270.35,40.55
10254,2024-01-26,2534,plus,42.98,5.59
10255,2024-08-26,512,plus,33.83,4.4
10256,2024-03-17,2184,plus,24.59,3.2
10257,2024-07-26,2642,pro,115.5,9.24
10258,2024-05-16,2931,pro,49.3,3.94
10259,2024-01-28,1309,standard,389.77,58.47
10260,2024-04-25,1314,standard,47.62,7.14
10261,2024-04-18,1139,standard,110.43,16.56
10262,2024-08-24,2969,pro,32.23,2.58
10263,2024-05-06,2306,standard,21.32,3.2
10264,2024-08-29,1378,pro,128.15,10.25
10265,2024-05-25,2154,pro,100.62,8.05
10266,2024-04-19,1926,standard,97.45,14.62
10267,2024-08-27,1695,pro,61.02,4.88
10268,2024-09-16,2023,pro,43.37,5.2
10269,2024-10-06,2152,standard,55.78,8.37
10270,2024-03-03,750,standard,38.15,5.72
10271,2024-06-13,1200,standard,161.22,24.18
10272,2024-02-03,429,standard,67.49,10.12
10273,2024-10-24,472,pro,260.97,20.88
10274,2024-01-19,2443,standard,72.09,10.81
10275,2024-04-29,1178,pro,110.54,8.84
10276,2024-07-25,1695,standard,136.73,20.51
10277,2024-06-22,753,plus,202.47,26.32
10278,2024-09-25,1001,pro,57.1,4.57
10279,2024-06-17,317,standard,108.44,16.27
10280,2024-01-21,2619,standard,75.37,11.31
10281,2024-07-22,1684,standard,80.08,12.01
10282,2024-07-27,785,plus,40.14,5.22
10283,2024-02-03,1832,pro,298.8,23.9
10284,2024-06-15,1620,pro,75.29,6.02
10285,2024-06-14,384,standard,156.46,23.47
10286,2024-05-07,927,plus,106.8,13.88
10287,2024-04-26,1847,standard,105.61,15.84
10288,2024-10-21,1275,pro,198.73,15.9
10289,2024-05-18,2448,standard,305.39,45.81
10290,2024-05-07,120,pro,129.72,10.38
10291,2024-03-12,2368,plus,49.13,6.39
10292,2024-06-13,717,standard,31.23,4.68
10293,2024-10-06,460,standard,39.11,5.87
10294,2024-07-12,2925,standard,273.04,40.96
10295,2024-03-27,2038,plus,35.33,4.59
10296,2024-09-16,2862,pro,122.81,9.82
10297,2024-08-24,528,pro,68.26,5.46
10298,2024-05-13,428,pro,161.4,12.91
10299,2024-07-04,2583,pro,116.89,9.35
10300,2024-05-10,2221,standard,221.33,33.2
10301,2024-06-22,121,standard,82.44,12.37
10302,2024-10-08,877,pro,82.11,9.85
10303,2024-05-19,620,plus,148.05,19.25
10304,2024-04-01,759,pro,82.23,6.58
10305,2024-10-24,1271,standard,53.92,8.09
10306,2024-01-03,644,plus,43.85,5.7
10307,2024-09-24,1263,pro,69.64,5.57
10308,2024-06-19,1056,standard,24.09,3.61
10309,2024-05-13,2928,pro,249.09,19.93
10310,2024-06-15,2632,pro,58.77,4.7
10311,2024-05-27,675,pro,58.19,4.66
10312,2024-09-22,1731,standard,156.01,23.4
10313,2024-10-26,1017,plus,222.35,28.91
10314,2024-06-17,980,pro,236.97,18.96
10315,2024-06-27,2515,pro,24.97,3
10316,2024-04-08,2894,standard,112.49,16.87
10317,2024-02-15,1494,plus,326.69,42.47
10318,2024-01-09,1676,standard,35.14,5.27
10319,2024-06-13,1934,plus,49.36,6.42
10320,2024-02-07,78,pro,31.61,3.79
10321,2024-04-05,1448,pro,97.28,7.78
10322,2024-10-04,2442,plus,55.92,7.27
10323,2024-01-10,541,standard,105.7,15.86
10324,2024-02-08,2907,pro,287.79,23.02
10325,2024-09-28,2050,standard,136.29,20.44
10326,2024-07-06,2991,pro,203.53,16.28
10327,2024-05-21,2524,standard,308.74,46.31
10328,2024-01-21,1480,standard,392.13,58.82
10329,2024-04-20,879,plus,39.4,5.12
10330,2024-06-09,529,plus,199.9,25.99
10331,2024-01-01,2840,standard,322.32,48.35
10332,2024-10-26,2197,standard,155.76,23.36
10333,2024-07-29,1953,pro,225.99,18.08
10334,2024-09-17,1097,standard,40.99,6.15
10335,2024-07-01,141,plus,287.86,37.42
10336,2024-04-17,525,pro,50.96,4.08
10337,2024-01-30,1477,plus,241.29,31.37
10338,2024-08-12,123,standard,71.33,10.7
10339,2024-03-29,1864,standard,112.53,16.88
10340,2024-07-29,1923,pro,57.96,6.96
10341,2024-09-23,1131,plus,242.17,31.48
10342,2024-02-09,287,standard,365.58,54.84
10343,2024-05-29,1665,standard,53.36,8
10344,2024-09-30,1926,pro,257.52,20.6
10345,2024-10-04,2428,pro,28.67,2.29
10346,2024-03-06,565,plus,32.55,4.23
10347,2024-01-13,94,pro,321.85,25.75
10348,2024-05-16,2110,pro,254.4,20.35
10349,2024-10-23,2458,pro,78.63,9.44
10350,2024-04-02,2048,standard,53.53,8.03
10351,2024-04-18,2215,standard,249.24,37.39
10352,2024-02-09,1427,plus,135.41,17.6
10353,2024-10-20,34,standard,89.6,13.44
10354,2024-04-08,1917,standard,137.31,20.6
10355,2024-09-08,1566,plus,38.2,4.97
10356,2024-02-20,2148,pro,351.11,28.09
10357,2024-09-15,1078,pro,63.17,5.05
10358,2024-05-23,1663,standard,292.78,43.92
10359,2024-04-25,2641,plus,26.04,3.39
10360,2024-08-11,1392,pro,56.36,4.51
10361,2024-07-25,750,pro,128.82,15.46
10362,2024-07-18,2417,standard,355.41,53.31
10363,2024-08-01,2827,plus,93,12.09
10364,2024-03-25,2977,plus,119.48,15.53
10365,2024-02-23,1658,pro,167.11,13.37
10366,2024-08-05,11,standard,385.56,57.83
10367,2024-09-12,2445,pro,25.43,2.03
10368,2024-01-27,1084,standard,38.82,5.82
10369,2024-07-10,2161,plus,171.27,22.27
10370,2024-06-29,2112,standard,115.65,17.35
10371,2024-09-25,1336,plus,61.47,7.99
10372,2024-02-10,1959,plus,63.95,8.31
10373,2024-03-03,585,standard,24.68,3.7
10374,2024-10-14,549,standard,92.29,13.84
10375,2024-01-12,1154,standard,38.67,5.8
10376,2024-01-27,637,pro,121.37,9.71
10377,2024-08-18,1891,pro,27.33,2.19
10378,2024-09-27,690,pro,168.96,13.52
10379,2024-04-23,293,standard,134.83,20.22
10380,2024-10-06,1440,plus,77.77,10.11
10381,2024-09-29,2090,pro,56.74,4.54
10382,2024-08-30,479,standard,28.41,4.26
10383,2024-10-25,2116,standard,41.21,6.18
10384,2024-07-29,705,plus,160.74,20.9
10385,2024-09-17,1454,pro,25.41,2.03
10386,2024-04-30,1489,plus,57.53,7.48
10387,2024-04-13,913,standard,133.16,19.97
10388,2024-03-11,999,standard,111.03,16.65
10389,2024-04-07,2323,standard,309.43,46.41
10390,2024-06-29,108,standard,152.46,22.87
10391,2024-01-10,747,standard,193.46,29.02
10392,2024-10-14,803,pro,66.78,5.34
10393,2024-04-30,2043,standard,116.81,17.52
10394,2024-08-18,703,standard,30.98,4.65
10395,2024-04-09,134,standard,190.97,28.65
10396,2024-01-14,381,standard,277.03,41.55
10397,2024-04-10,1355,standard,185.76,27.86
10398,2024-04-24,392,standard,23.83,3.57
10399,2024-02-14,2202,standard,168.19,25.23
10400,2024-06-22,2343,standard,372.28,55.84
10401,2024-07-08,1251,standard,188.17,28.23
10402,2024-03-25,765,standard,128.11,19.22
10403,2024-03-26,2766,standard,24.11,3.62
10404,2024-05-13,1120,standard,73.22,10.98
10405,2024-07-17,1124,standard,35.07,5.26
10406,2024-10-23,669,pro,115.02,9.2
10407,2024-02-16,2494,standard,105.06,15.76
10408,2024-02-12,1344,standard,24.24,3.64
10409,2024-01-12,2736,plus,21.65,2.81
10410,2024-08-06,2927,pro,98.66,7.89
10411,2024-04-16,71,standard,384.29,57.64
10412,2024-08-19,854,pro,309.85,24.79
10413,2024-03-06,1314,plus,41.78,5.43
10414,2024-03-05,2578,pro,32.13,2.57
10415,2024-07-25,2048,standard,37.45,5.62
10416,2024-08-26,838,plus,30.29,3.94
10417,2024-02-04,2818,standard,22.39,3.36
10418,2024-04-02,23,plus,162.56,21.13
10419,2024-06-21,1788,standard,22.86,3.43
10420,2024-04-30,1317,standard,65.49,9.82
10421,2024-08-23,2173,pro,167.03,13.36
10422,2024-01-10,2166,plus,20.69,2.69
10423,2024-10-24,687,standard,26.84,4.03
10424,2024-06-16,967,pro,200.55,16.04
10425,2024-04-25,2019,plus,27.71,3.6
10426,2024-07-18,2421,pro,229.02,27.48
10427,2024-03-24,1589,standard,150.22,22.53
10428,2024-01-18,27,standard,35.71,5.36
10429,2024-10-15,2270,standard,155.02,23.25
10430,2024-09-10,186,standard,45.35,6.8
10431,2024-06-10,1064,pro,100.93,8.07
10432,2024-02-23,2752,plus,386.13,50.2
10433,2024-08-31,2536,pro,39.78,3.18
10434,2024-09-26,1158,plus,122.25,15.89
10435,2024-05-01,1978,plus,25.14,3.27
10436,2024-08-01,1663,standard,274.79,41.22
10437,2024-05-16,191,plus,20.39,2.65
10438,2024-09-06,575,plus,382.11,49.67
10439,2024-05-17,2523,standard,53.35,8
10440,2024-06-11,1571,standard,245.98,36.9
10441,2024-05-20,653,standard,279.7,41.96
10442,2024-08-01,270,standard,77.49,11.62
10443,2024-06-14,2624,standard,33.71,5.06
10444,2024-10-27,1118,pro,113.3,9.06
10445,2024-07-23,162,standard,215.16,32.27
10446,2024-04-18,127,standard,353.58,53.04
10447,2024-08-17,405,plus,26.47,3.44
10448,2024-07-12,305,pro,50.55,4.04
10449,2024-06-15,1092,standard,28.71,4.31
10450,2024-06-28,1306,standard,27.81,4.17
10451,2024-09-18,131,standard,115.73,17.36
10452,2024-03-19,1253,standard,242.68,36.4
10453,2024-07-20,625,standard,260.23,39.03
10454,2024-05-13,2350,standard,41.38,6.21
10455,2024-05-01,2790,standard,73.47,11.02
10456,2024-02-17,183,standard,177.75,26.66
10457,2024-07-30,2297,pro,82.29,6.58
10458,2024-01-18,25,plus,108.19,14.06
10459,2024-08-26,2252,plus,157.96,20.53
10460,2024-02-01,2331,pro,306.72,24.54
10461,2024-03-26,1742,pro,65.59,5.25
10462,2024-03-18,1510,standard,66.49,9.97
10463,2024-02-07,1667,plus,233.68,30.38
10464,2024-05-30,2312,standard,331.01,49.65
10465,2024-07-01,663,standard,28.03,4.2
10466,2024-10-08,1289,pro,21.3,1.7
10467,2024-06-04,2527,pro,38.11,3.05
10468,2024-06-10,2138,pro,22.19,1.78
10469,2024-08-12,1837,standard,60.24,9.04
10470,2024-08-09,2864,pro,71.88,5.75
10471,2024-02-12,559,pro,143.93,11.51
10472,2024-06-07,1893,pro,25,2
10473,2024-10-16,1694,standard,50.35,7.55
10474,2024-08-17,1136,plus,308.51,40.11
10475,2024-04-20,2377,standard,24.26,3.64
10476,2024-07-16,796,standard,281.87,42.28
10477,2024-06-01,776,standard,136.05,20.41
10478,2024-03-05,1079,plus,23.25,3.02
10479,2024-07-08,2567,pro,140.53,11.24
10480,2024-08-14,2125,plus,51.98,6.76
10481,2024-08-02,2106,pro,165.43,13.23
10482,2024-03-02,2047,standard,38.5,5.78
10483,2024-10-02,2616,pro,339.66,27.17
10484,2024-10-05,1260,standard,34.94,5.24
10485,2024-04-21,1287,plus,69.71,9.06
10486,2024-02-17,842,pro,366.7,29.34
10487,2024-01-06,868,plus,39.28,5.11
10488,2024-02-09,2797,standard,158.69,23.8
10489,2024-07-07,2859,standard,135.12,20.27
10490,2024-06-16,1393,standard,25.45,3.82
10491,2024-10-10,418,plus,124.55,16.19
10492,2024-10-23,2504,pro,34.94,2.8
10493,2024-10-26,2218,pro,95.79,7.66
10494,2024-10-04,1652,pro,111.97,8.96
10495,2024-02-01,1635,pro,331.84,26.55
10496,2024-05-08,2567,plus,25.17,3.27
10497,2024-02-18,2141,standard,216.16,32.42
10498,2024-03-27,1078,standard,188.57,28.29
10499,2024-03-04,707,standard,46.21,6.93
10500,2024-01-13,393,standard,54.38,8.16
10501,2024-07-17,1725,standard,29.13,4.37
10502,2024-06-26,804,standard,59.98,9
10503,2024-10-21,1409,pro,95.2,11.42
10504,2024-02-05,2930,standard,101.87,15.28
10505,2024-07-15,1268,standard,129.18,19.38
10506,2024-07-21,2362,standard,132.39,19.86
10507,2024-01-14,2995,plus,305.52,39.72
10508,2024-08-30,2247,standard,27.13,4.07
10509,2024-04-18,1407,standard,167.65,25.15
10510,2024-09-23,2559,pro,57.27,4.58
10511,2024-08-16,2898,pro,65.97,5.28
10512,2024-09-21,1869,standard,24.44,3.67
10513,2024-09-08,2545,standard,21.98,3.3
10514,2024-05-19,876,standard,263.09,39.46
10515,2024-08-01,2652,standard,21.81,3.27
10516,2024-01-07,1082,standard,117.53,17.63
10517,2024-03-09,2374,plus,34.56,4.49
10518,2024-02-08,498,standard,22.5,3.38
10519,2024-02-10,218,plus,24.97,3.25
10520,2024-07-07,1204,pro,352.72,28.22
10521,2024-07-10,2044,pro,283.41,22.67
10522,2024-07-13,2823,pro,103.09,8.25
10523,2024-07-08,617,pro,191.59,15.33
10524,2024-06-04,2554,pro,167.15,20.06
10525,2024-03-12,2252,pro,53.1,4.25
10526,2024-03-18,2074,pro,253.95,20.32
10527,2024-08-11,2571,pro,21.31,1.7
10528,2024-02-02,611,standard,41.62,6.24
10529,2024-04-02,1334,pro,284.31,22.74
10530,2024-03-09,2367,plus,25.28,3.29
10531,2024-05-02,541,standard,216.31,32.45
10532,2024-09-13,2576,pro,35.68,2.85
10533,2024-03-16,2124,standard,31.43,4.71
10534,2024-10-04,2339,pro,31,3.72
10535,2024-04-05,361,plus,68.59,8.92
10536,2024-01-26,2348,standard,84.54,12.68
10537,2024-09-18,2144,pro,25.5,2.04
10538,2024-02-08,1208,pro,69.21,5.54
10539,2024-07-12,2373,plus,57.24,7.44
10540,2024-06-05,2629,plus,21.91,2.85
10541,2024-04-17,2417,standard,74.39,11.16
10542,2024-07-07,2862,pro,49.85,3.99
10543,2024-08-01,2744,pro,28.51,2.28
10544,2024-01-18,2654,plus,39.35,5.12
10545,2024-09-16,1956,standard,20.2,3.03
10546,2024-01-30,1347,standard,24.67,3.7
10547,2024-06-24,1382,plus,139.77,18.17
10548,2024-07-24,2766,pro,95.42,7.63
10549,2024-06-09,2713,pro,184.53,14.76
10550,2024-10-14,845,pro,89.93,7.19
10551,2024-07-13,2622,standard,175.25,26.29
10552,2024-06-12,2843,plus,335.16,43.57
10553,2024-05-02,2549,standard,392.13,58.82
10554,2024-08-01,1036,pro,68.31,5.46
10555,2024-06-23,1614,plus,56.37,7.33
10556,2024-06-07,2288,standard,151.97,22.8
10557,2024-07-01,2511,pro,37.6,3.01
10558,2024-09-10,2409,pro,162.79,13.02
10559,2024-04-24,1067,standard,283.32,42.5
10560,2024-10-12,1082,standard,256.71,38.51
10561,2024-06-26,1470,plus,43.78,5.69
10562,2024-05-07,2919,standard,162.81,24.42
10563,2024-04-14,1791,standard,47,7.05
10564,2024-02-07,2126,standard,241.83,36.27
10565,2024-06-14,2916,plus,53.81,7
10566,2024-09-26,79,pro,188.95,15.12
10567,2024-01-27,1190,pro,44.23,3.54
10568,2024-10-18,861,pro,94.65,11.36
10569,2024-02-11,2449,plus,83.34,10.83
10570,2024-08-01,1354,pro,71.1,5.69
10571,2024-01-16,1644,standard,71.24,10.69
10572,2024-09-23,2896,plus,24.16,3.14
10573,2024-01-23,275,plus,207.17,26.93
10574,2024-09-05,1459,pro,23.56,1.88
10575,2024-02-04,1440,plus,34.36,4.47
10576,2024-06-22,140,standard,187.52,28.13
10577,2024-05-10,2744,plus,58.58,7.62
10578,2024-03-05,2932,plus,26.4,3.43
10579,2024-03-01,1682,standard,239.28,35.89
10580,2024-06-20,1650,plus,38.96,5.06
10581,2024-06-09,1737,standard,263.99,39.6
10582,2024-09-21,1082,pro,222.95,17.84
10583,2024-01-07,347,standard,23.73,3.56
10584,2024-06-17,201,plus,361.87,47.04
10585,2024-09-04,2433,standard,101.73,15.26
10586,2024-01-06,2174,standard,58.78,8.82
10587,2024-04-14,2406,standard,177.65,26.65
10588,2024-09-18,2308,plus,155.14,20.17
10589,2024-02-13,2769,standard,199.53,29.93
10590,2024-04-24,460,pro,193.23,15.46
10591,2024-05-15,698,standard,220.12,33.02
10592,2024-07-08,1168,pro,341.23,27.3
10593,2024-03-17,2634,plus,388.24,50.47
10594,2024-10-07,2419,plus,164.96,21.44
10595,2024-07-01,2951,standard,137.24,20.59
10596,2024-06-04,785,standard,71.36,10.7
10597,2024-06-07,1591,standard,108.93,16.34
10598,2024-04-08,1312,standard,95.65,14.35
10599,2024-08-27,1154,pro,38.16,3.05
10600,2024-01-22,2229,plus,129.23,16.8
10601,2024-02-27,1672,standard,360.65,54.1
10602,2024-09-22,906,pro,304.28,24.34
10603,2024-10-25,2172,pro,79.19,6.34
10604,2024-01-03,1799,standard,318.06,47.71
10605,2024-06-09,2560,plus,36.59,4.76
10606,2024-01-05,1990,plus,98.86,12.85
10607,2024-07-26,2301,standard,48,7.2
10608,2024-10-27,540,standard,32.1,4.82
10609,2024-09-26,1176,pro,60.73,4.86
10610,2024-04-06,1030,pro,32.14,2.57
10611,2024-06-14,2165,pro,347.95,27.84
10612,2024-09-14,1372,standard,261.11,39.17
10613,2024-05-10,2492,plus,25.09,3.26
10614,2024-08-20,81,standard,134.7,20.2
10615,2024-03-31,141,standard,26.88,4.03
10616,2024-02-04,813,plus,38,4.94
10617,2024-10-18,1113,pro,339.61,40.75
10618,2024-08-09,801,plus,61.89,8.05
10619,2024-04-05,2227,plus,31.36,4.08
10620,2024-04-30,1012,standard,130.69,19.6
10621,2024-04-18,1911,plus,33.84,4.4
10622,2024-08-08,1204,standard,71.56,10.73
10623,2024-05-15,21,standard,399.58,59.94
10624,2024-01-28,2602,pro,127.88,15.35
10625,2024-03-14,1770,plus,126.58,16.46
10626,2024-03-01,2475,plus,63.91,8.31
10627,2024-01-28,1250,standard,138.49,20.77
10628,2024-03-03,2587,standard,153.45,23.02
10629,2024-02-01,2246,plus,203.64,26.47
10630,2024-07-17,993,pro,26.33,2.11
10631,2024-06-06,2995,plus,384.6,50
10632,2024-05-22,1261,pro,194.86,15.59
10633,2024-10-18,660,standard,40.48,6.07
10634,2024-01-01,1387,plus,129.26,16.8
10635,2024-01-04,2558,plus,104.47,13.58
10636,2024-01-04,1886,plus,144.3,18.76
10637,2024-03-05,963,standard,157.6,23.64
10638,2024-09-18,266,pro,188.22,15.06
10639,2024-03-08,629,plus,265.69,34.54
10640,2024-02-15,2609,standard,109.9,16.49
10641,2024-03-30,2374,standard,321.62,48.24
10642,2024-04-01,1959,plus,105.39,13.7
10643,2024-10-11,177,plus,26.57,3.45
10644,2024-03-07,1868,standard,57.82,8.67
10645,2024-04-25,2631,pro,290.97,23.28
10646,2024-02-18,2383,standard,266.82,40.02
10647,2024-02-03,2242,plus,20.78,2.7
10648,2024-05-04,260,plus,42.39,5.51
10649,2024-02-09,2367,standard,246.66,37
10650,2024-10-02,904,pro,279.19,22.34
10651,2024-07-28,543,pro,122.79,9.82
10652,2024-01-01,598,standard,81.79,12.27
10653,2024-03-02,929,standard,355.15,53.27
10654,2024-09-23,1789,plus,117.1,15.22
10655,2024-10-15,1581,pro,72,5.76
10656,2024-06-14,2663,pro,27.87,2.23
10657,2024-03-06,1683,standard,21.54,3.23
10658,2024-01-21,617,standard,42.33,6.35
10659,2024-01-09,1651,standard,361.07,54.16
10660,2024-09-26,1865,standard,37.1,5.57
10661,2024-02-21,590,pro,183.56,14.68
10662,2024-10-24,2751,plus,112.34,14.6
10663,2024-10-08,2940,pro,173.03,13.84
10664,2024-01-02,1811,standard,237.19,35.58
10665,2024-07-01,1619,pro,40.15,4.82
10666,2024-04-06,1745,standard,157.9,23.69
10667,2024-05-24,1636,plus,131.01,17.03
10668,2024-01-09,500,plus,141.31,18.37
10669,2024-01-13,1280,standard,183.7,27.55
10670,2024-02-29,2273,standard,335.88,50.38
10671,2024-06-26,1709,standard,175.62,26.34
10672,2024-02-06,650,standard,145.98,21.9
10673,2024-04-29,2323,standard,67.92,10.19
10674,2024-05-16,1957,standard,87.25,13.09
10675,2024-01-10,797,standard,21.49,3.22
10676,2024-09-20,2369,pro,171.66,20.6
10677,2024-05-28,417,plus,135.19,17.57
10678,2024-03-03,204,pro,231.19,18.5
10679,2024-07-15,366,pro,110.99,8.88
10680,2024-05-07,169,standard,172.07,25.81
10681,2024-08-29,2329,standard,58.72,8.81
10682,2024-05-30,891,plus,225.57,29.32
10683,2024-06-07,56,pro,23.12,1.85
10684,2024-06-19,1058,pro,255.8,20.46
10685,2024-01-26,2928,plus,130.43,16.96
10686,2024-10-20,537,pro,306.65,24.53
10687,2024-07-10,2905,pro,34.47,4.14
10688,2024-05-21,179,pro,339.62,27.17
10689,2024-06-07,2036,plus,270.24,35.13
10690,2024-08-17,2294,pro,75.64,9.08
10691,2024-10-20,1851,plus,32.46,4.22
10692,2024-08-24,1250,pro,392.8,31.42
10693,2024-06-15,1942,plus,263.58,34.27
10694,2024-01-14,888,plus,50.31,6.54
10695,2024-03-21,2701,standard,276.25,41.44
10696,2024-03-22,1779,standard,29.66,4.45
10697,2024-05-16,2116,standard,339.18,50.88
10698,2024-10-20,1349,standard,58.78,8.82
10699,2024-07-02,1475,plus,61.53,8
10700,2024-03-05,1784,plus,124.08,16.13
10701,2024-05-02,2419,standard,60.66,9.1
10702,2024-10-15,165,pro,159.16,12.73
10703,2024-08-08,2811,standard,57.34,8.6
10704,2024-03-22,2515,standard,165.96,24.89
10705,2024-07-14,2866,pro,37.54,3
10706,2024-05-13,2188,standard,40.63,6.09
10707,2024-08-23,1842,plus,35.95,4.67
10708,2024-06-09,1401,pro,46.56,3.72
10709,2024-09-02,722,pro,169.55,13.56
10710,2024-08-01,430,standard,46.81,7.02
10711,2024-07-30,2718,plus,234.93,30.54
10712,2024-09-22,2215,pro,81.95,6.56
10713,2024-07-23,1496,plus,193.79,25.19
10714,2024-04-07,2592,standard,57.61,8.64
10715,2024-07-22,702,standard,37.34,5.6
10716,2024-01-03,182,plus,58.96,7.66
10717,2024-09-15,1119,standard,36.08,5.41
10718,2024-03-23,2938,standard,48.89,7.33
10719,2024-03-06,2505,plus,28.51,3.71
10720,2024-06-28,1523,standard,59.22,8.88
10721,2024-03-10,2351,pro,184.48,14.76
10722,2024-09-29,2881,plus,96.17,12.5
10723,2024-09-04,1284,plus,157.45,20.47
10724,2024-07-03,2668,standard,141.82,21.27
10725,2024-01-13,228,standard,140.71,21.11
10726,2024-02-28,1375,standard,47.39,7.11
10727,2024-04-13,473,standard,255.25,38.29
10728,2024-07-12,2115,standard,39.8,5.97
10729,2024-01-16,1074,plus,78.25,10.17
10730,2024-10-26,2991,plus,141.66,18.42
10731,2024-05-07,1377,pro,48.56,3.88
10732,2024-08-08,1676,pro,207.35,16.59
10733,2024-02-12,2398,standard,27.9,4.18
10734,2024-03-13,2272,pro,131.18,10.49
10735,2024-07-22,2190,pro,143.27,11.46
10736,2024-03-07,2601,plus,100.5,13.07
10737,2024-03-04,2706,pro,185.64,14.85
10738,2024-04-11,2735,standard,23.02,3.45
10739,2024-05-29,2860,pro,21.04,1.68
10740,2024-05-09,2792,plus,299.6,38.95
10741,2024-04-21,29,standard,23.75,3.56
10742,2024-02-02,620,standard,270.61,40.59
10743,2024-07-06,1986,plus,188.5,24.51
10744,2024-03-29,2120,plus,301.3,39.17
10745,2024-07-16,1723,standard,115.26,17.29
10746,2024-02-04,2258,plus,22.77,2.96
10747,2024-09-10,2652,standard,48.77,7.32
10748,2024-03-15,2557,plus,376.04,48.89
10749,2024-09-11,2823,plus,37.84,4.92
10750,2024-02-29,657,standard,116.37,17.46
10751,2024-06-04,2878,pro,20.53,1.64
10752,2024-10-08,2617,pro,33.97,2.72
10753,2024-01-26,2011,standard,46.64,7
10754,2024-06-01,2671,standard,344.03,51.6
10755,2024-08-24,1114,pro,162.51,13
10756,2024-07-02,1343,standard,328.25,49.24
10757,2024-04-22,1984,standard,41.24,6.19
10758,2024-05-17,856,plus,311.27,40.47
10759,2024-06-17,2936,pro,68.23,5.46
10760,2024-03-16,812,pro,64.59,5.17
10761,2024-02-15,1778,standard,293.56,44.03
10762,2024-04-01,881,standard,47.76,7.16
10763,2024-08-24,881,plus,39.53,5.14
10764,2024-08-20,2912,standard,281.77,42.27
10765,2024-06-10,1342,standard,20.55,3.08
10766,2024-03-27,93,standard,58.01,8.7
10767,2024-06-07,2083,standard,396.56,59.48
10768,2024-09-15,2851,pro,223.32,17.87
10769,2024-10-11,403,standard,54.61,8.19
10770,2024-06-25,2604,standard,63.04,9.46
10771,2024-08-31,2134,pro,98.83,7.91
10772,2024-04-04,662,standard,271.79,40.77
10773,2024-02-05,1428,plus,67.42,8.76
10774,2024-05-26,1004,plus,173.52,22.56
10775,2024-04-13,2342,plus,125.45,16.31
10776,2024-10-04,1652,pro,22.44,1.8
10777,2024-09-07,223,pro,108.82,8.71
10778,2024-05-26,2563,plus,36.75,4.78
10779,2024-06-11,309,pro,52.92,4.23
10780,2024-03-09,1566,standard,135.47,20.32
10781,2024-08-31,2473,standard,177.14,26.57
10782,2024-03-31,1530,plus,313.47,40.75
10783,2024-05-09,1505,standard,55.23,8.28
10784,2024-08-15,928,pro,24.9,1.99
10785,2024-06-17,258,standard,380.32,57.05
10786,2024-10-17,882,plus,113.85,14.8
10787,2024-05-01,1243,standard,388.4,58.26
10788,2024-06-11,794,pro,108.46,8.68
10789,2024-03-12,2357,standard,131.58,19.74
10790,2024-05-24,1649,standard,22.71,3.41
10791,2024-09-23,1255,plus,287.12,37.33
10792,2024-01-01,1913,standard,39.7,5.96
10793,2024-07-30,2874,standard,363.38,54.51
10794,2024-08-01,1657,standard,161.88,24.28
10795,2024-04-24,2758,plus,83.71,10.88
10796,2024-06-07,22,plus,42.78,5.56
10797,2024-04-12,1488,pro,23.25,1.86
10798,2024-05-20,1300,plus,213.2,27.72
10799,2024-05-19,2715,pro,24.36,1.95
10800,2024-04-12,758,pro,145.66,11.65
10801,2024-05-06,381,standard,257.41,38.61
10802,2024-01-14,2722,standard,303.96,45.59
10803,2024-07-21,2683,plus,25.92,3.37
10804,2024-05-15,430,standard,57.09,8.56
10805,2024-10-22,2620,pro,24.1,1.93
10806,2024-06-21,1484,pro,33.9,2.71
10807,2024-04-25,1442,standard,46.57,6.99
10808,2024-08-28,2626,plus,83.97,10.92
10809,2024-06-04,1571,standard,24.05,3.61
10810,2024-10-11,603,pro,345.35,27.63
10811,2024-02-09,314,standard,72.84,10.93
10812,2024-09-28,391,plus,340.61,44.28
10813,2024-10-17,2608,pro,100.3,8.02
10814,2024-03-24,2563,pro,52.42,4.19
10815,2024-10-06,2850,pro,267.15,21.37
10816,2024-06-28,1471,standard,188.69,28.3
10817,2024-09-03,2192,standard,60.86,9.13
10818,2024-01-23,1652,pro,157.26,18.87
10819,2024-06-14,306,plus,28.68,3.73
10820,2024-07-22,840,pro,96.88,7.75
10821,2024-03-27,102,pro,240.88,19.27
10822,2024-06-18,2742,standard,373.34,56
10823,2024-09-21,1078,pro,55.85,4.47
10824,2024-06-15,507,standard,101.09,15.16
10825,2024-09-16,1363,standard,134.19,20.13
10826,2024-10-02,373,plus,403.27,52.43
10827,2024-08-07,1015,standard,159.2,23.88
10828,2024-03-05,337,standard,162.65,24.4
10829,2024-08-11,1181,plus,22.56,2.93
10830,2024-03-30,2737,standard,279.3,41.9
10831,2024-08-13,2293,pro,124.17,9.93
10832,2024-01-25,1359,standard,270.33,40.55
10833,2024-09-28,918,plus,25.16,3.27
10834,2024-10-11,2940,standard,86.02,12.9
10835,2024-04-21,259,pro,51.43,4.11
10836,2024-07-06,813,standard,193.24,28.99
10837,2024-09-08,1915,standard,30.76,4.61
10838,2024-08-06,1635,standard,395.8,59.37
10839,2024-09-07,2428,standard,198.67,29.8
10840,2024-08-06,904,standard,82.51,12.38
10841,2024-03-05,2698,standard,30.9,4.64
10842,2024-09-24,2896,pro,68.76,5.5
10843,2024-08-25,539,pro,113.38,9.07
