po_id,supplier,created_date,promised_date,received_date,value,on_time
3409,Initech  Ltd.,2024-01-01,2024-02-10,2024-02-07,57339,1
3410,Stark,2024-02-14,2024-03-09,2024-03-04,47695,1
3411,Globex,2024-08-20,2024-09-30,2024-09-28,43660,1
3412,Stark Limited,2024-03-22,2024-05-03,2024-05-03,76844,1
3413,STARK,2024-06-13,2024-07-13,2024-07-10,38057,1
3414,Soylent,2024-08-10,2024-08-30,2024-08-29,4718,1
3415,GLOBEX,2024-04-07,2024-05-08,2024-05-28,36861,0
3416,Stark Limited,2024-05-24,2024-06-08,2024-06-03,68225,1
3417,Stark Limited,2024-08-26,2024-09-03,2024-09-02,71450,1
3418,Acme Limited,2024-03-22,2024-04-17,2024-04-12,49862,1
3419,Soylent Limited,2024-07-14,2024-08-09,2024-08-13,34845,0
3420,Stark,2024-01-16,2024-02-23,2024-03-12,88821,0
3421,Initech  Ltd.,2024-09-29,2024-10-16,2024-10-14,45304,1
3422,Umbrella,2024-03-11,2024-03-31,2024-03-26,60073,1
3423,Globex,2024-03-03,2024-03-23,2024-03-19,4412,1
3424,Globex Ltd,2024-01-08,2024-01-18,2024-01-19,27467,0
3425,UMBRELLA,2024-02-10,2024-03-04,2024-03-03,50180,1
3426,Soylent Ltd,2024-08-03,2024-09-09,2024-09-09,70324,1
3427,Soylent  Ltd.,2024-06-07,2024-06-15,2024-06-12,25633,1
3428,Soylent,2024-01-06,2024-01-14,2024-01-21,20523,0
3429,Initech,2024-08-27,2024-09-26,2024-09-21,21409,1
3430,Globex Limited,2024-04-19,2024-05-07,2024-05-03,5109,1
3431,Soylent Limited,2024-03-08,2024-04-01,2024-03-31,23351,1
3432,Soylent  Ltd.,2024-03-08,2024-03-18,2024-03-16,4371,1
3433,Stark,2024-03-28,2024-05-11,2024-05-09,7599,1
3434,Initech Ltd,2024-05-05,2024-06-14,2024-06-11,36448,1
3435,Globex Limited,2024-10-23,2024-11-20,2024-11-26,35687,0
3436,Stark  Ltd.,2024-05-05,2024-05-20,2024-05-15,73416,1
3437,Soylent,2024-02-01,2024-03-06,2024-03-02,81132,1
3438,Stark Limited,2024-07-23,2024-09-03,2024-09-15,46884,0
3439,Initech Limited,2024-06-23,2024-07-08,2024-07-21,35031,0
3440,Initech,2024-10-10,2024-11-22,2024-11-21,32586,1
3441,Acme  Ltd.,2024-08-25,2024-10-09,2024-10-08,69658,1
3442,Stark Ltd,2024-06-12,2024-07-08,2024-07-04,76981,1
3443,Globex,2024-09-15,2024-10-06,2024-10-03,17549,1
3444,Stark Ltd,2024-08-08,2024-08-23,2024-08-20,23835,1
3445,Initech  Ltd.,2024-10-22,2024-10-29,2024-10-25,3605,1
3446,Acme,2024-10-21,2024-11-01,2024-10-31,56828,1
3447,Stark Ltd,2024-08-10,2024-08-18,2024-08-14,3179,1
3448,INITECH,2024-03-29,2024-04-29,2024-04-24,78638,1
3449,Soylent  Ltd.,2024-04-29,2024-05-06,2024-05-06,26674,1
3450,Initech Ltd,2024-06-08,2024-07-14,2024-07-12,74539,1
3451,INITECH,2024-03-09,2024-03-20,2024-03-19,35634,1
3452,Soylent Ltd,2024-07-31,2024-08-13,2024-08-13,28493,1
3453,SOYLENT,2024-09-04,2024-09-17,2024-09-12,37839,1
3454,INITECH,2024-04-05,2024-04-13,2024-04-14,18247,0
3455,Umbrella,2024-05-01,2024-06-01,2024-05-31,3399,1
3456,UMBRELLA,2024-07-11,2024-08-01,2024-07-28,41924,1
3457,Stark  Ltd.,2024-02-09,2024-03-16,2024-03-13,49347,1
3458,Stark  Ltd.,2024-01-15,2024-02-28,2024-02-27,23615,1
3459,Globex Limited,2024-05-08,2024-06-06,2024-06-16,87233,0
3460,INITECH,2024-04-09,2024-04-30,2024-04-28,87478,1
3461,Stark  Ltd.,2024-03-22,2024-03-30,2024-03-27,7718,1
3462,SOYLENT,2024-10-26,2024-10-23,2024-10-22,43389,1
3463,Soylent Limited,2024-10-22,2024-11-26,2024-11-24,16943,1
3464,Globex Limited,2024-08-01,2024-08-19,2024-08-18,49453,1
3465,Initech Ltd,2024-03-24,2024-03-15,2024-03-14,16261,1
3466,Acme  Ltd.,2024-02-28,2024-03-17,2024-03-12,52593,1
3467,ACME,2024-08-18,2024-09-30,2024-10-06,81740,0
3468,Stark Limited,2024-04-26,2024-05-15,2024-05-15,30786,1
3469,Globex  Ltd.,2024-02-11,2024-03-17,2024-03-21,10671,0
3470,Umbrella,2024-01-26,2024-02-03,2024-02-01,24093,1
3471,Initech Ltd,2024-10-25,2024-12-07,2024-12-05,81752,1
3472,Acme Ltd,2024-09-15,2024-10-26,2024-10-25,10937,1
3473,GLOBEX,2024-03-16,2024-04-09,2024-04-11,30468,0
3474,Umbrella Limited,2024-05-16,2024-05-28,2024-05-26,33460,1
3475,Stark Ltd,2024-05-09,2024-05-21,2024-05-21,83951,1
3476,Soylent Ltd,2024-06-28,2024-07-13,2024-07-13,68861,1
3477,Soylent  Ltd.,2024-05-05,2024-05-30,2024-05-29,26806,1
3478,Soylent  Ltd.,2024-08-28,2024-09-21,2024-09-16,79744,1
3479,GLOBEX,2024-04-02,2024-05-16,2024-05-29,56970,0
3480,Acme Ltd,2024-02-26,2024-03-22,2024-03-20,64460,1
3481,ACME,2024-03-04,2024-04-12,2024-04-10,30547,1
3482,GLOBEX,2024-04-03,2024-05-16,2024-05-14,17952,1
3483,Acme Ltd,2024-01-18,2024-02-13,2024-02-11,49155,1
3484,Soylent,2024-10-09,2024-11-21,2024-11-20,71601,1
3485,Initech  Ltd.,2024-05-07,2024-05-21,2024-05-17,62767,1
3486,Stark Ltd,2024-09-24,2024-10-27,2024-11-04,6559,0
3487,Acme  Ltd.,2024-04-06,2024-04-30,2024-04-30,9559,1
3488,Acme  Ltd.,2024-09-10,2024-09-18,2024-09-18,20110,1
3489,Umbrella Ltd,2024-01-12,2024-02-19,2024-02-16,45252,1
3490,Soylent  Ltd.,2024-02-11,2024-03-27,2024-04-04,59997,0
3491,Stark,2024-10-08,2024-10-21,2024-10-17,56452,1
3492,Soylent,2024-06-29,2024-07-19,2024-07-19,53777,1
3493,Soylent Ltd,2024-03-16,2024-04-14,2024-04-13,68998,1
3494,Stark Ltd,2024-04-16,2024-05-01,2024-04-26,48658,1
3495,Umbrella Limited,2024-10-09,2024-11-09,2024-11-05,29807,1
3496,Umbrella,2024-07-06,2024-08-04,2024-08-02,82849,1
3497,Stark,2024-05-16,2024-05-26,2024-05-31,36214,0
3498,Soylent  Ltd.,2024-06-15,2024-07-27,2024-07-25,56896,1
3499,Acme Ltd,2024-06-24,2024-07-19,2024-07-19,28315,1
3500,GLOBEX,2024-01-06,2024-02-05,2024-02-04,52535,1
3501,SOYLENT,2024-03-14,2024-04-11,2024-04-10,18317,1
3502,Umbrella Ltd,2024-05-13,2024-06-17,2024-06-16,25026,1
3503,Globex  Ltd.,2024-04-04,2024-05-19,2024-05-27,51375,0
3504,Umbrella Ltd,2024-06-29,2024-07-22,2024-08-04,32507,0
3505,Stark Limited,2024-05-06,2024-06-13,2024-06-13,76938,1
3506,Soylent  Ltd.,2024-05-10,2024-06-06,2024-06-02,17826,1
3507,Globex  Ltd.,2024-08-23,2024-09-01,2024-09-07,88596,0
3508,Umbrella Ltd,2024-09-20,2024-10-02,2024-09-28,37896,1
3509,INITECH,2024-10-25,2024-11-13,2024-11-13,84917,1
3510,Umbrella Ltd,2024-07-13,2024-07-28,2024-07-28,45531,1
3511,Globex Limited,2024-09-11,2024-09-28,2024-09-27,30298,1
3512,Acme,2024-01-23,2024-02-01,2024-01-29,29295,1
3513,ACME,2024-02-17,2024-03-04,2024-03-04,84305,1
3514,Stark  Ltd.,2024-09-28,2024-11-10,2024-11-07,63841,1
3515,Umbrella Ltd,2024-06-17,2024-07-24,2024-07-24,25515,1
3516,Initech  Ltd.,2024-02-02,2024-03-02,2024-03-02,2256,1
3517,GLOBEX,2024-04-09,2024-04-27,2024-04-25,17864,1
3518,Acme Limited,2024-08-04,2024-09-14,2024-09-11,63412,1
3519,Initech  Ltd.,2024-02-27,2024-03-23,2024-03-18,34489,1
3520,INITECH,2024-07-02,2024-07-19,2024-07-19,76796,1
3521,Umbrella Ltd,2024-02-07,2024-03-21,2024-03-18,87070,1
3522,ACME,2024-04-07,2024-05-01,2024-04-26,69866,1
3523,Initech Limited,2024-02-29,2024-04-06,2024-04-03,7674,1
3524,Soylent Ltd,2024-09-27,2024-11-05,2024-11-03,49888,1
3525,Soylent Limited,2024-04-16,2024-04-29,2024-04-29,36104,1
3526,Initech,2024-07-15,2024-07-28,2024-07-23,54282,1
3527,Soylent Ltd,2024-03-16,2024-04-24,2024-04-24,64735,1
3528,Initech Ltd,2024-01-04,2024-01-14,2024-01-14,21968,1
3529,Soylent Limited,2024-01-13,2024-02-16,2024-02-16,46863,1
3530,Acme,2024-04-09,2024-05-12,2024-05-09,22704,1
3531,Globex,2024-03-07,2024-03-29,2024-03-29,47047,1
3532,Acme Limited,2024-07-24,2024-08-01,2024-08-18,38934,0
3533,Stark Ltd,2024-05-02,2024-06-11,2024-06-10,22952,1
3534,STARK,2024-07-28,2024-09-04,2024-08-30,16133,1
3535,Initech Ltd,2024-02-23,2024-04-03,2024-03-30,54697,1
3536,Soylent  Ltd.,2024-04-14,2024-05-21,2024-05-20,2645,1
3537,STARK,2024-09-20,2024-10-20,2024-10-17,37190,1
3538,ACME,2024-08-24,2024-09-17,2024-09-13,21033,1
3539,Acme Limited,2024-05-02,2024-05-18,2024-05-16,88482,1
3540,Umbrella Ltd,2024-02-13,2024-03-14,2024-03-14,28918,1
3541,Acme Limited,2024-01-23,2024-02-19,2024-02-28,63104,0
3542,UMBRELLA,2024-04-13,2024-05-18,2024-05-18,58828,1
3543,Stark Limited,2024-04-24,2024-05-11,2024-05-11,49911,1
3544,Umbrella Ltd,2024-10-03,2024-11-12,2024-11-12,89536,1
3545,STARK,2024-09-09,2024-10-22,2024-10-17,64432,1
3546,Soylent Limited,2024-09-02,2024-10-12,2024-10-07,6904,1
3547,Stark,2024-08-24,2024-09-08,2024-09-07,9703,1
3548,Acme,2024-03-06,2024-03-19,2024-03-15,12236,1
3549,Globex  Ltd.,2024-03-01,2024-04-02,2024-04-07,84625,0
3550,Initech Ltd,2024-04-14,2024-04-28,2024-05-15,46108,0
3551,Stark Limited,2024-06-02,2024-06-11,2024-06-07,28790,1
3552,Initech Ltd,2024-03-28,2024-03-22,2024-03-21,72711,1
3553,Initech Ltd,2024-03-16,2024-04-11,2024-04-07,36309,1
3554,Stark  Ltd.,2024-03-16,2024-04-21,2024-04-19,4640,1
3555,Acme  Ltd.,2024-05-08,2024-06-07,2024-06-03,55384,1
3556,Soylent,2024-07-06,2024-07-30,2024-07-31,33407,0
3557,SOYLENT,2024-09-23,2024-10-18,2024-10-16,66263,1
3558,Initech  Ltd.,2024-07-14,2024-08-07,2024-08-05,33660,1
3559,Acme Limited,2024-06-04,2024-06-02,2024-05-30,26888,1
3560,Globex Limited,2024-10-25,2024-11-22,2024-11-17,36907,1
3561,Globex Ltd,2024-01-28,2024-02-18,2024-02-22,4392,0
3562,Initech,2024-07-22,2024-08-20,2024-08-20,14587,1
3563,Initech Ltd,2024-01-22,2024-02-27,2024-03-07,27759,0
3564,Globex,2024-07-27,2024-08-11,2024-08-10,86335,1
3565,Initech,2024-09-27,2024-11-09,2024-11-09,80144,1
3566,Umbrella  Ltd.,2024-02-17,2024-03-25,2024-03-23,54249,1
3567,Initech,2024-06-06,2024-07-11,2024-07-11,74867,1
3568,Stark Limited,2024-05-09,2024-05-22,2024-05-19,11392,1
3569,Initech Ltd,2024-08-27,2024-09-09,2024-09-08,40006,1
3570,Globex Limited,2024-05-08,2024-06-21,2024-07-09,78885,0
3571,Acme Ltd,2024-08-17,2024-09-08,2024-09-03,34495,1
3572,Globex,2024-10-02,2024-10-27,2024-11-16,53495,0
3573,Initech  Ltd.,2024-01-02,2024-02-13,2024-02-17,64213,0
3574,Soylent Limited,2024-09-12,2024-10-21,2024-10-17,39736,1
3575,Soylent Limited,2024-10-05,2024-10-30,2024-10-30,87579,1
3576,Umbrella Limited,2024-07-21,2024-07-28,2024-07-24,7957,1
3577,Acme Limited,2024-01-25,2024-02-12,2024-02-07,21147,1
3578,Stark Ltd,2024-07-06,2024-08-16,2024-08-14,68442,1
3579,Umbrella Ltd,2024-05-23,2024-07-06,2024-07-06,13699,1
3580,Acme Ltd,2024-01-19,2024-02-09,2024-02-09,29493,1
3581,STARK,2024-09-27,2024-10-29,2024-10-29,4340,1
3582,Umbrella Ltd,2024-08-20,2024-09-10,2024-09-26,29538,0
3583,ACME,2024-03-04,2024-03-15,2024-03-10,86089,1
3584,Soylent,2024-03-24,2024-05-06,2024-05-05,5714,1
3585,Soylent Ltd,2024-07-20,2024-08-21,2024-08-21,63973,1
3586,INITECH,2024-02-14,2024-03-03,2024-03-09,57463,0
3587,Acme  Ltd.,2024-03-15,2024-03-12,2024-03-07,88371,1
3588,Globex Ltd,2024-09-17,2024-10-17,2024-10-17,56395,1
3589,GLOBEX,2024-03-01,2024-04-09,2024-04-16,29295,0
3590,Globex Limited,2024-05-08,2024-06-15,2024-06-14,36160,1
3591,Globex,2024-07-26,2024-08-28,2024-09-03,18926,0
3592,Umbrella,2024-01-23,2024-02-29,2024-02-29,86361,1
3593,Soylent Limited,2024-05-13,2024-06-17,2024-06-15,35278,1
3594,Stark,2024-04-12,2024-04-22,2024-04-19,18465,1
3595,Umbrella Ltd,2024-10-20,2024-10-30,2024-10-28,32329,1
3596,Umbrella,2024-03-14,2024-03-22,2024-03-17,14266,1
3597,Acme  Ltd.,2024-09-04,2024-10-02,2024-10-01,12741,1
3598,Globex Limited,2024-04-12,2024-05-13,2024-05-12,72099,1
3599,Globex Ltd,2024-06-26,2024-07-22,2024-07-19,11078,1
3600,Globex,2024-09-01,2024-09-19,2024-09-27,79561,0
3601,UMBRELLA,2024-01-12,2024-02-11,2024-02-10,77025,1
3602,GLOBEX,2024-05-31,2024-07-03,2024-06-28,65228,1
3603,Umbrella Ltd,2024-02-05,2024-03-09,2024-03-07,79603,1
3604,Globex Ltd,2024-10-26,2024-11-22,2024-11-21,2874,1
3605,Globex,2024-01-17,2024-02-15,2024-02-12,48394,1
3606,Globex Ltd,2024-07-20,2024-08-11,2024-08-11,63194,1
3607,Umbrella Ltd,2024-04-30,2024-06-10,2024-06-10,67259,1
3608,Initech  Ltd.,2024-08-18,2024-09-16,2024-09-14,60016,1
3609,Initech Ltd,2024-01-31,2024-03-05,2024-03-05,78549,1
3610,Stark Ltd,2024-05-16,2024-06-25,2024-06-24,60023,1
3611,Soylent,2024-06-16,2024-07-20,2024-07-20,45334,1
3612,Globex Limited,2024-09-19,2024-10-09,2024-10-05,7973,1
3613,Initech,2024-07-23,2024-08-23,2024-08-20,24115,1
3614,Umbrella  Ltd.,2024-03-08,2024-03-22,2024-03-21,67918,1
3615,Globex,2024-10-16,2024-11-03,2024-10-30,58546,1
3616,Stark Limited,2024-09-03,2024-10-01,2024-09-30,69416,1
3617,Soylent Ltd,2024-06-12,2024-07-04,2024-07-03,73151,1
3618,ACME,2024-02-08,2024-02-28,2024-02-26,27761,1
3619,Acme Ltd,2024-03-20,2024-04-04,2024-03-31,35542,1
3620,Initech,2024-09-20,2024-11-04,2024-11-02,37692,1
3621,Stark,2024-08-07,2024-09-04,2024-08-30,29142,1
3622,Initech Ltd,2024-01-22,2024-02-10,2024-02-07,77616,1
3623,Umbrella  Ltd.,2024-04-21,2024-05-16,2024-05-15,57399,1
3624,Stark,2024-01-27,2024-02-15,2024-02-13,82328,1
3625,Globex,2024-06-06,2024-06-18,2024-06-26,27005,0
3626,UMBRELLA,2024-08-05,2024-08-13,2024-08-11,15725,1
3627,Stark  Ltd.,2024-05-18,2024-06-16,2024-06-11,89122,1
3628,Soylent  Ltd.,2024-03-18,2024-04-03,2024-04-08,33032,0
3629,ACME,2024-05-26,2024-06-24,2024-06-19,85588,1
3630,SOYLENT,2024-06-06,2024-06-27,2024-06-24,16512,1
3631,STARK,2024-10-19,2024-11-12,2024-11-17,69148,0
3632,INITECH,2024-10-14,2024-11-02,2024-10-30,6192,1
3633,Acme  Ltd.,2024-05-13,2024-06-19,2024-06-18,18164,1
3634,GLOBEX,2024-07-21,2024-08-03,2024-08-18,4077,0
3635,Stark Limited,2024-07-04,2024-07-27,2024-07-23,88342,1
3636,Soylent  Ltd.,2024-06-04,2024-06-15,2024-06-12,46874,1
3637,STARK,2024-05-25,2024-06-05,2024-06-02,58940,1
3638,Initech  Ltd.,2024-02-12,2024-02-26,2024-02-23,10203,1
3639,ACME,2024-04-18,2024-05-09,2024-05-06,31999,1
3640,GLOBEX,2024-01-14,2024-01-26,2024-01-26,39324,1
3641,Initech  Ltd.,2024-10-16,2024-11-05,2024-11-23,57551,0
3642,Stark Limited,2024-07-18,2024-07-31,2024-07-27,84851,1
3643,Acme  Ltd.,2024-05-15,2024-06-13,2024-07-03,27345,0
3644,Stark,2024-05-02,2024-06-11,2024-06-10,64970,1
3645,Soylent  Ltd.,2024-05-31,2024-07-08,2024-07-07,16062,1
3646,Umbrella Limited,2024-08-10,2024-09-18,2024-09-18,27661,1
3647,Acme,2024-04-25,2024-06-01,2024-05-27,85535,1
3648,ACME,2024-03-11,2024-04-13,2024-04-09,44416,1
3649,Stark  Ltd.,2024-10-25,2024-11-06,2024-11-03,88968,1
3650,Globex Ltd,2024-07-10,2024-08-15,2024-08-13,14455,1
3651,Globex Ltd,2024-10-07,2024-10-20,2024-10-19,12152,1
3652,Initech Ltd,2024-10-06,2024-11-20,2024-11-15,5948,1
3653,Umbrella Ltd,2024-06-22,2024-07-21,2024-07-20,46191,1
3654,Stark Ltd,2024-04-25,2024-05-25,2024-05-23,60234,1
3655,Acme,2024-02-09,2024-03-02,2024-03-01,33712,1
3656,Soylent Limited,2024-07-14,2024-07-24,2024-07-20,85533,1
3657,UMBRELLA,2024-07-24,2024-08-27,2024-08-22,78588,1
3658,Soylent Limited,2024-08-23,2024-10-03,2024-10-20,19175,0
3659,Stark Limited,2024-03-25,2024-04-22,2024-04-17,81657,1
3660,Globex Limited,2024-04-08,2024-04-25,2024-05-15,79314,0
3661,Stark Limited,2024-10-24,2024-11-23,2024-11-23,81941,1
3662,Stark Limited,2024-04-26,2024-05-07,2024-05-05,32142,1
3663,Soylent  Ltd.,2024-10-12,2024-10-25,2024-10-22,60861,1
3664,SOYLENT,2024-07-18,2024-08-23,2024-08-18,70116,1
3665,Acme Ltd,2024-05-13,2024-06-21,2024-06-17,14962,1
3666,Stark  Ltd.,2024-06-09,2024-07-14,2024-07-13,79172,1
3667,Soylent  Ltd.,2024-10-17,2024-11-04,2024-11-04,28627,1
3668,Stark Limited,2024-02-03,2024-03-09,2024-03-22,69444,0
3669,Globex,2024-03-21,2024-04-09,2024-04-29,78298,0
3670,Umbrella Ltd,2024-04-03,2024-04-16,2024-04-11,68984,1
3671,Umbrella Ltd,2024-05-10,2024-05-31,2024-05-26,15689,1
3672,Umbrella Limited,2024-09-29,2024-10-17,2024-10-17,17480,1
3673,Stark Limited,2024-10-08,2024-11-05,2024-10-31,88018,1
3674,Initech Limited,2024-06-24,2024-07-31,2024-07-30,17977,1
3675,Soylent,2024-08-01,2024-08-20,2024-08-16,26208,1
3676,Stark Ltd,2024-01-09,2024-02-08,2024-02-05,51591,1
3677,Soylent,2024-02-29,2024-03-21,2024-03-16,12624,1
3678,ACME,2024-10-19,2024-11-28,2024-11-27,50231,1
3679,Soylent Ltd,2024-05-08,2024-06-02,2024-06-01,37778,1
3680,STARK,2024-03-15,2024-04-15,2024-04-15,58819,1
3681,Soylent Ltd,2024-01-20,2024-02-02,2024-01-28,62552,1
3682,Acme Limited,2024-09-18,2024-10-22,2024-10-18,39503,1
3683,Soylent Ltd,2024-05-24,2024-05-22,2024-05-22,11638,1
3684,Stark,2024-05-03,2024-05-29,2024-05-27,36279,1
3685,ACME,2024-07-31,2024-08-31,2024-08-27,11929,1
3686,Soylent Limited,2024-05-30,2024-06-19,2024-06-16,32627,1
3687,Globex,2024-03-02,2024-04-12,2024-04-17,80231,0
3688,UMBRELLA,2024-09-20,2024-10-08,2024-10-03,14810,1
3689,INITECH,2024-03-11,2024-03-27,2024-03-22,62878,1
3690,Acme Limited,2024-05-14,2024-06-12,2024-06-12,13455,1
3691,Stark Limited,2024-08-16,2024-09-05,2024-08-31,75496,1
3692,Acme Limited,2024-10-06,2024-10-29,2024-10-26,85144,1
3693,Globex Ltd,2024-05-18,2024-06-21,2024-06-17,16337,1
3694,Soylent,2024-07-18,2024-08-22,2024-08-25,4761,0
3695,Acme Limited,2024-06-09,2024-06-20,2024-06-17,64132,1
3696,SOYLENT,2024-05-07,2024-05-30,2024-05-25,31840,1
3697,Globex,2024-06-09,2024-06-03,2024-06-03,55530,1
3698,Acme Ltd,2024-03-17,2024-03-31,2024-04-15,18750,0
3699,Globex,2024-09-17,2024-10-19,2024-10-17,13582,1
3700,Stark,2024-02-26,2024-03-25,2024-03-22,77259,1
3701,Initech,2024-08-20,2024-08-30,2024-08-29,62357,1
3702,Globex,2024-01-14,2024-02-13,2024-02-11,82377,1
3703,Soylent  Ltd.,2024-01-28,2024-03-12,2024-03-31,789,0
3704,INITECH,2024-01-12,2024-01-27,2024-01-24,22049,1
3705,Acme,2024-10-13,2024-11-16,2024-11-14,57577,1
3706,Globex Limited,2024-04-13,2024-05-01,2024-05-07,14713,0
3707,Initech  Ltd.,2024-03-06,2024-03-13,2024-03-11,24139,1
3708,Soylent Ltd,2024-07-20,2024-07-15,2024-07-11,74458,1
3709,Globex,2024-10-23,2024-11-22,2024-11-17,88344,1
3710,ACME,2024-04-12,2024-05-12,2024-05-11,14717,1
3711,Globex Limited,2024-06-03,2024-06-16,2024-06-29,82612,0
3712,Globex,2024-10-09,2024-10-16,2024-10-16,74697,1
3713,Globex,2024-07-02,2024-07-14,2024-07-14,79820,1
3714,Stark Limited,2024-09-26,2024-10-18,2024-10-14,87632,1
3715,Umbrella Ltd,2024-07-24,2024-08-12,2024-08-09,36310,1
3716,Acme,2024-09-02,2024-10-11,2024-10-09,44872,1
3717,Soylent,2024-09-18,2024-10-06,2024-10-06,24586,1
3718,Soylent  Ltd.,2024-02-28,2024-03-17,2024-03-14,11971,1
3719,Soylent Limited,2024-04-12,2024-04-03,2024-03-31,45615,1
3720,Acme  Ltd.,2024-08-15,2024-09-11,2024-09-09,48219,1
3721,Umbrella  Ltd.,2024-02-18,2024-03-06,2024-03-10,47159,0
3722,Initech Limited,2024-03-27,2024-05-01,2024-04-30,5221,1
3723,GLOBEX,2024-05-04,2024-06-12,2024-06-07,3346,1
3724,Soylent  Ltd.,2024-01-19,2024-01-29,2024-01-25,83476,1
3725,Initech Ltd,2024-04-14,2024-05-11,2024-05-09,74624,1
3726,Soylent Ltd,2024-05-14,2024-06-03,2024-06-22,28661,0
3727,Globex Ltd,2024-01-22,2024-02-18,2024-02-18,12828,1
3728,Initech,2024-01-18,2024-01-27,2024-01-25,64456,1
3729,ACME,2024-10-21,2024-11-05,2024-11-02,39412,1
3730,Initech,2024-09-07,2024-09-28,2024-09-26,70264,1
3731,Initech,2024-08-29,2024-10-11,2024-10-07,23158,1
3732,INITECH,2024-01-22,2024-02-29,2024-02-29,11927,1
3733,Stark,2024-07-27,2024-09-05,2024-09-05,89902,1
3734,Globex Ltd,2024-06-07,2024-06-16,2024-06-16,14450,1
3735,Globex Limited,2024-03-18,2024-04-20,2024-04-17,68742,1
3736,Stark  Ltd.,2024-05-12,2024-06-23,2024-07-03,76715,0
3737,UMBRELLA,2024-07-12,2024-08-12,2024-08-08,12272,1
3738,Umbrella  Ltd.,2024-07-07,2024-08-17,2024-08-14,54698,1
3739,Initech,2024-06-27,2024-07-06,2024-07-02,787,1
3740,STARK,2024-06-04,2024-06-17,2024-06-15,2695,1
3741,Acme Ltd,2024-05-31,2024-06-25,2024-07-12,36010,0
3742,INITECH,2024-03-12,2024-04-04,2024-04-17,67037,0
3743,Globex Ltd,2024-05-27,2024-06-06,2024-06-05,24306,1
3744,UMBRELLA,2024-07-20,2024-08-17,2024-08-15,21803,1
3745,Umbrella Ltd,2024-05-17,2024-06-29,2024-06-25,28406,1
3746,Soylent Limited,2024-05-28,2024-06-24,2024-06-22,57552,1
3747,ACME,2024-02-12,2024-03-07,2024-03-02,71619,1
3748,Umbrella,2024-03-25,2024-04-10,2024-04-06,48526,1
3749,Globex,2024-03-01,2024-03-22,2024-03-17,31555,1
3750,Globex  Ltd.,2024-06-10,2024-06-27,2024-06-25,72883,1
3751,Globex Ltd,2024-03-18,2024-04-14,2024-04-13,70845,1
3752,Soylent Limited,2024-08-16,2024-09-18,2024-09-17,37906,1
3753,Soylent,2024-10-16,2024-11-20,2024-11-17,83357,1
3754,Soylent Ltd,2024-06-05,2024-07-15,2024-07-13,21226,1
3755,Soylent  Ltd.,2024-01-19,2024-02-13,2024-02-10,35414,1
3756,Umbrella  Ltd.,2024-06-03,2024-06-25,2024-06-25,75040,1
3757,Stark Ltd,2024-05-19,2024-06-25,2024-06-21,38516,1
3758,Umbrella Ltd,2024-07-05,2024-08-11,2024-08-11,30329,1
3759,Umbrella Limited,2024-03-29,2024-04-07,2024-04-03,64056,1
3760,Stark Ltd,2024-10-20,2024-11-05,2024-11-19,17080,0
3761,Umbrella Ltd,2024-10-15,2024-11-26,2024-11-21,16041,1
3762,UMBRELLA,2024-01-09,2024-01-07,2024-01-02,66342,1
3763,Stark Ltd,2024-09-12,2024-10-15,2024-10-11,67092,1
3764,Umbrella Limited,2024-03-05,2024-03-20,2024-03-19,21915,1
3765,Initech Ltd,2024-03-11,2024-04-10,2024-04-08,72523,1
3766,ACME,2024-04-16,2024-04-30,2024-04-27,73559,1
3767,Soylent Limited,2024-01-06,2024-02-20,2024-02-16,72437,1
3768,GLOBEX,2024-06-01,2024-06-25,2024-07-07,34025,0
3769,Umbrella Limited,2024-06-21,2024-07-04,2024-07-01,63174,1
3770,Acme Limited,2024-10-07,2024-11-08,2024-11-04,51082,1
3771,Initech  Ltd.,2024-05-31,2024-06-09,2024-06-15,88013,0
3772,Globex,2024-06-08,2024-06-26,2024-07-11,31351,0
3773,Soylent  Ltd.,2024-05-16,2024-06-17,2024-06-14,19006,1
3774,Umbrella Ltd,2024-07-14,2024-07-28,2024-07-23,48656,1
3775,Soylent Ltd,2024-10-06,2024-11-02,2024-10-30,54834,1
3776,Stark,2024-09-28,2024-10-10,2024-10-05,36364,1
3777,GLOBEX,2024-01-31,2024-02-25,2024-02-22,55139,1
3778,Umbrella,2024-10-19,2024-11-07,2024-11-22,16733,0
3779,ACME,2024-07-06,2024-07-14,2024-07-12,38375,1
3780,Initech,2024-05-11,2024-05-19,2024-05-14,61750,1
3781,Initech,2024-05-13,2024-05-24,2024-05-19,53152,1
3782,Stark Ltd,2024-06-19,2024-07-01,2024-06-30,74980,1
3783,Soylent,2024-07-04,2024-07-28,2024-07-25,49574,1
3784,STARK,2024-02-15,2024-03-19,2024-03-15,20903,1
3785,Umbrella  Ltd.,2024-02-04,2024-02-21,2024-03-02,19088,0
3786,Stark Limited,2024-04-01,2024-04-24,2024-04-24,64770,1
3787,Globex Ltd,2024-07-12,2024-08-17,2024-08-13,44826,1
3788,Soylent  Ltd.,2024-03-23,2024-04-14,2024-04-09,85931,1
3789,Globex Ltd,2024-05-15,2024-06-18,2024-06-17,83450,1
3790,Globex  Ltd.,2024-03-19,2024-04-15,2024-04-24,86191,0
3791,Stark Limited,2024-02-12,2024-02-20,2024-02-15,15490,1
3792,Umbrella Ltd,2024-03-08,2024-03-20,2024-03-16,61149,1
